Team,Team_1,win,SOS,SOS-1,efg%,def_efg%,tov%,def_tov%,orb%,drb%,ft%,def_ft%,efg%-1,def_efg%-1,tov%-1,def_tov%-1,orb%-1,drb%-1,ft%-1,def_ft%-1
Ohio_State_2010,Georgia_Tech_2010,1,7.37,9.02,0.561,0.471,0.132,0.172,0.263,1.398,0.249,0.71,0.511,0.441,0.168,0.16,0.324,1.041,0.248,0.666
Syracuse_2010,Gonzaga_2010,1,7.21,3.83,0.576,0.459,0.161,0.168,0.312,1.103,0.249,0.637,0.54,0.462,0.138,0.141,0.278,1.296,0.328,0.648
Maryland_2010,Houston_2010,1,7.95,3.48,0.518,0.448,0.123,0.158,0.331,1.008,0.245,0.693,0.483,0.51,0.094,0.172,0.371,0.847,0.239,0.714
Butler_2010,Kansas_State_2010,1,5.08,10.28,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701
Kansas_2010,Lehigh_2010,1,8.25,-7.79,0.551,0.432,0.136,0.151,0.321,1.057,0.288,0.686,0.514,0.487,0.139,0.15,0.282,1.271,0.31,0.708
University_of_California_2010,Louisville_2010,1,8.26,7.99,0.533,0.483,0.133,0.144,0.318,1.071,0.268,0.694,0.514,0.485,0.145,0.163,0.393,0.773,0.251,0.702
Northern_Iowa_2010,Michigan_State_2010,0,4.27,8.17,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709
Maryland_2010,Michigan_State_2010,0,7.95,8.17,0.518,0.448,0.123,0.158,0.331,1.008,0.245,0.693,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709
Xavier_2010,Minnesota_2010,1,5.94,7.32,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654,0.531,0.465,0.141,0.161,0.303,1.149,0.238,0.68
West_Virginia_2010,Missouri_2010,1,10.26,6.36,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.501,0.459,0.133,0.201,0.368,0.861,0.246,0.702
Clemson_2010,Missouri_2010,0,7.9,6.36,0.511,0.464,0.159,0.187,0.357,0.902,0.23,0.679,0.501,0.459,0.133,0.201,0.368,0.861,0.246,0.702
New_Mexico_2010,Montana_2010,1,3.84,-2.35,0.506,0.495,0.117,0.155,0.34,0.971,0.301,0.67,0.548,0.472,0.148,0.151,0.27,1.352,0.267,0.655
West_Virginia_2010,Morgan_State_2010,1,10.26,-6.15,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.475,0.465,0.134,0.148,0.382,0.81,0.307,0.675
Vanderbilt_2010,Murray_State_2010,0,7.86,-3.89,0.525,0.464,0.143,0.143,0.302,1.158,0.337,0.63,0.556,0.436,0.159,0.187,0.333,1.002,0.291,0.694
Michigan_State_2010,New_Mexico_State_2010,1,8.17,1.66,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709,0.532,0.51,0.137,0.139,0.295,1.193,0.269,0.69
Kansas_State_2010,North_Texas_2010,1,10.28,-4.72,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701,0.508,0.476,0.154,0.14,0.298,1.176,0.379,0.705
Nevada-Las_Vegas_2010,Northern_Iowa_2010,0,4.82,4.27,0.52,0.455,0.132,0.173,0.293,1.205,0.234,0.707,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69
Kansas_2010,Northern_Iowa_2010,0,8.25,4.27,0.551,0.432,0.136,0.151,0.321,1.057,0.288,0.686,0.496,0.466,0.135,0.162,0.295,1.197,0.281,0.69
Pittsburgh_2010,Oakland_2010,1,7.39,-2.96,0.497,0.446,0.14,0.127,0.331,1.011,0.297,0.661,0.498,0.499,0.142,0.145,0.355,0.909,0.307,0.672
Georgetown_2010,Ohio_2010,0,9.56,-0.03,0.557,0.474,0.16,0.15,0.294,1.2,0.263,0.718,0.494,0.469,0.135,0.162,0.323,1.047,0.295,0.7
Notre_Dame_2010,Old_Dominion_2010,0,6.22,1.78,0.537,0.493,0.118,0.123,0.322,1.055,0.275,0.742,0.488,0.455,0.145,0.174,0.387,0.791,0.197,0.665
Baylor_2010,Old_Dominion_2010,1,8.03,1.78,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679,0.488,0.455,0.145,0.174,0.387,0.791,0.197,0.665
Duke_2010,Purdue_2010,1,9.21,8.81,0.505,0.437,0.116,0.161,0.365,0.871,0.287,0.687,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715
Villanova_2010,Robert_Morris_2010,1,7.75,-6.15,0.522,0.474,0.138,0.154,0.347,0.942,0.331,0.71,0.489,0.469,0.16,0.171,0.336,0.989,0.306,0.719
Villanova_2010,Saint_Mary's_(CA)_2010,0,7.75,2.2,0.522,0.474,0.138,0.154,0.347,0.942,0.331,0.71,0.557,0.459,0.131,0.123,0.297,1.181,0.254,0.663
Richmond_2010,Saint_Mary's_(CA)_2010,0,3.43,2.2,0.511,0.442,0.13,0.167,0.267,1.373,0.227,0.706,0.557,0.459,0.131,0.123,0.297,1.181,0.254,0.663
Baylor_2010,Sam_Houston_State_2010,1,8.03,-3.37,0.549,0.44,0.151,0.133,0.315,1.089,0.26,0.679,0.536,0.486,0.141,0.166,0.329,1.021,0.26,0.681
Tennessee_2010,San_Diego_State_2010,1,7.75,4.21,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695,0.522,0.465,0.149,0.159,0.353,0.916,0.249,0.693
Purdue_2010,Siena_2010,1,8.81,-1.17,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715,0.493,0.48,0.128,0.173,0.337,0.982,0.261,0.638
Ohio_2010,Tennessee_2010,0,-0.03,7.75,0.494,0.469,0.135,0.162,0.323,1.047,0.295,0.7,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Ohio_State_2010,Tennessee_2010,0,7.37,7.75,0.561,0.471,0.132,0.172,0.263,1.398,0.249,0.71,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Michigan_State_2010,Tennessee_2010,1,8.17,7.75,0.516,0.466,0.154,0.146,0.342,0.964,0.253,0.709,0.506,0.452,0.142,0.173,0.326,1.034,0.239,0.695
Purdue_2010,Texas_A&M_2010,1,8.81,9.8,0.491,0.448,0.123,0.178,0.3,1.167,0.279,0.715,0.497,0.466,0.132,0.158,0.319,1.065,0.32,0.703
Butler_2010,Texas-El_Paso_2010,1,5.08,1.96,0.51,0.466,0.14,0.169,0.284,1.258,0.346,0.679,0.528,0.446,0.142,0.167,0.271,1.347,0.267,0.668
Texas_A&M_2010,Utah_State_2010,1,9.8,1.23,0.497,0.466,0.132,0.158,0.319,1.065,0.32,0.703,0.551,0.458,0.125,0.14,0.292,1.21,0.226,0.709
Syracuse_2010,Vermont_2010,1,7.21,-6.69,0.576,0.459,0.161,0.168,0.312,1.103,0.249,0.637,0.482,0.45,0.148,0.152,0.335,0.991,0.339,0.69
Texas_2010,Wake_Forest_2010,0,7.38,8.85,0.511,0.449,0.133,0.154,0.353,0.917,0.258,0.684,0.47,0.438,0.152,0.14,0.355,0.91,0.268,0.687
Kentucky_2010,Wake_Forest_2010,1,6.82,8.85,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.47,0.438,0.152,0.14,0.355,0.91,0.268,0.687
West_Virginia_2010,Washington_2010,1,10.26,7.49,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
New_Mexico_2010,Washington_2010,0,3.84,7.49,0.506,0.495,0.117,0.155,0.34,0.971,0.301,0.67,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
Marquette_2010,Washington_2010,0,8.23,7.49,0.528,0.497,0.122,0.17,0.32,1.061,0.259,0.681,0.497,0.465,0.129,0.164,0.349,0.933,0.295,0.682
Kentucky_2010,West_Virginia_2010,0,6.82,10.26,0.53,0.431,0.144,0.15,0.34,0.972,0.291,0.688,0.489,0.469,0.129,0.154,0.399,0.754,0.279,0.679
Wisconsin_2010,Wofford_2010,1,7.66,-2.57,0.514,0.468,0.111,0.155,0.303,1.15,0.238,0.689,0.495,0.463,0.133,0.165,0.323,1.046,0.296,0.673
Pittsburgh_2010,Xavier_2010,0,7.39,5.94,0.497,0.446,0.14,0.127,0.331,1.011,0.297,0.661,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654
Kansas_State_2010,Xavier_2010,1,10.28,5.94,0.508,0.47,0.139,0.173,0.389,0.785,0.336,0.701,0.522,0.456,0.133,0.135,0.314,1.093,0.298,0.654
