"","X","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"3893",14283,"brigham-young",26,61,7,14,18,9,25,12,30,64,10,5,11,8,29,12,0,0.484,0.547,0.131,0.137,0.237,0.463,0.23,0.23
"3894",13287,"illinois",30,64,10,5,11,8,29,12,26,61,7,14,18,9,25,12,1,0.547,0.484,0.137,0.131,0.242,0.537,0.078,0.078
"3895",13288,"loyola-il",29,62,6,17,23,6,22,11,26,57,9,14,28,13,30,23,1,0.516,0.535,0.114,0.212,0.167,0.423,0.274,0.274
"3896",131115,"illinois-chicago",26,57,9,14,28,13,30,23,29,62,6,17,23,6,22,11,0,0.535,0.516,0.212,0.114,0.371,0.577,0.246,0.246
"3897",12241,"butler",27,58,10,19,25,4,18,6,26,59,6,20,26,12,26,13,1,0.552,0.492,0.067,0.132,0.133,0.409,0.328,0.328
"3898",14284,"indiana",26,59,6,20,26,12,26,13,27,58,10,19,25,4,18,6,0,0.492,0.552,0.132,0.067,0.4,0.591,0.339,0.339
"3899",14285,"drake",31,74,10,8,9,11,31,10,34,77,14,15,24,16,29,5,0,0.486,0.532,0.107,0.047,0.275,0.517,0.108,0.108
"3900",12242,"iowa-state",34,77,14,15,24,16,29,5,31,74,10,8,9,11,31,10,1,0.532,0.486,0.047,0.107,0.34,0.483,0.195,0.195
"3901",13289,"north-carolina",35,66,9,21,28,7,24,9,40,74,10,13,21,12,20,9,0,0.598,0.608,0.087,0.086,0.259,0.545,0.318,0.318
"3902",12243,"kentucky",40,74,10,13,21,12,20,9,35,66,9,21,28,7,24,9,1,0.608,0.598,0.086,0.087,0.333,0.455,0.176,0.176
"3903",13290,"florida-gulf-coast",24,52,12,20,26,11,22,16,26,54,8,24,30,7,17,10,0,0.577,0.556,0.169,0.106,0.393,0.564,0.385,0.385
"3904",12244,"la-salle",26,54,8,24,30,7,17,10,24,52,12,20,26,11,22,16,1,0.556,0.577,0.106,0.169,0.241,0.436,0.444,0.444
"3905",12245,"texas-southern",27,63,7,19,30,13,20,10,33,63,8,14,17,10,27,14,0,0.484,0.587,0.097,0.148,0.325,0.426,0.302,0.302
"3906",13291,"louisiana-state",33,63,8,14,17,10,27,14,27,63,7,19,30,13,20,10,1,0.587,0.484,0.148,0.097,0.333,0.574,0.222,0.222
"3907",14286,"grambling",20,53,4,11,18,5,10,12,35,57,11,8,9,8,29,17,0,0.415,0.711,0.144,0.204,0.147,0.256,0.208,0.208
"3908",15167,"louisiana-tech",35,57,11,8,9,8,29,17,20,53,4,11,18,5,10,12,1,0.711,0.415,0.204,0.144,0.444,0.744,0.14,0.14
"3909",14287,"eastern-kentucky",21,59,6,8,15,7,20,16,30,62,10,17,21,14,33,16,0,0.407,0.565,0.177,0.161,0.175,0.377,0.136,0.136
"3910",1734,"louisville",30,62,10,17,21,14,33,16,21,59,6,8,15,7,20,16,1,0.565,0.407,0.161,0.177,0.412,0.623,0.274,0.274
"3911",1189,"incarnate-word",25,56,11,29,35,7,20,11,34,69,4,19,24,13,25,12,0,0.545,0.522,0.107,0.114,0.219,0.444,0.518,0.518
"3912",15168,"loyola-marymount",34,69,4,19,24,13,25,12,25,56,11,29,35,7,20,11,1,0.522,0.545,0.114,0.107,0.394,0.556,0.275,0.275
"3913",13292,"towson",27,55,3,16,22,8,27,13,27,57,10,8,18,7,20,11,1,0.518,0.561,0.144,0.127,0.286,0.574,0.291,0.291
"3914",1190,"maryland-baltimore-county",27,57,10,8,18,7,20,11,27,55,3,16,22,8,27,13,0,0.561,0.518,0.127,0.144,0.206,0.426,0.14,0.14
"3915",12246,"kennesaw-state",24,57,6,23,26,11,20,19,38,73,12,7,9,11,21,13,0,0.474,0.603,0.185,0.136,0.344,0.488,0.404,0.404
"3916",14288,"massachusetts",38,73,12,7,9,11,21,13,24,57,6,23,26,11,20,19,1,0.603,0.474,0.136,0.185,0.355,0.512,0.096,0.096
"3917",13293,"north-carolina-central",26,66,3,19,22,12,26,15,24,57,4,14,21,9,27,20,1,0.417,0.456,0.145,0.203,0.308,0.491,0.288,0.288
"3918",131116,"mcneese-state",24,57,4,14,21,9,27,20,26,66,3,19,22,12,26,15,0,0.456,0.417,0.203,0.145,0.257,0.509,0.246,0.246
"3919",14289,"maryland-eastern-shore",19,58,6,5,10,10,14,15,34,52,12,18,26,5,29,9,0,0.379,0.769,0.18,0.103,0.256,0.326,0.086,0.086
"3920",16115,"michigan",34,52,12,18,26,5,29,9,19,58,6,5,10,10,14,15,1,0.769,0.379,0.103,0.18,0.263,0.674,0.346,0.346
"3921",12247,"western-illinois",28,53,9,10,15,5,26,7,19,52,8,13,22,9,21,9,1,0.613,0.442,0.093,0.108,0.192,0.553,0.189,0.189
"3922",13294,"milwaukee",19,52,8,13,22,9,21,9,28,53,9,10,15,5,26,7,0,0.442,0.613,0.108,0.093,0.257,0.447,0.25,0.25
"3923",14290,"eastern-illinois",22,66,8,15,17,13,24,12,23,56,3,15,24,9,26,15,1,0.394,0.438,0.126,0.157,0.333,0.48,0.227,0.227
"3924",141112,"missouri",23,56,3,15,24,9,26,15,22,66,8,15,17,13,24,12,0,0.438,0.394,0.157,0.126,0.273,0.52,0.268,0.268
"3925",12248,"southeast-missouri-state",23,64,7,13,14,6,20,15,20,42,9,22,29,4,29,22,0,0.414,0.583,0.161,0.235,0.171,0.408,0.203,0.203
"3926",15169,"missouri-state",20,42,9,22,29,4,29,22,23,64,7,13,14,6,20,15,1,0.583,0.414,0.235,0.161,0.167,0.592,0.524,0.524
"3927",14291,"east-tennessee-state",26,52,10,16,24,4,28,17,23,71,5,17,21,15,23,10,1,0.596,0.359,0.182,0.098,0.148,0.549,0.308,0.308
"3928",12249,"morehead-state",23,71,5,17,21,15,23,10,26,52,10,16,24,4,28,17,0,0.359,0.596,0.098,0.182,0.349,0.451,0.239,0.239
"3929",15170,"arkansas-pine-bluff",15,57,6,7,10,4,10,21,20,45,6,37,40,11,31,21,0,0.316,0.511,0.237,0.197,0.114,0.244,0.123,0.123
"3930",16116,"new-mexico",20,45,6,37,40,11,31,21,15,57,6,7,10,4,10,21,1,0.511,0.316,0.197,0.237,0.524,0.756,0.822,0.822
"3931",13295,"louisiana-lafayette",25,65,6,20,35,19,23,13,26,52,4,15,22,4,26,17,1,0.431,0.538,0.115,0.186,0.422,0.469,0.308,0.308
"3932",131117,"new-orleans",26,52,4,15,22,4,26,17,25,65,6,20,35,19,23,13,0,0.538,0.431,0.186,0.115,0.148,0.531,0.288,0.288
"3933",12250,"st-bonaventure",31,66,9,8,10,12,19,8,24,55,5,16,19,8,18,14,1,0.538,0.482,0.095,0.158,0.4,0.514,0.121,0.121
"3934",121110,"niagara",24,55,5,16,19,8,18,14,31,66,9,8,10,12,19,8,0,0.482,0.538,0.158,0.095,0.296,0.486,0.291,0.291
"3935",13296,"western-carolina",20,59,6,11,12,9,28,19,18,50,3,20,35,8,26,10,0,0.39,0.39,0.21,0.105,0.257,0.519,0.186,0.186
"3936",12251,"north-carolina-asheville",18,50,3,20,35,8,26,10,20,59,6,11,12,9,28,19,1,0.39,0.39,0.105,0.21,0.222,0.481,0.4,0.4
"3937",13297,"radford",23,45,5,13,19,8,16,22,43,64,8,6,10,7,13,6,0,0.567,0.734,0.255,0.075,0.381,0.552,0.289,0.289
"3938",15171,"north-carolina-wilmington",43,64,8,6,10,7,13,6,23,45,5,13,19,8,16,22,1,0.734,0.567,0.075,0.255,0.304,0.448,0.094,0.094
"3939",15172,"iowa",28,58,6,7,9,9,31,13,15,56,6,10,14,7,21,9,1,0.534,0.321,0.162,0.113,0.3,0.596,0.121,0.121
"3940",15173,"northern-iowa",15,56,6,10,14,7,21,9,28,58,6,7,9,9,31,13,0,0.321,0.534,0.113,0.162,0.184,0.404,0.179,0.179
"3941",12252,"dayton",18,55,9,19,26,4,24,9,21,51,8,17,26,5,35,14,0,0.409,0.49,0.1,0.153,0.103,0.407,0.345,0.345
"3942",121111,"northwestern",21,51,8,17,26,5,35,14,18,55,9,19,26,4,24,9,1,0.49,0.409,0.153,0.1,0.172,0.593,0.333,0.333
"3943",14292,"louisiana-monroe",25,59,9,5,13,8,21,12,26,49,3,13,27,8,28,15,0,0.5,0.561,0.142,0.164,0.222,0.429,0.085,0.085
"3944",15174,"northwestern-state",26,49,3,13,27,8,28,15,25,59,9,5,13,8,21,12,1,0.561,0.5,0.164,0.142,0.276,0.571,0.265,0.265
"3945",1191,"purdue",30,66,7,19,23,13,26,9,33,67,8,7,8,7,22,10,1,0.508,0.552,0.091,0.117,0.371,0.542,0.288,0.288
"3946",12253,"notre-dame",33,67,8,7,8,7,22,10,30,66,7,19,23,13,26,9,0,0.552,0.508,0.117,0.091,0.212,0.458,0.104,0.104
"3947",1735,"cleveland-state",19,59,3,12,19,9,21,15,23,48,10,15,19,1,29,23,0,0.347,0.583,0.161,0.254,0.237,0.42,0.203,0.203
"3948",17112,"ohio",23,48,10,15,19,1,29,23,19,59,3,12,19,9,21,15,1,0.583,0.347,0.254,0.161,0.045,0.58,0.312,0.312
"3949",1192,"memphis",33,58,5,28,32,8,25,13,35,73,12,12,17,14,18,10,1,0.612,0.562,0.126,0.1,0.308,0.581,0.483,0.483
"3950",15175,"oklahoma",35,73,12,12,17,14,18,10,33,58,5,28,32,8,25,13,0,0.562,0.612,0.1,0.126,0.359,0.419,0.164,0.164
"3951",13298,"nevada-las-vegas",18,55,8,19,24,8,11,15,32,60,5,14,17,11,25,14,0,0.4,0.575,0.159,0.153,0.242,0.306,0.345,0.345
"3952",131118,"oregon",32,60,5,14,17,11,25,14,18,55,8,19,24,8,11,15,1,0.575,0.4,0.153,0.159,0.5,0.694,0.233,0.233
"3953",1193,"fresno-state",23,58,7,17,33,13,20,12,25,55,5,13,21,13,29,19,1,0.457,0.5,0.116,0.199,0.31,0.408,0.293,0.293
"3954",14293,"pacific",25,55,5,13,21,13,29,19,23,58,7,17,33,13,20,12,0,0.5,0.457,0.199,0.116,0.394,0.592,0.236,0.236
"3955",14294,"rice",26,57,8,13,23,9,13,7,29,45,9,16,19,4,27,18,0,0.526,0.744,0.08,0.218,0.25,0.325,0.228,0.228
"3956",12254,"pittsburgh",29,45,9,16,19,4,27,18,26,57,8,13,23,9,13,7,1,0.744,0.526,0.218,0.08,0.235,0.675,0.356,0.356
"3957",13299,"coastal-georgia",17,68,1,13,17,18,23,21,35,66,8,12,16,8,32,10,0,0.257,0.591,0.197,0.108,0.36,0.418,0.191,0.191
"3958",14295,"presbyterian",35,66,8,12,16,8,32,10,17,68,1,13,17,18,23,21,1,0.591,0.257,0.108,0.197,0.258,0.582,0.182,0.182
"3959",14296,"wagner",21,63,5,7,11,14,22,20,27,57,9,13,18,7,23,15,0,0.373,0.553,0.212,0.166,0.378,0.489,0.111,0.111
"3960",16117,"providence",27,57,9,13,18,7,23,15,21,63,5,7,11,14,22,20,1,0.553,0.373,0.166,0.212,0.241,0.511,0.228,0.228
"3961",12255,"texas-tech",30,60,2,17,25,16,25,11,25,55,10,12,16,8,20,14,1,0.517,0.545,0.114,0.164,0.444,0.556,0.283,0.283
"3962",13300,"richmond",25,55,10,12,16,8,20,14,30,60,2,17,25,16,25,11,0,0.545,0.517,0.164,0.114,0.242,0.444,0.218,0.218
"3963",13301,"abilene-christian",37,65,8,4,5,2,25,16,29,58,9,21,30,9,25,18,0,0.631,0.578,0.185,0.169,0.074,0.5,0.062,0.062
"3964",15176,"sacramento-state",29,58,9,21,30,9,25,18,37,65,8,4,5,2,25,16,1,0.578,0.631,0.169,0.185,0.265,0.5,0.362,0.362
"3965",12256,"stony-brook",26,63,12,11,15,9,28,10,21,59,8,13,17,9,28,15,1,0.508,0.424,0.113,0.164,0.243,0.5,0.175,0.175
"3966",13302,"saint-francis-pa",21,59,8,13,17,9,28,15,26,63,12,11,15,9,28,10,0,0.424,0.508,0.164,0.113,0.243,0.5,0.22,0.22
"3967",13303,"southern-illinois-edwardsville",21,63,2,14,18,13,25,13,25,53,9,13,23,4,29,13,0,0.349,0.557,0.138,0.145,0.31,0.463,0.222,0.222
"3968",1194,"saint-louis",25,53,9,13,23,4,29,13,21,63,2,14,18,13,25,13,1,0.557,0.349,0.145,0.138,0.138,0.537,0.245,0.245
"3969",13304,"north-texas",26,58,2,16,24,7,24,14,26,57,4,20,30,13,23,14,0,0.466,0.491,0.145,0.138,0.233,0.511,0.276,0.276
"3970",14297,"sam-houston-state",26,57,4,20,30,13,23,14,26,58,2,16,24,7,24,14,1,0.491,0.466,0.138,0.145,0.351,0.489,0.351,0.351
"3971",16118,"bethesda-ca",35,70,14,5,9,5,22,13,30,60,11,34,43,14,28,11,0,0.6,0.592,0.141,0.096,0.152,0.44,0.071,0.071
"3972",13305,"san-diego",30,60,11,34,43,14,28,11,35,70,14,5,9,5,22,13,1,0.592,0.6,0.096,0.141,0.389,0.56,0.567,0.567
"3973",14298,"delaware",22,55,4,20,22,5,27,11,32,69,7,10,20,17,24,8,0,0.436,0.514,0.124,0.082,0.172,0.529,0.364,0.364
"3974",141113,"seton-hall",32,69,7,10,20,17,24,8,22,55,4,20,22,5,27,11,1,0.514,0.436,0.082,0.124,0.386,0.471,0.145,0.145
"3975",14299,"bucknell",21,57,7,19,25,11,23,10,22,46,5,22,34,8,27,10,0,0.43,0.533,0.108,0.111,0.289,0.46,0.333,0.333
"3976",13306,"siena",22,46,5,22,34,8,27,10,21,57,7,19,25,11,23,10,1,0.533,0.43,0.111,0.108,0.258,0.54,0.478,0.478
"3977",13307,"murray-state",30,70,17,7,8,10,17,14,26,53,8,28,31,8,24,14,0,0.55,0.566,0.151,0.142,0.294,0.415,0.1,0.1
"3978",12257,"south-dakota-state",26,53,8,28,31,8,24,14,30,70,17,7,8,10,17,14,1,0.566,0.55,0.142,0.151,0.32,0.585,0.528,0.528
"3979",13308,"south-carolina",27,62,10,13,20,7,22,6,21,50,6,18,27,11,25,17,1,0.516,0.48,0.068,0.18,0.219,0.468,0.21,0.21
"3980",131119,"south-florida",21,50,6,18,27,11,25,17,27,62,10,13,20,7,22,6,0,0.48,0.516,0.18,0.068,0.333,0.532,0.36,0.36
"3981",13309,"troy",26,66,11,14,18,14,16,11,29,62,5,19,22,10,24,9,0,0.477,0.508,0.115,0.096,0.368,0.4,0.212,0.212
"3982",1195,"southern-california",29,62,5,19,22,10,24,9,26,66,11,14,18,14,16,11,1,0.508,0.477,0.096,0.115,0.385,0.6,0.306,0.306
"3983",16119,"iupui",38,63,13,12,20,7,22,13,25,52,7,24,31,6,19,18,1,0.706,0.548,0.135,0.177,0.269,0.537,0.19,0.19
"3984",13310,"southern-utah",25,52,7,24,31,6,19,18,38,63,13,12,20,7,22,13,0,0.548,0.706,0.177,0.135,0.214,0.463,0.462,0.462
"3985",15177,"georgetown",25,53,6,22,25,11,28,18,25,57,7,14,25,10,16,13,1,0.528,0.5,0.187,0.136,0.407,0.636,0.415,0.415
"3986",1196,"syracuse",25,57,7,14,25,10,16,13,25,53,6,22,25,11,28,18,0,0.5,0.528,0.136,0.187,0.263,0.364,0.246,0.246
"3987",12258,"njit",24,65,13,2,3,7,27,9,23,55,7,15,18,2,29,6,0,0.469,0.482,0.116,0.076,0.194,0.482,0.031,0.031
"3988",1197,"temple",23,55,7,15,18,2,29,6,24,65,13,2,3,7,27,9,1,0.482,0.469,0.076,0.116,0.069,0.518,0.273,0.273
"3989",12259,"bethune-cookman",27,66,9,9,18,8,15,14,39,64,7,12,18,10,32,15,0,0.477,0.664,0.142,0.154,0.2,0.319,0.136,0.136
"3990",15178,"tennessee-martin",39,64,7,12,18,10,32,15,27,66,9,9,18,8,15,14,1,0.664,0.477,0.154,0.142,0.4,0.681,0.188,0.188
"3991",13311,"lipscomb",28,53,12,13,23,5,24,26,28,60,9,14,24,10,19,21,1,0.642,0.542,0.254,0.199,0.208,0.558,0.245,0.245
"3992",14300,"tennessee-tech",28,60,9,14,24,10,19,21,28,53,12,13,23,5,24,26,0,0.542,0.642,0.199,0.254,0.294,0.442,0.233,0.233
"3993",12260,"arkansas",22,62,4,29,31,9,25,10,25,62,5,19,32,13,26,12,1,0.387,0.444,0.097,0.113,0.257,0.49,0.468,0.468
"3994",121112,"texas",25,62,5,19,32,13,26,12,22,62,4,29,31,9,25,10,0,0.444,0.387,0.113,0.097,0.342,0.51,0.306,0.306
"3995",14301,"northern-arizona",29,54,8,10,17,10,26,19,27,59,11,9,10,5,19,10,1,0.611,0.551,0.21,0.126,0.345,0.578,0.185,0.185
"3996",13312,"texas-el-paso",27,59,11,9,10,5,19,10,29,54,8,10,17,10,26,19,0,0.551,0.611,0.126,0.21,0.161,0.422,0.153,0.153
"3997",13313,"southeastern-louisiana",23,61,5,5,13,14,20,18,24,53,7,23,28,9,28,17,0,0.418,0.519,0.195,0.173,0.333,0.417,0.082,0.082
"3998",131120,"toledo",24,53,7,23,28,9,28,17,23,61,5,5,13,14,20,18,1,0.519,0.418,0.173,0.195,0.31,0.583,0.434,0.434
"3999",15179,"texas-state",24,59,3,8,10,5,19,14,24,47,9,17,25,8,28,20,0,0.432,0.606,0.168,0.216,0.152,0.404,0.136,0.136
"4000",15180,"tulsa",24,47,9,17,25,8,28,20,24,59,3,8,10,5,19,14,1,0.606,0.432,0.216,0.168,0.296,0.596,0.362,0.362
"4001",1198,"ohio-state",29,62,5,10,12,5,24,18,31,64,10,14,19,12,27,14,0,0.508,0.562,0.195,0.144,0.156,0.471,0.161,0.161
"4002",1013,"ucla",31,64,10,14,19,12,27,14,29,62,5,10,12,5,24,18,1,0.562,0.508,0.144,0.195,0.333,0.529,0.219,0.219
"4003",15181,"prairie-view",24,63,2,10,18,7,15,6,32,54,7,21,35,10,37,14,0,0.397,0.657,0.069,0.135,0.159,0.288,0.159,0.159
"4004",16120,"utah",32,54,7,21,35,10,37,14,24,63,2,10,18,7,15,6,1,0.657,0.397,0.135,0.069,0.4,0.712,0.389,0.389
"4005",15182,"indiana-state",23,58,6,19,30,6,19,12,28,65,11,22,27,13,32,14,0,0.448,0.515,0.119,0.132,0.158,0.373,0.328,0.328
"4006",15183,"valparaiso",28,65,11,22,27,13,32,14,23,58,6,19,30,6,19,12,1,0.515,0.448,0.132,0.119,0.406,0.627,0.338,0.338
"4007",12261,"chattanooga",29,54,3,13,19,9,21,13,22,50,6,26,29,7,19,11,0,0.565,0.5,0.15,0.122,0.321,0.525,0.241,0.241
"4008",121113,"vanderbilt",22,50,6,26,29,7,19,11,29,54,3,13,19,9,21,13,1,0.5,0.565,0.122,0.15,0.25,0.475,0.52,0.52
"4009",12262,"eastern-michigan",27,61,9,11,17,14,18,8,29,60,7,17,22,12,17,7,0,0.516,0.542,0.093,0.078,0.452,0.514,0.18,0.18
"4010",13314,"vermont",29,60,7,17,22,12,17,7,27,61,9,11,17,14,18,8,1,0.542,0.516,0.078,0.093,0.4,0.486,0.283,0.283
"4011",15184,"robert-morris",11,46,4,13,23,5,15,13,31,52,6,11,14,7,30,11,0,0.283,0.654,0.158,0.142,0.143,0.333,0.283,0.283
"4012",16121,"virginia",31,52,6,11,14,7,30,11,11,46,4,13,23,5,15,13,1,0.654,0.283,0.142,0.158,0.318,0.667,0.212,0.212
"4013",12263,"middle-tennessee",27,55,8,15,24,8,28,12,30,57,6,14,24,6,21,5,0,0.564,0.579,0.131,0.058,0.276,0.571,0.273,0.273
"4014",14302,"virginia-commonwealth",30,57,6,14,24,6,21,5,27,55,8,15,24,8,28,12,1,0.579,0.564,0.058,0.131,0.176,0.429,0.246,0.246
"4015",15185,"citadel",28,76,10,5,10,6,19,18,42,69,11,18,26,10,39,16,0,0.434,0.688,0.172,0.144,0.133,0.328,0.066,0.066
"4016",12264,"virginia-tech",42,69,11,18,26,10,39,16,28,76,10,5,10,6,19,18,1,0.688,0.434,0.144,0.172,0.345,0.672,0.261,0.261
"4017",1014,"santa-clara",26,59,12,4,4,8,25,13,27,52,6,9,14,3,20,8,0,0.542,0.577,0.17,0.107,0.286,0.556,0.068,0.068
"4018",1199,"washington-state",27,52,6,9,14,3,20,8,26,59,12,4,4,8,25,13,1,0.577,0.542,0.107,0.17,0.107,0.444,0.173,0.173
"4019",15186,"utah-valley",32,62,7,14,22,7,21,13,31,53,12,19,28,4,25,13,0,0.573,0.698,0.133,0.138,0.219,0.457,0.226,0.226
"4020",12265,"weber-state",31,53,12,19,28,4,25,13,32,62,7,14,22,7,21,13,1,0.698,0.573,0.138,0.133,0.16,0.543,0.358,0.358
"4021",16122,"missouri-kansas-city",25,54,9,8,14,8,21,27,41,77,11,19,27,16,21,7,0,0.546,0.604,0.283,0.063,0.276,0.5,0.148,0.148
"4022",1821,"west-virginia",41,77,11,19,27,16,21,7,25,54,9,8,14,8,21,27,1,0.604,0.546,0.063,0.283,0.432,0.5,0.247,0.247
"4023",15187,"oklahoma-state",31,59,14,17,26,10,16,16,19,52,3,35,47,16,15,15,1,0.644,0.394,0.158,0.131,0.4,0.516,0.288,0.288
"4024",196,"wichita-state",19,52,3,35,47,16,15,15,31,59,14,17,26,10,16,16,0,0.394,0.644,0.131,0.158,0.5,0.484,0.673,0.673
"4025",1736,"cornell",26,60,8,18,23,3,28,16,32,68,12,21,25,8,32,14,0,0.5,0.559,0.161,0.13,0.086,0.467,0.3,0.3
"4026",13315,"wyoming",32,68,12,21,25,8,32,14,26,60,8,18,23,3,28,16,1,0.559,0.5,0.13,0.161,0.222,0.533,0.309,0.309
"4027",14303,"wake-forest",25,69,5,10,12,12,21,10,26,51,5,12,18,5,28,15,0,0.399,0.559,0.109,0.178,0.3,0.429,0.145,0.145
"4028",12266,"xavier",26,51,5,12,18,5,28,15,25,69,5,10,12,12,21,10,1,0.559,0.399,0.178,0.109,0.192,0.571,0.235,0.235
"4029",11100,"clemson",24,55,9,10,14,5,26,11,16,50,3,19,25,10,24,16,1,0.518,0.35,0.137,0.175,0.172,0.52,0.182,0.182
"4030",14304,"alabama",16,50,3,19,25,10,24,16,24,55,9,10,14,5,26,11,0,0.35,0.518,0.175,0.137,0.278,0.48,0.38,0.38
"4031",13316,"southern",28,69,7,11,15,13,29,16,25,66,11,14,21,13,26,16,0,0.457,0.462,0.159,0.155,0.333,0.527,0.159,0.159
"4032",131121,"alabama-birmingham",25,66,11,14,21,13,26,16,28,69,7,11,15,13,29,16,1,0.462,0.457,0.155,0.159,0.31,0.473,0.212,0.212
"4033",14305,"mercer",26,59,10,12,17,15,22,15,20,50,9,27,35,7,18,7,0,0.525,0.49,0.164,0.076,0.455,0.55,0.203,0.203
"4034",13317,"auburn",20,50,9,27,35,7,18,7,26,59,10,12,17,15,22,15,1,0.49,0.525,0.076,0.164,0.241,0.45,0.54,0.54
"4035",16123,"john-brown",21,53,9,2,12,6,8,18,39,66,11,18,21,14,30,13,0,0.481,0.674,0.216,0.129,0.167,0.211,0.038,0.038
"4036",14306,"baylor",39,66,11,18,21,14,30,13,21,53,9,2,12,6,8,18,1,0.674,0.481,0.129,0.216,0.636,0.789,0.273,0.273
"4037",14307,"idaho-state",22,56,5,10,16,5,14,7,30,58,7,15,22,12,25,11,0,0.438,0.578,0.088,0.12,0.167,0.359,0.179,0.179
"4038",16124,"boise-state",30,58,7,15,22,12,25,11,22,56,5,10,16,5,14,7,1,0.578,0.438,0.12,0.088,0.462,0.641,0.259,0.259
"4039",13318,"sacred-heart",25,59,2,23,33,8,32,21,26,61,5,25,41,8,28,15,0,0.441,0.467,0.185,0.128,0.222,0.533,0.39,0.39
"4040",131122,"boston-college",26,61,5,25,41,8,28,15,25,59,2,23,33,8,32,21,1,0.467,0.441,0.128,0.185,0.2,0.467,0.41,0.41
"4041",11101,"new-hampshire",24,61,7,14,21,12,25,10,26,59,9,12,14,8,26,11,0,0.451,0.517,0.108,0.13,0.316,0.49,0.23,0.23
"4042",12267,"boston-university",26,59,9,12,14,8,26,11,24,61,7,14,21,12,25,10,1,0.517,0.451,0.13,0.108,0.242,0.51,0.203,0.203
"4043",14308,"miami-oh",25,65,9,14,19,2,17,8,23,54,6,28,34,11,32,18,0,0.454,0.481,0.087,0.169,0.059,0.347,0.215,0.215
"4044",11102,"central-florida",23,54,6,28,34,11,32,18,25,65,9,14,19,2,17,8,1,0.481,0.454,0.169,0.087,0.393,0.653,0.519,0.519
"4045",13319,"north-florida",20,60,12,7,15,9,18,11,29,54,4,18,26,10,27,10,0,0.433,0.574,0.127,0.111,0.25,0.4,0.117,0.117
"4046",15188,"connecticut",29,54,4,18,26,10,27,10,20,60,12,7,15,9,18,11,1,0.574,0.433,0.111,0.127,0.357,0.6,0.333,0.333
"4047",13320,"kean",19,58,4,2,5,5,19,12,32,72,12,8,12,20,34,9,0,0.362,0.528,0.159,0.096,0.128,0.358,0.034,0.034
"4048",16125,"drexel",32,72,12,8,12,20,34,9,19,58,4,2,5,5,19,12,1,0.528,0.362,0.096,0.159,0.513,0.642,0.111,0.111
"4049",15189,"alcorn-state",16,51,7,11,15,8,16,20,26,62,2,20,27,17,27,14,0,0.382,0.435,0.231,0.135,0.229,0.372,0.216,0.216
"4050",1737,"georgia-tech",26,62,2,20,27,17,27,14,16,51,7,11,15,8,16,20,1,0.435,0.382,0.135,0.231,0.515,0.628,0.323,0.323
"4051",1738,"central-pennsylvania-college",21,64,5,13,19,14,21,16,18,49,5,26,32,11,30,20,0,0.367,0.418,0.161,0.197,0.318,0.412,0.203,0.203
"4052",12268,"howard",18,49,5,26,32,11,30,20,21,64,5,13,19,14,21,16,1,0.418,0.367,0.197,0.161,0.344,0.588,0.531,0.531
"4053",14309,"saint-josephs",23,55,8,18,23,8,21,14,31,66,9,10,13,12,22,10,0,0.491,0.538,0.151,0.112,0.267,0.488,0.327,0.327
"4054",141114,"illinois-state",31,66,9,10,13,12,22,10,23,55,8,18,23,8,21,14,1,0.538,0.491,0.112,0.151,0.364,0.512,0.152,0.152
"4055",12269,"wright-state",25,56,12,6,8,9,27,17,22,64,6,13,19,14,22,12,1,0.554,0.391,0.209,0.126,0.29,0.551,0.107,0.107
"4056",13321,"kent-state",22,64,6,13,19,14,22,12,25,56,12,6,8,9,27,17,0,0.391,0.554,0.126,0.209,0.341,0.449,0.203,0.203
"4057",13322,"dartmouth",24,56,11,23,30,7,28,9,28,60,2,10,22,9,27,14,1,0.527,0.483,0.094,0.145,0.206,0.509,0.411,0.411
"4058",14310,"long-island-university",28,60,2,10,22,9,27,14,24,56,11,23,30,7,28,9,0,0.483,0.527,0.145,0.094,0.243,0.491,0.167,0.167
"4059",12270,"quinnipiac",29,62,6,21,28,12,28,16,30,65,6,9,12,8,16,9,1,0.516,0.508,0.15,0.104,0.429,0.636,0.339,0.339
"4060",14311,"maine",30,65,6,9,12,8,16,9,29,62,6,21,28,12,28,16,0,0.508,0.516,0.104,0.15,0.222,0.364,0.138,0.138
"4061",13323,"central-connecticut-state",24,54,3,18,26,12,12,18,35,51,10,6,12,1,21,20,0,0.472,0.784,0.183,0.24,0.364,0.364,0.333,0.333
"4062",131123,"massachusetts-lowell",35,51,10,6,12,1,21,20,24,54,3,18,26,12,12,18,1,0.784,0.472,0.24,0.183,0.077,0.636,0.118,0.118
"4063",13324,"northeastern",25,55,11,20,24,7,25,15,26,54,5,16,26,8,22,14,1,0.555,0.528,0.159,0.148,0.241,0.532,0.364,0.364
"4064",15190,"michigan-state",26,54,5,16,26,8,22,14,25,55,11,20,24,7,25,15,0,0.528,0.555,0.148,0.159,0.242,0.468,0.296,0.296
"4065",14312,"south-dakota",27,49,8,18,31,5,28,13,23,56,9,13,19,7,23,14,1,0.633,0.491,0.139,0.157,0.179,0.549,0.367,0.367
