"","X","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"5154",1488,"stephen-f-austin",19,45,5,18,23,7,26,20,16,51,3,16,23,10,21,20,1,0.478,0.343,0.226,0.212,0.25,0.553,0.4,0.4
"5155",12105,"morehead-state",27,65,11,12,14,10,22,10,27,63,9,18,25,14,26,14,0,0.5,0.5,0.112,0.137,0.278,0.458,0.185,0.185
"5156",13136,"tennessee-martin",27,63,9,18,25,14,26,14,27,65,11,12,14,10,22,10,1,0.5,0.5,0.137,0.112,0.389,0.542,0.286,0.286
"5157",12106,"coastal-carolina",24,59,13,8,10,6,26,17,31,69,15,13,17,13,25,9,0,0.517,0.558,0.197,0.094,0.194,0.51,0.136,0.136
"5158",1714,"texas-arlington",31,69,15,13,17,13,25,9,24,59,13,8,10,6,26,17,1,0.558,0.517,0.094,0.197,0.333,0.49,0.188,0.188
"5159",1489,"texas-am-kingsville",29,60,3,17,28,12,19,20,30,55,11,25,38,6,26,18,0,0.508,0.645,0.184,0.162,0.316,0.422,0.283,0.283
"5160",1546,"texas-pan-american",30,55,11,25,38,6,26,18,29,60,3,17,28,12,19,20,1,0.645,0.508,0.162,0.184,0.24,0.578,0.455,0.455
"5161",1490,"appalachian-state",22,56,6,8,14,13,24,14,25,51,6,11,20,6,23,9,0,0.446,0.549,0.166,0.112,0.361,0.511,0.143,0.143
"5162",13137,"texas-state",25,51,6,11,20,6,23,9,22,56,6,8,14,13,24,14,1,0.549,0.446,0.112,0.166,0.2,0.489,0.216,0.216
"5163",12107,"north-carolina-wilmington",26,62,10,14,20,11,21,13,24,58,3,16,24,9,27,19,1,0.5,0.44,0.136,0.187,0.289,0.438,0.226,0.226
"5164",1491,"towson",24,58,3,16,24,9,27,19,26,62,10,14,20,11,21,13,0,0.44,0.5,0.187,0.136,0.3,0.562,0.276,0.276
"5165",1138,"connecticut",23,57,6,7,11,8,26,16,22,61,5,12,15,8,21,11,0,0.456,0.402,0.189,0.126,0.276,0.553,0.123,0.123
"5166",13138,"tulsa",22,61,5,12,15,8,21,11,23,57,6,7,11,8,26,16,1,0.402,0.456,0.126,0.189,0.235,0.447,0.197,0.197
"5167",1492,"florida-state",20,49,8,12,24,10,22,11,23,51,9,3,5,5,23,13,1,0.49,0.539,0.13,0.187,0.303,0.489,0.245,0.245
"5168",13139,"virginia",23,51,9,3,5,5,23,13,20,49,8,12,24,10,22,11,0,0.539,0.49,0.187,0.13,0.185,0.511,0.059,0.059
"5169",12108,"duke",28,67,5,14,22,18,23,10,32,58,8,17,26,6,25,9,0,0.455,0.621,0.101,0.096,0.419,0.479,0.209,0.209
"5170",1139,"virginia-tech",32,58,8,17,26,6,25,9,28,67,5,14,22,18,23,10,1,0.621,0.455,0.096,0.101,0.207,0.521,0.293,0.293
"5171",12109,"clemson",27,58,8,11,20,8,22,11,25,60,8,10,11,7,27,16,1,0.534,0.483,0.123,0.183,0.229,0.449,0.19,0.19
"5172",1493,"wake-forest",25,60,8,10,11,7,27,16,27,58,8,11,20,8,22,11,0,0.483,0.534,0.183,0.123,0.241,0.551,0.167,0.167
"5173",1140,"chattanooga",22,51,6,14,18,5,21,14,19,56,2,8,9,8,22,17,1,0.49,0.357,0.168,0.206,0.185,0.488,0.275,0.275
"5174",13140,"western-carolina",19,56,2,8,9,8,22,17,22,51,6,14,18,5,21,14,0,0.357,0.49,0.206,0.168,0.276,0.512,0.143,0.143
"5175",13141,"radford",28,66,16,10,15,9,27,12,28,60,8,16,23,8,24,9,1,0.545,0.533,0.128,0.097,0.273,0.529,0.152,0.152
"5176",13142,"winthrop",28,60,8,16,23,8,24,9,28,66,16,10,15,9,27,12,0,0.533,0.545,0.097,0.128,0.229,0.471,0.267,0.267
"5177",1626,"mercer",24,56,7,16,22,5,19,8,27,53,8,26,30,7,26,7,0,0.491,0.585,0.093,0.077,0.161,0.422,0.286,0.286
"5178",13143,"wofford",27,53,8,26,30,7,26,7,24,56,7,16,22,5,19,8,1,0.585,0.491,0.077,0.093,0.269,0.578,0.491,0.491
"5179",1494,"green-bay",33,63,7,17,22,5,30,17,31,71,8,7,16,8,23,17,1,0.579,0.493,0.166,0.163,0.179,0.566,0.27,0.27
"5180",13144,"youngstown-state",31,71,8,7,16,8,23,17,33,63,7,17,22,5,30,17,0,0.493,0.579,0.163,0.166,0.211,0.434,0.099,0.099
"5181",17,"tulane",17,62,3,19,28,13,16,15,33,58,13,13,17,6,28,14,0,0.298,0.681,0.142,0.157,0.317,0.364,0.306,0.306
"5182",15,"cincinnati",33,58,13,13,17,6,28,14,17,62,3,19,28,13,16,15,1,0.681,0.298,0.157,0.142,0.273,0.636,0.224,0.224
"5183",12,"st-johns-ny",27,57,9,16,21,10,21,12,25,59,9,14,16,12,19,15,1,0.553,0.5,0.133,0.166,0.345,0.525,0.281,0.281
"5184",121,"depaul",25,59,9,14,16,12,19,15,27,57,9,16,21,10,21,12,0,0.5,0.553,0.166,0.133,0.364,0.475,0.237,0.237
"5185",14,"northern-iowa",22,57,5,9,14,5,19,14,25,52,6,14,20,4,30,16,0,0.43,0.538,0.164,0.181,0.143,0.388,0.158,0.158
"5186",10,"evansville",25,52,6,14,20,4,30,16,22,57,5,9,14,5,19,14,1,0.538,0.43,0.181,0.164,0.174,0.612,0.269,0.269
"5187",11,"ohio-state",27,65,7,9,11,9,25,8,26,60,6,17,23,11,30,9,0,0.469,0.483,0.095,0.097,0.231,0.455,0.138,0.138
"5188",13,"illinois",26,60,6,17,23,11,30,9,27,65,7,9,11,9,25,8,1,0.483,0.469,0.097,0.095,0.306,0.545,0.283,0.283
"5189",122,"michigan",34,74,12,3,5,13,23,8,33,69,11,9,15,13,28,9,0,0.541,0.558,0.091,0.096,0.317,0.451,0.041,0.041
"5190",131,"iowa",33,69,11,9,15,13,28,9,34,74,12,3,5,13,23,8,1,0.558,0.541,0.096,0.091,0.361,0.549,0.13,0.13
"5191",151,"illinois-state",28,49,10,15,18,5,28,13,24,58,7,4,9,5,16,12,1,0.673,0.474,0.162,0.151,0.238,0.636,0.306,0.306
"5192",132,"loyola-il",24,58,7,4,9,5,16,12,28,49,10,15,18,5,28,13,0,0.474,0.673,0.151,0.162,0.152,0.364,0.069,0.069
"5193",123,"nebraska",24,57,4,15,23,13,28,15,23,65,11,8,16,14,22,16,1,0.456,0.438,0.157,0.164,0.371,0.56,0.263,0.263
"5194",133,"maryland",23,65,11,8,16,14,22,16,24,57,4,15,23,13,28,15,0,0.438,0.456,0.164,0.157,0.333,0.44,0.123,0.123
"5195",141,"alabama-birmingham",15,43,3,16,22,7,20,16,21,47,7,11,17,8,23,13,0,0.384,0.521,0.196,0.168,0.233,0.465,0.372,0.372
"5196",124,"middle-tennessee",21,47,7,11,17,8,23,13,15,43,3,16,22,7,20,16,1,0.521,0.384,0.168,0.196,0.286,0.535,0.234,0.234
"5197",125,"minnesota",35,71,8,13,19,5,29,6,30,75,9,13,15,14,27,14,1,0.549,0.46,0.062,0.134,0.156,0.518,0.183,0.183
"5198",1211,"purdue",30,75,9,13,15,14,27,14,35,71,8,13,19,5,29,6,0,0.46,0.549,0.134,0.062,0.326,0.482,0.173,0.173
"5199",126,"penn-state",20,55,7,13,18,5,32,14,18,63,3,8,13,10,30,17,1,0.427,0.31,0.16,0.182,0.143,0.516,0.236,0.236
"5200",142,"rutgers",18,63,3,8,13,10,30,17,20,55,7,13,18,5,32,14,0,0.31,0.427,0.182,0.16,0.238,0.484,0.127,0.127
"5201",134,"new-mexico",21,51,6,20,26,9,27,16,22,53,5,13,18,8,18,16,1,0.471,0.462,0.171,0.183,0.333,0.6,0.392,0.392
"5202",111,"san-diego-state",22,53,5,13,18,8,18,16,21,51,6,20,26,9,27,16,0,0.462,0.471,0.183,0.171,0.229,0.4,0.245,0.245
"5203",112,"marquette",26,62,9,5,6,11,18,16,29,56,4,7,11,9,25,17,0,0.492,0.554,0.189,0.201,0.306,0.419,0.081,0.081
"5204",127,"seton-hall",29,56,4,7,11,9,25,17,26,62,9,5,6,11,18,16,1,0.554,0.492,0.201,0.189,0.333,0.581,0.125,0.125
"5205",135,"drake",27,62,8,7,12,9,20,16,31,62,6,15,24,14,27,13,0,0.5,0.548,0.177,0.131,0.25,0.426,0.113,0.113
"5206",128,"southern-illinois",31,62,6,15,24,14,27,13,27,62,8,7,12,9,20,16,1,0.548,0.5,0.131,0.177,0.412,0.574,0.242,0.242
"5207",136,"louisiana-tech",26,64,8,19,28,11,34,7,23,62,4,5,8,4,29,13,1,0.469,0.403,0.07,0.156,0.275,0.54,0.297,0.297
"5208",129,"southern-mississippi",23,62,4,5,8,4,29,13,26,64,8,19,28,11,34,7,0,0.403,0.469,0.156,0.07,0.105,0.46,0.081,0.081
"5209",152,"arizona",30,48,10,21,23,5,30,19,19,56,3,11,23,8,12,17,1,0.729,0.366,0.21,0.176,0.294,0.714,0.438,0.438
"5210",171,"stanford",19,56,3,11,23,8,12,17,30,48,10,21,23,5,30,19,0,0.366,0.729,0.176,0.21,0.211,0.286,0.196,0.196
"5211",1210,"texas-el-paso",21,47,3,10,19,4,25,15,19,52,5,24,30,9,23,9,0,0.479,0.413,0.184,0.098,0.148,0.521,0.213,0.213
"5212",1212,"texas-san-antonio",19,52,5,24,30,9,23,9,21,47,3,10,19,4,25,15,1,0.413,0.479,0.098,0.184,0.265,0.479,0.462,0.462
"5213",143,"colorado",23,57,6,8,11,5,25,15,32,61,6,6,10,6,24,8,0,0.456,0.574,0.18,0.101,0.172,0.51,0.14,0.14
"5214",172,"utah",32,61,6,6,10,6,24,8,23,57,6,8,11,5,25,15,1,0.574,0.456,0.101,0.18,0.194,0.49,0.098,0.098
"5215",1213,"washington-state",29,59,4,17,21,4,21,10,31,70,8,4,6,9,24,14,1,0.525,0.5,0.111,0.155,0.143,0.467,0.288,0.288
"5216",1214,"washington",31,70,8,4,6,9,24,14,29,59,4,17,21,4,21,10,0,0.5,0.525,0.155,0.111,0.3,0.533,0.057,0.057
"5217",16,"bradley",21,52,7,17,22,7,17,22,34,65,13,19,22,12,18,11,0,0.471,0.623,0.228,0.112,0.28,0.486,0.327,0.327
"5218",19,"wichita-state",34,65,13,19,22,12,18,11,21,52,7,17,22,7,17,22,1,0.623,0.471,0.112,0.228,0.414,0.514,0.292,0.292
"5219",137,"texas-southern",23,59,4,17,24,10,24,9,25,58,6,9,15,10,29,13,1,0.424,0.483,0.097,0.15,0.256,0.453,0.288,0.288
"5220",144,"alcorn-state",25,58,6,9,15,10,29,13,23,59,4,17,24,10,24,9,0,0.483,0.424,0.15,0.097,0.294,0.547,0.155,0.155
"5221",1215,"louisiana-lafayette",30,53,7,2,5,6,25,12,19,59,6,8,10,16,17,10,1,0.632,0.373,0.17,0.126,0.261,0.595,0.038,0.038
"5222",138,"arkansas-little-rock",19,59,6,8,10,16,17,10,30,53,7,2,5,6,25,12,0,0.373,0.632,0.126,0.17,0.39,0.405,0.136,0.136
"5223",161,"mississippi-valley-state",30,53,12,19,29,8,19,15,37,58,11,20,29,8,18,10,0,0.679,0.733,0.154,0.103,0.308,0.514,0.358,0.358
"5224",139,"arkansas-pine-bluff",37,58,11,20,29,8,18,10,30,53,12,19,29,8,19,15,1,0.733,0.679,0.103,0.154,0.296,0.486,0.345,0.345
"5225",1310,"louisiana-monroe",18,57,4,5,12,6,21,9,27,59,7,15,23,12,35,8,0,0.351,0.517,0.115,0.088,0.146,0.375,0.088,0.088
"5226",162,"arkansas-state",27,59,7,15,23,12,35,8,18,57,4,5,12,6,21,9,1,0.517,0.351,0.088,0.115,0.364,0.625,0.254,0.254
"5227",1216,"lehigh",22,63,8,9,16,8,27,17,25,55,9,16,26,6,32,15,0,0.413,0.536,0.176,0.156,0.2,0.458,0.143,0.143
"5228",1311,"boston-university",25,55,9,16,26,6,32,15,22,63,8,9,16,8,27,17,1,0.536,0.413,0.156,0.176,0.182,0.542,0.291,0.291
"5229",145,"army",30,67,8,8,12,10,27,13,31,61,6,16,26,7,28,10,0,0.507,0.557,0.141,0.103,0.263,0.491,0.119,0.119
"5230",1411,"bucknell",31,61,6,16,26,7,28,10,30,67,8,8,12,10,27,13,1,0.557,0.507,0.103,0.141,0.206,0.509,0.262,0.262
"5231",1312,"siena",30,64,2,17,25,15,24,13,30,61,10,12,22,11,16,12,0,0.484,0.574,0.127,0.126,0.484,0.6,0.266,0.266
"5232",1313,"canisius",30,61,10,12,22,11,16,12,30,64,2,17,25,15,24,13,1,0.574,0.484,0.126,0.127,0.314,0.4,0.197,0.197
"5233",1217,"lamar",30,63,11,7,18,18,24,13,26,58,3,20,25,11,16,11,1,0.563,0.474,0.138,0.116,0.529,0.6,0.111,0.111
"5234",1314,"central-arkansas",26,58,3,20,25,11,16,11,30,63,11,7,18,18,24,13,0,0.474,0.563,0.116,0.138,0.314,0.4,0.345,0.345
"5235",146,"rice",35,70,8,11,21,14,28,15,27,61,3,13,21,7,24,14,1,0.557,0.467,0.141,0.145,0.368,0.538,0.157,0.157
"5236",1315,"charlotte",27,61,3,13,21,7,24,14,35,70,8,11,21,14,28,15,0,0.467,0.557,0.145,0.141,0.2,0.462,0.213,0.213
"5237",1316,"american",24,53,6,13,31,6,32,11,21,57,7,15,26,10,28,17,1,0.509,0.43,0.115,0.169,0.176,0.533,0.245,0.245
"5238",1317,"colgate",21,57,7,15,26,10,28,17,24,53,6,13,31,6,32,11,0,0.43,0.509,0.169,0.115,0.238,0.467,0.263,0.263
"5239",113,"college-of-charleston",20,53,9,16,20,9,22,7,22,49,3,9,14,5,23,10,1,0.462,0.48,0.087,0.136,0.281,0.489,0.302,0.302
"5240",1111,"delaware",22,49,3,9,14,5,23,10,20,53,9,16,20,9,22,7,0,0.48,0.462,0.136,0.087,0.185,0.511,0.184,0.184
"5241",114,"northeastern",24,55,9,18,21,5,27,15,31,70,3,5,10,10,20,12,1,0.518,0.464,0.164,0.13,0.2,0.574,0.327,0.327
"5242",1112,"drexel",31,70,3,5,10,10,20,12,24,55,9,18,21,5,27,15,0,0.464,0.518,0.13,0.164,0.27,0.426,0.071,0.071
"5243",115,"iona",32,64,7,16,24,4,29,12,35,69,14,9,11,4,30,11,0,0.555,0.609,0.119,0.12,0.118,0.492,0.25,0.25
"5244",1113,"fairfield",35,69,14,9,11,4,30,11,32,64,7,16,24,4,29,12,1,0.609,0.555,0.12,0.119,0.121,0.508,0.13,0.13
"5245",147,"marshall",34,72,12,9,20,10,34,10,26,74,3,17,24,14,30,13,1,0.556,0.372,0.098,0.117,0.25,0.531,0.125,0.125
"5246",1412,"florida-atlantic",26,74,3,17,24,14,30,13,34,72,12,9,20,10,34,10,0,0.372,0.556,0.117,0.098,0.292,0.469,0.23,0.23
"5247",1318,"western-kentucky",25,45,7,12,23,4,21,13,24,54,4,14,17,10,18,11,1,0.633,0.481,0.16,0.133,0.182,0.538,0.267,0.267
"5248",1319,"florida-international",24,54,4,14,17,10,18,11,25,45,7,12,23,4,21,13,0,0.481,0.633,0.133,0.16,0.323,0.462,0.259,0.259
"5249",153,"mercer",27,67,8,7,11,13,28,6,21,56,7,22,32,13,26,7,0,0.463,0.438,0.071,0.073,0.333,0.519,0.104,0.104
"5250",1320,"furman",21,56,7,22,32,13,26,7,27,67,8,7,11,13,28,6,1,0.438,0.463,0.073,0.071,0.317,0.481,0.393,0.393
"5251",1321,"william-mary",38,76,11,8,9,7,28,9,34,68,11,14,21,6,28,10,1,0.572,0.581,0.095,0.101,0.2,0.5,0.105,0.105
"5252",116,"hofstra",34,68,11,14,21,6,28,10,38,76,11,8,9,7,28,9,0,0.581,0.572,0.101,0.095,0.176,0.5,0.206,0.206
"5253",148,"navy",19,45,7,5,9,5,20,13,18,50,8,7,9,8,18,8,0,0.5,0.44,0.193,0.119,0.217,0.526,0.111,0.111
"5254",1218,"holy-cross",18,50,8,7,9,8,18,8,19,45,7,5,9,5,20,13,1,0.44,0.5,0.119,0.193,0.286,0.474,0.14,0.14
"5255",154,"towson",16,50,4,8,20,9,25,14,19,45,4,22,33,6,27,11,0,0.36,0.467,0.166,0.123,0.25,0.481,0.16,0.16
"5256",1511,"james-madison",19,45,4,22,33,6,27,11,16,50,4,8,20,9,25,14,1,0.467,0.36,0.123,0.166,0.194,0.519,0.489,0.489
"5257",1219,"lafayette",28,50,4,18,20,6,22,20,24,65,7,14,19,16,16,16,1,0.6,0.423,0.221,0.159,0.273,0.579,0.36,0.36
"5258",149,"loyola-md",24,65,7,14,19,16,16,16,28,50,4,18,20,6,22,20,0,0.423,0.6,0.159,0.221,0.421,0.421,0.215,0.215
"5259",18,"columbia",32,70,13,21,30,10,25,7,25,58,6,17,21,5,27,17,1,0.55,0.483,0.065,0.176,0.27,0.481,0.3,0.3
"5260",1410,"maine",25,58,6,17,21,5,27,17,32,70,13,21,30,10,25,7,0,0.483,0.55,0.176,0.065,0.167,0.519,0.293,0.293
"5261",1413,"manhattan",32,85,6,18,22,19,30,12,28,58,8,26,40,5,29,16,0,0.412,0.552,0.1,0.14,0.396,0.508,0.212,0.212
"5262",1322,"marist",28,58,8,26,40,5,29,16,32,85,6,18,22,19,30,12,1,0.552,0.412,0.14,0.1,0.143,0.492,0.448,0.448
"5263",155,"valley-forge",23,54,4,15,18,8,17,19,30,60,10,20,23,11,23,12,0,0.463,0.583,0.208,0.126,0.258,0.425,0.278,0.278
"5264",1414,"maryland-eastern-shore",30,60,10,20,23,11,23,12,23,54,4,15,18,8,17,19,1,0.583,0.463,0.126,0.208,0.393,0.575,0.333,0.333
"5265",156,"stephen-f-austin",18,64,5,13,16,15,25,14,22,50,5,20,30,6,28,11,0,0.32,0.49,0.148,0.12,0.349,0.472,0.203,0.203
"5266",1220,"mcneese-state",22,50,5,20,30,6,28,11,18,64,5,13,16,15,25,14,1,0.49,0.32,0.12,0.148,0.194,0.528,0.4,0.4
"5267",1221,"south-carolina-upstate",29,62,6,20,31,14,27,12,24,55,8,19,27,8,22,14,1,0.516,0.509,0.114,0.145,0.389,0.551,0.323,0.323
"5268",1323,"missouri-kansas-city",24,55,8,19,27,8,22,14,29,62,6,20,31,14,27,12,0,0.509,0.516,0.145,0.114,0.229,0.449,0.345,0.345
"5269",157,"wheelock",20,68,7,3,6,6,12,7,34,69,6,21,28,24,40,14,0,0.346,0.536,0.086,0.126,0.13,0.231,0.044,0.044
"5270",1415,"new-hampshire",34,69,6,21,28,24,40,14,20,68,7,3,6,6,12,7,1,0.536,0.346,0.126,0.086,0.667,0.769,0.304,0.304
"5271",1324,"quinnipiac",28,71,9,16,20,13,37,7,27,76,12,12,16,10,27,5,1,0.458,0.434,0.071,0.051,0.325,0.578,0.225,0.225
"5272",13110,"niagara",27,76,12,12,16,10,27,5,28,71,9,16,20,13,37,7,0,0.434,0.458,0.051,0.071,0.213,0.422,0.158,0.158
"5273",1325,"texas-am-corpus-christi",29,58,3,3,4,10,19,19,21,47,7,19,23,6,18,21,0,0.526,0.521,0.233,0.23,0.357,0.514,0.052,0.052
"5274",101,"nicholls-state",21,47,7,19,23,6,18,21,29,58,3,3,4,10,19,19,1,0.521,0.526,0.23,0.233,0.24,0.486,0.404,0.404
"5275",117,"chattanooga",23,59,4,18,20,13,20,10,26,59,7,14,17,10,20,9,0,0.424,0.5,0.112,0.105,0.394,0.5,0.305,0.305
"5276",1222,"north-carolina-greensboro",26,59,7,14,17,10,20,9,23,59,4,18,20,13,20,10,1,0.5,0.424,0.105,0.112,0.333,0.5,0.237,0.237
"5277",1326,"elon",24,51,10,5,7,5,23,18,31,69,11,6,11,17,24,9,0,0.569,0.529,0.235,0.101,0.172,0.489,0.098,0.098
"5278",13111,"north-carolina-wilmington",31,69,11,6,11,17,24,9,24,51,10,5,7,5,23,18,1,0.529,0.569,0.101,0.235,0.425,0.511,0.087,0.087
"5279",158,"palm-beach-atlantic",27,78,4,9,12,15,19,14,37,69,13,15,23,16,31,14,0,0.372,0.63,0.134,0.132,0.326,0.38,0.115,0.115
"5280",1512,"north-florida",37,69,13,15,23,16,31,14,27,78,4,9,12,15,19,14,1,0.63,0.372,0.132,0.134,0.457,0.62,0.217,0.217
"5281",159,"north-texas",15,42,6,12,21,4,28,14,18,64,4,15,22,20,24,7,0,0.429,0.312,0.181,0.075,0.143,0.538,0.286,0.286
"5282",1327,"old-dominion",18,64,4,15,22,20,24,7,15,42,6,12,21,4,28,14,1,0.312,0.429,0.075,0.181,0.417,0.462,0.234,0.234
"5283",1416,"monmouth",22,60,7,10,14,10,25,15,22,54,10,17,17,5,23,10,0,0.425,0.5,0.168,0.123,0.303,0.521,0.167,0.167
"5284",1328,"saint-peters",22,54,10,17,17,5,23,10,22,60,7,10,14,10,25,15,1,0.5,0.425,0.123,0.168,0.167,0.479,0.315,0.315
"5285",1329,"troy",27,53,7,14,20,9,30,19,26,61,6,18,26,5,18,6,0,0.575,0.475,0.206,0.064,0.333,0.625,0.264,0.264
"5286",13112,"south-alabama",26,61,6,18,26,5,18,6,27,53,7,14,20,9,30,19,1,0.475,0.575,0.064,0.206,0.143,0.375,0.295,0.295
"5287",1330,"incarnate-word",25,58,3,10,20,8,26,15,26,64,2,20,28,12,26,9,0,0.457,0.422,0.161,0.089,0.235,0.5,0.172,0.172
"5288",13113,"southeastern-louisiana",26,64,2,20,28,12,26,9,25,58,3,10,20,8,26,15,1,0.422,0.457,0.089,0.161,0.316,0.5,0.312,0.312
"5289",1510,"prairie-view",18,55,6,15,19,7,23,6,21,49,4,13,28,9,28,11,0,0.382,0.469,0.075,0.124,0.2,0.451,0.273,0.273
"5290",1223,"southern",21,49,4,13,28,9,28,11,18,55,6,15,19,7,23,6,1,0.469,0.382,0.124,0.075,0.281,0.549,0.265,0.265
"5291",118,"ave-maria",24,74,13,11,13,6,27,11,38,74,11,8,18,14,39,15,0,0.412,0.588,0.112,0.14,0.133,0.409,0.149,0.149
"5292",163,"stetson",38,74,11,8,18,14,39,15,24,74,13,11,13,6,27,11,1,0.588,0.412,0.14,0.112,0.341,0.591,0.108,0.108
"5293",1331,"kennesaw-state",24,55,11,17,23,6,26,20,26,64,4,17,27,11,25,15,1,0.536,0.438,0.203,0.141,0.194,0.51,0.309,0.309
"5294",1224,"tennessee-state",26,64,4,17,27,11,25,15,24,55,11,17,23,6,26,20,0,0.438,0.536,0.141,0.203,0.297,0.49,0.266,0.266
"5295",1417,"appalachian-state",23,59,9,14,25,9,28,15,29,67,3,23,32,10,33,8,0,0.466,0.455,0.151,0.074,0.214,0.459,0.237,0.237
"5296",1418,"texas-arlington",29,67,3,23,32,10,33,8,23,59,9,14,25,9,28,15,1,0.455,0.466,0.074,0.151,0.263,0.541,0.343,0.343
"5297",1332,"coastal-carolina",22,44,6,10,17,6,28,15,19,51,4,11,19,6,18,4,1,0.568,0.412,0.196,0.054,0.25,0.609,0.227,0.227
"5298",1225,"texas-state",19,51,4,11,19,6,18,4,22,44,6,10,17,6,28,15,0,0.412,0.568,0.054,0.196,0.176,0.391,0.216,0.216
"5299",1419,"antelope-valley",19,66,9,16,23,8,20,14,36,63,13,17,25,7,40,15,0,0.356,0.675,0.135,0.145,0.167,0.333,0.242,0.242
"5300",1513,"utah-valley",36,63,13,17,25,7,40,15,19,66,9,16,23,8,20,14,1,0.675,0.356,0.145,0.135,0.259,0.667,0.27,0.27
"5301",1420,"harvard",28,49,7,8,12,5,16,14,30,58,4,18,23,11,17,7,0,0.643,0.552,0.186,0.079,0.227,0.485,0.163,0.163
"5302",1333,"vermont",30,58,4,18,23,11,17,7,28,49,7,8,12,5,16,14,1,0.552,0.643,0.079,0.186,0.407,0.515,0.31,0.31
"5303",1334,"samford",19,46,4,28,37,4,24,12,24,60,10,7,9,13,20,17,1,0.457,0.483,0.126,0.197,0.167,0.545,0.609,0.609
"5304",13114,"western-carolina",24,60,10,7,9,13,20,17,19,46,4,28,37,4,24,12,0,0.483,0.457,0.197,0.126,0.351,0.455,0.117,0.117
"5305",1514,"citadel",36,73,12,20,26,8,16,16,33,65,5,32,35,14,29,23,1,0.575,0.546,0.139,0.186,0.216,0.356,0.274,0.274
"5306",1515,"wofford",33,65,5,32,35,14,29,23,36,73,12,20,26,8,16,16,0,0.546,0.575,0.186,0.139,0.467,0.644,0.492,0.492
"5307",1335,"hartford",27,62,8,10,13,10,19,17,25,54,7,31,41,12,24,14,0,0.5,0.528,0.184,0.128,0.294,0.442,0.161,0.161
"5308",119,"yale",25,54,7,31,41,12,24,14,27,62,8,10,13,10,19,17,1,0.528,0.5,0.128,0.184,0.387,0.558,0.574,0.574
"5309",1421,"cal-state-bakersfield",26,59,4,8,18,13,31,16,19,58,7,15,17,5,24,14,1,0.475,0.388,0.171,0.157,0.351,0.564,0.136,0.136
"5310",14110,"dartmouth",19,58,7,15,17,5,24,14,26,59,4,8,18,13,31,16,0,0.388,0.475,0.157,0.171,0.139,0.436,0.259,0.259
"5311",1516,"central-michigan",20,61,7,16,22,13,21,17,30,69,5,20,24,18,27,12,0,0.385,0.471,0.169,0.114,0.325,0.438,0.262,0.262
"5312",1517,"eastern-michigan",30,69,5,20,24,18,27,12,20,61,7,16,22,13,21,17,1,0.471,0.385,0.114,0.169,0.462,0.562,0.29,0.29
"5313",1336,"mississippi",24,47,5,10,13,6,23,21,25,60,9,11,21,12,14,10,0,0.564,0.492,0.258,0.109,0.3,0.622,0.213,0.213
"5314",1226,"florida",25,60,9,11,21,12,14,10,24,47,5,10,13,6,23,21,1,0.492,0.564,0.109,0.258,0.343,0.378,0.183,0.183
"5315",1227,"wisconsin",28,56,10,9,14,7,16,7,26,49,5,11,15,7,23,13,1,0.589,0.582,0.09,0.168,0.233,0.41,0.161,0.161
"5316",1337,"indiana",26,49,5,11,15,7,23,13,28,56,10,9,14,7,16,7,0,0.582,0.589,0.168,0.09,0.304,0.59,0.224,0.224
"5317",1422,"middle-georgia-state",32,71,13,8,10,9,18,16,46,77,21,11,12,9,30,12,0,0.542,0.734,0.164,0.118,0.231,0.375,0.113,0.113
"5318",14111,"jacksonville",46,77,21,11,12,9,30,12,32,71,13,8,10,9,18,16,1,0.734,0.542,0.118,0.164,0.333,0.625,0.143,0.143
"5319",1228,"kansas-state",31,61,7,19,23,9,22,8,33,62,11,13,20,12,19,15,0,0.566,0.621,0.087,0.154,0.321,0.537,0.311,0.311
"5320",1110,"kansas",33,62,11,13,20,12,19,15,31,61,7,19,23,9,22,8,1,0.621,0.566,0.154,0.087,0.353,0.463,0.21,0.21
"5321",1338,"ball-state",30,63,8,22,26,11,17,16,30,72,9,31,31,16,21,13,0,0.54,0.479,0.152,0.112,0.344,0.447,0.349,0.349
"5322",13115,"kent-state",30,72,9,31,31,16,21,13,30,63,8,22,26,11,17,16,1,0.479,0.54,0.112,0.152,0.485,0.553,0.431,0.431
"5323",1423,"texas-am",21,47,6,10,17,7,19,23,33,63,13,21,26,12,16,9,0,0.511,0.627,0.263,0.091,0.304,0.543,0.213,0.213
"5324",173,"kentucky",33,63,13,21,26,12,16,9,21,47,6,10,17,7,19,23,1,0.627,0.511,0.091,0.263,0.387,0.457,0.333,0.333
"5325",1229,"north-carolina-asheville",24,51,9,13,19,6,25,8,21,50,6,9,11,5,20,11,1,0.559,0.48,0.102,0.152,0.231,0.556,0.255,0.255
"5326",1339,"liberty",21,50,6,9,11,5,20,11,24,51,9,13,19,6,25,8,0,0.48,0.559,0.152,0.102,0.167,0.444,0.18,0.18
"5327",1424,"northern-illinois",24,53,4,15,22,13,27,15,24,50,11,10,24,8,20,10,0,0.491,0.59,0.166,0.118,0.394,0.574,0.283,0.283
