,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
245,Ohio State_2009,33,22,11,.667,12.48,8.23,,10,8,,15,3,,4,7,,2206,2046,,1335,778,1618,.481,216,576,.375,434,619,.701,266,1024,440,194,175,439,501
247,Oklahoma State_2009,35,23,12,.657,13.78,7.44,,9,7,,14,2,,4,6,,2830,2608,,1410,948,2059,.460,327,851,.384,607,812,.748,346,1223,446,266,82,431,745
248,Oklahoma_2009,36,30,6,.833,18.07,6.88,,13,3,,16,1,,7,3,,2833,2430,,1445,982,1997,.492,242,689,.351,627,929,.675,435,1402,521,249,156,500,616
257,Pittsburgh_2009,36,31,5,.861,21.21,8.61,,15,3,,19,0,,7,2,,2787,2320,,1440,1040,2174,.478,225,640,.352,482,713,.676,533,1433,633,246,139,436,585
258,Portland State_2009,33,23,10,.697,1.14,-3.16,,11,5,,13,1,,7,7,,2417,2262,,,861,1899,.453,317,835,.380,378,557,.679,388,1116,503,245,93,453,553
266,Purdue_2009,37,27,10,.730,16.44,7.17,,11,7,,18,3,,5,5,,2555,2212,,1495,914,2071,.441,244,704,.347,483,687,.703,363,1271,552,265,176,426,650
268,Radford_2009,33,21,12,.636,-4.55,-4.37,,15,3,,12,5,,9,6,,2491,2372,,1345,884,1917,.461,163,463,.352,560,825,.679,418,1372,466,225,154,539,607
273,Robert Morris_2009,35,24,11,.686,-0.70,-5.23,,15,3,,14,3,,9,7,,2467,2288,,,880,1859,.473,226,573,.394,481,683,.704,353,1161,536,301,121,530,693
293,Siena_2009,35,27,8,.771,8.05,0.99,,16,2,,17,0,,9,4,,2709,2462,,1415,1007,2157,.467,184,558,.330,511,769,.664,438,1273,534,309,159,462,521
302,Southern California_2009,35,22,13,.629,14.09,9.15,,9,9,,15,2,,2,8,,2397,2224,,,872,1843,.473,129,396,.326,524,778,.674,409,1247,438,224,165,487,584
315,Stephen F. Austin_2009,32,24,8,.750,1.10,-3.21,,13,3,,13,0,,6,7,,2099,1795,,1295,786,1795,.438,177,561,.316,350,539,.649,311,1126,421,200,100,384,582
318,Syracuse_2009,38,28,10,.737,17.24,9.48,,11,7,,16,3,,5,5,,3046,2725,,,1110,2277,.487,256,743,.345,570,884,.645,482,1505,687,296,194,583,580
319,Temple_2009,34,22,12,.647,9.05,3.90,,11,5,,9,2,,9,8,,2333,2158,,,846,1908,.443,258,703,.367,383,547,.700,376,1248,527,189,141,426,581
323,Tennessee_2009,34,21,13,.618,13.60,7.71,,10,6,,10,5,,6,5,,2665,2465,,1365,957,2105,.455,229,728,.315,522,772,.676,485,1316,554,225,124,452,647
325,Texas A&M_2009,34,24,10,.706,10.52,6.13,,9,7,,16,2,,5,5,,2440,2281,,,822,1831,.449,202,560,.361,594,856,.694,422,1249,427,164,133,432,585
336,Texas_2009,35,23,12,.657,14.83,8.09,,9,7,,13,2,,4,6,,2532,2296,,1410,917,2063,.444,166,566,.293,532,797,.668,496,1359,448,217,187,442,674
342,UCLA_2009,35,26,9,.743,18.64,7.19,,13,5,,16,2,,6,4,,2642,2241,,1405,967,1973,.490,262,656,.399,446,616,.724,395,1151,541,292,110,440,598
343,Utah State_2009,35,30,5,.857,9.33,0.07,,14,2,,17,0,,11,3,,2534,2169,,,899,1813,.496,222,563,.394,514,695,.740,365,1202,566,168,88,393,539
345,Utah_2009,34,24,10,.706,12.59,5.72,,12,4,,13,2,,6,7,,2421,2195,,1370,819,1727,.474,242,655,.369,541,693,.781,279,1193,458,171,166,469,632
349,Villanova_2009,38,30,8,.789,17.45,8.72,,13,5,,16,2,,8,3,,2919,2560,,,990,2193,.451,247,701,.352,692,919,.753,477,1449,551,300,128,505,735
350,Virginia Commonwealth_2009,34,24,10,.706,7.70,-0.65,,14,4,,16,1,,7,6,,2440,2156,,,866,1878,.461,222,601,.369,486,689,.705,362,1152,469,257,155,431,654
357,Wake Forest_2009,31,24,7,.774,15.63,7.36,,11,5,,14,1,,7,4,,2510,2193,,,906,1849,.490,126,394,.320,572,804,.711,390,1262,405,258,176,492,584
359,Washington_2009,35,26,9,.743,16.78,8.19,,14,4,,18,1,,6,4,,2750,2431,,,977,2136,.457,146,433,.337,650,929,.700,532,1437,458,259,95,515,683
361,West Virginia_2009,35,23,12,.657,18.57,8.34,,10,8,,11,3,,7,5,,2521,2163,,1405,886,2067,.429,231,703,.329,518,742,.698,532,1340,530,233,159,420,661
364,Western Kentucky_2009,34,25,9,.735,3.68,-1.23,,15,3,,13,0,,7,7,,2454,2278,,1360,871,1929,.452,266,714,.373,446,647,.689,432,1251,454,193,111,452,587
370,Wisconsin_2009,33,20,13,.606,12.43,8.43,,10,8,,13,3,,4,7,,2106,1948,,1340,735,1686,.436,213,592,.360,423,583,.726,317,1020,393,163,86,330,532
376,Xavier_2009,35,27,8,.771,14.45,4.65,,12,4,,14,1,,7,4,,2508,2165,,,847,1846,.459,239,607,.394,575,851,.676,420,1378,464,185,178,511,653
14,Arkansas-Pine Bluff_2010,34,18,16,.529,-8.29,-7.68,,14,4,,8,1,,5,14,,2166,2187,,1380,725,1778,.408,141,466,.303,575,861,.668,422,1286,421,229,121,569,764
23,Baylor_2010,36,28,8,.778,17.97,8.03,,11,5,,15,1,,6,4,,2771,2362,,1450,993,2040,.487,255,662,.385,530,731,.725,443,1408,508,237,242,491,639
32,Brigham Young_2010,36,30,6,.833,18.82,3.00,,13,3,,15,1,,10,4,,2992,2392,,1450,1025,2120,.483,292,700,.417,650,823,.790,367,1332,567,307,126,417,621
37,Butler_2010,38,33,5,.868,14.37,5.08,,18,0,,15,0,,12,1,,2611,2258,,1525,845,1911,.442,260,761,.342,661,896,.738,353,1241,464,267,86,456,685
47,UC-Santa Barbara_2010,30,20,10,.667,-0.13,-1.09,,12,4,,11,2,,6,7,,2028,1972,,1205,674,1522,.443,205,544,.377,475,698,.681,268,984,414,202,92,460,572
48,University of California_2010,35,24,11,.686,17.29,8.26,,13,5,,15,1,,6,6,,2703,2387,,1405,966,2028,.476,228,609,.374,543,717,.757,395,1241,500,198,86,421,593
62,Clemson_2010,32,21,11,.656,15.71,7.90,,9,7,,14,2,,5,6,,2350,2065,,1280,851,1878,.453,216,631,.342,432,654,.661,420,1178,453,301,151,480,564
74,Cornell_2010,34,29,5,.853,8.76,-0.91,,13,1,,11,1,,13,3,,2596,2192,,1370,913,1894,.482,326,759,.430,393,538,.730,349,1149,543,243,122,414,598
86,Duke_2010,40,35,5,.875,25.21,9.21,,13,3,,17,0,,5,5,,3079,2441,,1600,1049,2375,.442,301,782,.385,682,899,.759,569,1560,555,266,162,429,722
91,East Tennessee State_2010,35,20,15,.571,-0.83,-1.47,,13,7,,9,5,,9,9,,2424,2362,,1405,855,1978,.432,177,575,.308,537,815,.659,445,1277,382,293,112,519,673
104,Florida State_2010,32,22,10,.688,14.64,6.79,,10,6,,13,3,,6,5,,2183,1932,,1285,783,1734,.452,186,557,.334,431,669,.644,406,1211,446,267,200,528,575
105,Florida_2010,34,21,13,.618,11.89,7.16,,9,7,,13,4,,5,5,,2455,2258,,1375,890,2006,.444,203,648,.313,472,671,.703,455,1265,479,243,94,423,501
114,Georgetown_2010,34,23,11,.676,17.03,9.56,,10,8,,12,4,,6,5,,2500,2246,,1360,905,1815,.499,212,548,.387,478,672,.711,333,1132,524,237,161,473,579
117,Georgia Tech_2010,36,23,13,.639,14.11,9.02,,7,9,,14,2,,3,8,,2621,2365,,1445,948,2064,.459,213,587,.363,512,779,.657,464,1430,508,288,190,574,670
119,Gonzaga_2010,34,27,7,.794,12.11,3.83,,12,2,,14,1,,6,3,,2614,2291,,1375,912,1856,.491,182,516,.353,608,916,.664,358,1286,456,227,142,444,614
130,Houston_2010,35,19,16,.543,6.74,3.48,,7,9,,10,5,,4,9,,2751,2624,,1410,958,2282,.420,290,814,.356,545,768,.710,440,1185,435,329,103,315,652
150,Kansas State_2010,37,29,8,.784,19.88,10.28,,11,5,,13,3,,7,2,,2949,2584,,1500,981,2182,.450,253,703,.360,734,1098,.668,559,1437,541,274,187,529,828
151,Kansas_2010,36,33,3,.917,24.68,8.25,,15,1,,18,0,,9,2,,2937,2312,,1450,1033,2111,.489,262,648,.404,609,871,.699,468,1457,609,301,232,470,658
156,Kentucky_2010,38,35,3,.921,21.13,6.82,,14,2,,18,0,,7,2,,3012,2468,,1535,1066,2228,.478,231,697,.331,649,971,.668,538,1584,573,279,273,538,641
160,Lehigh_2010,33,22,11,.667,-3.33,-7.79,,10,4,,15,2,,7,8,,2478,2331,,1330,842,1853,.454,220,551,.399,574,799,.718,339,1201,495,203,85,429,589
170,Louisville_2010,33,20,13,.606,14.08,7.99,,11,7,,15,4,,4,7,,2505,2304,,1335,876,1960,.447,262,777,.337,491,700,.701,478,1217,511,258,135,453,663
179,Marquette_2010,34,22,12,.647,15.17,8.23,,11,7,,13,4,,6,5,,2485,2198,,1380,861,1890,.456,274,664,.413,489,660,.741,343,1071,516,269,72,353,580
183,Maryland_2010,33,24,9,.727,17.75,7.95,,13,3,,15,1,,7,3,,2629,2254,,1335,966,2052,.471,195,510,.382,502,689,.729,421,1270,545,256,154,383,554
190,Michigan State_2010,37,28,9,.757,15.33,8.17,,14,4,,15,2,,8,4,,2658,2361,,1485,974,2068,.471,187,543,.344,523,764,.685,487,1426,606,242,123,514,666
194,Minnesota_2010,35,21,14,.600,15.64,7.32,,9,9,,14,3,,4,7,,2533,2242,,1415,912,1949,.468,246,617,.399,463,661,.700,375,1237,583,273,199,427,579
202,Missouri_2010,34,23,11,.676,17.39,6.36,,10,6,,16,2,,4,6,,2627,2252,,1370,926,2104,.440,258,701,.368,517,714,.724,441,1200,522,371,160,432,656
205,Montana_2010,32,22,10,.688,3.93,-2.35,,10,6,,14,2,,7,7,,2228,1960,,1280,791,1636,.483,210,526,.399,436,603,.723,283,1048,396,206,106,390,571
207,Morgan State_2010,37,27,10,.730,-1.18,-6.15,,15,1,,11,1,,12,7,,2813,2606,,1500,960,2239,.429,205,617,.332,688,983,.700,568,1488,461,243,152,499,782
209,Murray State_2010,36,31,5,.861,8.69,-3.89,,17,1,,15,0,,11,4,,2753,2175,,1440,978,1961,.499,226,599,.377,571,821,.695,439,1319,556,347,196,527,618
212,Nevada-Las Vegas_2010,34,25,9,.735,12.57,4.82,,11,5,,15,4,,9,3,,2485,2168,,1370,899,1950,.461,231,695,.332,456,637,.716,337,1149,551,266,117,395,691
215,New Mexico State_2010,34,22,12,.647,2.06,1.66,,11,5,,12,3,,7,8,,2662,2639,,1360,919,1997,.460,287,774,.371,537,767,.700,358,1212,484,203,111,437,595
216,New Mexico_2010,35,30,5,.857,12.49,3.84,,14,2,,17,1,,10,2,,2655,2352,,1410,887,2023,.438,273,739,.369,608,909,.669,458,1347,497,232,120,387,615
234,North Texas_2010,33,24,9,.727,-2.49,-4.72,,13,5,,12,2,,9,6,,2437,2303,,1340,798,1748,.457,179,538,.333,662,921,.719,364,1220,394,144,94,485,590
239,Northern Iowa_2010,35,30,5,.857,12.03,4.27,,15,3,,14,0,,9,3,,2216,1929,,1400,747,1741,.429,233,659,.354,489,645,.758,333,1130,367,198,70,372,556
244,Notre Dame_2010,35,23,12,.657,13.14,6.22,,10,8,,17,3,,3,6,,2635,2393,,1415,918,1953,.470,261,673,.388,538,744,.723,402,1250,585,194,104,362,530
245,Oakland_2010,35,26,9,.743,-0.64,-2.96,,17,1,,13,1,,10,7,,2676,2504,,1400,920,2053,.448,206,640,.322,630,876,.719,477,1344,461,236,169,485,632
246,Ohio State_2010,37,29,8,.784,19.49,7.37,,14,4,,17,1,,6,5,,2740,2274,,1490,983,1999,.492,276,708,.390,498,716,.696,325,1234,545,262,157,413,565
247,Ohio_2010,37,22,15,.595,4.56,-0.03,,7,9,,13,4,,5,9,,2763,2569,,1510,925,2153,.430,278,759,.366,635,883,.719,443,1371,524,278,97,473,696
248,Oklahoma State_2010,33,22,11,.667,12.34,6.97,,9,7,,15,1,,3,7,,2437,2243,,1325,839,1861,.451,274,784,.349,485,679,.714,327,1169,413,214,84,418,664
250,Old Dominion_2010,36,27,9,.750,11.39,1.78,,15,3,,15,0,,9,6,,2415,2069,,1445,922,2061,.447,166,523,.317,405,625,.648,540,1394,554,282,105,457,560
258,Pittsburgh_2010,34,25,9,.735,14.30,7.39,,13,5,,17,1,,5,4,,2336,2101,,1390,809,1811,.447,181,526,.344,537,775,.693,420,1269,536,177,139,421,594
267,Purdue_2010,35,29,6,.829,17.52,8.81,,14,4,,15,3,,8,2,,2467,2144,,1405,867,1957,.443,187,588,.318,546,755,.723,351,1170,493,248,162,381,651
272,Richmond_2010,35,26,9,.743,10.03,3.43,,13,3,,14,1,,7,6,,2427,2196,,1430,868,1943,.447,250,704,.355,441,630,.700,304,1139,442,289,158,384,634
274,Robert Morris_2010,35,23,12,.657,-3.71,-6.15,,15,3,,12,3,,10,7,,2399,2306,,1405,815,1868,.436,197,546,.361,572,859,.666,412,1227,433,267,80,520,757
281,Saint Mary's (CA)_2010,34,28,6,.824,13.38,2.20,,11,3,,14,2,,9,2,,2668,2258,,1365,944,1950,.484,284,699,.406,496,652,.761,370,1244,543,168,176,394,560
283,Sam Houston State_2010,33,25,8,.758,3.71,-3.37,,14,2,,13,1,,7,6,,2616,2284,,1330,909,1963,.463,287,775,.370,511,727,.703,410,1247,673,257,85,442,661
287,San Diego State_2010,34,25,9,.735,11.34,4.21,,11,5,,14,1,,9,7,,2389,2101,,1375,875,1846,.474,179,564,.317,460,741,.621,444,1257,458,251,156,453,552
295,Siena_2010,34,27,7,.794,8.48,-1.17,,17,1,,17,0,,9,5,,2554,2226,,1370,930,2048,.454,160,498,.321,534,793,.673,442,1310,486,298,119,418,471
321,Syracuse_2010,35,30,5,.857,21.72,7.21,,15,3,,17,2,,8,1,,2832,2324,,1400,1042,2021,.516,244,624,.391,504,745,.677,417,1337,673,336,221,532,515
322,Temple_2010,35,29,6,.829,12.44,4.27,,14,2,,14,2,,12,3,,2273,1987,,1410,851,1942,.438,204,605,.337,367,533,.689,377,1281,515,163,104,358,521
326,Tennessee_2010,37,28,9,.757,16.05,7.75,,11,5,,15,1,,5,5,,2720,2413,,1485,991,2174,.456,218,681,.320,520,775,.671,441,1353,530,290,136,490,733
328,Texas A&M_2010,34,24,10,.706,15.24,9.80,,11,5,,15,1,,5,5,,2426,2192,,1370,813,1846,.440,210,626,.335,590,892,.661,400,1252,417,223,113,417,619
333,Texas-El Paso_2010,33,26,7,.788,12.66,1.96,,15,1,,15,2,,8,2,,2484,2131,,1335,891,1879,.474,201,586,.343,501,744,.673,323,1193,488,288,120,435,643
339,Texas_2010,34,24,10,.706,18.56,7.38,,9,7,,15,2,,5,6,,2761,2381,,1375,1005,2158,.466,195,566,.345,556,878,.633,503,1425,489,269,194,464,670
346,Utah State_2010,35,27,8,.771,13.62,1.23,,14,2,,17,1,,8,5,,2559,2097,,1405,941,1928,.488,242,585,.414,435,574,.758,362,1238,584,162,123,358,562
350,Vanderbilt_2010,33,24,9,.727,15.24,7.86,,12,4,,14,2,,7,3,,2537,2274,,1325,859,1829,.470,203,552,.368,616,854,.721,361,1197,436,188,171,448,632
353,Vermont_2010,35,25,10,.714,-1.26,-6.69,,12,4,,10,2,,12,6,,2457,2267,,1405,826,1884,.438,166,524,.317,639,930,.687,433,1291,423,239,141,487,635
354,Villanova_2010,33,25,8,.758,16.72,7.75,,13,5,,12,2,,6,4,,2700,2404,,1330,899,1962,.458,252,676,.373,650,861,.755,441,1272,448,259,133,452,731
360,Wake Forest_2010,31,20,11,.645,11.45,8.85,,9,7,,13,2,,5,7,,2257,2155,,1270,811,1869,.434,134,435,.308,501,762,.657,463,1306,369,221,162,471,624
362,Washington_2010,36,26,10,.722,15.64,7.49,,11,7,,17,2,,4,6,,2851,2519,,1445,1004,2212,.454,191,568,.336,652,905,.720,476,1364,515,264,151,460,766
364,West Virginia_2010,38,31,7,.816,19.16,10.26,,13,5,,12,2,,7,4,,2752,2414,,1545,942,2190,.430,257,762,.337,611,868,.704,585,1467,589,213,155,451,686
372,Winthrop_2010,33,19,14,.576,-8.68,-7.31,,12,6,,12,2,,6,11,,2042,2025,,1330,735,1934,.380,124,500,.248,448,696,.644,450,1276,346,283,135,402,622
375,Wisconsin_2010,33,24,9,.727,17.84,7.66,,13,5,,16,1,,5,5,,2214,1878,,1330,776,1750,.443,246,690,.357,416,568,.732,320,1056,412,187,113,289,537
376,Wofford_2010,35,26,9,.743,4.43,-2.57,,15,3,,11,1,,10,6,,2408,2134,,1405,825,1873,.440,203,580,.350,555,830,.669,402,1243,469,242,74,416,621
379,Xavier_2010,35,26,9,.743,16.23,5.94,,14,2,,15,0,,7,5,,2793,2433,,1445,961,2082,.462,250,664,.377,621,873,.711,444,1415,494,235,132,452,662
2,Akron_2011,36,23,13,.639,2.15,-1.02,,9,7,,14,2,,5,9,,2524,2365,,1465,892,2073,.430,283,785,.361,457,649,.704,363,1238,520,240,129,432,692
4,Alabama-Birmingham_2011,31,22,9,.710,8.55,2.78,,12,4,,13,2,,8,5,,2119,1940,,1270,756,1725,.438,239,698,.342,368,513,.717,352,1109,420,164,97,387,514
5,Alabama State_2011,35,17,18,.486,-13.37,-10.31,,11,7,,10,3,,4,14,,2146,2234,,1410,728,1841,.395,165,583,.283,525,870,.603,460,1271,404,255,163,551,777
12,Arizona_2011,38,30,8,.789,16.54,7.99,,14,4,,17,0,,7,4,,2905,2580,,1540,969,2064,.469,296,745,.397,671,899,.746,408,1319,536,197,98,484,707
13,Little Rock_2011,36,19,17,.528,-4.32,-2.97,,7,9,,10,5,,3,10,,2457,2426,,1455,825,1938,.426,242,615,.393,565,819,.690,377,1204,433,212,89,428,740
24,Belmont_2011,35,30,5,.857,13.07,-4.42,,19,1,,12,0,,12,4,,2790,2178,,1410,944,2045,.462,327,864,.378,575,781,.736,451,1258,575,338,118,480,729
29,Boston University_2011,35,21,14,.600,-2.48,-3.85,,12,4,,12,2,,4,10,,2270,2222,,1405,749,1865,.402,265,747,.355,507,695,.729,414,1249,345,189,129,418,635
32,Brigham Young_2011,37,32,5,.865,18.65,5.76,,14,2,,13,1,,10,1,,3012,2512,,1495,1019,2267,.449,312,865,.361,662,865,.765,420,1425,538,298,150,404,647
35,Bucknell_2011,34,25,9,.735,2.39,-3.87,,13,1,,14,1,,10,6,,2387,2174,,1365,827,1855,.446,234,585,.400,499,633,.788,270,1149,491,160,106,380,612
37,Butler_2011,38,28,10,.737,11.53,5.02,,13,5,,12,2,,7,6,,2707,2437,,1540,919,2122,.433,289,822,.352,580,799,.726,431,1337,452,226,61,416,718
47,UC-Santa Barbara_2011,32,18,14,.563,1.22,0.12,,8,8,,9,4,,5,8,,2170,2105,,1295,742,1636,.454,227,611,.372,459,610,.752,277,1038,457,233,133,456,611
60,Cincinnati_2011,35,26,9,.743,15.41,6.10,,11,7,,15,3,,7,4,,2412,2086,,1405,848,1939,.437,220,651,.338,496,742,.668,454,1237,497,258,129,401,605
62,Clemson_2011,34,22,12,.647,13.76,6.58,,9,7,,15,2,,3,7,,2330,2086,,1370,810,1827,.443,217,630,.344,493,703,.701,384,1177,445,272,161,449,624
72,Connecticut_2011,41,32,9,.780,17.95,10.44,,9,9,,13,4,,5,5,,2967,2659,,1670,1053,2429,.434,234,711,.329,627,822,.763,570,1626,534,259,228,466,646
86,Duke_2011,37,32,5,.865,24.51,8.32,,13,3,,17,0,,6,4,,2993,2394,,1480,1040,2206,.471,291,778,.374,622,826,.753,446,1399,529,269,162,447,657
104,Florida State_2011,34,23,11,.676,13.48,6.45,,11,5,,12,3,,8,5,,2348,2109,,1365,827,1903,.435,212,634,.334,482,725,.665,422,1332,423,288,203,541,651
105,Florida_2011,37,29,8,.784,16.27,7.57,,13,3,,14,3,,8,2,,2667,2345,,1515,968,2083,.465,233,661,.352,498,744,.669,467,1384,521,221,131,452,545
112,George Mason_2011,34,27,7,.794,11.66,1.37,,16,2,,14,0,,10,3,,2474,2124,,1375,876,1861,.471,227,574,.395,495,718,.689,364,1188,483,224,110,376,581
114,Georgetown_2011,32,21,11,.656,14.61,10.39,,10,8,,10,4,,7,5,,2258,2123,,1285,809,1703,.475,223,631,.353,417,568,.734,324,1081,481,193,139,433,603
118,Georgia_2011,33,21,12,.636,10.43,6.13,,9,7,,12,4,,7,4,,2267,2125,,1350,823,1822,.452,156,456,.342,465,667,.697,407,1243,495,211,162,444,541
119,Gonzaga_2011,35,25,10,.714,13.86,4.01,,11,3,,14,2,,6,4,,2684,2307,,1410,932,1947,.479,203,548,.370,617,810,.762,398,1314,542,254,132,474,649
122,Hampton_2011,33,24,9,.727,-5.20,-8.77,,11,5,,8,3,,8,5,,2197,2070,,1340,746,1843,.405,213,658,.324,492,759,.648,367,1170,387,241,185,412,604
138,Illinois_2011,34,20,14,.588,16.72,11.11,,9,9,,14,2,,3,7,,2413,2222,,1365,894,1910,.468,232,600,.387,393,539,.729,342,1178,568,188,152,434,597
139,Indiana State_2011,34,20,14,.588,3.41,2.90,,12,6,,10,3,,6,8,,2253,2192,,1380,769,1793,.429,235,649,.362,480,676,.710,352,1172,431,212,145,477,684
150,Kansas State_2011,34,23,11,.676,14.59,8.41,,10,6,,16,1,,5,5,,2477,2249,,1360,849,1939,.438,237,631,.376,542,828,.655,490,1280,474,208,154,498,692
151,Kansas_2011,38,35,3,.921,24.10,7.62,,14,2,,16,1,,9,1,,3084,2458,,1525,1114,2193,.508,271,710,.382,585,862,.679,449,1475,674,295,153,507,666
156,Kentucky_2011,38,29,9,.763,20.30,8.91,,10,6,,15,0,,3,7,,2845,2412,,1525,1002,2183,.459,281,707,.397,560,789,.710,445,1420,482,211,239,406,601
164,Long Island University_2011,33,27,6,.818,2.23,-5.77,,16,2,,14,2,,13,3,,2730,2466,,1331,928,2009,.462,229,635,.361,645,999,.646,479,1378,503,246,111,505,580
170,Louisville_2011,35,25,10,.714,18.60,8.20,,12,6,,19,2,,4,6,,2623,2259,,1425,949,2097,.453,309,854,.362,416,627,.663,434,1272,608,327,175,459,671
179,Marquette_2011,37,22,15,.595,14.89,8.51,,9,9,,14,4,,4,7,,2782,2546,,1485,973,2094,.465,191,547,.349,645,927,.696,457,1329,574,265,134,455,622
186,Memphis_2011,35,25,10,.714,6.91,3.14,,10,6,,17,2,,3,6,,2524,2392,,1415,891,1975,.451,210,639,.329,532,782,.680,421,1246,512,297,183,535,712
190,Michigan State_2011,34,19,15,.559,13.70,11.67,,9,9,,12,3,,3,8,,2338,2263,,1375,817,1894,.431,220,620,.355,484,691,.700,407,1256,509,219,167,454,648
191,Michigan_2011,35,21,14,.600,14.21,10.68,,9,9,,14,5,,5,5,,2328,2187,,1410,847,1889,.448,283,804,.352,351,502,.699,289,1115,480,168,69,351,587
202,Missouri_2011,34,23,11,.676,14.77,6.50,,8,8,,17,1,,2,7,,2748,2435,,1375,983,2145,.458,245,669,.366,537,727,.739,425,1197,558,329,171,431,689
206,Morehead State_2011,35,25,10,.714,2.81,-3.13,,13,5,,14,1,,8,8,,2412,2162,,1414,851,1874,.454,204,601,.339,506,751,.674,484,1311,424,300,110,525,653
212,Nevada-Las Vegas_2011,33,24,9,.727,14.67,6.00,,11,5,,11,4,,8,3,,2363,2077,,1325,842,1836,.459,184,558,.330,495,718,.689,368,1151,509,268,124,414,635
223,North Carolina-Asheville_2011,34,20,14,.588,-0.69,-2.89,,11,7,,10,5,,8,8,,2506,2333,,1390,881,1950,.452,168,515,.326,576,810,.711,400,1213,492,310,152,506,664
229,North Carolina_2011,37,29,8,.784,18.87,10.15,,14,2,,15,0,,7,3,,2868,2545,,1485,1044,2317,.451,190,579,.328,590,878,.672,525,1578,573,232,204,493,597
236,Northern Colorado_2011,32,21,11,.656,1.39,-2.24,,13,3,,14,0,,6,9,,2287,2105,,1280,731,1708,.428,254,657,.387,571,742,.770,376,1150,371,191,62,454,609
243,Notre Dame_2011,34,27,7,.794,18.17,8.43,,14,4,,17,0,,5,4,,2558,2227,,1380,843,1832,.460,273,708,.386,599,827,.724,371,1261,563,156,128,364,517
244,Oakland_2011,35,25,10,.714,8.28,0.10,,17,1,,10,1,,10,7,,2992,2690,,1405,1052,2137,.492,287,767,.374,601,834,.721,451,1366,568,216,192,473,644
245,Ohio State_2011,37,34,3,.919,25.84,8.38,,16,2,,20,0,,9,2,,2854,2208,,1485,1017,2059,.494,285,674,.423,535,763,.701,419,1277,587,263,118,375,519
249,Old Dominion_2011,34,27,7,.794,9.03,1.76,,14,4,,14,2,,7,4,,2231,1984,,1360,803,1828,.439,166,505,.329,459,687,.668,524,1355,485,234,146,424,503
254,Penn State_2011,34,19,15,.559,11.98,11.45,,9,9,,13,5,,3,8,,2144,2126,,1360,767,1748,.439,216,638,.339,394,544,.724,337,1068,413,151,82,358,530
257,Pittsburgh_2011,34,28,6,.824,20.82,7.85,,15,3,,17,1,,7,2,,2514,2073,,1365,886,1866,.475,202,512,.395,540,805,.671,484,1359,595,160,111,397,610
262,Princeton_2011,32,25,7,.781,3.71,-1.61,,13,2,,12,0,,10,5,,2215,2017,,1305,788,1696,.465,193,531,.363,446,609,.732,315,1105,427,191,134,389,551
266,Purdue_2011,34,26,8,.765,19.36,8.69,,14,4,,16,0,,7,5,,2466,2103,,1365,875,1957,.447,235,645,.364,481,673,.715,380,1207,538,211,141,354,605
271,Richmond_2011,37,29,8,.784,11.23,2.79,,13,3,,12,3,,10,3,,2577,2265,,1490,922,2007,.459,287,735,.390,446,649,.687,344,1222,548,220,155,383,587
281,Saint Peter's_2011,34,20,14,.588,-0.28,-1.08,,11,7,,8,3,,8,8,,2069,2042,,1366,713,1782,.400,197,573,.344,446,693,.644,384,1209,383,263,154,511,662
284,San Diego State_2011,37,34,3,.919,17.96,6.36,,14,2,,14,1,,11,1,,2660,2192,,1490,991,2141,.463,223,639,.349,455,653,.697,472,1396,499,227,170,402,542
304,Southern California_2011,34,19,15,.559,11.52,7.97,,10,8,,12,4,,5,8,,2252,2131,,1365,813,1832,.444,204,577,.354,422,648,.651,340,1153,402,199,104,390,589
315,St. John's (NY)_2011,33,21,12,.636,13.10,10.01,,12,6,,12,3,,5,7,,2313,2211,,1325,807,1773,.455,143,427,.335,556,783,.710,354,1068,417,266,94,408,626
320,Syracuse_2011,35,27,8,.771,18.85,8.79,,12,6,,16,3,,6,3,,2568,2216,,1410,936,1983,.472,222,628,.354,474,713,.665,429,1308,566,304,231,433,544
321,Temple_2011,34,26,8,.765,12.35,4.23,,14,2,,14,0,,7,4,,2400,2124,,1375,868,1943,.447,206,583,.353,458,656,.698,374,1218,511,231,156,368,538
325,Tennessee_2011,34,19,15,.559,11.08,8.73,,8,8,,10,8,,5,4,,2376,2296,,1370,837,1941,.431,175,583,.300,527,770,.684,464,1279,443,250,126,454,662
327,Texas A&M_2011,33,24,9,.727,12.62,5.94,,10,6,,15,2,,5,4,,2254,2009,,1340,758,1719,.441,181,534,.339,557,799,.697,412,1193,444,215,51,426,602
334,Texas-San Antonio_2011,34,20,14,.588,-5.80,-4.93,,9,7,,11,3,,5,10,,2384,2363,,1360,802,1871,.429,234,667,.351,546,774,.705,362,1186,430,240,76,461,657
338,Texas_2011,36,28,8,.778,20.82,7.96,,13,3,,16,2,,7,3,,2701,2238,,1450,954,2099,.455,201,535,.376,592,905,.654,494,1452,485,207,183,425,616
344,UCLA_2011,34,23,11,.676,11.70,7.93,,13,5,,16,2,,5,5,,2382,2254,,1375,830,1824,.455,173,529,.327,549,808,.679,405,1265,493,186,198,502,594
