,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
168,Manhattan_2004,31,25,6,.806,9.29,-1.26,,16,2,,13,2,,8,3,,2311,1984,,,762,1724,.442,180,489,.368,607,798,.761,374,1079,338,287,128,395,636
174,Maryland_2004,32,20,12,.625,16.96,11.68,,7,9,,12,4,,6,5,,2477,2308,,1300,891,2021,.441,165,490,.337,530,840,.631,485,1322,451,274,215,485,631
179,Memphis_2004,30,22,8,.733,13.06,5.96,,12,4,,15,0,,6,5,,2172,1959,,1200,736,1751,.420,259,722,.359,441,671,.657,402,1139,425,218,150,383,543
183,Michigan State_2004,30,18,12,.600,12.15,8.38,,12,4,,12,2,,5,6,,2138,2025,,1220,748,1519,.492,190,474,.401,452,586,.771,270,910,441,214,54,438,630
188,Mississippi State_2004,30,26,4,.867,16.78,6.08,,14,2,,12,2,,12,0,,2318,1997,,1220,822,1766,.465,198,559,.354,476,717,.664,444,1231,416,280,132,458,489
194,Monmouth_2004,33,21,12,.636,-4.84,-5.66,,12,6,,13,0,,5,10,,2253,2226,,,752,1802,.417,236,675,.350,513,693,.740,303,1088,454,252,84,446,579
202,Murray State_2004,34,28,6,.824,7.22,-3.20,,14,2,,15,1,,10,4,,2730,2342,,1370,994,2009,.495,224,659,.340,518,730,.710,416,1261,636,271,146,476,615
206,Nevada_2004,34,25,9,.735,14.91,5.82,,13,5,,15,0,,5,8,,2579,2257,,,901,1991,.453,172,501,.343,605,830,.729,449,1322,478,218,154,445,624
217,North Carolina State_2004,31,21,10,.677,18.45,10.61,,11,5,,15,3,,5,6,,2261,2018,,1245,760,1688,.450,260,753,.345,481,602,.799,317,1046,454,208,69,420,576
221,North Carolina_2004,30,19,11,.633,19.40,12.04,,8,8,,12,3,,4,7,,2464,2243,,1225,877,1912,.459,195,554,.352,515,749,.688,460,1189,538,287,120,462,556
226,Northern Iowa_2004,31,21,10,.677,6.87,3.20,,12,6,,13,3,,5,6,,2147,2015,,1255,723,1644,.440,223,630,.354,478,648,.738,268,1068,410,165,63,388,517
233,Oklahoma State_2004,35,31,4,.886,20.85,7.23,,14,2,,15,0,,7,2,,2698,2188,,,1002,1953,.513,166,441,.376,528,760,.695,393,1253,561,271,128,468,655
239,Pacific_2004,33,25,8,.758,5.76,0.95,,17,1,,12,1,,9,4,,2272,2097,,1330,764,1633,.468,195,546,.357,549,746,.736,304,1101,478,194,103,471,561
245,Pittsburgh_2004,36,31,5,.861,18.20,6.49,,13,3,,19,1,,7,2,,2446,2031,,1465,904,1921,.471,150,490,.306,488,748,.652,466,1320,523,215,169,455,532
249,Princeton_2004,28,20,8,.714,1.54,-3.32,,13,1,,10,2,,10,3,,1760,1591,,1140,634,1319,.481,169,500,.338,323,454,.711,241,856,376,192,90,372,507
250,Providence_2004,29,20,9,.690,14.87,8.21,,11,5,,11,4,,8,3,,2060,1867,,1165,717,1592,.450,228,629,.362,398,553,.720,342,976,455,264,143,433,469
256,Richmond_2004,33,20,13,.606,10.07,5.07,,10,6,,9,4,,8,7,,2129,1964,,,737,1793,.411,188,607,.310,467,648,.721,403,1164,406,235,143,432,617
265,Saint Joseph's_2004,32,30,2,.938,20.03,4.97,,16,0,,9,0,,13,0,,2476,1994,,,866,1822,.475,313,775,.404,431,614,.702,308,1043,520,285,111,370,546
277,Seton Hall_2004,31,21,10,.677,14.28,7.78,,10,6,,13,2,,6,5,,2228,2028,,1250,806,1759,.458,181,521,.347,435,609,.714,359,1134,406,207,95,403,573
281,South Carolina_2004,34,23,11,.676,12.77,5.33,,8,8,,14,3,,5,6,,2383,2130,,1375,846,1948,.434,226,691,.327,465,690,.674,423,1224,499,300,178,448,609
288,Southern Illinois_2004,30,25,5,.833,10.70,2.64,,17,1,,13,1,,11,2,,2131,1889,,1200,787,1775,.443,185,548,.338,372,540,.689,393,1057,424,302,91,360,576
296,Stanford_2004,32,30,2,.938,17.46,4.34,,17,1,,14,0,,10,1,,2356,1936,,1280,849,1771,.479,169,464,.364,489,651,.751,366,1178,513,206,140,453,573
300,Syracuse_2004,31,23,8,.742,13.06,7.61,,11,5,,14,3,,6,3,,2265,2096,,1245,847,1827,.464,141,430,.328,430,669,.643,423,1180,465,235,205,396,554
312,Texas-El Paso_2004,32,24,8,.750,11.42,3.55,,13,5,,16,1,,6,5,,2479,2161,,1280,834,1748,.477,197,513,.384,614,817,.752,328,1106,523,228,86,445,572
314,Texas-San Antonio_2004,33,19,14,.576,-7.22,-6.11,,11,5,,11,5,,7,5,,2400,2367,,,813,1896,.429,234,648,.361,540,775,.697,415,1242,421,251,99,564,635
317,Texas Tech_2004,34,23,11,.676,14.71,8.21,,9,7,,15,1,,4,7,,2490,2269,,1365,922,1985,.464,125,371,.337,521,703,.741,385,1153,505,278,117,424,562
318,Texas_2004,33,25,8,.758,18.52,8.40,,12,4,,15,1,,6,3,,2529,2195,,1335,904,2046,.442,227,610,.372,494,726,.680,517,1355,447,219,125,388,645
326,Utah_2004,33,24,9,.727,11.37,4.53,,9,5,,15,1,,6,5,,2134,1893,,,768,1630,.471,196,506,.387,402,556,.723,355,1140,426,146,111,463,566
327,Valparaiso_2004,31,18,13,.581,-0.09,0.01,,11,5,,10,5,,4,6,,2217,2201,,1250,765,1740,.440,165,535,.308,522,740,.705,368,1183,474,210,97,500,692
328,Vanderbilt_2004,33,23,10,.697,15.70,7.58,,8,8,,15,2,,4,6,,2414,2146,,1325,841,1873,.449,263,716,.367,469,660,.711,367,1150,541,248,112,419,576
331,Vermont_2004,31,22,9,.710,-2.75,-6.36,,15,3,,10,2,,10,5,,2045,1933,,1240,734,1739,.422,203,617,.329,374,551,.679,360,1126,447,218,87,387,475
333,Virginia Commonwealth_2004,31,23,8,.742,6.80,-0.17,,14,4,,15,2,,8,5,,2202,1986,,1250,811,1707,.475,208,530,.392,372,614,.606,377,1159,407,209,120,510,549
338,Wake Forest_2004,31,21,10,.677,18.45,11.03,,9,7,,12,4,,5,5,,2590,2360,,1260,882,1854,.476,236,611,.386,590,829,.712,417,1148,487,277,95,457,641
340,Washington_2004,31,19,12,.613,9.46,6.43,,12,6,,11,3,,6,7,,2543,2449,,1250,890,1911,.466,201,569,.353,562,788,.713,382,1103,501,226,91,472,667
346,Western Michigan_2004,31,26,5,.839,12.31,-0.11,,15,3,,13,0,,8,4,,2434,2049,,,845,1840,.459,217,585,.371,527,731,.721,449,1177,474,276,83,411,600
350,Wisconsin_2004,32,25,7,.781,18.96,7.49,,12,4,,15,0,,5,6,,2190,1823,,1290,754,1687,.447,190,564,.337,492,684,.719,347,1049,425,220,90,320,493
356,Xavier_2004,37,26,11,.703,13.84,5.84,,10,6,,13,3,,6,6,,2635,2339,,1485,908,2058,.441,284,756,.376,535,777,.689,439,1327,494,252,87,459,619
3,Alabama A&M_2005,32,18,14,.563,-11.96,-12.86,,12,6,,9,3,,6,8,,2229,2169,,,762,1899,.401,198,656,.302,507,827,.613,423,1210,426,338,124,488,619
4,Alabama-Birmingham_2005,33,22,11,.667,10.42,4.78,,10,6,,11,3,,7,5,,2557,2371,,1330,900,1996,.451,217,625,.347,540,776,.696,390,1090,516,382,99,444,646
6,Alabama_2005,32,24,8,.750,16.74,6.81,,12,4,,14,1,,8,4,,2426,2083,,1295,819,1694,.483,249,632,.394,539,732,.736,334,1179,453,164,143,410,471
12,Arizona_2005,37,30,7,.811,18.00,8.03,,15,3,,15,1,,8,3,,2948,2579,,1495,1077,2255,.478,253,630,.402,541,697,.776,493,1361,610,296,144,548,596
29,Boston College_2005,30,25,5,.833,14.38,6.41,,13,3,,16,1,,7,2,,2174,1935,,1215,768,1685,.456,124,493,.252,514,722,.712,424,1135,527,217,123,403,453
35,Bucknell_2005,33,23,10,.697,2.12,-2.19,,10,4,,12,1,,8,7,,2097,1946,,1325,704,1585,.444,218,591,.369,471,672,.701,306,1044,416,262,96,508,630
52,Central Florida_2005,33,24,9,.727,-4.91,-7.78,,13,7,,12,3,,8,5,,2304,2152,,1330,784,1702,.461,283,759,.373,453,651,.696,405,1174,512,221,143,496,622
55,Charlotte_2005,29,21,8,.724,9.63,3.97,,12,4,,12,2,,7,5,,2257,2093,,1180,763,1767,.432,232,630,.368,499,730,.684,420,1119,409,252,92,389,495
56,Chattanooga_2005,31,20,11,.645,-1.37,-3.59,,10,6,,13,3,,7,7,,2253,2034,,1240,795,1746,.455,168,554,.303,495,729,.679,509,1284,450,231,60,535,523
58,Cincinnati_2005,33,25,8,.758,17.64,6.74,,12,4,,15,2,,7,3,,2505,2130,,1330,839,1923,.436,221,634,.349,606,878,.690,471,1355,493,179,225,435,586
70,Connecticut_2005,31,23,8,.742,18.82,7.62,,13,3,,14,3,,7,3,,2419,2072,,,862,1872,.460,154,486,.317,541,773,.700,478,1412,531,189,275,468,492
73,Creighton_2005,34,23,11,.676,10.14,3.84,,11,7,,11,5,,7,5,,2421,2207,,1370,823,1820,.452,293,707,.414,482,660,.730,336,1063,483,234,111,412,598
77,Delaware State_2005,33,19,14,.576,-6.68,-6.89,,14,4,,9,1,,6,11,,2043,2036,,,667,1585,.421,213,622,.342,496,668,.743,334,911,351,264,92,461,538
84,Duke_2005,33,27,6,.818,23.01,10.04,,11,5,,14,1,,5,4,,2581,2153,,,853,1915,.445,290,763,.380,585,821,.713,432,1261,421,287,220,454,612
91,Eastern Kentucky_2005,31,22,9,.710,-2.68,-5.18,,11,5,,12,1,,8,7,,2256,2078,,1250,845,1773,.477,194,552,.351,372,555,.670,360,1103,480,232,122,451,599
97,Fairleigh Dickinson_2005,33,20,13,.606,-4.13,-6.91,,13,5,,12,3,,7,8,,2432,2310,,,894,1975,.453,218,626,.348,426,640,.666,408,1200,498,237,145,466,624
102,Florida_2005,32,24,8,.750,20.18,7.12,,12,4,,13,3,,6,4,,2438,2020,,1290,844,1751,.482,244,626,.390,506,716,.707,366,1186,475,228,146,444,598
108,George Washington_2005,30,22,8,.733,10.62,1.05,,11,5,,10,3,,8,4,,2308,2021,,1205,833,1750,.476,162,447,.362,480,693,.693,390,1098,484,293,128,448,528
114,Georgia Tech_2005,32,20,12,.625,17.21,9.78,,8,8,,13,3,,4,6,,2371,2133,,1290,849,1877,.452,190,570,.333,483,699,.691,400,1248,471,265,162,483,648
116,Gonzaga_2005,31,26,5,.839,13.30,4.37,,12,2,,14,0,,6,3,,2454,2159,,1240,856,1702,.503,153,403,.380,589,797,.739,368,1191,486,169,106,416,536
134,Illinois_2005,39,37,2,.949,24.10,8.47,,15,1,,15,0,,9,1,,3002,2382,,1570,1092,2258,.484,344,877,.392,474,651,.728,425,1338,727,300,123,428,611
138,Iowa State_2005,31,19,12,.613,11.37,8.40,,9,7,,13,3,,4,7,,2112,2005,,1255,784,1794,.437,113,387,.292,431,632,.682,376,1100,444,295,120,405,524
139,Iowa_2005,33,21,12,.636,14.97,9.34,,7,9,,13,3,,3,6,,2407,2221,,1335,841,1831,.459,210,558,.376,515,745,.691,371,1196,501,247,174,476,618
147,Kansas_2005,30,23,7,.767,20.68,10.85,,12,4,,15,1,,6,4,,2251,1956,,1220,801,1684,.476,198,539,.367,451,649,.695,350,1129,495,197,115,433,574
149,Kentucky_2005,34,28,6,.824,19.16,8.10,,14,2,,14,1,,7,3,,2503,2127,,1375,901,1940,.464,218,635,.343,483,728,.663,417,1197,509,311,147,445,582
161,Louisiana_2005,31,20,11,.645,5.71,1.91,,11,4,,11,1,,5,9,,2239,2109,,,804,1802,.446,200,601,.333,431,654,.659,437,1092,375,291,85,482,604
163,Louisiana State_2005,30,20,10,.667,11.60,7.77,,12,4,,14,1,,4,6,,2257,2142,,1225,776,1690,.459,205,571,.359,500,685,.730,349,1097,442,209,127,405,490
165,Louisville_2005,38,33,5,.868,22.57,6.18,,14,2,,15,2,,10,1,,3066,2436,,1525,1011,2165,.467,361,906,.398,683,945,.723,489,1475,590,327,148,535,701
185,Michigan State_2005,33,26,7,.788,20.47,7.41,,13,3,,14,1,,6,4,,2590,2159,,1335,914,1875,.487,219,615,.356,543,699,.777,397,1198,565,258,87,451,640
188,Milwaukee_2005,32,26,6,.813,10.41,1.44,,14,2,,13,1,,11,3,,2400,2059,,,831,1859,.447,262,735,.356,476,677,.703,421,1149,450,267,114,435,610
189,Minnesota_2005,32,21,11,.656,12.06,6.96,,10,6,,14,3,,5,4,,2175,2012,,,771,1707,.452,170,487,.349,463,656,.706,373,1091,453,292,145,516,512
190,Mississippi State_2005,34,23,11,.676,12.55,6.05,,9,7,,11,2,,5,5,,2466,2245,,1360,870,1958,.444,199,590,.337,527,792,.665,492,1389,475,232,114,503,532
200,Montana_2005,31,18,13,.581,-3.63,-3.49,,9,5,,12,2,,4,10,,2152,2132,,,735,1606,.458,182,514,.354,500,739,.677,322,1118,424,182,93,528,533
208,Nevada_2005,32,25,7,.781,9.25,3.02,,16,2,,13,4,,11,2,,2225,1974,,1285,791,1730,.457,87,322,.270,556,786,.707,395,1270,480,225,167,465,504
211,New Mexico_2005,33,26,7,.788,11.09,1.51,,10,4,,18,1,,5,5,,2492,2121,,1320,855,1733,.493,269,688,.391,513,755,.679,327,1127,491,252,115,454,558
213,Niagara_2005,30,20,10,.667,3.12,-3.08,,13,5,,13,0,,5,9,,2537,2351,,,833,1915,.435,270,753,.359,601,791,.760,471,1222,473,206,98,387,568
221,North Carolina State_2005,35,21,14,.600,16.16,9.16,,7,9,,11,6,,5,6,,2559,2314,,1400,871,1915,.455,294,795,.370,523,742,.705,375,1121,529,260,156,435,658
223,North Carolina_2005,37,33,4,.892,28.42,10.66,,14,2,,15,0,,8,2,,3257,2600,,1480,1128,2260,.499,277,687,.403,724,998,.725,502,1499,706,362,142,594,662
229,Northern Iowa_2005,32,21,11,.656,10.14,5.31,,11,7,,13,2,,6,7,,2311,2127,,1290,847,1763,.480,226,593,.381,391,560,.698,283,1071,491,192,138,373,556
233,Oakland_2005,32,13,19,.406,-2.66,0.86,,7,9,,6,5,,3,13,,2269,2352,,1285,811,1804,.450,201,593,.339,446,671,.665,384,1044,474,228,77,390,561
235,Ohio_2005,32,21,11,.656,5.36,1.80,,11,7,,13,1,,4,9,,2288,2174,,1290,773,1675,.461,182,555,.328,560,802,.698,348,1050,374,273,86,423,571
236,Oklahoma State_2005,33,26,7,.788,21.40,9.68,,11,5,,13,1,,7,4,,2583,2151,,1320,911,1833,.497,240,564,.426,521,668,.780,372,1121,556,242,87,453,599
237,Oklahoma_2005,33,25,8,.758,19.96,8.84,,12,4,,14,1,,6,3,,2480,2088,,1325,908,1907,.476,214,576,.372,450,652,.690,428,1172,511,291,135,449,607
238,Old Dominion_2005,34,28,6,.824,5.97,-2.59,,15,3,,14,1,,11,4,,2430,2079,,1365,869,1958,.444,210,624,.337,482,690,.699,409,1239,552,329,151,416,597
244,Pacific_2005,31,27,4,.871,8.95,1.16,,18,0,,12,1,,13,1,,2258,2011,,1250,794,1598,.497,201,526,.382,469,631,.743,310,1104,462,154,96,424,455
246,Pennsylvania_2005,29,20,9,.690,4.71,-1.98,,13,1,,12,1,,8,7,,1982,1788,,1170,684,1580,.433,192,563,.341,422,640,.659,362,1084,420,233,93,455,570
248,Pittsburgh_2005,29,20,9,.690,14.53,5.73,,10,6,,13,4,,6,3,,2097,1842,,1170,738,1567,.471,175,462,.379,446,677,.659,414,1103,439,189,120,419,496
270,Saint Mary's (CA)_2005,34,25,9,.735,6.68,2.40,,11,3,,15,1,,9,4,,2373,2178,,,793,1817,.436,234,670,.349,553,763,.725,425,1244,380,204,113,534,616
289,Southeastern Louisiana_2005,33,24,9,.727,-0.86,-5.22,,13,3,,13,1,,8,6,,2085,1842,,,768,1660,.463,117,376,.311,432,668,.647,351,1017,388,300,122,460,573
291,Southern Illinois_2005,35,27,8,.771,11.53,5.12,,15,3,,15,0,,8,6,,2365,2123,,1400,884,1957,.452,202,554,.365,395,528,.748,395,1144,472,322,101,449,684
299,Stanford_2005,31,18,13,.581,9.10,8.13,,11,7,,10,2,,5,5,,2173,2134,,1245,774,1778,.435,124,363,.342,501,680,.737,380,1112,373,207,86,428,559
303,Syracuse_2005,34,27,7,.794,15.95,6.83,,11,5,,16,2,,6,3,,2548,2197,,1370,946,1956,.484,156,499,.313,500,750,.667,470,1291,525,276,157,465,539
315,Texas-El Paso_2005,35,27,8,.771,9.61,0.91,,14,4,,16,2,,7,4,,2616,2278,,,901,1955,.461,208,571,.364,606,765,.792,386,1197,579,255,104,426,581
320,Texas Tech_2005,33,22,11,.667,16.24,9.11,,10,6,,13,2,,5,5,,2535,2287,,1330,932,1957,.476,145,366,.396,526,696,.756,368,1156,553,259,123,424,554
321,Texas_2005,31,20,11,.645,15.49,7.56,,9,7,,14,2,,4,6,,2384,2124,,1250,816,1789,.456,243,627,.388,509,730,.697,418,1228,406,187,134,433,548
327,UCLA_2005,29,18,11,.621,9.16,7.09,,11,7,,12,3,,6,5,,2138,2078,,1175,748,1654,.452,186,538,.346,456,634,.719,343,1068,417,169,74,464,532
328,Utah State_2005,32,24,8,.750,12.75,-1.47,,13,5,,14,1,,6,5,,2315,1848,,,851,1621,.525,185,473,.391,428,619,.691,307,1095,549,179,92,396,441
332,Utah_2005,35,29,6,.829,14.01,4.54,,13,1,,16,0,,7,3,,2379,2005,,1400,837,1628,.514,155,473,.328,550,769,.715,374,1194,516,211,94,503,506
335,Vermont_2005,32,25,7,.781,7.80,-1.95,,16,2,,13,0,,10,6,,2299,1987,,1285,805,1852,.435,269,751,.358,420,582,.722,397,1208,493,216,55,380,506
336,Villanova_2005,32,24,8,.750,19.06,8.43,,11,5,,14,2,,5,3,,2336,1996,,,801,1840,.435,225,626,.359,509,692,.736,463,1193,385,267,178,409,596
342,Wake Forest_2005,33,27,6,.818,20.24,10.27,,13,3,,16,0,,8,4,,2801,2441,,1340,965,1966,.491,251,629,.399,620,906,.684,465,1315,531,284,118,484,640
344,Washington_2005,35,29,6,.829,19.77,7.66,,14,4,,15,0,,6,5,,3026,2596,,1410,1102,2271,.485,257,670,.384,565,771,.733,523,1305,660,288,87,499,718
346,West Virginia_2005,35,24,11,.686,11.76,7.62,,8,8,,11,3,,6,5,,2501,2356,,1420,868,1930,.450,319,885,.360,446,601,.742,340,1065,578,280,130,412,530
355,Winthrop_2005,33,27,6,.818,0.48,-6.65,,15,1,,16,0,,9,4,,2245,1961,,1330,767,1724,.445,220,604,.364,491,725,.677,371,1154,477,269,125,464,616
356,Wisconsin_2005,34,25,9,.735,16.76,9.61,,11,5,,15,1,,5,6,,2290,2047,,1360,788,1789,.440,250,640,.391,464,685,.677,342,1176,444,179,62,389,513
1,Air Force_2006,31,24,7,.774,10.20,2.49,,12,4,,16,0,,6,5,,1990,1695,,1240,683,1413,.483,276,684,.404,348,467,.745,204,763,445,249,67,335,472
4,Alabama-Birmingham_2006,31,24,7,.774,9.64,1.57,,12,2,,14,1,,7,5,,2306,2035,,1240,822,1816,.453,222,647,.343,440,680,.647,337,971,482,337,111,395,560
6,Alabama_2006,31,18,13,.581,10.79,8.08,,10,6,,14,4,,3,7,,2178,2094,,1250,758,1662,.456,174,505,.345,488,689,.708,389,1135,379,195,152,421,433
7,Albany (NY)_2006,32,21,11,.656,-0.44,-4.25,,13,3,,10,3,,8,7,,2194,2065,,1295,743,1660,.448,223,589,.379,485,682,.711,349,1077,403,209,81,451,606
12,Arizona_2006,33,20,13,.606,15.12,10.09,,11,7,,12,2,,4,7,,2433,2267,,1345,909,2037,.446,142,445,.319,473,667,.709,453,1140,492,322,125,437,549
16,Arkansas_2006,32,22,10,.688,15.01,6.17,,10,6,,15,1,,3,5,,2359,2076,,1290,841,1837,.458,179,533,.336,498,720,.692,390,1118,495,266,194,428,541
24,Belmont_2006,31,20,11,.645,-3.53,-6.72,,15,5,,10,2,,7,8,,2499,2356,,1260,897,1819,.493,261,692,.377,444,643,.691,364,1099,518,240,110,503,612
29,Boston College_2006,36,28,8,.778,13.79,6.10,,11,5,,14,2,,9,3,,2671,2383,,,949,1958,.485,211,585,.361,562,833,.675,466,1277,639,222,161,472,586
32,Bradley_2006,33,22,11,.667,11.78,5.38,,11,7,,13,1,,5,8,,2359,2148,,,848,1933,.439,185,551,.336,478,666,.718,419,1241,533,294,151,497,614
35,Bucknell_2006,32,27,5,.844,7.29,-2.29,,14,0,,14,1,,11,3,,2114,1785,,1290,726,1560,.465,196,503,.390,466,670,.696,308,1032,457,279,55,474,561
47,University of California_2006,31,20,11,.645,12.31,8.84,,12,6,,12,3,,7,4,,2128,2000,,1265,717,1598,.449,169,452,.374,525,716,.733,301,1002,402,162,83,384,518
70,Connecticut_2006,34,30,4,.882,21.22,6.57,,14,2,,16,0,,8,2,,2781,2283,,1380,988,2088,.473,188,514,.366,617,874,.706,533,1488,541,225,298,489,531
75,Davidson_2006,31,20,11,.645,1.89,-3.04,,10,5,,14,1,,3,9,,2403,2137,,,855,1885,.454,277,751,.369,416,547,.761,393,1215,567,151,51,399,570
84,Duke_2006,36,32,4,.889,21.77,8.77,,14,2,,14,1,,8,2,,2921,2453,,1445,979,2011,.487,274,709,.386,689,905,.761,350,1204,546,337,202,496,621
102,Florida_2006,39,33,6,.846,20.21,5.49,,10,6,,16,2,,6,4,,3052,2478,,1565,1061,2120,.500,289,738,.392,641,862,.744,421,1402,650,297,207,561,623
107,George Mason_2006,35,27,8,.771,12.11,2.77,,15,3,,12,1,,8,5,,2429,2102,,,897,1863,.481,206,579,.356,429,646,.664,352,1221,507,249,123,449,529
108,George Washington_2006,30,27,3,.900,9.63,-0.33,,16,0,,15,0,,10,1,,2360,2026,,,845,1814,.466,182,511,.356,488,755,.646,421,1143,511,278,135,420,553
111,Georgetown_2006,33,23,10,.697,13.98,6.92,,10,6,,11,2,,7,6,,2177,1944,,1330,787,1682,.468,223,628,.355,380,538,.706,354,1079,514,199,119,381,486
116,Gonzaga_2006,33,29,4,.879,12.32,5.02,,14,0,,17,0,,8,2,,2643,2402,,,897,1879,.477,182,500,.364,667,853,.782,411,1239,459,234,94,434,625
119,Hampton_2006,32,16,16,.500,-10.17,-12.56,,10,8,,7,7,,5,8,,2120,2047,,1280,762,1840,.414,177,561,.316,419,677,.619,442,1258,390,241,99,516,658
134,Illinois_2006,33,26,7,.788,17.20,6.29,,11,5,,15,1,,5,4,,2311,1937,,1320,848,1853,.458,241,668,.361,374,582,.643,403,1179,500,203,79,406,584
136,Indiana_2006,31,19,12,.613,12.10,7.36,,9,7,,10,3,,5,7,,2231,2084,,1240,797,1730,.461,276,699,.395,361,523,.690,319,1053,466,196,72,446,574
137,Iona_2006,31,23,8,.742,6.86,-0.78,,13,5,,7,4,,11,2,,2475,2238,,1245,881,1835,.480,196,488,.402,517,748,.691,413,1140,481,239,128,468,576
139,Iowa_2006,34,25,9,.735,14.18,6.80,,11,5,,17,0,,4,7,,2254,2003,,1380,781,1811,.431,191,570,.335,501,706,.710,372,1285,502,225,167,506,517
147,Kansas_2006,33,25,8,.758,20.02,7.60,,13,3,,14,2,,6,2,,2480,2024,,1325,912,1923,.474,205,539,.380,451,671,.672,433,1305,589,323,185,516,599
149,Kent State_2006,34,25,9,.735,6.27,0.00,,15,3,,12,2,,8,5,,2458,2239,,1375,844,1887,.447,237,660,.359,533,745,.715,377,1130,452,265,82,451,682
150,Kentucky_2006,35,22,13,.629,13.12,8.88,,9,7,,10,5,,5,4,,2477,2316,,1400,903,2020,.447,265,758,.350,406,601,.676,449,1265,495,206,106,464,595
164,Louisiana State_2006,36,27,9,.750,17.54,8.77,,14,2,,14,2,,7,4,,2633,2299,,1450,972,2092,.465,147,454,.324,542,786,.690,496,1447,547,298,236,555,567
173,Marquette_2006,31,20,11,.645,11.33,8.16,,10,6,,14,2,,3,7,,2325,2150,,1250,830,1823,.455,263,663,.397,402,549,.732,377,1112,482,233,94,458,597
182,Memphis_2006,37,33,4,.892,18.81,4.24,,13,1,,19,1,,10,1,,2961,2422,,,1034,2291,.451,277,783,.354,616,903,.682,568,1528,566,361,235,575,757
186,Michigan State_2006,34,22,12,.647,12.24,7.27,,8,8,,12,2,,4,7,,2520,2334,,1390,896,1879,.477,204,540,.378,524,681,.769,373,1212,567,214,101,478,627
189,Milwaukee_2006,31,22,9,.710,7.65,1.47,,12,4,,13,2,,8,6,,2294,2061,,1250,797,1832,.435,204,609,.335,496,719,.690,452,1185,389,216,91,421,595
199,Monmouth_2006,34,19,15,.559,-2.99,-4.05,,12,6,,8,4,,9,8,,2191,2155,,,787,1785,.441,217,644,.337,400,597,.670,296,1114,502,254,123,510,570
201,Montana_2006,31,24,7,.774,4.86,-0.96,,10,4,,13,1,,8,5,,2449,2202,,1255,876,1781,.492,228,590,.386,469,653,.718,348,1096,565,229,95,431,563
205,Murray State_2006,31,24,7,.774,4.16,-5.07,,17,3,,14,1,,8,4,,2203,1901,,1255,808,1795,.450,230,652,.353,357,548,.651,410,1141,485,250,147,387,568
209,Nevada_2006,33,27,6,.818,10.16,2.26,,13,3,,17,1,,10,3,,2401,2103,,1330,866,1901,.456,179,497,.360,490,682,.718,420,1268,514,179,160,426,537
223,North Carolina State_2006,32,22,10,.688,12.70,5.63,,10,6,,15,3,,5,5,,2383,2157,,1310,793,1704,.465,288,777,.371,509,678,.751,284,1050,500,233,150,434,565
224,North Carolina-Wilmington_2006,33,25,8,.758,8.90,0.57,,15,3,,12,1,,8,6,,2250,1975,,,807,1867,.432,216,639,.338,420,601,.699,389,1191,506,248,55,414,682
225,North Carolina_2006,31,23,8,.742,18.48,7.77,,12,4,,14,5,,8,2,,2460,2128,,1240,863,1809,.477,215,573,.375,519,733,.708,432,1237,552,242,127,512,531
233,Northern Iowa_2006,33,23,10,.697,11.55,5.13,,11,7,,12,3,,7,5,,2165,1907,,1355,754,1662,.454,219,642,.341,438,608,.720,279,1100,439,179,124,401,480
234,Northwestern State_2006,34,26,8,.765,4.01,-1.38,,15,1,,14,0,,10,6,,2573,2365,,,914,1981,.461,226,616,.367,519,779,.666,458,1224,589,312,113,535,698
238,Ohio State_2006,32,26,6,.813,16.08,5.90,,12,4,,16,1,,6,3,,2363,2037,,1295,833,1791,.465,262,718,.365,435,606,.718,321,1088,491,216,89,379,489
243,Oklahoma_2006,29,20,9,.690,11.89,6.79,,11,5,,14,1,,6,5,,1995,1847,,1160,716,1586,.451,174,485,.359,389,545,.714,420,1060,423,207,100,411,499
245,Oral Roberts_2006,33,21,12,.636,3.23,-2.35,,13,3,,10,2,,6,8,,2472,2248,,,866,1883,.460,218,560,.389,522,736,.709,435,1215,528,220,140,472,583
248,Pacific_2006,32,24,8,.750,6.93,-1.57,,12,2,,11,3,,9,4,,2377,2047,,,858,1763,.487,215,553,.389,446,598,.746,320,1135,514,188,67,419,501
250,Pennsylvania_2006,29,20,9,.690,6.01,-2.31,,12,2,,12,4,,8,4,,1987,1744,,1175,710,1595,.445,196,607,.323,371,550,.675,302,919,413,283,78,382,532
252,Pittsburgh_2006,33,25,8,.758,16.37,7.01,,10,6,,16,1,,5,5,,2391,2082,,1330,840,1842,.456,206,585,.352,505,729,.693,422,1281,541,203,128,452,565
278,San Diego State_2006,33,24,9,.727,9.81,3.65,,13,3,,13,2,,7,5,,2456,2223,,1330,839,1823,.460,220,556,.396,558,767,.728,430,1176,432,251,101,498,545
284,Seton Hall_2006,30,18,12,.600,6.78,6.11,,9,7,,13,4,,5,6,,2033,2013,,1210,692,1690,.409,174,520,.335,475,637,.746,375,1105,373,206,81,403,569
288,South Alabama_2006,31,24,7,.774,4.88,-2.18,,12,3,,12,2,,9,4,,2283,2033,,1245,797,1760,.453,267,728,.367,422,600,.703,346,1049,436,264,43,415,578
