School,SOS,opp_FG,opp_FGA,opp_3P,opp_FT,opp_FTA,opp_ORB,opp_TRB,opp_TOV
NJIT,-5.53,795,1726,206,401,569,287,1038,440
Norfolk State,-10.18,781,1870,296,559,789,344,1177,495
North Carolina-Asheville,-3.57,884,1963,260,471,665,311,1120,446
North Carolina A&T,-11.20,956,2093,239,454,661,351,1215,463
North Carolina Central NCAA,-12.31,846,2030,259,474,663,359,1168,423
North Carolina-Greensboro NCAA,-3.87,729,1794,229,502,692,264,1070,528
North Carolina State NCAA,6.70,908,1952,199,462,657,363,1164,487
North Carolina-Wilmington,-1.15,940,1970,298,490,707,285,1151,374
North Carolina NCAA,11.78,972,2297,357,410,597,362,1216,433
North Dakota State,-1.58,799,1872,223,443,595,273,1061,325
North Dakota,-0.20,942,1923,251,477,652,314,1204,474
North Florida,-1.74,1120,2350,230,403,549,452,1340,353
North Texas,-0.40,922,2165,263,596,833,328,1300,474
Northeastern,-1.61,834,1861,158,444,599,280,1035,412
Northern Arizona,-1.03,859,1828,301,493,666,302,1161,434
Northern Colorado,-2.27,1014,2279,185,561,818,328,1360,497
Northern Illinois,-1.71,861,1866,274,411,592,317,1117,401
Northern Iowa,3.87,723,1740,239,305,422,234,1055,356
Northern Kentucky,-4.07,752,1840,205,403,576,304,1058,450
Northwestern State,-4.18,789,1691,218,468,679,322,1081,403
Northwestern,8.37,729,1669,227,442,621,278,1043,403
Notre Dame,7.94,923,2176,286,339,480,380,1243,397
Oakland,-3.76,931,2066,237,417,575,350,1186,405
Ohio State NCAA,9.03,811,1944,272,403,574,302,1078,418
Ohio,-1.65,839,1943,249,426,567,305,1200,415
Oklahoma State,9.12,916,2094,264,541,745,400,1292,521
Oklahoma NCAA,10.56,964,2178,293,393,559,383,1237,415
Old Dominion,-1.27,707,1735,241,355,525,294,1079,462
Oral Roberts,1.05,902,1940,261,419,586,337,1122,350
Oregon State,4.57,765,1771,226,495,677,317,1030,408
Oregon,4.84,881,2033,285,559,738,325,1153,482
Pacific,1.80,798,1760,257,463,619,287,1047,395
Penn State,7.79,928,2182,251,494,700,378,1288,521
Pennsylvania NCAA,-3.17,816,1971,192,450,613,275,1192,406
Pepperdine,1.82,887,1821,305,437,604,267,1045,344
Pittsburgh,8.47,831,1894,235,419,592,390,1205,329
Portland State,-1.05,937,1972,251,573,822,343,1263,615
Portland,2.43,838,1926,271,425,609,352,1187,351
Prairie View,-7.71,879,1877,230,621,899,371,1251,563
Presbyterian,-5.53,837,1769,238,361,498,296,1099,371
Princeton,-1.97,738,1644,218,389,521,231,987,336
Providence NCAA,10.23,913,2054,240,478,654,357,1268,469
Purdue NCAA,8.74,907,2197,251,366,531,376,1204,448
Quinnipiac,-4.44,908,1960,286,429,589,324,1181,376
Radford NCAA,-4.08,819,1897,261,437,582,317,1135,469
Rhode Island NCAA,4.61,811,1792,182,534,728,303,1170,536
Rice,-0.04,850,1897,284,363,518,318,1154,368
Richmond,3.61,882,1805,236,418,566,284,1107,421
Rider,-2.62,852,1904,305,496,701,333,1171,493
Robert Morris,-6.11,833,1858,210,458,672,357,1218,525
Rutgers,6.83,785,1898,231,403,575,341,1221,473
Sacramento State,-0.74,820,1803,247,471,619,312,1148,386
Sacred Heart,-6.98,794,1806,243,406,593,252,1006,327
Saint Francis (PA),-6.71,893,1936,255,314,451,339,1120,424
Saint Joseph's,1.90,831,1980,305,344,487,296,1236,374
Saint Louis,2.92,749,1750,222,437,601,293,1052,398
Saint Mary's (CA),0.33,883,1999,200,355,495,265,988,345
Saint Peter's,-4.36,685,1659,237,504,701,308,1092,454
Sam Houston State,-4.80,852,1965,277,496,725,325,1220,517
Samford,-3.37,957,1960,323,402,536,361,1153,446
San Diego State NCAA,3.91,795,1908,251,399,549,297,1077,443
San Diego,0.49,764,1843,167,569,760,303,1131,409
San Francisco,1.63,934,2151,222,591,782,327,1348,451
San Jose State,2.91,781,1784,303,395,543,261,964,319
Santa Clara,0.61,821,1637,200,382,538,243,1031,390
Savannah State,-5.06,1102,2237,298,489,685,428,1527,576
Seattle,-3.09,814,1999,251,589,791,348,1181,386
Seton Hall NCAA,10.11,903,2057,262,444,613,347,1149,431
Siena,-2.99,819,1831,226,541,771,322,1095,348
South Alabama,-2.87,762,1874,214,480,703,355,1198,429
South Carolina State,-8.78,963,1956,275,459,661,355,1202,456
South Carolina Upstate,-4.35,967,1929,287,502,678,330,1229,369
South Carolina,9.23,749,1765,222,557,769,304,1116,487
South Dakota State NCAA,-0.38,955,2235,291,398,554,305,1243,371
South Dakota,-2.60,859,2096,261,425,583,346,1194,502
South Florida,0.05,819,1816,219,403,592,334,1098,346
Southeast Missouri State,-4.88,857,1795,260,439,617,304,1067,383
Southeastern Louisiana,-6.20,860,1962,225,412,571,382,1199,497
Southern California,6.29,936,2124,294,397,564,358,1219,483
SIU Edwardsville,-3.36,792,1664,217,561,764,292,1075,369
Southern Illinois,0.65,801,1827,239,439,616,323,1129,445
Southern Methodist,3.66,744,1763,259,367,539,346,1096,461
Southern Mississippi,1.31,859,1865,311,420,594,304,1218,475
Southern Utah,-0.88,891,1868,244,557,768,277,1150,404
Southern,-9.57,814,1927,236,505,716,352,1207,410
St. Bonaventure NCAA,2.61,807,1917,266,527,737,353,1186,488
St. Francis (NY),-7.32,810,1720,186,551,769,317,1180,462
St. John's (NY),10.69,807,1922,304,479,653,378,1306,535
Stanford,7.14,954,2202,279,435,644,359,1170,405
Stephen F. Austin NCAA,-6.46,768,1796,246,604,878,325,1124,691
Stetson,-6.46,881,1891,269,465,664,295,1217,445
Stony Brook,-2.28,761,1740,220,507,720,306,1143,478
Syracuse NCAA,10.02,801,2046,289,469,642,400,1237,469
Temple,7.79,836,1907,229,425,600,376,1257,418
Tennessee-Martin,-4.96,764,1798,310,415,592,353,1107,421
Tennessee State,-2.98,683,1586,271,373,542,267,1000,473
Tennessee Tech,-3.54,838,1918,243,469,675,347,1208,494
Tennessee NCAA,10.12,784,1917,222,511,720,383,1194,484
Texas A&M-Corpus Christi,-6.56,679,1550,224,475,703,286,976,445
Texas A&M NCAA,10.62,892,2186,268,415,603,378,1222,379
Texas-Arlington,-1.43,853,2070,308,486,701,363,1221,490
Texas Christian NCAA,9.68,894,1958,262,437,598,291,1001,410
Texas-El Paso,-0.20,756,1766,262,423,636,298,1186,380
Texas-Rio Grande Valley,-2.84,875,1955,229,605,865,364,1329,515
Texas-San Antonio,-0.93,879,2112,290,580,854,346,1335,430
Texas Southern NCAA,-5.53,1048,2320,280,483,724,442,1381,426
Texas State,-3.44,786,1775,226,374,527,288,1041,442
Texas Tech NCAA,9.60,806,2008,249,536,762,368,1199,554
Texas NCAA,10.67,861,2028,237,379,532,353,1216,425
Toledo,-1.75,942,2157,241,407,556,363,1195,323
Towson,-3.14,774,1800,239,492,692,313,1048,424
Troy,-2.11,865,1993,255,423,607,354,1202,386
Tulane,2.08,815,1828,215,451,632,330,1111,374
Tulsa,2.38,793,1888,282,329,478,350,1085,382
UCLA NCAA,6.86,891,2105,287,438,625,347,1195,351
Utah State,2.65,868,1932,261,469,631,300,1143,411
Utah Valley,-1.76,846,2047,231,387,554,329,1073,419
Utah,6.40,855,2043,264,422,589,360,1211,415
Valparaiso,0.93,732,1739,192,526,741,309,1075,450
Vanderbilt,10.14,841,1806,210,476,660,293,1065,316
Vermont,-3.17,844,1928,248,341,478,255,1007,386
Villanova NCAA,10.24,1028,2401,272,479,641,378,1306,512
Virginia Commonwealth,2.42,897,1992,258,418,585,318,1155,425
VMI,-4.25,767,1729,247,433,602,312,1141,410
Virginia Tech NCAA,6.72,844,1965,292,402,577,346,1130,433
Virginia NCAA,9.07,647,1703,215,327,447,280,1048,432
Wagner,-6.90,731,1774,232,562,816,331,1112,479
Wake Forest,8.79,770,1751,265,500,683,296,1064,380
Washington State,5.22,882,1897,265,382,541,340,1129,354
Washington,6.06,887,1983,236,472,682,392,1200,513
Weber State,-2.88,794,1851,199,408,587,298,1070,369
West Virginia NCAA,9.36,835,1962,288,617,866,375,1268,612
Western Carolina,-1.63,839,1824,282,459,636,344,1191,490
Western Illinois,-2.28,723,1701,237,326,467,255,991,319
Western Kentucky,3.65,989,2304,301,395,545,403,1275,488
Western Michigan,-1.99,818,1803,290,423,585,287,1096,440
Wichita State NCAA,5.46,809,1922,282,464,639,271,1005,379
William & Mary,-1.32,928,1907,260,415,596,276,1002,332
Winthrop,-5.84,772,1847,229,446,598,311,1070,425
Wisconsin,9.50,798,1740,185,396,526,271,1023,386
Wofford,-2.45,833,1857,287,452,616,282,1088,438
Wright State NCAA,-3.64,816,1965,268,407,573,303,1178,531
Wyoming,3.54,898,2022,260,541,752,315,1288,483
Xavier NCAA,9.45,944,2192,301,427,562,296,1095,400
Yale,-2.83,824,1793,214,426,589,277,1061,397
Youngstown State,-2.56,943,1852,258,503,724,294,1122,497
