School,SOS,opp_FG,opp_FGA,opp_3P,opp_FT,opp_FTA,opp_ORB,opp_TRB,opp_TOV
Cornell,-1.60,665,1458,166,466,645,284,1002,384
Creighton,1.41,958,2209,239,394,581,372,1200,373
Dartmouth,-3.39,689,1529,217,393,559,326,1062,395
Davidson,-2.17,753,1740,161,599,850,323,1073,428
Dayton,3.20,806,1946,237,504,747,360,1220,450
Delaware State,-6.39,735,1494,145,352,524,356,1050,464
Delaware,-0.11,711,1684,144,499,701,351,1092,294
Denver,-3.48,577,1264,119,544,787,259,890,419
DePaul,7.53,873,1743,141,491,686,384,1176,477
Detroit Mercy,0.91,856,2007,242,443,651,422,1122,472
Drake,0.76,748,1664,172,432,602,315,1103,408
Drexel,-0.01,652,1630,125,421,613,255,956,311
Duke NCAA,8.32,896,2212,176,426,655,473,1299,545
Duquesne,1.49,759,1781,195,464,686,437,1220,643
East Carolina,2.99,799,1863,209,481,722,419,1208,466
East Tennessee State,-2.12,803,1983,259,455,686,429,1220,501
Eastern Illinois,-4.89,635,1514,200,405,587,293,938,365
Eastern Kentucky,-6.48,681,1522,172,423,619,304,997,434
Eastern Michigan,-3.11,697,1635,159,477,690,299,1122,426
Eastern Washington,-2.22,704,1607,169,542,742,341,1060,391
Elon,-3.32,827,1791,206,441,657,350,1152,427
Evansville,1.80,730,1614,201,486,696,294,1043,473
Fairfield,-3.91,703,1756,162,356,553,370,1111,524
Fairleigh Dickinson,-5.00,736,1690,193,443,641,342,1072,322
Florida A&M,-8.71,769,1855,185,473,713,422,1208,472
Florida Atlantic,-2.61,743,1727,175,476,673,372,1110,406
Florida Gulf Coast,-3.11,765,1707,251,404,603,341,1068,451
Florida International,-4.23,766,1712,224,506,718,394,1113,458
Florida State NCAA,6.45,696,1918,233,484,696,403,1167,516
Florida NCAA,7.57,872,2075,214,387,576,393,1181,461
Fordham,1.01,727,1678,208,407,597,351,1061,294
Fresno State,0.58,727,1678,193,442,653,331,1081,431
Furman,-3.65,731,1727,181,481,703,352,1040,411
Gardner-Webb,-2.72,729,1653,208,463,645,297,1072,461
George Mason NCAA,1.37,761,1847,201,401,591,376,1117,454
George Washington,0.36,693,1615,223,416,587,333,1052,457
Georgetown NCAA,10.39,737,1763,176,473,669,361,999,363
Georgia Southern,-3.13,823,1693,214,563,813,341,1061,511
Georgia State,-1.92,627,1548,178,556,783,330,1022,417
Georgia Tech,5.68,701,1592,196,481,719,290,1071,514
Georgia NCAA,6.13,741,1866,190,453,648,388,1086,396
Gonzaga NCAA,4.01,786,1947,253,482,685,359,1086,503
Grambling,-10.45,783,1802,158,538,854,368,1270,486
Green Bay,2.18,731,1632,195,532,738,329,1047,468
Hampton NCAA,-8.77,719,1874,180,452,671,449,1317,516
Hartford,-5.55,668,1529,232,428,594,313,1161,505
Harvard,-1.19,716,1654,189,312,425,309,898,391
Hawaii,-0.87,733,1883,215,470,678,395,1092,417
High Point,-4.47,759,1660,166,566,805,361,1134,468
Hofstra,0.13,815,1851,216,454,647,412,1191,417
Holy Cross,-4.55,713,1661,180,396,560,302,974,296
Houston Baptist,-8.72,829,1795,222,549,850,426,1258,512
Houston,0.55,729,1726,172,462,669,401,1069,386
Howard,-7.30,712,1580,214,460,710,343,1073,414
Idaho State,-1.87,713,1563,218,452,639,326,1002,364
Idaho,-0.64,761,1818,209,403,569,378,1046,413
Illinois-Chicago,1.98,774,1720,189,415,612,329,1013,380
Illinois State,-0.66,694,1622,201,388,561,291,996,359
Illinois NCAA,11.11,780,1931,205,457,632,384,1122,413
Indiana State NCAA,2.90,713,1755,194,572,796,348,1134,445
Indiana,7.65,703,1622,202,574,815,317,1019,412
Iona,-2.26,926,2094,235,492,716,380,1255,544
Iowa State,4.55,823,1955,217,394,570,399,1245,460
Iowa,8.79,768,1749,212,362,489,340,1045,445
Fort Wayne,-5.17,704,1538,157,538,744,267,960,422
IUPUI,-0.84,855,1809,220,352,506,348,1028,396
Jackson State,-10.86,657,1524,182,513,788,290,1038,542
Jacksonville State,-5.41,664,1423,141,505,706,305,977,455
Jacksonville,-3.68,704,1678,172,514,764,351,1096,526
James Madison,-0.03,778,1818,226,475,663,316,1065,395
Kansas State NCAA,8.41,751,1782,178,569,803,350,1058,524
Kansas NCAA,7.62,862,2188,225,509,697,397,1172,535
Kennesaw State,-3.29,857,1844,204,402,607,416,1156,377
Kent State,0.04,902,2148,216,453,691,482,1351,520
Kentucky NCAA,8.91,863,2188,210,476,658,431,1285,457
La Salle,1.70,929,2069,222,515,734,439,1212,458
Lafayette,-4.19,794,1768,217,505,715,354,1148,440
Lamar,-5.96,781,1781,175,542,805,354,1141,509
Lehigh,-5.69,777,1808,207,471,689,358,1144,462
Liberty,-4.86,758,1774,193,391,630,346,1051,453
Lipscomb,-2.65,779,1763,205,450,691,351,1059,436
Long Beach State,1.69,892,1998,216,398,591,343,1157,460
Long Island University NCAA,-5.77,942,2165,208,374,567,428,1230,497
Longwood,-3.62,936,1933,203,477,693,403,1218,423
Louisiana,-4.19,696,1593,169,506,717,317,983,421
Louisiana-Monroe,-3.96,734,1554,214,444,640,284,976,399
Louisiana State,2.26,730,1759,174,496,703,400,1178,426
Louisiana Tech,-0.99,733,1716,205,503,725,310,1081,437
Louisville NCAA,8.20,762,1935,199,536,770,455,1268,564
Loyola (IL),-1.10,750,1676,190,375,566,330,1017,423
Loyola Marymount,0.27,811,1864,198,492,689,369,1133,422
Loyola (MD),-3.68,719,1600,132,441,637,309,979,405
Maine,-5.84,701,1673,219,389,547,333,992,361
Manhattan,-2.01,762,1725,246,391,600,400,1123,379
Marist,-1.46,828,1900,225,502,714,397,1242,358
Marquette NCAA,8.51,939,2142,260,408,618,433,1241,515
Marshall,1.94,817,1939,185,472,720,395,1136,436
Maryland-Baltimore County,-4.27,785,1667,266,518,724,341,1128,379
Maryland-Eastern Shore,-7.42,820,1737,209,559,807,374,1195,472
Maryland,5.76,805,1994,210,411,591,402,1161,495
Massachusetts,1.93,677,1682,214,471,701,371,1108,413
McNeese State,-4.39,799,1854,229,527,788,414,1207,466
Memphis NCAA,3.14,828,1987,205,531,778,445,1217,519
Mercer,-2.17,754,1735,193,557,804,358,1158,509
Miami (FL),6.42,833,1999,245,522,756,400,1171,430
Miami (OH),3.04,836,1886,223,424,601,369,1129,353
Michigan State NCAA,11.67,787,1861,215,474,716,347,1119,411
Michigan NCAA,10.68,795,1854,222,375,553,335,1178,409
Middle Tennessee,-4.45,662,1554,185,612,891,322,1051,534
Milwaukee,2.51,827,1841,216,430,604,336,1103,416
Minnesota,9.79,710,1780,265,391,521,362,1021,355
Mississippi State,3.77,799,1917,232,347,523,389,1141,339
Mississippi Valley State,-7.48,801,1843,186,605,869,360,1200,483
Mississippi,3.92,803,1889,212,532,740,378,1144,440
Missouri-Kansas City,-4.46,784,1668,193,456,643,324,1028,395
Missouri State,1.35,804,1792,179,422,609,290,1040,386
Missouri NCAA,6.50,851,1943,197,536,775,439,1266,614
Monmouth,-4.40,685,1639,242,364,540,349,1064,408
Montana State,-3.22,750,1667,194,436,650,346,1117,412
Montana,-2.47,682,1710,164,422,598,353,1057,428
Morehead State NCAA,-3.13,735,1756,245,447,645,313,992,523
Morgan State,-7.72,708,1650,153,502,724,329,1027,447
Mount St. Mary's,-3.47,750,1759,168,456,677,406,1149,435
Murray State,-4.85,688,1586,158,445,634,312,957,479
Navy,-5.56,763,1719,224,504,716,358,1270,592
Nebraska,4.67,657,1691,229,393,581,310,1016,420
Nevada-Las Vegas NCAA,6.00,704,1737,189,480,689,363,1106,534
Nevada,1.88,778,1827,191,532,749,373,1132,398
New Hampshire,-6.32,639,1560,157,391,585,316,1095,370
New Mexico State,2.66,825,1875,207,459,686,379,1140,498
New Mexico,4.90,813,1923,226,456,688,342,1091,461
Niagara,-3.02,795,1809,190,470,695,437,1316,494
Nicholls State,-4.52,576,1294,139,439,611,268,909,477
NJIT,-9.64,675,1596,201,501,730,295,1065,433
Norfolk State,-7.45,791,1831,194,614,876,395,1157,415
North Carolina-Asheville NCAA,-2.89,803,1925,218,509,747,440,1246,592
North Carolina A&T,-6.26,850,2066,277,395,549,495,1283,446
North Carolina Central,-8.03,719,1622,184,481,675,354,1041,470
North Carolina-Greensboro,-0.37,850,1796,247,554,780,375,1135,440
North Carolina State,6.80,789,1862,163,443,602,407,1135,358
North Carolina-Wilmington,-0.44,750,1728,214,353,539,407,1089,374
North Carolina NCAA,10.15,948,2339,267,382,580,454,1343,526
North Dakota State,-3.50,727,1643,153,455,625,307,935,383
North Dakota,-8.70,799,1872,204,525,761,328,1189,473
North Florida,0.31,866,1981,178,521,780,502,1269,498
North Texas,-5.07,854,1934,190,460,677,361,1072,384
Northeastern,1.17,751,1584,193,488,679,336,1016,389
Northern Arizona,-3.72,716,1749,193,453,639,364,1058,426
Northern Colorado NCAA,-2.24,682,1660,238,503,711,305,995,443
Northern Illinois,-2.26,756,1711,190,497,731,316,1074,359
Northern Iowa,2.04,724,1630,216,382,549,265,1051,412
Northwestern State,-7.02,822,1881,231,607,877,490,1274,602
Northwestern,7.54,822,1756,201,456,651,318,1129,425
Notre Dame NCAA,8.43,815,1996,234,363,511,372,1111,351
Oakland NCAA,0.10,984,2217,233,489,678,430,1192,423
Ohio State NCAA,8.38,838,1976,232,300,407,341,1096,552
Ohio,-1.01,882,1971,233,551,789,398,1253,535
Oklahoma State,6.94,734,1782,204,592,805,345,1113,460
Oklahoma,6.42,767,1699,195,470,648,331,1051,424
Old Dominion NCAA,1.76,717,1774,245,305,488,326,957,392
Oral Roberts,-1.17,874,1900,199,597,810,365,1171,453
Oregon State,5.03,783,1698,262,428,633,336,1071,502
Oregon,6.92,941,2109,287,535,758,399,1348,601
Pacific,-0.88,722,1650,189,312,465,280,970,332
Penn State NCAA,11.45,768,1747,235,355,509,316,1025,365
Pennsylvania,-1.64,674,1463,188,370,487,251,878,385
Pepperdine,1.43,849,1844,253,491,704,331,1110,397
Pittsburgh NCAA,7.85,735,1850,199,404,598,350,993,378
Portland State,-4.47,840,1774,195,355,522,355,1086,398
Portland,2.20,755,1749,231,451,642,329,997,365
Prairie View,-8.77,774,1816,202,492,787,407,1300,458
Presbyterian,-2.85,777,1698,190,322,464,336,1024,351
Princeton NCAA,-1.61,721,1701,148,427,597,289,975,385
Providence,6.44,897,2001,191,426,601,422,1207,451
Purdue NCAA,8.69,770,1858,169,394,565,349,1143,478
Quinnipiac,-6.39,716,1710,182,543,801,303,1063,422
Radford,-2.52,717,1608,218,413,639,366,1115,450
Rhode Island,1.90,799,1886,198,471,697,399,1248,474
Rice,2.67,706,1606,244,493,692,279,1008,433
Richmond NCAA,2.79,832,2053,188,413,601,441,1300,454
Rider,-2.67,832,2045,220,456,679,458,1262,436
Robert Morris,-2.61,675,1612,208,537,801,354,1108,487
Rutgers,7.22,667,1641,227,540,737,356,1096,450
Sacramento State,-4.05,688,1562,198,374,560,314,967,332
Sacred Heart,-6.12,696,1551,190,435,624,324,975,433
Saint Francis (PA),-3.84,765,1626,198,459,703,346,1038,409
Saint Joseph's,3.46,811,1859,223,456,647,396,1207,354
Saint Louis,3.06,680,1569,118,455,624,294,1025,430
Saint Mary's (CA),1.95,809,1834,169,466,674,321,1042,462
Saint Peter's NCAA,-1.08,683,1818,175,501,765,431,1243,484
Sam Houston State,-3.90,720,1665,165,444,655,293,1023,461
Samford,-4.22,722,1672,247,381,540,380,1121,401
San Diego State NCAA,6.36,802,2027,194,394,547,381,1146,460
San Diego,3.18,735,1594,151,493,692,345,1078,399
San Francisco,3.06,844,2018,234,479,695,364,1188,389
San Jose State,-0.08,839,1920,231,496,723,344,1183,399
Santa Clara,1.25,899,2012,223,669,907,367,1214,546
Savannah State,-2.44,611,1517,123,463,682,324,1031,456
Seattle,-2.36,786,1730,196,584,809,346,1158,547
Seton Hall,9.33,722,1729,160,435,664,353,1160,446
Siena,-1.71,785,1816,200,399,566,354,1089,403
South Alabama,-4.34,739,1616,185,378,573,347,1021,410
South Carolina State,-8.57,769,1732,203,535,766,361,1065,447
South Carolina Upstate,-0.94,745,1605,182,419,626,339,1116,395
South Carolina,5.60,716,1690,179,459,667,377,1139,445
South Dakota State,-4.04,836,1771,201,412,587,331,1076,424
South Dakota,-10.48,924,2089,197,462,670,393,1284,441
South Florida,8.89,766,1797,180,484,698,376,1079,345
Southeast Missouri State,-5.40,777,1777,170,557,776,350,1121,386
Southeastern Louisiana,-5.40,705,1573,158,435,651,335,1009,411
Southern California NCAA,7.97,741,1810,191,458,653,324,1122,404
SIU Edwardsville,-3.67,801,1709,152,494,700,365,1119,390
Southern Illinois,1.48,708,1627,171,492,690,292,1016,394
Southern Methodist,-0.39,759,1802,237,392,550,382,1077,484
Southern Mississippi,1.90,711,1700,220,451,675,327,993,433
Southern Utah,-3.44,719,1598,195,559,801,334,929,397
Southern,-9.47,773,1754,181,435,650,418,1210,396
St. Bonaventure,1.73,773,1801,191,432,610,352,1018,359
St. Francis (NY),-5.85,688,1537,137,477,699,349,1114,499
St. John's (NY) NCAA,10.01,739,1703,253,480,684,354,1089,530
Stanford,5.17,704,1633,196,416,593,302,1005,436
Stephen F. Austin,-7.73,595,1420,128,325,490,248,816,444
Stetson,-2.86,737,1666,237,517,751,380,1081,450
Stony Brook,-6.20,664,1704,202,404,576,353,1179,430
Syracuse NCAA,8.79,788,2000,244,396,594,442,1182,490
Temple NCAA,4.23,790,1908,187,357,504,340,1132,447
Tennessee-Martin,-5.00,895,1884,174,490,719,393,1198,505
Tennessee State,-4.73,727,1662,186,400,591,363,1007,423
Tennessee Tech,-5.77,782,1815,200,543,787,337,1054,533
Tennessee NCAA,8.73,785,1878,230,496,704,388,1153,476
Texas A&M-Corpus Christi,-2.09,793,1721,192,416,580,330,1012,406
Texas A&M NCAA,5.94,702,1703,179,426,619,321,988,441
Texas-Arlington,-5.47,654,1609,207,478,729,368,1036,479
Texas Christian,3.93,818,1779,200,482,693,299,1136,438
Texas-El Paso,2.47,784,1959,220,437,653,398,1267,513
Texas-Rio Grande Valley,-6.41,800,1677,232,525,744,317,1080,442
Texas-San Antonio NCAA,-4.93,813,1941,254,483,695,413,1240,480
Texas Southern,-9.02,727,1744,207,431,691,394,1139,516
Texas State,-5.89,872,1900,204,562,822,372,1200,545
Texas Tech,6.18,859,1881,181,512,736,397,1149,437
Texas NCAA,7.96,816,2108,162,444,648,423,1223,461
Toledo,-0.88,790,1755,259,408,584,368,1121,397
Towson,-0.52,825,1698,218,411,583,342,1046,348
Troy,-2.05,774,1747,257,438,627,339,1144,413
Tulane,-0.68,695,1524,174,411,571,287,1001,459
Tulsa,3.25,735,1739,180,515,711,301,1008,377
UCLA NCAA,7.93,821,1964,176,436,648,396,1116,410
Utah State NCAA,0.50,696,1815,186,417,616,319,1007,412
Utah Valley,-9.97,727,1765,204,396,634,309,1004,370
Utah,6.56,763,1808,174,477,693,363,1130,332
Valparaiso,1.69,813,1920,208,545,775,401,1185,513
Vanderbilt NCAA,6.86,848,2063,203,402,577,419,1172,406
Vermont,-5.33,711,1812,188,362,508,343,1017,382
Villanova NCAA,8.23,739,1823,210,471,665,356,1076,395
Virginia Commonwealth NCAA,3.78,971,2200,222,509,751,496,1455,584
VMI,-5.45,926,2018,192,501,740,439,1299,506
Virginia Tech,6.29,771,1851,211,380,578,364,1111,490
Virginia,6.55,705,1612,208,317,465,280,1045,379
Wagner,-3.67,648,1516,145,674,944,359,1071,458
Wake Forest,5.51,902,1978,223,442,641,414,1211,394
Washington State,6.81,814,2040,252,479,666,436,1279,507
Washington NCAA,7.74,844,2017,183,603,887,412,1219,515
Weber State,-1.74,725,1719,221,473,669,302,1042,376
West Virginia NCAA,11.03,752,1827,172,458,658,417,1116,393
Western Carolina,-2.86,779,1732,161,556,821,346,1177,520
Western Illinois,-4.43,654,1523,174,463,660,303,1031,359
Western Kentucky,-3.15,831,1900,216,385,590,422,1179,451
Western Michigan,-2.52,836,1939,199,450,694,380,1142,437
Wichita State,1.79,798,1956,195,490,703,318,1078,448
William & Mary,0.49,782,1807,233,377,531,335,1068,316
Winthrop,-3.20,686,1650,191,443,651,337,1106,428
Wisconsin NCAA,9.42,705,1647,179,403,542,273,1008,329
Wofford NCAA,-1.21,796,1787,188,533,742,353,1073,452
Wright State,1.45,704,1527,178,449,635,274,1030,498
Wyoming,3.53,764,1710,230,403,568,335,1102,463
Xavier NCAA,4.41,707,1743,208,445,610,308,991,401
Yale,-2.72,669,1591,152,395,560,291,953,336
Youngstown State,0.93,771,1717,172,512,747,344,1194,387
