Table Names-1,Table Names,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2007.csv,Wisconsin 2007,867,1886,210,583,848,404,1258,407
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2007.csv,Wright State 2007,766,1750,180,413,564,334,1060,400
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2007.csv,Xavier 2007,849,1784,269,628,847,367,1146,430
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Air Force 2006,683,1413,276,348,467,204,763,335
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Alabama-Birmingham 2006,822,1816,222,440,680,337,971,395
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Alabama 2006,758,1662,174,488,689,389,1135,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Albany (NY) 2006,743,1660,223,485,682,349,1077,451
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Arizona 2006,909,2037,142,473,667,453,1140,437
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Arkansas 2006,841,1837,179,498,720,390,1118,428
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Belmont 2006,897,1819,261,444,643,364,1099,503
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Boston College 2006,949,1958,211,562,833,466,1277,472
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Bradley 2006,848,1933,185,478,666,419,1241,497
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Bucknell 2006,726,1560,196,466,670,308,1032,474
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,University of California 2006,717,1598,169,525,716,301,1002,384
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Connecticut 2006,988,2088,188,617,874,533,1488,489
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Davidson 2006,855,1885,277,416,547,393,1215,399
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Duke 2006,979,2011,274,689,905,350,1204,496
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Florida 2006,1061,2120,289,641,862,421,1402,561
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,George Mason 2006,897,1863,206,429,646,352,1221,449
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,George Washington 2006,845,1814,182,488,755,421,1143,420
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Georgetown 2006,787,1682,223,380,538,354,1079,381
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Gonzaga 2006,897,1879,182,667,853,411,1239,434
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Hampton 2006,762,1840,177,419,677,442,1258,516
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Illinois 2006,848,1853,241,374,582,403,1179,406
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Indiana 2006,797,1730,276,361,523,319,1053,446
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Iona 2006,881,1835,196,517,748,413,1140,468
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Iowa 2006,781,1811,191,501,706,372,1285,506
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Kansas 2006,912,1923,205,451,671,433,1305,516
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Kent State 2006,844,1887,237,533,745,377,1130,451
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Kentucky 2006,903,2020,265,406,601,449,1265,464
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Louisiana State 2006,972,2092,147,542,786,496,1447,555
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Marquette 2006,830,1823,263,402,549,377,1112,458
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Memphis 2006,1034,2291,277,616,903,568,1528,575
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Michigan State 2006,896,1879,204,524,681,373,1212,478
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Milwaukee 2006,797,1832,204,496,719,452,1185,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Monmouth 2006,787,1785,217,400,597,296,1114,510
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Montana 2006,876,1781,228,469,653,348,1096,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Murray State 2006,808,1795,230,357,548,410,1141,387
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Nevada 2006,866,1901,179,490,682,420,1268,426
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,North Carolina State 2006,793,1704,288,509,678,284,1050,434
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,North Carolina-Wilmington 2006,807,1867,216,420,601,389,1191,414
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,North Carolina 2006,863,1809,215,519,733,432,1237,512
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Northern Iowa 2006,754,1662,219,438,608,279,1100,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Northwestern State 2006,914,1981,226,519,779,458,1224,535
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Ohio State 2006,833,1791,262,435,606,321,1088,379
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Oklahoma 2006,716,1586,174,389,545,420,1060,411
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Oral Roberts 2006,866,1883,218,522,736,435,1215,472
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Pacific 2006,858,1763,215,446,598,320,1135,419
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Pennsylvania 2006,710,1595,196,371,550,302,919,382
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Pittsburgh 2006,840,1842,206,505,729,422,1281,452
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,San Diego State 2006,839,1823,220,558,767,430,1176,498
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Seton Hall 2006,692,1690,174,475,637,375,1105,403
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,South Alabama 2006,797,1760,267,422,600,346,1049,415
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Southern Illinois 2006,707,1714,183,397,579,384,1073,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Southern 2006,787,1796,143,376,581,422,1234,561
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Syracuse 2006,913,2083,260,449,698,476,1338,532
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Tennessee 2006,859,1852,264,431,615,352,1005,386
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Texas A&M 2006,725,1627,203,477,702,325,993,416
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Texas 2006,983,2132,269,546,751,518,1498,498
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,UCLA 2006,939,1987,236,528,764,429,1303,562
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Utah State 2006,853,1714,232,369,511,304,1080,421
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Villanova 2006,809,1942,288,543,717,459,1198,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Washington 2006,982,2087,220,522,697,475,1232,486
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,West Virginia 2006,835,1875,337,327,439,258,915,287
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Wichita State 2006,839,1903,237,507,700,425,1317,449
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Winthrop 2006,778,1735,238,482,697,402,1127,439
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Wisconsin 2006,776,1796,199,454,684,400,1124,359
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2006.csv,Xavier 2006,778,1685,218,516,713,338,1121,410
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Air Force 2004,585,1216,245,322,453,174,623,318
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Alabama-Birmingham 2004,882,2006,213,437,656,401,1119,431
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Alabama State 2004,639,1523,173,453,691,360,1066,537
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Alabama 2004,813,1802,233,521,735,366,1148,423
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Arizona 2004,942,1938,219,511,650,421,1177,448
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Boston College 2004,819,1799,128,546,804,425,1224,457
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Brigham Young 2004,764,1571,171,501,692,316,1017,409
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Central Florida 2004,792,1732,232,365,510,382,1129,473
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Charlotte 2004,812,1805,232,518,798,441,1220,458
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Cincinnati 2004,867,1893,237,484,723,420,1197,393
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Connecticut 2004,1154,2403,249,516,828,586,1742,532
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Dayton 2004,780,1746,207,477,717,409,1266,467
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,DePaul 2004,813,1755,163,468,671,382,1159,422
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Duke 2004,1018,2161,263,655,890,474,1351,511
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,East Tennessee State 2004,946,2059,201,525,762,411,1269,514
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Eastern Washington 2004,747,1574,179,429,608,279,918,453
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Florida A&M 2004,747,1802,271,546,771,,1089,537
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Florida 2004,829,1719,249,462,616,306,1081,454
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Georgia Tech 2004,1029,2213,267,586,847,429,1422,578
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Gonzaga 2004,899,1765,195,543,724,348,1230,418
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Illinois-Chicago 2004,810,1797,158,445,700,423,1126,405
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Illinois 2004,887,1899,231,397,571,381,1151,401
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Kansas 2004,895,1923,188,525,743,409,1303,485
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Kentucky 2004,862,1828,204,437,627,371,1160,468
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Lehigh 2004,729,1718,198,426,595,357,1132,450
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Liberty 2004,819,1913,206,440,651,441,1235,528
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Louisiana 2004,797,1715,237,403,585,341,988,419
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Louisville 2004,737,1757,241,480,641,351,1126,413
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Manhattan 2004,762,1724,180,607,798,374,1079,395
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Maryland 2004,891,2021,165,530,840,485,1322,485
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Memphis 2004,736,1751,259,441,671,402,1139,383
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Michigan State 2004,748,1519,190,452,586,270,910,438
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Mississippi State 2004,822,1766,198,476,717,444,1231,458
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Monmouth 2004,752,1802,236,513,693,303,1088,446
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Murray State 2004,994,2009,224,518,730,416,1261,476
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Nevada 2004,901,1991,172,605,830,449,1322,445
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,North Carolina State 2004,760,1688,260,481,602,317,1046,420
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,North Carolina 2004,877,1912,195,515,749,460,1189,462
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Northern Iowa 2004,723,1644,223,478,648,268,1068,388
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Oklahoma State 2004,1002,1953,166,528,760,393,1253,468
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Pacific 2004,764,1633,195,549,746,304,1101,471
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Pittsburgh 2004,904,1921,150,488,748,466,1320,455
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Princeton 2004,634,1319,169,323,454,241,856,372
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Providence 2004,717,1592,228,398,553,342,976,433
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Richmond 2004,737,1793,188,467,648,403,1164,432
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Saint Joseph's 2004,866,1822,313,431,614,308,1043,370
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Seton Hall 2004,806,1759,181,435,609,359,1134,403
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,South Carolina 2004,846,1948,226,465,690,423,1224,448
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Southern Illinois 2004,787,1775,185,372,540,393,1057,360
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Stanford 2004,849,1771,169,489,651,366,1178,453
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Syracuse 2004,847,1827,141,430,669,423,1180,396
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Texas-El Paso 2004,834,1748,197,614,817,328,1106,445
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Texas-San Antonio 2004,813,1896,234,540,775,415,1242,564
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Texas Tech 2004,922,1985,125,521,703,385,1153,424
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Texas 2004,904,2046,227,494,726,517,1355,388
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Utah 2004,768,1630,196,402,556,355,1140,463
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Valparaiso 2004,765,1740,165,522,740,368,1183,500
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Vanderbilt 2004,841,1873,263,469,660,367,1150,419
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Vermont 2004,734,1739,203,374,551,360,1126,387
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Virginia Commonwealth 2004,811,1707,208,372,614,377,1159,510
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Wake Forest 2004,882,1854,236,590,829,417,1148,457
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Washington 2004,890,1911,201,562,788,382,1103,472
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Western Michigan 2004,845,1840,217,527,731,449,1177,411
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Wisconsin 2004,754,1687,190,492,684,347,1049,320
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2004.csv,Xavier 2004,908,2058,284,535,777,439,1327,459
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Alabama 2003,695,1653,183,429,602,389,1079,380
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Arizona State 2003,886,1838,131,561,832,434,1162,437
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Arizona 2003,973,2111,228,551,777,479,1374,468
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Auburn 2003,879,1890,198,452,685,417,1200,541
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Austin Peay 2003,758,1648,192,496,719,339,1084,476
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Brigham Young 2003,765,1654,194,575,762,353,1134,436
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Butler 2003,786,1655,274,383,533,261,923,353
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,University of California 2003,847,1819,198,409,601,350,1095,433
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Central Michigan 2003,864,1714,224,601,789,347,1079,577
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Cincinnati 2003,667,1653,197,423,613,366,1030,307
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Colorado State 2003,876,1733,137,561,805,374,1175,553
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Colorado 2003,869,1961,159,508,759,461,1351,447
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Connecticut 2003,964,2057,196,498,736,486,1407,507
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Creighton 2003,974,1956,270,470,678,373,1155,461
"2006.csv,2008.csv,2005.csv,2007.csv,2009.csv,2003.csv,2011.csv,2004.csv,2010.csv,2012.csv",2003.csv,Dayton 2003,738,1638,227,479,671,403,1091,397
