,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
885,Kansas 2009,945,1979,217,567,782,421.0,1371,508
886,Louisiana State 2009,937,2093,213,530,740,475.0,1365,425
887,Louisville 2009,1001,2189,305,441,687,464.0,1395,508
888,Marquette 2009,914,2023,243,668,918,425.0,1247,408
889,Maryland 2009,924,2179,201,463,611,464.0,1274,428
890,Memphis 2009,979,2176,222,599,868,498.0,1452,464
891,Michigan State 2009,962,2135,201,612,877,533.0,1482,532
892,Michigan 2009,812,1910,305,412,544,336.0,1087,402
893,Minnesota 2009,782,1772,188,437,611,397.0,1136,477
894,Mississippi State 2009,890,2058,296,601,847,407.0,1384,517
895,Missouri 2009,1124,2381,263,585,871,486.0,1393,449
896,Morehead State 2009,865,1978,188,593,823,498.0,1400,557
897,Morgan State 2009,857,2047,181,438,675,508.0,1330,456
898,North Carolina 2009,1205,2509,264,739,983,556.0,1594,472
899,North Dakota State 2009,943,1936,238,535,724,363.0,1171,370
900,Northern Iowa 2009,766,1692,217,541,718,297.0,1140,397
901,Ohio State 2009,778,1618,216,434,619,266.0,1024,439
902,Oklahoma State 2009,948,2059,327,607,812,346.0,1223,431
903,Oklahoma 2009,982,1997,242,627,929,435.0,1402,500
904,Pittsburgh 2009,1040,2174,225,482,713,533.0,1433,436
905,Portland State 2009,861,1899,317,378,557,388.0,1116,453
906,Purdue 2009,914,2071,244,483,687,363.0,1271,426
907,Radford 2009,884,1917,163,560,825,418.0,1372,539
908,Robert Morris 2009,880,1859,226,481,683,353.0,1161,530
909,Siena 2009,1007,2157,184,511,769,438.0,1273,462
910,Southern California 2009,872,1843,129,524,778,409.0,1247,487
911,Stephen F. Austin 2009,786,1795,177,350,539,311.0,1126,384
912,Syracuse 2009,1110,2277,256,570,884,482.0,1505,583
913,Temple 2009,846,1908,258,383,547,376.0,1248,426
914,Tennessee 2009,957,2105,229,522,772,485.0,1316,452
915,Texas A&M 2009,822,1831,202,594,856,422.0,1249,432
916,Texas 2009,917,2063,166,532,797,496.0,1359,442
917,UCLA 2009,967,1973,262,446,616,395.0,1151,440
918,Utah State 2009,899,1813,222,514,695,365.0,1202,393
919,Utah 2009,819,1727,242,541,693,279.0,1193,469
920,Villanova 2009,990,2193,247,692,919,477.0,1449,505
921,Virginia Commonwealth 2009,866,1878,222,486,689,362.0,1152,431
922,Wake Forest 2009,906,1849,126,572,804,390.0,1262,492
923,Washington 2009,977,2136,146,650,929,532.0,1437,515
924,West Virginia 2009,886,2067,231,518,742,532.0,1340,420
925,Western Kentucky 2009,871,1929,266,446,647,432.0,1251,452
926,Wisconsin 2009,735,1686,213,423,583,317.0,1020,330
927,Xavier 2009,847,1846,239,575,851,420.0,1378,511
