,School,G,W,L,W-L%,SRS,SOS, ,W,L, ,W,L, ,W,L, ,Tm.,Opp., ,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
12,Arizona State_2019,34,23,11,.676,10.28,6.04,,12,6,,13,3,,6,5,,2638,2494,,1380,899,2012,.447,240,714,.336,600,882,.680,399,1351,459,213,109,466,675
19,Auburn_2019,40,30,10,.750,20.84,10.92,,11,7,,15,2,,4,6,,3188,2750,,1615,1097,2439,.450,454,1204,.377,540,760,.711,457,1369,572,369,190,466,731
24,Baylor_2019,34,20,14,.588,13.38,9.26,,10,8,,13,5,,5,6,,2442,2302,,1365,869,1966,.442,274,803,.341,430,635,.677,450,1281,473,209,159,446,636
25,Belmont_2019,33,27,6,.818,9.12,-2.60,,16,2,,13,1,,12,3,,2868,2439,,1330,1042,2094,.498,343,922,.372,441,598,.737,286,1275,645,220,125,376,509
32,Bradley_2019,35,20,15,.571,-0.08,-0.90,,9,9,,10,6,,5,8,,2329,2285,,1405,812,1874,.433,240,653,.368,465,672,.692,313,1195,423,186,132,440,617
37,Buffalo_2019,36,32,4,.889,15.56,2.62,,16,2,,14,0,,12,3,,3037,2550,,1445,1083,2344,.462,344,1022,.337,527,767,.687,452,1470,599,263,140,433,659
47,UC-Irvine_2019,37,31,6,.838,5.70,-2.30,,15,1,,12,2,,13,2,,2675,2353,,1500,987,2159,.457,252,701,.359,449,640,.702,429,1471,479,210,153,441,673
55,Central Florida_2019,33,24,9,.727,13.37,5.58,,13,5,,15,2,,5,5,,2385,2128,,1325,819,1763,.465,229,628,.365,518,798,.649,315,1215,439,189,150,393,554
61,Cincinnati_2019,35,28,7,.800,14.53,5.50,,14,4,,16,2,,7,4,,2510,2194,,1410,872,2018,.432,232,673,.345,534,758,.704,442,1264,466,214,155,365,563
68,Colgate_2019,35,24,11,.686,1.23,-3.83,,13,5,,15,1,,9,9,,2648,2458,,1415,955,1995,.479,320,815,.393,418,563,.742,322,1240,541,213,121,456,547
89,Duke_2019,38,32,6,.842,26.90,11.98,,14,4,,15,2,,7,2,,3143,2576,,1525,1157,2418,.478,278,903,.308,551,803,.686,495,1567,606,346,257,488,595
100,Fairleigh Dickinson_2019,35,21,14,.600,-6.09,-7.24,,12,6,,13,4,,7,9,,2620,2515,,1420,921,1939,.475,269,672,.400,509,702,.725,323,1155,486,261,132,477,578
105,Florida State_2019,37,29,8,.784,17.99,10.26,,13,5,,15,1,,6,4,,2771,2485,,1500,960,2171,.442,272,819,.332,579,778,.744,418,1391,475,266,161,492,705
106,Florida_2019,36,20,16,.556,15.42,11.22,,9,9,,9,6,,5,6,,2440,2289,,1455,857,2015,.425,291,872,.334,435,603,.721,375,1201,437,257,131,420,614
112,Gardner-Webb_2019,35,23,12,.657,-2.61,-4.43,,11,6,,13,0,,8,9,,2718,2468,,1430,955,1962,.487,281,719,.391,527,741,.711,271,1190,502,238,101,407,561
117,Georgia State_2019,34,24,10,.706,2.44,0.65,,13,5,,13,1,,7,7,,2598,2491,,1360,903,1968,.459,330,859,.384,462,694,.666,273,1110,415,269,158,391,583
120,Gonzaga_2019,37,33,4,.892,27.79,5.01,,16,0,,17,0,,9,1,,3243,2400,,1480,1177,2239,.526,287,790,.363,602,791,.761,354,1443,668,278,204,394,603
134,Houston_2019,37,33,4,.892,18.91,4.61,,16,2,,19,1,,10,1,,2787,2258,,1480,982,2203,.446,333,939,.355,490,697,.703,448,1502,548,240,161,410,705
144,Iona_2019,33,17,16,.515,-4.78,-5.50,,12,6,,8,3,,5,9,,2532,2508,,1320,857,1897,.452,297,845,.351,521,699,.745,283,1152,432,223,90,406,564
145,Iowa State_2019,35,23,12,.657,18.07,9.30,,9,9,,12,4,,5,6,,2692,2385,,1400,974,2047,.476,294,811,.363,450,615,.732,327,1230,527,247,160,379,517
146,Iowa_2019,35,23,12,.657,14.27,9.84,,10,10,,14,4,,4,6,,2740,2585,,1415,914,2006,.456,285,782,.364,627,849,.739,357,1246,542,211,112,427,565
155,Kansas State_2019,34,25,9,.735,15.39,9.18,,14,4,,13,2,,7,5,,2236,2025,,1360,806,1878,.429,241,721,.334,383,574,.667,325,1137,464,256,76,385,550
156,Kansas_2019,36,26,10,.722,18.35,12.79,,12,6,,16,0,,3,8,,2725,2525,,1455,989,2128,.465,260,743,.350,487,691,.705,374,1376,478,243,139,472,610
159,Kentucky_2019,37,30,7,.811,21.43,10.29,,15,3,,17,1,,8,2,,2806,2394,,1490,978,2050,.477,215,607,.354,635,859,.739,427,1428,501,220,176,466,600
164,Liberty_2019,36,29,7,.806,5.27,-3.88,,14,2,,16,1,,11,3,,2654,2209,,1440,963,1977,.487,322,873,.369,406,524,.775,270,1174,532,223,96,395,543
171,Louisiana State_2019,35,28,7,.800,16.50,9.16,,16,2,,15,2,,9,1,,2815,2558,,1435,988,2162,.457,236,740,.319,603,802,.752,460,1355,452,308,148,452,634
173,Louisville_2019,34,20,14,.588,17.28,11.04,,10,8,,14,4,,5,6,,2536,2324,,1380,854,1967,.434,294,860,.342,534,687,.777,345,1297,458,149,99,412,591
182,Marquette_2019,34,24,10,.706,14.78,6.96,,12,6,,16,3,,6,4,,2629,2363,,1375,893,1969,.454,319,822,.388,524,692,.757,331,1292,456,168,145,467,635
186,Maryland_2019,34,23,11,.676,16.01,10.09,,13,7,,15,3,,6,5,,2429,2228,,1360,858,1909,.449,247,707,.349,466,627,.743,378,1336,447,148,163,437,526
194,Michigan State_2019,39,32,7,.821,24.93,12.34,,16,4,,15,1,,8,4,,3025,2534,,1570,1071,2230,.480,319,844,.378,564,749,.753,414,1579,715,201,205,493,647
195,Michigan_2019,37,30,7,.811,21.82,10.55,,15,5,,17,1,,7,4,,2575,2158,,1480,941,2102,.448,287,839,.342,406,579,.701,299,1307,512,225,149,334,514
200,Minnesota_2019,36,22,14,.611,12.52,11.27,,9,11,,14,3,,2,9,,2543,2498,,1445,887,2039,.435,191,603,.317,578,848,.682,402,1314,523,175,140,418,578
201,Mississippi State_2019,34,23,11,.676,15.96,9.07,,10,8,,14,3,,5,5,,2628,2394,,1370,936,1982,.472,292,774,.377,464,647,.717,393,1215,481,274,172,451,586
203,Mississippi_2019,33,20,13,.606,12.32,8.13,,10,8,,11,5,,6,5,,2485,2347,,1325,876,1906,.460,272,760,.358,461,589,.783,322,1128,475,235,118,416,603
209,Montana_2019,35,26,9,.743,1.50,-5.05,,16,4,,12,2,,9,5,,2665,2397,,1405,975,1983,.492,287,763,.376,428,621,.689,293,1176,510,229,106,416,655
213,Murray State_2019,33,28,5,.848,8.96,-3.11,,16,2,,15,1,,10,3,,2727,2255,,1320,988,2007,.492,258,731,.353,493,673,.733,351,1247,591,249,149,401,527
218,Nevada_2019,34,29,5,.853,16.00,2.68,,15,3,,15,0,,9,3,,2723,2270,,1360,924,1999,.462,297,855,.347,578,816,.708,325,1274,498,211,134,352,584
222,New Mexico State_2019,35,30,5,.857,10.05,-2.38,,15,1,,16,1,,10,1,,2734,2259,,1405,962,2092,.460,326,977,.334,484,714,.678,445,1343,514,197,91,419,632
232,North Carolina Central_2019,34,18,16,.529,-11.53,-11.24,,10,6,,10,2,,4,12,,2429,2266,,1365,874,1922,.455,221,693,.319,460,641,.718,399,1265,526,207,93,515,610
236,North Carolina_2019,36,29,7,.806,23.94,11.35,,16,2,,14,2,,11,1,,3089,2636,,1445,1118,2410,.464,312,862,.362,541,728,.743,477,1589,678,252,120,473,611
237,North Dakota State_2019,35,19,16,.543,-4.01,-2.07,,9,7,,10,3,,4,9,,2556,2541,,1410,874,1926,.454,332,910,.365,476,613,.777,229,1105,402,160,87,368,523
243,Northeastern_2019,34,23,11,.676,3.95,-0.70,,14,4,,11,2,,8,6,,2564,2406,,1385,880,1848,.476,328,858,.382,476,634,.751,237,1075,480,211,74,381,539
248,Northern Kentucky_2019,35,26,9,.743,4.67,-2.39,,13,5,,17,1,,7,7,,2747,2410,,1410,979,2047,.478,306,844,.363,483,725,.666,364,1298,592,218,139,441,664
253,Ohio State_2019,35,20,15,.571,13.89,11.00,,8,12,,12,6,,4,7,,2419,2318,,1405,839,1931,.434,264,774,.341,477,650,.734,328,1215,494,206,85,438,623
256,Oklahoma_2019,34,20,14,.588,15.30,12.21,,7,11,,11,4,,5,7,,2423,2318,,1365,883,1975,.447,226,654,.346,431,618,.697,305,1263,430,203,102,401,527
257,Old Dominion_2019,35,26,9,.743,3.74,-1.18,,13,5,,14,2,,8,4,,2300,2128,,1400,823,2026,.406,264,756,.349,388,585,.663,418,1365,439,197,160,408,580
260,Oregon_2019,38,25,13,.658,13.95,6.13,,10,8,,13,4,,5,7,,2661,2364,,1530,958,2126,.451,295,840,.351,450,624,.721,361,1307,501,290,162,442,665
270,Prairie View_2019,35,22,13,.629,-7.29,-9.17,,17,1,,11,0,,9,12,,2627,2547,,1400,903,2061,.438,225,703,.320,596,875,.681,392,1151,445,309,55,445,758
274,Purdue_2019,36,26,10,.722,21.40,11.99,,16,4,,15,0,,6,6,,2760,2421,,1460,967,2145,.451,365,977,.374,461,641,.719,421,1341,518,220,143,381,625
289,Saint Louis_2019,36,23,13,.639,5.06,2.23,,10,8,,15,2,,4,8,,2399,2297,,1440,855,2052,.417,205,675,.304,484,809,.598,492,1428,460,254,145,464,634
290,Saint Mary's (CA)_2019,34,22,12,.647,12.58,4.40,,11,5,,14,3,,5,5,,2463,2185,,1365,899,1905,.472,253,670,.378,412,555,.742,329,1180,341,201,87,355,572
301,Seton Hall_2019,34,20,14,.588,10.25,8.34,,9,9,,11,4,,3,8,,2508,2443,,1375,888,2021,.439,240,741,.324,492,697,.706,361,1213,459,235,132,423,638
323,St. John's (NY)_2019,34,21,13,.618,7.88,5.50,,8,10,,11,4,,4,7,,2623,2542,,1375,944,2100,.450,289,809,.357,446,620,.719,264,1120,472,302,111,357,650
328,Syracuse_2019,34,20,14,.588,13.73,10.09,,10,8,,13,6,,6,4,,2370,2246,,1365,808,1907,.424,274,824,.333,480,701,.685,363,1174,408,278,162,423,588
331,Temple_2019,33,23,10,.697,8.17,4.93,,13,5,,13,2,,8,5,,2465,2358,,1340,873,1998,.437,247,748,.330,472,649,.727,316,1136,476,284,73,368,581
335,Tennessee_2019,37,31,6,.838,21.55,10.16,,15,3,,18,0,,7,3,,3035,2580,,1505,1106,2231,.496,262,714,.367,561,744,.754,379,1391,660,221,199,412,654
345,Texas Tech_2019,38,31,7,.816,22.79,9.53,,14,4,,17,1,,6,3,,2765,2261,,1530,990,2110,.469,277,759,.365,508,694,.732,315,1297,518,278,186,457,663
355,Utah State_2019,35,28,7,.800,11.98,0.89,,15,3,,14,1,,9,4,,2753,2349,,1410,959,2038,.471,274,772,.355,559,747,.748,377,1405,598,215,147,449,649
360,Vermont_2019,34,27,7,.794,4.88,-4.18,,14,2,,16,2,,11,4,,2508,2143,,1370,864,1887,.458,273,761,.359,507,678,.748,304,1194,399,188,136,377,568
361,Villanova_2019,36,26,10,.722,14.33,7.97,,13,5,,13,2,,5,6,,2654,2425,,1455,884,2019,.438,380,1081,.352,506,695,.728,368,1253,503,194,106,388,580
362,Virginia Commonwealth_2019,33,25,8,.758,11.96,2.87,,16,2,,16,1,,8,4,,2344,2044,,1330,820,1872,.438,235,771,.305,469,669,.701,358,1208,450,263,148,458,650
364,Virginia Tech_2019,35,26,9,.743,19.28,7.79,,12,6,,14,2,,5,5,,2574,2172,,1410,893,1900,.470,327,831,.394,461,606,.761,310,1142,531,236,78,392,532
365,Virginia_2019,38,35,3,.921,25.46,10.15,,16,2,,15,1,,10,1,,2714,2132,,1535,974,2056,.474,321,813,.395,445,598,.744,342,1326,544,211,149,342,542
369,Washington_2019,36,27,9,.750,12.01,7.01,,15,3,,15,1,,7,4,,2511,2331,,1445,883,1956,.451,273,780,.350,472,679,.695,334,1129,419,323,206,479,653
381,Wisconsin_2019,34,23,11,.676,17.90,11.01,,14,6,,12,3,,8,5,,2333,2099,,1385,874,1945,.449,241,672,.359,344,531,.648,283,1197,430,177,140,327,511
382,Wofford_2019,35,30,5,.857,13.92,0.80,,18,0,,15,1,,11,3,,2879,2295,,1410,1044,2132,.490,385,929,.414,406,577,.704,365,1232,528,233,105,377,589
386,Yale_2019,30,22,8,.733,5.52,-1.24,,10,4,,11,2,,8,5,,2427,2202,,1215,893,1812,.493,230,634,.363,411,557,.738,259,1157,503,177,131,392,510
