Rk,School,SOS,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
154,Louisiana,-3.28,945,2022,231,583,839,442,1252,440
155,Louisiana-Monroe,-2.56,814,1916,237,333,498,347,1174,433
156,Louisiana State,8.69,853,1893,196,417,599,355,1115,451
157,Louisiana Tech,-4.35,911,1952,257,478,674,335,1244,407
158,Louisville NCAA,11.15,952,2085,238,486,708,457,1343,374
159,Loyola (IL),1.02,852,1754,259,385,543,218,1000,377
160,Loyola Marymount,1.60,779,1755,217,338,545,332,1022,395
161,Loyola (MD),-3.60,753,1791,177,492,711,381,1113,496
162,Maine,-4.01,746,1852,212,365,558,325,1122,419
163,Manhattan,-2.61,754,1813,209,542,743,355,1118,530
164,Marist,-2.74,749,1747,245,480,662,235,998,409
165,Marquette NCAA,8.60,919,1888,336,457,585,280,1058,396
166,Marshall,-1.05,1021,2237,356,599,816,325,1291,433
167,Maryland-Baltimore County,-5.87,957,2041,330,515,691,307,1199,411
168,Maryland-Eastern Shore,-7.61,854,2013,262,456,668,337,1142,425
169,Maryland NCAA,8.29,827,1840,272,512,732,351,1173,426
170,Massachusetts-Lowell,-6.40,877,1825,258,417,567,280,1038,474
171,Massachusetts,1.66,847,1939,234,443,671,333,1185,489
172,McNeese State,-4.12,715,1697,195,418,610,285,977,403
173,Memphis,3.19,852,1926,181,482,706,373,1172,368
174,Mercer,-0.92,787,1774,244,449,574,367,1174,367
175,Miami (FL) NCAA,9.57,813,1800,209,443,617,363,1176,417
176,Miami (OH),-2.10,787,1815,199,476,689,298,1091,467
177,Michigan State NCAA,10.50,905,1927,273,432,646,328,1275,490
178,Michigan NCAA,10.17,1002,2076,361,486,624,280,1111,348
179,Middle Tennessee NCAA,-0.48,1014,2077,228,441,631,355,1273,374
180,Milwaukee,-2.17,860,1949,272,355,538,280,1107,409
181,Minnesota NCAA,8.82,887,2037,209,573,806,378,1341,393
182,Mississippi State,5.90,821,1849,247,431,627,310,1130,433
183,Mississippi Valley State,-7.11,818,1942,174,423,651,385,1108,460
184,Mississippi,7.99,914,2162,283,696,926,458,1422,516
185,Missouri-Kansas City,-1.06,911,2076,315,554,777,353,1213,510
186,Missouri State,1.18,838,1895,270,457,652,377,1212,406
187,Missouri,6.73,744,1893,225,500,732,357,1168,384
188,Monmouth,-2.62,929,2127,303,600,793,380,1310,425
189,Montana State,-5.88,857,1968,320,527,722,336,1167,393
190,Montana,-4.02,843,1879,238,467,621,310,1084,345
191,Morehead State,-1.85,878,1906,219,395,544,396,1129,404
192,Morgan State,-11.20,691,1793,159,484,681,424,1168,420
193,Mount St. Mary's NCAA,-3.51,877,1977,261,431,640,276,1082,472
194,Murray State,-4.41,899,2040,289,552,751,399,1243,403
195,Navy,-3.92,735,1740,206,400,624,424,1134,464
196,Omaha,-1.11,895,1972,297,598,799,338,1149,444
197,Nebraska,10.74,793,1906,179,403,568,411,1187,411
198,Nevada-Las Vegas,2.59,747,1893,213,495,711,365,1210,410
199,Nevada NCAA,2.03,933,2082,320,606,859,386,1351,386
200,New Hampshire,-4.46,783,1787,256,455,628,324,1227,401
201,New Mexico State NCAA,-3.82,913,1957,252,600,843,436,1339,465
202,New Mexico,2.07,778,1693,145,582,780,274,1071,403
203,New Orleans NCAA,-5.34,830,1755,139,532,749,386,1140,534
204,Niagara,-4.37,846,2035,244,512,683,389,1260,428
205,Nicholls State,-5.23,771,1804,278,496,671,303,1020,451
206,NJIT,-4.22,786,1857,258,421,599,343,1134,418
207,Norfolk State,-8.57,827,1949,225,495,727,365,1307,502
208,North Carolina-Asheville,-5.61,908,1908,264,464,681,281,1096,384
209,North Carolina A&T,-9.61,728,1716,200,400,587,351,1102,466
210,North Carolina Central NCAA,-12.12,910,2005,255,467,684,397,1313,406
211,North Carolina-Greensboro,-2.63,947,2043,308,426,603,405,1243,474
212,North Carolina State,8.09,888,1898,226,481,687,329,1161,428
213,North Carolina-Wilmington NCAA,-0.55,1071,2231,336,489,708,422,1261,363
214,North Carolina NCAA,11.76,1226,2633,283,642,916,630,1748,473
215,North Dakota State,-2.63,775,1693,232,462,650,258,1047,348
216,North Dakota NCAA,-5.45,926,1919,228,498,698,297,1146,419
217,North Florida,-1.65,926,2025,295,490,748,423,1321,542
218,North Texas,-3.32,740,1747,186,409,633,300,1075,410
219,Northeastern,-0.91,767,1682,267,433,636,264,1039,390
220,Northern Arizona,-5.95,769,1892,239,440,644,382,1218,465
221,Northern Colorado,-4.20,732,1666,254,357,590,310,1075,407
222,Northern Illinois,-2.05,828,1891,161,493,728,400,1211,429
223,Northern Iowa,5.22,622,1559,229,381,520,182,878,342
224,Northern Kentucky NCAA,-2.84,928,2037,300,503,740,391,1319,468
225,Northwestern State,-6.07,751,1698,203,499,723,337,1049,439
226,Northwestern NCAA,8.43,913,2094,256,476,637,386,1304,383
227,Notre Dame NCAA,9.78,980,2139,334,489,611,334,1212,341
228,Oakland,-3.00,935,2057,247,582,765,353,1324,462
229,Ohio State,7.28,827,1786,211,464,680,324,1191,423
230,Ohio,-2.56,835,1837,285,432,626,284,1141,388
231,Oklahoma State NCAA,12.22,957,2050,294,620,786,454,1215,432
232,Oklahoma,12.62,788,1863,192,494,685,361,1173,428
233,Old Dominion,-1.35,727,1765,157,387,602,412,1190,348
234,Oral Roberts,1.24,810,1819,216,416,548,278,1034,360
235,Oregon State,5.89,721,1686,203,376,569,290,1038,491
236,Oregon NCAA,8.38,1091,2270,334,560,787,412,1431,454
237,Pacific,2.09,784,1939,185,453,671,385,1225,386
238,Penn State,8.90,825,1989,230,487,654,330,1166,430
239,Pennsylvania,-1.50,710,1603,234,274,417,267,972,358
240,Pepperdine,1.87,807,1811,178,348,543,295,1033,389
241,Pittsburgh,11.06,807,1825,263,527,719,314,1158,396
242,Portland State,-6.63,959,1991,238,489,743,322,1064,376
243,Portland,2.32,758,1793,214,485,655,278,1098,424
244,Prairie View,-8.48,788,1839,237,463,659,292,1019,436
245,Presbyterian,-5.95,667,1618,181,321,468,300,979,451
246,Princeton NCAA,-1.84,772,1716,298,307,416,247,1003,298
247,Providence NCAA,7.84,804,1795,239,472,683,294,1101,412
248,Purdue NCAA,8.79,980,2044,315,515,680,344,1322,455
249,Quinnipiac,-3.22,848,2008,228,453,663,432,1223,448
250,Radford,-4.58,745,1802,247,353,530,396,1219,470
251,Rhode Island NCAA,4.62,916,2019,217,528,791,409,1301,389
252,Rice,-4.16,946,2048,326,635,858,353,1331,524
253,Richmond,3.28,938,1993,271,449,630,236,1078,399
254,Rider,-5.28,907,2034,179,505,752,421,1331,481
255,Robert Morris,-5.13,728,1818,183,486,750,363,1139,497
256,Rutgers,6.22,809,1967,152,393,631,480,1319,437
257,Sacramento State,-5.58,808,1759,160,428,657,306,1100,360
258,Sacred Heart,-7.52,832,1882,200,462,659,361,1194,516
259,Saint Francis (PA),-7.65,943,2021,277,414,598,342,1243,491
260,Saint Joseph's,3.69,755,1808,174,471,725,351,1132,371
261,Saint Louis,1.85,700,1733,230,396,597,279,1093,441
262,Saint Mary's (CA) NCAA,2.19,892,1797,293,372,499,324,1205,365
263,Saint Peter's,-3.60,825,1891,288,438,625,297,1182,398
264,Sam Houston State,-6.35,898,2055,212,518,755,401,1283,466
265,Samford,-3.70,955,2038,279,645,868,345,1300,493
266,San Diego State,1.47,782,1878,233,463,663,350,1199,387
267,San Diego,0.92,666,1636,258,435,603,254,1028,379
268,San Francisco,0.42,868,1934,299,327,514,314,1187,415
269,San Jose State,1.74,772,1750,200,451,643,267,1015,377
270,Santa Clara,2.03,778,1784,318,330,451,203,980,341
271,Savannah State,-8.44,833,2030,392,427,659,358,1169,431
272,Seattle,-3.95,713,1646,260,405,573,223,1011,436
273,Seton Hall NCAA,9.25,872,1949,202,471,733,439,1311,449
274,Siena,-2.23,899,1989,186,565,795,430,1284,476
275,South Alabama,-2.90,793,1859,223,475,725,333,1108,419
276,South Carolina State,-6.61,796,1849,185,390,564,320,991,383
277,South Carolina Upstate,-5.23,936,2042,284,419,638,396,1279,421
278,South Carolina NCAA,10.16,924,2197,248,611,874,464,1346,480
279,South Dakota State NCAA,-0.66,881,1938,318,603,782,316,1229,453
280,South Dakota,-2.08,907,2044,224,601,852,355,1268,402
281,South Florida,2.39,716,1684,174,339,516,328,1053,489
282,Southeast Missouri State,-4.28,852,1897,263,493,664,289,1024,410
283,Southeastern Louisiana,-8.13,796,1770,215,461,675,384,1154,512
284,Southern California NCAA,6.40,975,2139,283,583,787,387,1286,398
285,SIU Edwardsville,-3.29,687,1686,142,528,780,353,1073,436
286,Southern Illinois,2.65,808,1866,175,469,674,348,1114,398
287,Southern Methodist NCAA,4.45,914,1934,286,485,696,416,1335,377
288,Southern Mississippi,-2.78,690,1728,200,372,526,258,1058,405
289,Southern Utah,-5.39,815,2004,291,638,861,383,1218,452
290,Southern,-11.68,825,1887,163,547,786,405,1247,453
291,St. Bonaventure,1.48,825,1864,201,608,791,369,1153,401
292,St. Francis (NY),-6.54,650,1871,221,400,616,390,1078,379
293,St. John's (NY),8.39,866,2000,278,524,722,337,1137,433
294,Stanford,8.59,772,1753,157,461,676,316,1067,399
295,Stephen F. Austin,-5.75,783,1754,193,530,735,378,1147,578
296,Stetson,-5.45,886,2007,261,438,665,274,1128,362
297,Stony Brook,-5.05,759,1878,250,445,617,358,1108,325
298,Syracuse,8.47,894,1950,300,506,685,363,1183,418
299,Temple,5.09,808,1916,287,366,506,320,1096,365
300,Tennessee-Martin,-4.34,966,2066,287,474,689,453,1312,528
301,Tennessee State,-2.96,744,1680,170,476,688,366,1117,452
302,Tennessee Tech,-4.17,785,1860,241,506,715,356,1144,434
303,Tennessee,10.18,803,1903,189,588,807,388,1206,399
304,Texas A&M-Corpus Christi,-5.79,974,2071,195,572,792,368,1227,485
305,Texas A&M,7.97,804,1754,189,379,584,401,1193,439
306,Texas-Arlington,-0.87,999,2168,310,510,749,430,1384,472
307,Texas Christian,10.95,1064,2284,280,506,738,453,1404,504
308,Texas-El Paso,-2.51,812,1731,180,413,624,235,1101,427
309,Texas-Rio Grande Valley,-3.68,869,2050,276,491,685,382,1180,507
310,Texas-San Antonio,-3.03,769,1959,172,468,703,425,1293,418
311,Texas Southern NCAA,-7.81,866,2015,205,656,893,401,1228,407
312,Texas State,-4.29,865,1933,217,460,696,345,1211,423
313,Texas Tech,7.86,835,1776,212,464,633,299,1050,354
314,Texas,12.75,810,1846,181,414,637,323,1133,443
315,Toledo,-0.90,944,1966,262,525,755,339,1274,447
316,Towson,-1.28,850,1900,155,592,868,445,1305,426
317,Troy NCAA,-3.36,982,2153,311,614,847,409,1362,462
318,Tulane,4.25,751,1856,221,456,636,349,1062,420
319,Tulsa,5.29,701,1673,234,522,716,311,1112,473
320,UCLA NCAA,6.39,1210,2320,354,459,622,343,1386,404
321,Utah State,2.46,828,1779,245,436,624,256,1144,391
322,Utah Valley,-2.44,886,2028,300,543,767,306,1350,522
323,Utah,4.32,936,1856,215,424,622,321,1217,431
324,Valparaiso,-1.59,848,1912,217,552,712,351,1251,425
325,Vanderbilt NCAA,10.72,815,1896,346,513,660,286,1208,430
326,Vermont NCAA,-3.27,943,1909,229,456,651,326,1192,392
327,Villanova NCAA,9.28,965,1948,311,538,681,316,1208,402
328,Virginia Commonwealth NCAA,3.77,945,2050,199,527,747,386,1275,435
329,VMI,-1.80,732,1778,248,345,500,306,992,395
330,Virginia Tech NCAA,8.38,887,1813,290,546,741,240,1068,398
331,Virginia NCAA,10.93,839,1823,232,336,474,297,1119,324
332,Wagner,-7.89,727,1700,183,410,593,434,1184,422
333,Wake Forest NCAA,9.80,923,1955,268,619,795,349,1199,389
334,Washington State,6.87,801,1739,209,368,487,199,993,389
335,Washington,6.82,874,1949,226,394,602,401,1161,425
336,Weber State,-5.13,908,1866,312,584,788,221,1103,380
337,West Virginia NCAA,9.67,1059,2333,275,621,907,534,1387,455
338,Western Carolina,-0.70,719,1843,182,345,528,397,1158,516
339,Western Illinois,-2.38,711,1633,254,336,475,184,968,358
340,Western Kentucky,-2.89,777,1767,214,441,657,302,1119,388
341,Western Michigan,-0.55,863,1915,209,482,685,370,1155,399
342,Wichita State NCAA,2.96,992,2114,310,622,848,433,1472,406
343,William & Mary,-0.73,887,1808,283,477,689,271,1123,388
344,Winthrop NCAA,-6.12,891,1957,313,520,725,316,1224,430
345,Wisconsin NCAA,9.40,971,2135,283,453,703,460,1377,411
346,Wofford,-1.08,900,1926,311,482,619,323,1105,405
347,Wright State,-2.42,817,1819,285,546,715,326,1136,474
348,Wyoming,0.55,986,2265,369,620,849,322,1446,502
349,Xavier NCAA,11.51,981,2148,267,607,881,451,1417,478
350,Yale,-2.19,769,1644,208,405,553,301,1056,377
351,Youngstown State,-2.56,981,2230,250,404,601,355,1246,406


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">CBB at Sports Reference</a>: <a href="https://www.sports-reference.com/cbb/seasons/2017-school-stats.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#basic_school_stats">View Original Table</a><br>Generated 10/18/2018.
