Rk,School,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
69,Creighton NCAA,907,2093,261,369,512,303,1160,387
70,Dartmouth,724,1552,220,302,386,233,901,337
71,Davidson NCAA,802,1826,266,370,540,258,1042,352
72,Dayton,824,1755,262,367,513,277,980,388
73,Delaware State,846,1822,313,454,646,367,1146,410
74,Delaware,869,1909,274,416,574,297,1139,338
75,Denver,746,1719,250,447,618,250,929,335
76,DePaul,787,1788,286,429,578,303,1083,447
77,Detroit Mercy,959,1989,298,527,743,356,1230,434
78,Drake,937,2076,264,357,504,322,1235,413
79,Drexel,948,2054,246,449,636,371,1204,374
80,Duke NCAA,957,2364,279,383,526,432,1216,453
81,Duquesne,803,1771,192,447,645,309,1094,401
82,East Carolina,818,1808,225,385,562,350,1108,360
83,East Tennessee State,778,1929,250,435,622,352,1128,500
84,Eastern Illinois,740,1696,246,394,551,308,1070,410
85,Eastern Kentucky,849,1801,256,417,619,327,1106,412
86,Eastern Michigan,814,2013,278,433,599,411,1244,506
87,Eastern Washington,884,1983,241,511,711,289,1181,413
88,Elon,892,2037,332,321,458,341,1224,327
89,Evansville,712,1696,246,375,545,278,1025,437
90,Fairfield,886,1946,271,506,716,317,1243,457
91,Fairleigh Dickinson,812,1851,250,476,639,382,1144,451
92,Florida A&M,963,2027,243,515,727,426,1329,458
93,Florida Atlantic,788,1827,192,404,583,303,1167,393
94,Florida Gulf Coast,884,2092,267,480,712,358,1151,494
95,Florida International,799,1841,240,440,643,321,1257,467
96,Florida State NCAA,887,2129,285,492,689,383,1228,494
97,Florida NCAA,832,1946,229,460,629,362,1273,468
98,Fordham,806,1738,205,362,528,334,1193,440
99,Fresno State,749,1725,220,483,658,254,1001,432
100,Furman,825,1905,224,386,550,319,1152,489
101,Gardner-Webb,798,1839,256,455,639,295,1109,404
102,George Mason,899,1994,278,421,614,322,1173,376
103,George Washington,857,1891,229,376,532,330,1084,374
104,Georgetown,821,1870,259,393,529,289,1009,377
105,Georgia Southern,816,1916,245,438,661,383,1272,486
106,Georgia State NCAA,771,1963,307,507,727,416,1296,501
107,Georgia Tech,768,1791,227,407,569,331,1082,403
108,Georgia,778,1975,247,399,547,363,1124,318
109,Gonzaga NCAA,890,2178,272,453,633,316,1160,455
110,Grambling,792,1820,209,528,778,357,1160,465
111,Grand Canyon,767,1906,161,518,734,357,1238,511
112,Green Bay,899,2087,253,448,631,372,1307,450
113,Hampton,913,2175,258,519,761,409,1323,438
114,Hartford,820,1869,262,416,622,322,1149,407
115,Harvard,725,1718,233,446,606,250,1030,405
116,Hawaii,714,1618,196,447,619,232,965,423
117,High Point,674,1581,210,435,593,283,976,441
118,Hofstra,874,1831,237,412,586,282,1042,362
119,Holy Cross,713,1653,260,413,561,330,1074,399
120,Houston Baptist,912,1895,271,522,687,313,1177,456
121,Houston NCAA,744,1887,231,552,785,320,1126,457
122,Howard,931,1992,251,541,773,424,1313,465
123,Idaho State,816,1789,208,392,555,286,1041,358
124,Idaho,746,1781,261,381,535,264,939,342
125,Illinois-Chicago,919,2265,245,514,744,420,1335,465
126,Illinois State,828,1944,240,522,738,382,1288,426
127,Illinois,788,1669,200,586,802,295,1063,543
128,Incarnate Word,775,1746,212,401,565,365,1076,385
129,Indiana State,760,1714,225,508,706,253,1074,439
130,Indiana,773,1752,235,397,564,315,1055,417
131,Iona NCAA,969,2102,267,397,602,379,1280,464
132,Iowa State,856,1936,261,366,513,353,1158,356
133,Iowa,953,2061,284,407,579,338,1092,365
134,Fort Wayne,924,1999,266,421,568,286,1176,500
135,IUPUI,759,1614,211,451,612,275,1022,441
136,Jackson State,719,1599,205,518,736,311,1202,474
137,Jacksonville State,821,2016,275,452,642,336,1169,473
138,Jacksonville,907,2043,247,421,571,342,1219,465
139,James Madison,811,1804,260,532,745,309,1158,426
140,Kansas State NCAA,842,1980,261,533,728,386,1259,533
141,Kansas NCAA,1031,2419,315,424,595,453,1371,501
142,Kennesaw State,862,1802,200,404,566,327,1057,402
143,Kent State,892,1998,248,470,656,352,1194,438
144,Kentucky NCAA,905,2242,287,502,725,437,1240,436
145,La Salle,839,1858,241,441,627,281,1136,397
146,Lafayette,856,1886,247,348,498,301,1088,318
147,Lamar,809,1809,215,463,669,306,1179,553
148,Lehigh,828,1849,281,396,563,291,1079,356
149,Liberty,790,1899,316,457,626,237,1096,454
150,Lipscomb NCAA,898,2002,249,519,751,292,1169,511
151,Long Beach State,955,2040,255,421,558,347,1137,449
152,Long Island University NCAA,973,2209,242,486,702,401,1275,423
153,Longwood,856,1938,263,470,650,363,1244,419
154,Louisiana,849,1958,212,498,721,329,1099,506
155,Louisiana-Monroe,771,1796,266,379,536,310,1108,422
156,Louisiana State,875,1922,277,436,626,361,1130,450
157,Louisiana Tech,838,1900,230,425,600,330,1155,427
158,Louisville,913,2208,249,456,646,438,1331,482
159,Loyola (IL) NCAA,877,2118,254,369,523,335,1158,484
160,Loyola Marymount,817,1645,238,497,687,277,996,416
161,Loyola (MD),805,1714,226,490,674,265,1064,414
162,Maine,833,1894,255,487,685,348,1236,434
163,Manhattan,735,1681,214,491,689,335,1045,458
164,Marist,896,1976,287,436,589,342,1139,332
165,Marquette,960,2010,244,584,782,334,1160,450
166,Marshall NCAA,1059,2399,265,466,684,458,1466,515
167,Maryland-Baltimore County NCAA,883,2012,282,418,618,339,1289,529
168,Maryland-Eastern Shore,882,1879,271,438,616,373,1261,355
169,Maryland,781,1909,244,334,452,334,994,351
170,Massachusetts-Lowell,862,1772,216,416,589,318,1091,439
171,Massachusetts,879,1927,227,480,640,330,1132,375
172,McNeese State,805,1878,216,383,562,361,1118,357
173,Memphis,841,1947,296,442,630,395,1118,433
174,Mercer,812,1859,317,432,601,275,996,397
175,Miami (FL) NCAA,794,1841,215,368,517,314,1088,412
176,Miami (OH),881,2002,246,396,559,305,1174,433
177,Michigan State NCAA,774,2108,252,471,647,369,1058,349
178,Michigan NCAA,948,2227,222,478,663,341,1353,530
179,Middle Tennessee,738,1713,202,510,714,240,1003,438
180,Milwaukee,811,1865,263,375,504,264,1108,406
181,Minnesota,876,2000,268,382,542,355,1223,364
182,Mississippi State,902,2160,274,429,626,410,1264,498
183,Mississippi Valley State,862,1823,275,501,715,344,1273,445
184,Mississippi,852,1933,288,508,713,361,1230,397
185,Missouri-Kansas City,840,1850,227,540,769,359,1295,481
186,Missouri State,779,1898,231,408,565,301,1085,326
187,Missouri NCAA,795,1949,231,425,586,343,1079,365
188,Monmouth,781,1805,292,518,750,308,1071,413
189,Montana State,897,1884,247,483,684,287,1165,425
190,Montana NCAA,784,1825,209,552,764,295,1102,522
191,Morehead State,765,1634,233,441,635,282,983,407
192,Morgan State,791,1772,239,517,736,334,1126,463
193,Mount St. Mary's,842,1870,243,374,509,375,1204,438
194,Murray State NCAA,761,1841,199,396,547,314,1005,402
195,Navy,744,1645,247,390,549,215,939,465
196,Omaha,951,1981,276,410,546,318,1136,366
197,Nebraska,856,2025,192,361,537,430,1257,412
198,Nevada-Las Vegas,951,2208,248,427,578,401,1149,382
199,Nevada NCAA,974,2248,275,480,677,393,1347,474
200,New Hampshire,712,1648,212,449,663,217,1016,315
201,New Mexico State NCAA,763,1919,222,435,612,282,1103,463
202,New Mexico,931,1925,228,551,766,334,1217,562
203,New Orleans,822,1780,226,452,645,321,1074,507
204,Niagara,1012,2200,289,456,646,395,1284,387
205,Nicholls State,824,1868,206,557,820,349,1155,552
206,NJIT,795,1726,206,401,569,287,1038,440
207,Norfolk State,781,1870,296,559,789,344,1177,495
208,North Carolina-Asheville,884,1963,260,471,665,311,1120,446
209,North Carolina A&T,956,2093,239,454,661,351,1215,463
210,North Carolina Central NCAA,846,2030,259,474,663,359,1168,423
211,North Carolina-Greensboro NCAA,729,1794,229,502,692,264,1070,528
212,North Carolina State NCAA,908,1952,199,462,657,363,1164,487
213,North Carolina-Wilmington,940,1970,298,490,707,285,1151,374
214,North Carolina NCAA,972,2297,357,410,597,362,1216,433
215,North Dakota State,799,1872,223,443,595,273,1061,325
216,North Dakota,942,1923,251,477,652,314,1204,474
217,North Florida,1120,2350,230,403,549,452,1340,353
218,North Texas,922,2165,263,596,833,328,1300,474
219,Northeastern,834,1861,158,444,599,280,1035,412
220,Northern Arizona,859,1828,301,493,666,302,1161,434
221,Northern Colorado,1014,2279,185,561,818,328,1360,497
222,Northern Illinois,861,1866,274,411,592,317,1117,401
223,Northern Iowa,723,1740,239,305,422,234,1055,356
224,Northern Kentucky,752,1840,205,403,576,304,1058,450
225,Northwestern State,789,1691,218,468,679,322,1081,403
226,Northwestern,729,1669,227,442,621,278,1043,403
227,Notre Dame,923,2176,286,339,480,380,1243,397
228,Oakland,931,2066,237,417,575,350,1186,405
229,Ohio State NCAA,811,1944,272,403,574,302,1078,418
230,Ohio,839,1943,249,426,567,305,1200,415
231,Oklahoma State,916,2094,264,541,745,400,1292,521
232,Oklahoma NCAA,964,2178,293,393,559,383,1237,415
233,Old Dominion,707,1735,241,355,525,294,1079,462
234,Oral Roberts,902,1940,261,419,586,337,1122,350
235,Oregon State,765,1771,226,495,677,317,1030,408
236,Oregon,881,2033,285,559,738,325,1153,482
237,Pacific,798,1760,257,463,619,287,1047,395
238,Penn State,928,2182,251,494,700,378,1288,521
239,Pennsylvania NCAA,816,1971,192,450,613,275,1192,406
240,Pepperdine,887,1821,305,437,604,267,1045,344
241,Pittsburgh,831,1894,235,419,592,390,1205,329
242,Portland State,937,1972,251,573,822,343,1263,615
243,Portland,838,1926,271,425,609,352,1187,351
244,Prairie View,879,1877,230,621,899,371,1251,563
245,Presbyterian,837,1769,238,361,498,296,1099,371
246,Princeton,738,1644,218,389,521,231,987,336
247,Providence NCAA,913,2054,240,478,654,357,1268,469
248,Purdue NCAA,907,2197,251,366,531,376,1204,448
249,Quinnipiac,908,1960,286,429,589,324,1181,376
250,Radford NCAA,819,1897,261,437,582,317,1135,469
251,Rhode Island NCAA,811,1792,182,534,728,303,1170,536
252,Rice,850,1897,284,363,518,318,1154,368
253,Richmond,882,1805,236,418,566,284,1107,421
254,Rider,852,1904,305,496,701,333,1171,493
255,Robert Morris,833,1858,210,458,672,357,1218,525
256,Rutgers,785,1898,231,403,575,341,1221,473
257,Sacramento State,820,1803,247,471,619,312,1148,386
258,Sacred Heart,794,1806,243,406,593,252,1006,327
259,Saint Francis (PA),893,1936,255,314,451,339,1120,424
260,Saint Joseph's,831,1980,305,344,487,296,1236,374
261,Saint Louis,749,1750,222,437,601,293,1052,398
262,Saint Mary's (CA),883,1999,200,355,495,265,988,345
263,Saint Peter's,685,1659,237,504,701,308,1092,454
264,Sam Houston State,852,1965,277,496,725,325,1220,517
265,Samford,957,1960,323,402,536,361,1153,446
266,San Diego State NCAA,795,1908,251,399,549,297,1077,443
267,San Diego,764,1843,167,569,760,303,1131,409
268,San Francisco,934,2151,222,591,782,327,1348,451
269,San Jose State,781,1784,303,395,543,261,964,319
270,Santa Clara,821,1637,200,382,538,243,1031,390
271,Savannah State,1102,2237,298,489,685,428,1527,576
272,Seattle,814,1999,251,589,791,348,1181,386
273,Seton Hall NCAA,903,2057,262,444,613,347,1149,431
274,Siena,819,1831,226,541,771,322,1095,348
275,South Alabama,762,1874,214,480,703,355,1198,429
276,South Carolina State,963,1956,275,459,661,355,1202,456
277,South Carolina Upstate,967,1929,287,502,678,330,1229,369
278,South Carolina,749,1765,222,557,769,304,1116,487
279,South Dakota State NCAA,955,2235,291,398,554,305,1243,371
280,South Dakota,859,2096,261,425,583,346,1194,502
281,South Florida,819,1816,219,403,592,334,1098,346
282,Southeast Missouri State,857,1795,260,439,617,304,1067,383
283,Southeastern Louisiana,860,1962,225,412,571,382,1199,497
284,Southern California,936,2124,294,397,564,358,1219,483
285,SIU Edwardsville,792,1664,217,561,764,292,1075,369
286,Southern Illinois,801,1827,239,439,616,323,1129,445
287,Southern Methodist,744,1763,259,367,539,346,1096,461
288,Southern Mississippi,859,1865,311,420,594,304,1218,475
289,Southern Utah,891,1868,244,557,768,277,1150,404
290,Southern,814,1927,236,505,716,352,1207,410
291,St. Bonaventure NCAA,807,1917,266,527,737,353,1186,488
292,St. Francis (NY),810,1720,186,551,769,317,1180,462
293,St. John's (NY),807,1922,304,479,653,378,1306,535
294,Stanford,954,2202,279,435,644,359,1170,405
295,Stephen F. Austin NCAA,768,1796,246,604,878,325,1124,691
296,Stetson,881,1891,269,465,664,295,1217,445
297,Stony Brook,761,1740,220,507,720,306,1143,478
298,Syracuse NCAA,801,2046,289,469,642,400,1237,469
299,Temple,836,1907,229,425,600,376,1257,418
300,Tennessee-Martin,764,1798,310,415,592,353,1107,421
301,Tennessee State,683,1586,271,373,542,267,1000,473
302,Tennessee Tech,838,1918,243,469,675,347,1208,494
303,Tennessee NCAA,784,1917,222,511,720,383,1194,484
304,Texas A&M-Corpus Christi,679,1550,224,475,703,286,976,445
305,Texas A&M NCAA,892,2186,268,415,603,378,1222,379
306,Texas-Arlington,853,2070,308,486,701,363,1221,490
307,Texas Christian NCAA,894,1958,262,437,598,291,1001,410
308,Texas-El Paso,756,1766,262,423,636,298,1186,380
309,Texas-Rio Grande Valley,875,1955,229,605,865,364,1329,515
310,Texas-San Antonio,879,2112,290,580,854,346,1335,430
311,Texas Southern NCAA,1048,2320,280,483,724,442,1381,426
312,Texas State,786,1775,226,374,527,288,1041,442
313,Texas Tech NCAA,806,2008,249,536,762,368,1199,554
314,Texas NCAA,861,2028,237,379,532,353,1216,425
315,Toledo,942,2157,241,407,556,363,1195,323
316,Towson,774,1800,239,492,692,313,1048,424
317,Troy,865,1993,255,423,607,354,1202,386
318,Tulane,815,1828,215,451,632,330,1111,374
319,Tulsa,793,1888,282,329,478,350,1085,382
320,UCLA NCAA,891,2105,287,438,625,347,1195,351
321,Utah State,868,1932,261,469,631,300,1143,411
322,Utah Valley,846,2047,231,387,554,329,1073,419
323,Utah,855,2043,264,422,589,360,1211,415
324,Valparaiso,732,1739,192,526,741,309,1075,450
325,Vanderbilt,841,1806,210,476,660,293,1065,316
326,Vermont,844,1928,248,341,478,255,1007,386
327,Villanova NCAA,1028,2401,272,479,641,378,1306,512
328,Virginia Commonwealth,897,1992,258,418,585,318,1155,425
329,VMI,767,1729,247,433,602,312,1141,410
330,Virginia Tech NCAA,844,1965,292,402,577,346,1130,433
331,Virginia NCAA,647,1703,215,327,447,280,1048,432
332,Wagner,731,1774,232,562,816,331,1112,479
333,Wake Forest,770,1751,265,500,683,296,1064,380
334,Washington State,882,1897,265,382,541,340,1129,354
335,Washington,887,1983,236,472,682,392,1200,513
336,Weber State,794,1851,199,408,587,298,1070,369
337,West Virginia NCAA,835,1962,288,617,866,375,1268,612
338,Western Carolina,839,1824,282,459,636,344,1191,490
339,Western Illinois,723,1701,237,326,467,255,991,319
340,Western Kentucky,989,2304,301,395,545,403,1275,488
341,Western Michigan,818,1803,290,423,585,287,1096,440
342,Wichita State NCAA,809,1922,282,464,639,271,1005,379
343,William & Mary,928,1907,260,415,596,276,1002,332
344,Winthrop,772,1847,229,446,598,311,1070,425
345,Wisconsin,798,1740,185,396,526,271,1023,386
346,Wofford,833,1857,287,452,616,282,1088,438
347,Wright State NCAA,816,1965,268,407,573,303,1178,531
348,Wyoming,898,2022,260,541,752,315,1288,483
349,Xavier NCAA,944,2192,301,427,562,296,1095,400
350,Yale,824,1793,214,426,589,277,1061,397
351,Youngstown State,943,1852,258,503,724,294,1122,497


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">CBB at Sports Reference</a>: <a href="https://www.sports-reference.com/cbb/seasons/2018-opponent-stats.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#basic_opp_stats">View Original Table</a><br>Generated 10/18/2018.
