Rk,School,SOS,FG,FGA,3P,FT,FTA,ORB,TRB,TOV
194,Murray State,-3.06,770,1694,226,444,613,308,1018,367
195,Navy,-7.05,805,1768,141,479,748,370,1187,430
196,Omaha,-2.04,953,2023,202,621,833,340,1129,413
197,Nebraska,5.57,883,1976,220,470,644,377,1197,401
198,Nevada-Las Vegas,3.17,887,2015,252,555,815,371,1270,466
199,Nevada,1.79,973,2293,202,730,992,459,1535,495
200,New Hampshire,-7.05,809,1944,222,502,693,376,1296,385
201,New Mexico State,-3.54,887,1919,179,471,696,415,1395,462
202,New Mexico,2.58,829,1782,196,578,783,310,1173,489
203,New Orleans,-8.17,763,1820,162,561,816,422,1138,452
204,Niagara,-3.86,735,1821,166,431,620,384,1168,461
205,Nicholls State,-5.23,787,1875,212,512,782,315,1144,534
206,NJIT,-4.56,911,2045,306,501,679,330,1214,452
207,Norfolk State,-6.73,813,1919,242,626,808,376,1182,423
208,North Carolina-Asheville NCAA,-3.25,898,1973,195,561,808,396,1278,444
209,North Carolina A&T,-8.49,745,1836,199,480,675,357,1148,439
210,North Carolina Central,-10.03,779,1805,200,462,697,395,1178,444
211,North Carolina-Greensboro,-3.23,890,1997,296,393,579,322,1167,407
212,North Carolina State,9.04,866,1999,207,543,777,457,1306,366
213,North Carolina-Wilmington NCAA,0.35,928,2039,230,534,760,397,1237,374
214,North Carolina NCAA,10.69,1235,2560,224,617,826,568,1624,431
215,North Dakota State,-2.99,817,1837,214,423,619,302,1149,348
216,North Dakota,-4.91,876,1926,203,519,761,293,1209,435
217,North Florida,-3.92,1000,2065,411,454,624,293,1168,383
218,North Texas,-3.23,830,1838,187,539,838,362,1158,443
219,Northeastern,1.35,793,1808,286,504,704,295,1111,409
220,Northern Arizona,-2.83,699,1749,220,436,619,260,1002,389
221,Northern Colorado,-4.01,780,1726,203,529,727,327,1077,427
222,Northern Illinois,-1.20,842,1970,238,541,791,416,1331,430
223,Northern Iowa NCAA,4.44,849,1864,298,479,633,195,1091,357
224,Northern Kentucky,-0.69,755,1719,234,372,545,281,1033,406
225,Northwestern State,-5.66,770,1688,207,477,623,286,919,407
226,Northwestern,4.12,837,1859,278,352,528,342,1167,331
227,Notre Dame NCAA,9.57,972,2042,262,498,671,381,1265,359
228,Oakland,-1.61,1002,2186,316,703,913,399,1373,399
229,Ohio State,7.08,876,1995,219,491,718,379,1333,451
230,Ohio,-1.18,937,1993,296,576,759,288,1251,414
231,Oklahoma State,8.81,723,1709,205,477,654,310,1111,402
232,Oklahoma NCAA,11.14,1018,2225,382,530,734,407,1418,484
233,Old Dominion,-2.31,987,2227,159,471,691,501,1474,346
234,Oral Roberts,0.59,832,1821,194,498,665,299,1101,373
235,Oregon State NCAA,9.26,811,1843,218,461,687,337,1102,361
236,Oregon NCAA,8.64,1041,2230,260,648,906,442,1382,431
237,Pacific,2.35,685,1559,190,388,575,282,993,383
238,Penn State,6.95,732,1799,211,432,621,333,1109,361
239,Pennsylvania,-2.15,685,1606,200,341,508,288,1001,373
240,Pepperdine,1.68,840,1861,162,507,754,351,1182,357
241,Pittsburgh NCAA,8.75,878,1919,204,516,686,417,1257,384
242,Portland State,-5.94,908,1904,167,425,645,329,1096,390
243,Portland,0.56,868,2012,289,458,633,369,1130,389
244,Prairie View,-6.82,657,1727,127,432,630,355,998,465
245,Presbyterian,-4.98,754,1743,148,437,615,298,1047,441
246,Princeton,-1.72,800,1725,282,412,579,288,1069,330
247,Providence NCAA,8.46,881,2093,249,566,781,402,1263,397
248,Purdue NCAA,7.46,960,2042,268,538,723,400,1443,419
249,Quinnipiac,-4.98,698,1897,229,344,532,495,1299,459
250,Radford,-3.45,844,1885,226,352,541,408,1174,416
251,Rhode Island,3.29,782,1762,213,443,662,335,1118,368
252,Rice,-2.70,813,1798,228,573,773,294,1052,419
253,Richmond,4.56,890,1848,240,430,652,251,1021,327
254,Rider,-3.60,769,1803,204,435,638,330,1170,421
255,Robert Morris,-7.75,741,1780,178,422,633,303,1042,454
256,Rutgers,6.43,785,1878,161,435,640,314,1113,443
257,Sacramento State,-5.32,790,1784,209,421,627,302,1112,367
258,Sacred Heart,-9.05,785,1795,169,478,695,378,1128,442
259,Saint Francis (PA),-9.06,716,1700,218,460,662,349,1093,379
260,Saint Joseph's NCAA,4.93,976,2153,251,577,806,359,1378,355
261,Saint Louis,3.49,724,1726,199,459,653,230,1045,436
262,Saint Mary's (CA),1.24,951,1887,303,371,539,310,1225,335
263,Saint Peter's,-4.30,700,1660,183,383,582,322,1102,392
264,Sam Houston State,-6.50,876,2013,264,535,767,380,1261,400
265,Samford,-4.49,845,1857,177,573,798,345,1143,455
266,San Diego State,4.33,885,2100,222,613,892,453,1475,467
267,San Diego,1.42,630,1614,192,370,559,289,995,410
268,San Francisco,-0.68,808,1839,233,480,708,389,1181,379
269,San Jose State,1.35,756,1783,212,462,701,327,1130,430
270,Santa Clara,1.86,713,1741,232,425,592,279,1047,350
271,Savannah State,-8.59,667,1685,204,452,686,297,1022,473
272,Seattle,-5.02,735,1732,197,407,612,365,1174,505
273,Seton Hall NCAA,8.28,892,1999,206,532,808,438,1355,469
274,Siena,-3.19,929,1992,215,586,812,455,1362,546
275,South Alabama,-2.02,784,1917,213,503,747,390,1228,483
276,South Carolina State,-8.24,885,1955,201,514,716,342,1145,400
277,South Carolina Upstate,-4.39,860,1914,218,377,590,413,1228,449
278,South Carolina,5.83,882,2040,216,603,883,472,1372,464
279,South Dakota State NCAA,-1.22,877,1950,255,582,783,381,1279,399
280,South Dakota,-0.88,912,1954,201,418,596,289,1077,388
281,South Florida,5.24,774,1852,133,404,612,413,1271,485
282,Southeast Missouri State,-3.43,699,1710,154,392,612,326,1022,402
283,Southeastern Louisiana,-7.55,831,1833,241,441,694,336,1140,504
284,Southern California NCAA,7.64,982,2138,266,507,750,401,1337,415
285,SIU Edwardsville,-2.60,634,1591,158,413,587,339,1001,377
286,Southern Illinois,-1.30,828,1827,212,492,718,357,1135,438
287,Southern Methodist,4.56,858,1727,194,409,584,396,1183,372
288,Southern Mississippi,-3.66,612,1496,257,385,540,228,920,388
289,Southern Utah,-4.22,739,1682,210,431,607,238,926,381
290,Southern NCAA,-9.37,909,2046,211,505,754,365,1258,391
291,St. Bonaventure,1.87,812,1826,256,529,684,345,1102,357
292,St. Francis (NY),-9.24,710,1787,240,435,652,390,1185,442
293,St. John's (NY),7.94,757,1864,206,454,714,346,1142,491
294,Stanford,10.41,704,1653,172,508,742,328,1030,355
295,Stephen F. Austin NCAA,-5.47,972,2032,269,515,701,405,1188,411
296,Stetson,-4.35,962,2124,282,523,725,328,1213,418
297,Stony Brook NCAA,-5.28,933,1992,220,429,637,425,1312,379
298,Syracuse NCAA,9.75,884,2080,315,506,736,445,1319,440
299,Temple NCAA,6.57,822,2021,255,368,538,371,1225,305
300,Tennessee-Martin,-4.72,888,2000,274,504,711,371,1279,426
301,Tennessee State,-5.30,795,1760,173,510,734,353,1149,426
302,Tennessee Tech,-3.66,792,1730,266,566,762,291,1102,383
303,Tennessee,7.86,890,2116,251,523,721,428,1292,380
304,Texas A&M-Corpus Christi,-5.44,838,1918,215,537,728,373,1159,419
305,Texas A&M NCAA,8.45,991,2208,281,565,841,460,1461,434
306,Texas-Arlington,-3.42,956,2249,307,543,780,520,1530,482
307,Texas Christian,8.62,734,1810,187,554,826,355,1111,478
308,Texas-El Paso,-4.93,896,1926,223,539,809,299,1197,417
309,Texas-Rio Grande Valley,-4.25,716,1712,212,349,520,258,1004,374
310,Texas-San Antonio,-3.36,796,1915,220,505,719,327,1086,435
311,Texas Southern,-6.94,848,1853,222,485,769,408,1249,434
312,Texas State,-4.29,727,1692,149,443,658,336,1063,370
313,Texas Tech NCAA,10.25,785,1754,185,550,741,326,1086,385
314,Texas NCAA,11.71,814,1884,232,495,743,363,1139,341
315,Toledo,-2.36,865,1881,263,489,655,306,1161,373
316,Towson,-1.57,805,1888,182,566,840,472,1295,401
317,Troy,-2.07,740,1817,208,457,713,349,1132,376
318,Tulane,3.79,802,2021,216,420,621,415,1268,451
319,Tulsa NCAA,5.76,821,1849,219,495,731,323,1123,346
320,UCLA,9.69,915,2016,200,450,651,393,1266,392
321,Utah State,2.06,802,1779,257,413,597,319,1108,373
322,Utah Valley,-3.58,785,1833,256,454,628,276,1100,399
323,Utah NCAA,8.79,977,2000,273,551,764,347,1335,451
324,Valparaiso,0.02,964,2178,298,556,769,468,1533,479
325,Vanderbilt NCAA,8.68,857,1879,273,519,747,313,1273,386
326,Vermont,-4.73,986,2051,255,547,772,343,1321,490
327,Villanova NCAA,9.71,1086,2247,347,599,766,351,1385,440
328,Virginia Commonwealth NCAA,4.35,1010,2238,262,499,721,435,1347,405
329,VMI,-3.15,729,1770,263,360,498,290,996,397
330,Virginia Tech,7.53,876,1953,200,672,964,371,1230,447
331,Virginia NCAA,11.12,964,1964,224,474,630,323,1189,345
332,Wagner,-9.52,856,2019,203,474,665,474,1348,454
333,Wake Forest,10.53,793,1804,195,514,779,377,1186,451
334,Washington State,7.97,805,1760,184,393,551,247,1048,440
335,Washington,8.12,964,2264,249,676,932,473,1360,470
336,Weber State NCAA,-5.13,908,1885,291,555,821,300,1296,462
337,West Virginia NCAA,9.78,943,2102,209,654,972,558,1380,498
338,Western Carolina,-1.53,851,1993,242,535,760,404,1241,485
339,Western Illinois,-1.32,676,1521,190,362,502,233,948,332
340,Western Kentucky,-0.89,925,1970,233,537,768,405,1311,450
341,Western Michigan,0.06,786,1824,197,573,805,359,1190,401
342,Wichita State NCAA,4.24,867,2023,250,551,768,407,1305,346
343,William & Mary,1.30,843,1755,241,457,636,258,1141,331
344,Winthrop,-5.70,890,1869,285,566,756,291,1160,403
345,Wisconsin NCAA,9.40,816,1917,229,512,728,398,1228,386
346,Wofford,-2.35,771,1725,270,484,645,274,1013,379
347,Wright State,-1.76,856,1916,256,431,621,232,1094,397
348,Wyoming,2.19,720,1626,319,535,747,181,989,358
349,Xavier NCAA,8.43,928,2054,255,626,857,436,1387,429
350,Yale NCAA,-1.03,795,1693,190,468,699,407,1208,398
351,Youngstown State,-0.86,870,2021,257,440,619,283,1081,387


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">CBB at Sports Reference</a>: <a href="https://www.sports-reference.com/cbb/seasons/2016-school-stats.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#basic_school_stats">View Original Table</a><br>Generated 10/18/2018.
