"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"42",42,"UC-Irvine",-0.33,900,2061,220,420,593,420,1443,487,42,781,2006,229,559,803,332,1180,367
"43",43,"UC-Riverside",-1.53,716,1779,185,407,580,312,1089,428,43,735,1776,233,460,663,351,1195,432
"44",44,"UC-Santa Barbara",-3.36,877,1891,257,414,594,326,1176,337,44,803,1863,228,377,538,296,1081,368
"45",45,"University of California",6.06,767,1887,148,484,717,426,1140,470,45,852,1807,282,497,689,316,1116,443
"46",46,"Campbell",-6.68,891,1867,313,486,648,229,1085,403,46,861,1933,235,455,633,308,1151,427
"47",47,"Canisius",-4.8,901,1942,304,413,581,335,1101,430,47,818,1825,207,503,686,334,1121,500
"48",48,"Central Arkansas",-5.97,980,2162,286,573,780,354,1271,480,48,975,2183,252,564,834,445,1405,509
"49",49,"Central Connecticut State",-7.59,788,1740,198,397,568,321,1130,473,49,816,1860,276,392,560,319,1029,360
"50",50,"Central Florida",3.75,690,1627,177,450,702,305,1108,431,50,718,1790,201,338,469,321,1085,394
"51",51,"Central Michigan",-3.24,953,2187,356,573,711,398,1305,417,51,966,2173,318,411,567,378,1269,465
"52",52,"Charleston Southern",-6.15,802,1793,208,420,581,345,1071,408,52,714,1644,284,421,559,273,1021,484
"53",53,"Charlotte",0.27,706,1634,198,456,637,269,990,428,53,842,1762,231,402,566,289,1044,370
"54",54,"Chattanooga",-4.05,784,1804,276,445,626,306,1072,460,54,902,1880,228,392,525,283,1105,430
"55",55,"Chicago State",1.17,774,1898,169,454,627,323,1042,483,55,949,1908,295,563,797,363,1250,454
"56",56,"Cincinnati NCAA",3.53,944,2100,262,523,756,477,1413,404,56,739,1974,231,362,529,361,1127,514
"57",57,"Citadel",-2.94,889,2148,386,475,673,374,1183,477,57,1020,2123,331,448,619,393,1382,542
"58",58,"Clemson NCAA",9.25,899,1971,288,498,660,310,1256,414,58,826,2033,268,387,552,332,1172,413
"59",59,"Cleveland State",-3.64,853,1965,294,402,572,270,1063,458,59,936,2052,289,452,633,390,1335,490
"60",60,"Coastal Carolina",-2.4,787,1813,218,506,702,388,1244,479,60,736,1819,276,493,680,315,1053,384
"61",61,"Colgate",-5.73,829,1897,309,427,552,296,1083,363,61,831,1836,270,383,520,285,1128,431
"62",62,"College of Charleston NCAA",-3.29,875,1905,259,527,699,285,1129,339,62,824,1907,239,444,602,321,1149,403
"63",63,"Colorado State",3.79,811,1941,225,467,651,375,1200,426,63,879,1918,302,477,677,321,1166,406
"64",64,"Colorado",7,810,1839,241,446,612,324,1200,451,64,808,1909,265,456,649,312,1091,339
"65",65,"Columbia",-3.02,746,1686,269,301,407,277,962,338,65,723,1608,269,370,505,275,1000,354
"66",66,"Connecticut",6.05,762,1832,215,442,593,326,1096,403,66,804,1856,288,444,629,371,1176,400
"67",67,"Coppin State",-7.25,657,1824,265,366,497,273,1082,462,67,810,1897,247,517,713,379,1332,404
"68",68,"Cornell",-3.24,744,1613,217,419,574,232,961,376,68,809,1785,258,374,516,316,1042,320
"69",69,"Creighton NCAA",8.1,1008,2050,343,397,531,246,1206,371,69,907,2093,261,369,512,303,1160,387
"70",70,"Dartmouth",-4,651,1454,200,339,475,208,847,365,70,724,1552,220,302,386,233,901,337
"71",71,"Davidson NCAA",2.57,899,1874,353,368,461,225,1078,315,71,802,1826,266,370,540,258,1042,352
"72",72,"Dayton",2.7,804,1671,248,388,531,240,968,426,72,824,1755,262,367,513,277,980,388
"73",73,"Delaware State",-9.32,742,1781,192,358,516,337,1066,489,73,846,1822,313,454,646,367,1146,410
"74",74,"Delaware",-2.96,859,1880,192,428,657,314,1150,354,74,869,1909,274,416,574,297,1139,338
"75",75,"Denver",-2.54,803,1699,211,375,540,311,1107,451,75,746,1719,250,447,618,250,929,335
"76",76,"DePaul",8.45,819,1912,194,398,562,383,1160,430,76,787,1788,286,429,578,303,1083,447
"77",77,"Detroit Mercy",-2.07,883,2031,281,469,621,334,1114,435,77,959,1989,298,527,743,356,1230,434
"78",78,"Drake",0.59,862,1972,289,493,640,274,1158,412,78,937,2076,264,357,504,322,1235,413
"79",79,"Drexel",-2.48,880,1994,227,467,646,369,1197,409,79,948,2054,246,449,636,371,1204,374
"80",80,"Duke NCAA",9.71,1125,2288,309,562,791,492,1519,460,80,957,2364,279,383,526,432,1216,453
"81",81,"Duquesne",-3.33,801,1874,261,454,663,387,1148,383,81,803,1771,192,447,645,309,1094,401
"82",82,"East Carolina",-0.22,741,1723,182,329,494,292,1020,431,82,818,1808,225,385,562,350,1108,360
"83",83,"East Tennessee State",-4.09,926,1957,244,460,648,352,1265,454,83,778,1929,250,435,622,352,1128,500
"84",84,"Eastern Illinois",-3.4,732,1726,224,377,551,331,1064,417,84,740,1696,246,394,551,308,1070,410
"85",85,"Eastern Kentucky",-3.68,778,1779,226,448,600,290,1022,401,85,849,1801,256,417,619,327,1106,412
"86",86,"Eastern Michigan",-2.81,933,2010,234,409,599,353,1230,447,86,814,2013,278,433,599,411,1244,506
"87",87,"Eastern Washington",-1.55,936,2017,310,437,572,255,1163,402,87,884,1983,241,511,711,289,1181,413
"88",88,"Elon",-1.69,842,1916,337,325,457,256,1140,373,88,892,2037,332,321,458,341,1224,327
"89",89,"Evansville",1.35,731,1652,184,448,578,240,1058,431,89,712,1696,246,375,545,278,1025,437
"90",90,"Fairfield",-3.68,881,2009,303,441,621,301,1159,421,90,886,1946,271,506,716,317,1243,457
"91",91,"Fairleigh Dickinson",-5.66,842,1868,213,416,573,339,1067,426,91,812,1851,250,476,639,382,1144,451
"92",92,"Florida A&M",-8.34,831,1981,217,464,641,344,1094,471,92,963,2027,243,515,727,426,1329,458
"93",93,"Florida Atlantic",-0.14,790,1929,179,396,536,357,1194,393,93,788,1827,192,404,583,303,1167,393
"94",94,"Florida Gulf Coast",-5.44,1045,2117,254,503,680,368,1338,494,94,884,2092,267,480,712,358,1151,494
"95",95,"Florida International",-1.99,815,1912,203,429,704,321,1150,354,95,799,1841,240,440,643,321,1257,467
"96",96,"Florida State NCAA",8.5,994,2125,273,543,786,393,1322,456,96,887,2129,285,492,689,383,1228,494
"97",97,"Florida NCAA",10.08,893,2065,308,483,673,366,1198,335,97,832,1946,229,460,629,362,1273,468
"98",98,"Fordham",1.26,692,1680,227,320,452,198,884,386,98,806,1738,205,362,528,334,1193,440
"99",99,"Fresno State",1.84,885,1805,216,473,682,293,1082,384,99,749,1725,220,483,658,254,1001,432
"100",100,"Furman",-3.64,942,2006,338,397,557,316,1157,382,100,825,1905,224,386,550,319,1152,489
"101",101,"Gardner-Webb",-3.79,822,1850,236,378,526,298,1141,437,101,798,1839,256,455,639,295,1109,404
"102",102,"George Mason",0.83,841,1949,230,459,619,329,1213,425,102,899,1994,278,421,614,322,1173,376
"103",103,"George Washington",2.13,832,1861,180,381,537,350,1120,419,103,857,1891,229,376,532,330,1084,374
"104",104,"Georgetown",5.29,800,1763,226,524,676,325,1151,458,104,821,1870,259,393,529,289,1009,377
"105",105,"Georgia Southern",-3.28,857,1992,267,523,789,402,1248,372,105,816,1916,245,438,661,383,1272,486
"106",106,"Georgia State NCAA",-2.78,937,2033,323,417,615,303,1182,395,106,771,1963,307,507,727,416,1296,501
"107",107,"Georgia Tech",7.47,753,1770,156,439,616,334,1084,411,107,768,1791,227,407,569,331,1082,403
"108",108,"Georgia",8.87,767,1825,201,512,732,406,1301,420,108,778,1975,247,399,547,363,1124,318
"109",109,"Gonzaga NCAA",2.59,1125,2261,328,513,725,405,1477,420,109,890,2178,272,453,633,316,1160,455
"110",110,"Grambling",-10.3,777,1852,154,547,769,377,1193,477,110,792,1820,209,528,778,357,1160,465
"111",111,"Grand Canyon",-4.81,855,1992,251,551,785,403,1310,450,111,767,1906,161,518,734,357,1238,511
"112",112,"Green Bay",-4.08,859,2027,295,504,670,334,1241,453,112,899,2087,253,448,631,372,1307,450
"113",113,"Hampton",-9.57,970,2173,198,565,727,385,1372,440,113,913,2175,258,519,761,409,1323,438
"114",114,"Hartford",-5.26,835,1840,270,386,569,274,1100,402,114,820,1869,262,416,622,322,1149,407
"115",115,"Harvard",-1.7,764,1775,257,397,512,284,1115,445,115,725,1718,233,446,606,250,1030,405
"116",116,"Hawaii",-2.5,721,1630,202,460,670,267,995,402,116,714,1618,196,447,619,232,965,423
"117",117,"High Point",-6.37,775,1691,163,413,588,322,1039,375,117,674,1581,210,435,593,283,976,441
"118",118,"Hofstra",-1.6,868,1868,260,468,686,339,1103,334,118,874,1831,237,412,586,282,1042,362
"119",119,"Holy Cross",-5.83,724,1569,203,321,465,178,880,381,119,713,1653,260,413,561,330,1074,399
"120",120,"Houston Baptist",-3.96,860,2058,219,443,710,471,1219,438,120,912,1895,271,522,687,313,1177,456
"121",121,"Houston NCAA",4.16,952,2066,297,484,674,404,1352,418,121,744,1887,231,552,785,320,1126,457
"122",122,"Howard",-9.75,847,1997,268,487,688,369,1153,442,122,931,1992,251,541,773,424,1313,465
"123",123,"Idaho State",-3.7,778,1639,252,403,594,202,962,408,123,816,1789,208,392,555,286,1041,358
"124",124,"Idaho",-3.94,819,1749,277,415,565,307,1138,411,124,746,1781,261,381,535,264,939,342
"125",125,"Illinois-Chicago",-4.21,951,2115,242,564,768,368,1384,544,125,919,2265,245,514,744,420,1335,465
"126",126,"Illinois State",3.67,813,1917,301,437,640,315,1171,438,126,828,1944,240,522,738,382,1288,426
"127",127,"Illinois",7.53,856,1949,236,478,653,398,1053,425,127,788,1669,200,586,802,295,1063,543
"128",128,"Incarnate Word",-5.04,671,1566,166,470,630,279,976,442,128,775,1746,212,401,565,365,1076,385
"129",129,"Indiana State",2.43,762,1803,270,454,644,321,1124,445,129,760,1714,225,508,706,253,1074,439
"130",130,"Indiana",8.25,806,1767,194,423,644,345,1099,386,130,773,1752,235,397,564,315,1055,417
"131",131,"Iona NCAA",-2.19,957,2076,324,462,626,290,1146,395,131,969,2102,267,397,602,379,1280,464
"132",132,"Iowa State",9.49,817,1870,234,390,557,338,1134,369,132,856,1936,261,366,513,353,1158,356
"133",133,"Iowa",7.13,946,1975,252,486,699,391,1258,441,133,953,2061,284,407,579,338,1092,365
"134",134,"Fort Wayne",-3.24,953,2073,339,471,654,315,1157,391,134,924,1999,266,421,568,286,1176,500
"135",135,"IUPUI",-3.53,731,1723,213,372,559,347,1022,427,135,759,1614,211,451,612,275,1022,441
"136",136,"Jackson State",-10.49,714,1921,238,325,497,401,1087,368,136,719,1599,205,518,736,311,1202,474
"137",137,"Jacksonville State",-4.87,954,2091,211,468,657,406,1371,469,137,821,2016,275,452,642,336,1169,473
"138",138,"Jacksonville",-6.12,897,1993,202,409,622,330,1180,472,138,907,2043,247,421,571,342,1219,465
"139",139,"James Madison",-2.15,812,1933,231,486,667,361,1148,383,139,811,1804,260,532,745,309,1158,426
"140",140,"Kansas State NCAA",8.74,937,2025,254,502,684,299,1136,423,140,842,1980,261,533,728,386,1259,533
"141",141,"Kansas NCAA",11.87,1165,2366,391,453,640,372,1388,456,141,1031,2419,315,424,595,453,1371,501
"142",142,"Kennesaw State",-4.31,805,1771,160,412,597,306,987,409,142,862,1802,200,404,566,327,1057,402
"143",143,"Kent State",-1.75,871,2049,255,485,666,390,1220,442,143,892,1998,248,470,656,352,1194,438
"144",144,"Kentucky NCAA",10.73,998,2115,195,649,930,439,1431,480,144,905,2242,287,502,725,437,1240,436
"145",145,"La Salle",2.54,817,1905,234,465,591,292,1124,374,145,839,1858,241,441,627,281,1136,397
"146",146,"Lafayette",-6.04,777,1709,263,390,507,210,1026,411,146,856,1886,247,348,498,301,1088,318
"147",147,"Lamar",-7.22,873,2026,257,497,757,425,1246,430,147,809,1809,215,463,669,306,1179,553
"148",148,"Lehigh",-5.66,835,1845,293,373,480,269,1074,380,148,828,1849,281,396,563,291,1079,356
"149",149,"Liberty",-6.23,899,1948,300,523,660,269,1239,438,149,790,1899,316,457,626,237,1096,454
"150",150,"Lipscomb NCAA",-3.8,924,2040,267,593,826,346,1276,493,150,898,2002,249,519,751,292,1169,511
"151",151,"Long Beach State",0.89,866,1917,196,557,765,382,1195,501,151,955,2040,255,421,558,347,1137,449
"152",152,"Long Island University NCAA",-8.19,935,2055,279,547,786,367,1327,496,152,973,2209,242,486,702,401,1275,423
"153",153,"Longwood",-4.31,728,1764,226,406,591,263,1070,516,153,856,1938,263,470,650,363,1244,419
"154",154,"Louisiana",-2.54,971,2093,297,590,775,435,1325,455,154,849,1958,212,498,721,329,1099,506
"155",155,"Louisiana-Monroe",-3.31,811,1863,288,325,453,294,1077,380,155,771,1796,266,379,536,310,1108,422
"156",156,"Louisiana State",8.03,916,1926,268,459,628,317,1101,382,156,875,1922,277,436,626,361,1130,450
"157",157,"Louisiana Tech",-0.12,838,1877,287,505,697,313,1137,405,157,838,1900,230,425,600,330,1155,427
"158",158,"Louisville",9.08,969,2140,280,503,683,358,1317,425,158,913,2208,249,456,646,438,1331,482
"159",159,"Loyola (IL) NCAA",1.81,995,1963,277,454,626,229,1222,472,159,877,2118,254,369,523,335,1158,484
"160",160,"Loyola Marymount",1.09,803,1813,200,421,593,377,1011,407,160,817,1645,238,497,687,277,996,416
"161",161,"Loyola (MD)",-5.25,797,1820,163,397,608,332,1076,414,161,805,1714,226,490,674,265,1064,414
"162",162,"Maine",-3.28,765,1873,225,385,559,304,1131,496,162,833,1894,255,487,685,348,1236,434
"163",163,"Manhattan",-4.15,737,1661,239,434,625,319,1030,482,163,735,1681,214,491,689,335,1045,458
"164",164,"Marist",-3.57,761,1710,280,437,612,233,1041,488,164,896,1976,287,436,589,342,1139,332
"165",165,"Marquette",9.7,989,2081,385,483,600,314,1114,431,165,960,2010,244,584,782,334,1160,450
"166",166,"Marshall NCAA",0.44,1042,2232,362,571,747,288,1287,476,166,1059,2399,265,466,684,458,1466,515
"167",167,"Maryland-Baltimore County NCAA",-3.84,926,2088,364,414,641,347,1245,440,167,883,2012,282,418,618,339,1289,529
"168",168,"Maryland-Eastern Shore",-7.57,710,1844,206,366,542,347,1065,417,168,882,1879,271,438,616,373,1261,355
"169",169,"Maryland",7.94,811,1696,229,487,645,305,1149,438,169,781,1909,244,334,452,334,994,351
"170",170,"Massachusetts-Lowell",-5.78,791,1719,215,489,690,282,969,405,170,862,1772,216,416,589,318,1091,439
"171",171,"Massachusetts",1.1,861,1918,293,359,481,300,1084,423,171,879,1927,227,480,640,330,1132,375
"172",172,"McNeese State",-6.1,780,1787,205,419,590,339,1144,416,172,805,1878,216,383,562,361,1118,357
"173",173,"Memphis",2.16,828,1832,201,551,798,391,1166,467,173,841,1947,296,442,630,395,1118,433
"174",174,"Mercer",-3.5,878,1854,288,517,680,325,1176,424,174,812,1859,317,432,601,275,996,397
"175",175,"Miami (FL) NCAA",6.96,875,1881,247,362,547,317,1113,367,175,794,1841,215,368,517,314,1088,412
"176",176,"Miami (OH)",-1.15,886,2006,301,376,548,336,1232,453,176,881,2002,246,396,559,305,1174,433
"177",177,"Michigan State NCAA",7.1,991,1996,290,535,716,401,1439,459,177,774,2108,252,471,647,369,1058,349
"178",178,"Michigan NCAA",9.41,1092,2335,361,474,717,336,1367,379,178,948,2227,222,478,663,341,1353,530
"179",179,"Middle Tennessee",2.83,902,1914,241,434,585,346,1182,413,179,738,1713,202,510,714,240,1003,438
"180",180,"Milwaukee",-4.25,834,1872,235,356,528,289,1146,412,180,811,1865,263,375,504,264,1108,406
"181",181,"Minnesota",6.91,850,1971,218,487,692,371,1221,352,181,876,2000,268,382,542,355,1223,364
"182",182,"Mississippi State",6.82,1000,2151,256,460,666,398,1335,483,182,902,2160,274,429,626,410,1264,498
"183",183,"Mississippi Valley State",-8.13,758,1979,171,388,575,393,1138,421,183,862,1823,275,501,715,344,1273,445
"184",184,"Mississippi",9.16,841,1999,251,493,675,393,1215,365,184,852,1933,288,508,713,361,1230,397
"185",185,"Missouri-Kansas City",-1.02,756,1859,284,455,640,259,1018,411,185,840,1850,227,540,769,359,1295,481
"186",186,"Missouri State",0.45,851,1953,234,377,527,389,1276,382,186,779,1898,231,408,565,301,1085,326
"187",187,"Missouri NCAA",9.19,794,1765,306,505,688,332,1225,469,187,795,1949,231,425,586,343,1079,365
"188",188,"Monmouth",-1.24,787,1718,223,539,758,276,1115,473,188,781,1805,292,518,750,308,1071,413
"189",189,"Montana State",-3.53,817,1929,257,543,746,358,1168,399,189,897,1884,247,483,684,287,1165,425
"190",190,"Montana NCAA",-2.25,944,2021,186,551,780,400,1258,422,190,784,1825,209,552,764,295,1102,522
"191",191,"Morehead State",-1.91,712,1655,204,415,592,338,1041,456,191,765,1634,233,441,635,282,983,407
"192",192,"Morgan State",-11.97,787,1883,161,538,742,421,1187,435,192,791,1772,239,517,736,334,1126,463
"193",193,"Mount St. Mary's",-8.05,809,1778,323,390,532,212,918,351,193,842,1870,243,374,509,375,1204,438
"194",194,"Murray State NCAA",-3.53,870,1803,271,504,687,340,1186,384,194,761,1841,199,396,547,314,1005,402
"195",195,"Navy",-7.22,771,1737,206,451,627,342,1113,453,195,744,1645,247,390,549,215,939,465
"196",196,"Omaha",0.33,877,1913,254,365,517,280,1044,409,196,951,1981,276,410,546,318,1136,366
"197",197,"Nebraska",7.32,820,1906,232,514,716,356,1191,362,197,856,2025,192,361,537,430,1257,412
"198",198,"Nevada-Las Vegas",1.87,978,2000,185,612,868,393,1333,473,198,951,2208,248,427,578,401,1149,382
"199",199,"Nevada NCAA",4.93,1049,2238,354,603,812,339,1316,357,199,974,2248,275,480,677,393,1347,474
"200",200,"New Hampshire",-4.32,725,1803,252,401,544,352,1189,362,200,712,1648,212,449,663,217,1016,315
"201",201,"New Mexico State NCAA",-1.1,963,2104,258,388,603,427,1402,429,201,763,1919,222,435,612,282,1103,463
"202",202,"New Mexico",3.3,939,2065,367,550,708,315,1073,422,202,931,1925,228,551,766,334,1217,562
"203",203,"New Orleans",-5.78,815,1798,159,508,755,367,1128,498,203,822,1780,226,452,645,321,1074,507
"204",204,"Niagara",-4.21,944,2124,272,588,808,390,1286,373,204,1012,2200,289,456,646,395,1284,387
"205",205,"Nicholls State",-5.86,941,1994,260,499,696,353,1189,490,205,824,1868,206,557,820,349,1155,552
"206",206,"NJIT",-5.53,808,1803,236,396,579,331,1063,399,206,795,1726,206,401,569,287,1038,440
"207",207,"Norfolk State",-10.18,858,1992,254,429,639,411,1270,507,207,781,1870,296,559,789,344,1177,495
"208",208,"North Carolina-Asheville",-3.57,912,1921,277,456,615,280,1152,468,208,884,1963,260,471,665,311,1120,446
"209",209,"North Carolina A&T",-11.2,929,2010,213,552,776,344,1252,482,209,956,2093,239,454,661,351,1215,463
"210",210,"North Carolina Central NCAA",-12.31,949,2060,212,410,597,410,1336,495,210,846,2030,259,474,663,359,1168,423
"211",211,"North Carolina-Greensboro NCAA",-3.87,924,2075,331,383,549,417,1307,481,211,729,1794,229,502,692,264,1070,528
"212",212,"North Carolina State NCAA",6.7,965,2054,263,489,703,400,1176,400,212,908,1952,199,462,657,363,1164,487
"213",213,"North Carolina-Wilmington",-1.15,920,2109,244,458,664,441,1310,414,213,940,1970,298,490,707,285,1151,374
"214",214,"North Carolina NCAA",11.78,1105,2417,305,503,677,511,1570,445,214,972,2297,357,410,597,362,1216,433
"215",215,"North Dakota State",-1.58,837,1783,294,414,544,231,1102,402,215,799,1872,223,443,595,273,1061,325
"216",216,"North Dakota",-0.2,863,1879,233,468,663,225,984,417,216,942,1923,251,477,652,314,1204,474
"217",217,"North Florida",-1.74,939,2058,357,433,570,313,1159,478,217,1120,2350,230,403,549,452,1340,353
"218",218,"North Texas",-0.4,1012,2243,302,502,761,405,1451,495,218,922,2165,263,596,833,328,1300,474
"219",219,"Northeastern",-1.61,859,1776,302,452,617,258,1083,450,219,834,1861,158,444,599,280,1035,412
"220",220,"Northern Arizona",-1.03,698,1750,178,526,750,317,1074,497,220,859,1828,301,493,666,302,1161,434
"221",221,"Northern Colorado",-2.27,1104,2347,334,540,784,356,1430,465,221,1014,2279,185,561,818,328,1360,497
"222",222,"Northern Illinois",-1.71,849,1860,169,452,623,314,1102,378,222,861,1866,274,411,592,317,1117,401
"223",223,"Northern Iowa",3.87,720,1714,229,387,537,263,1109,364,223,723,1740,239,305,422,234,1055,356
"224",224,"Northern Kentucky",-4.07,898,1892,258,432,591,309,1176,399,224,752,1840,205,403,576,304,1058,450
"225",225,"Northwestern State",-4.18,692,1678,125,359,588,359,1036,496,225,789,1691,218,468,679,322,1081,403
"226",226,"Northwestern",8.37,773,1813,255,402,538,320,1059,374,226,729,1669,227,442,621,278,1043,403
"227",227,"Notre Dame",7.94,945,2131,300,508,670,384,1324,355,227,923,2176,286,339,480,380,1243,397
"228",228,"Oakland",-3.76,884,1966,275,537,697,326,1203,434,228,931,2066,237,417,575,350,1186,405
"229",229,"Ohio State NCAA",9.03,951,1980,239,450,616,330,1245,399,229,811,1944,272,403,574,302,1078,418
"230",230,"Ohio",-1.65,839,1893,244,412,579,257,1127,412,230,839,1943,249,426,567,305,1200,415
"231",231,"Oklahoma State",9.12,959,2224,296,543,717,463,1348,466,231,916,2094,264,541,745,400,1292,521
"232",232,"Oklahoma NCAA",10.56,954,2063,300,510,684,337,1229,428,232,964,2178,293,393,559,383,1237,415
"233",233,"Old Dominion",-1.27,844,1888,228,431,623,373,1207,332,233,707,1735,241,355,525,294,1079,462
"234",234,"Oral Roberts",1.05,879,2010,220,354,517,440,1226,411,234,902,1940,261,419,586,337,1122,350
"235",235,"Oregon State",4.57,830,1779,192,487,688,332,1119,424,235,765,1771,226,495,677,317,1030,408
"236",236,"Oregon",4.84,986,2155,324,521,683,372,1262,434,236,881,2033,285,559,738,325,1153,482
"237",237,"Pacific",1.8,804,1782,151,521,715,332,1086,368,237,798,1760,257,463,619,287,1047,395
"238",238,"Penn State",7.79,1057,2291,294,507,722,422,1385,463,238,928,2182,251,494,700,378,1288,521
"239",239,"Pennsylvania NCAA",-3.17,893,1948,291,429,651,283,1239,391,239,816,1971,192,450,613,275,1192,406
"240",240,"Pepperdine",1.82,822,1829,186,453,646,324,1077,376,240,887,1821,305,437,604,267,1045,344
"241",241,"Pittsburgh",8.47,678,1673,258,371,534,247,1007,443,241,831,1894,235,419,592,390,1205,329
"242",242,"Portland State",-1.05,1034,2333,300,529,751,488,1306,431,242,937,1972,251,573,822,343,1263,615
"243",243,"Portland",2.43,781,1745,255,404,596,205,1014,383,243,838,1926,271,425,609,352,1187,351
"244",244,"Prairie View",-7.71,890,2043,247,532,793,400,1182,460,244,879,1877,230,621,899,371,1251,563
"245",245,"Presbyterian",-5.53,749,1760,276,350,510,290,1003,368,245,837,1769,238,361,498,296,1099,371
"246",246,"Princeton",-1.97,753,1661,287,313,443,220,949,334,246,738,1644,218,389,521,231,987,336
