"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"19",19,"Auburn",7.33,861,1969,289,562,836,369,1171,434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"Austin Peay",-2.32,806,1718,227,492,695,245,913,373,20,845,1821,240,516,721,309,1107,549
"21",21,"Ball State",-3.57,929,2014,319,500,696,335,1281,496,21,841,1977,258,422,580,335,1160,384
"22",22,"Baylor NCAA",11.87,921,1956,230,478,661,451,1329,469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,"Belmont",-1.69,798,1703,306,400,521,254,1057,380,23,836,1943,228,384,521,302,1068,382
"24",24,"Bethune-Cookman",-11.21,840,2022,228,367,554,397,1135,413,24,883,2080,231,546,780,396,1239,444
"25",25,"Binghamton",-5.79,768,1757,248,391,555,251,1055,397,25,780,1750,235,386,545,278,1085,372
"26",26,"Boise State",2.72,811,1802,253,529,743,309,1139,409,26,794,1859,223,399,551,203,972,380
"27",27,"Boston College",8.08,843,1880,256,378,556,292,1119,467,27,938,2109,309,425,571,336,1212,435
"28",28,"Boston University",-3.66,817,1844,274,431,619,311,1141,444,28,793,1762,252,388,533,303,1041,427
"29",29,"Bowling Green State",-2,832,1957,220,471,706,353,1153,408,29,893,1949,261,443,614,302,1168,404
"30",30,"Bradley",2.94,731,1722,217,484,719,297,1156,499,30,716,1768,243,461,627,326,1094,447
"31",31,"Brigham Young",1.87,937,2057,230,637,869,363,1418,469,31,878,1955,251,365,556,263,1100,444
"32",32,"Brown",-4.08,735,1660,244,561,739,275,933,430,32,741,1558,205,446,631,247,959,388
"33",33,"Bryant",-5.43,839,1917,237,458,636,345,1148,428,33,921,1867,308,432,616,354,1236,394
"34",34,"Bucknell NCAA",-2.48,942,1961,286,497,730,302,1203,466,34,911,2138,224,513,738,360,1240,438
"35",35,"Buffalo",-1.01,877,1945,240,492,711,385,1295,453,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,"Butler NCAA",10.23,906,1898,261,522,704,287,1091,346,36,877,1954,274,512,689,278,1137,484
"37",37,"Cal Poly",-4.22,726,1800,258,372,534,300,1003,333,37,816,1790,228,442,593,307,1143,347
"38",38,"Cal State Bakersfield",-1.94,895,2035,229,483,755,433,1349,519,38,679,1597,244,466,664,291,1009,407
"39",39,"Cal State Fullerton",-6.85,821,1850,196,513,747,341,1196,465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"Cal State Northridge",-4.13,806,1747,145,584,801,295,1052,399,40,801,1726,194,410,567,323,1104,333
"41",41,"UC-Davis NCAA",-4.68,873,2008,221,558,828,364,1280,513,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"UC-Irvine",-2.7,915,2062,265,419,611,402,1429,481,42,781,2006,229,559,803,332,1180,367
"43",43,"UC-Riverside",-3.87,689,1671,173,344,495,264,1011,387,43,735,1776,233,460,663,351,1195,432
"44",44,"UC-Santa Barbara",-2,622,1651,154,303,478,356,1028,341,44,803,1863,228,377,538,296,1081,368
"45",45,"University of California",6.34,807,1911,226,476,720,394,1323,428,45,852,1807,282,497,689,316,1116,443
"46",46,"Campbell",-7.59,909,1992,294,541,720,292,1219,476,46,861,1933,235,455,633,308,1151,427
"47",47,"Canisius",-3.5,943,2066,309,470,639,364,1120,446,47,818,1825,207,503,686,334,1121,500
"48",48,"Central Arkansas",-3.76,836,1910,230,493,687,337,1151,446,48,975,2183,252,564,834,445,1405,509
"49",49,"Central Connecticut State",-7.68,675,1602,146,331,534,332,966,413,49,816,1860,276,392,560,319,1029,360
"50",50,"Central Florida",3.69,825,1898,263,501,758,389,1471,525,50,718,1790,201,338,469,321,1085,394
"51",51,"Central Michigan",-2.63,912,2153,399,603,762,364,1244,362,51,966,2173,318,411,567,378,1269,465
"52",52,"Charleston Southern",-6.21,824,1868,228,428,643,336,1092,358,52,714,1644,284,421,559,273,1021,484
"53",53,"Charlotte",-0.93,800,1803,237,458,614,224,979,366,53,842,1762,231,402,566,289,1044,370
"54",54,"Chattanooga",-2.08,801,1718,231,481,677,322,1005,413,54,902,1880,228,392,525,283,1105,430
"55",55,"Chicago State",-0.19,739,1923,212,399,569,344,1123,440,55,949,1908,295,563,797,363,1250,454
"56",56,"Cincinnati NCAA",5.49,969,2116,264,472,688,437,1328,361,56,739,1974,231,362,529,361,1127,514
"57",57,"Citadel",-2.93,980,2357,397,607,802,448,1232,473,57,1020,2123,331,448,619,393,1382,542
"58",58,"Clemson",9.98,871,1939,239,487,666,365,1124,354,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Cleveland State",-1.53,745,1838,219,374,541,339,1024,405,59,936,2052,289,452,633,390,1335,490
"60",60,"Coastal Carolina",-1.48,1021,2416,318,473,719,480,1571,508,60,736,1819,276,493,680,315,1053,384
"61",61,"Colgate",-3.6,745,1693,271,384,567,263,1037,470,61,831,1836,270,383,520,285,1128,431
"62",62,"College of Charleston",-0.19,804,1862,220,588,799,302,1194,364,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"Colorado State",2.17,879,2070,257,596,815,409,1374,392,63,879,1918,302,477,677,321,1166,406
"64",64,"Colorado",6,888,1993,250,542,770,403,1276,410,64,808,1909,265,456,649,312,1091,339
"65",65,"Columbia",-3.13,700,1603,211,329,465,273,941,347,65,723,1608,269,370,505,275,1000,354
"66",66,"Connecticut",6.61,778,1809,223,441,619,336,1209,402,66,804,1856,288,444,629,371,1176,400
"67",67,"Coppin State",-8.01,705,1846,225,484,745,367,1115,440,67,810,1897,247,517,713,379,1332,404
"68",68,"Cornell",-1.55,746,1646,244,338,484,219,976,419,68,809,1785,258,374,516,316,1042,320
"69",69,"Creighton NCAA",8.95,1078,2137,304,404,592,289,1223,435,69,907,2093,261,369,512,303,1160,387
"70",70,"Dartmouth",-3.45,631,1463,199,351,495,249,917,401,70,724,1552,220,302,386,233,901,337
"71",71,"Davidson",4.26,814,1861,292,442,587,285,1149,390,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"Dayton NCAA",4.27,820,1763,258,530,768,277,1097,376,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"Delaware State",-9.37,782,1865,263,359,545,348,1057,436,73,846,1822,313,454,646,367,1146,410
"74",74,"Delaware",-1.42,775,1838,196,411,599,322,1159,396,74,869,1909,274,416,574,297,1139,338
"75",75,"Denver",-4.19,811,1684,223,428,583,273,1058,404,75,746,1719,250,447,618,250,929,335
"76",76,"DePaul",7.78,775,1804,184,472,642,339,1057,451,76,787,1788,286,429,578,303,1083,447
"77",77,"Detroit Mercy",-1.62,830,1867,251,476,717,320,1036,451,77,959,1989,298,527,743,356,1230,434
"78",78,"Drake",1.91,760,1856,270,418,553,311,1070,389,78,937,2076,264,357,504,322,1235,413
"79",79,"Drexel",-2.56,865,1987,256,411,617,379,1177,425,79,948,2054,246,449,636,371,1204,374
"80",80,"Duke NCAA",10.91,1019,2144,311,642,842,390,1341,421,80,957,2364,279,383,526,432,1216,453
"81",81,"Duquesne",0.69,785,1835,226,460,680,343,1167,454,81,803,1771,192,447,645,309,1094,401
"82",82,"East Carolina",1.33,716,1797,214,442,673,370,1252,459,82,818,1808,225,385,562,350,1108,360
"83",83,"East Tennessee State NCAA",-2.11,960,1967,265,597,850,357,1269,519,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,"Eastern Illinois",-5.05,772,1852,259,366,501,348,1081,370,84,740,1696,246,394,551,308,1070,410
"85",85,"Eastern Kentucky",-2.44,750,1751,235,462,655,286,1018,432,85,849,1801,256,417,619,327,1106,412
"86",86,"Eastern Michigan",0.16,918,2046,211,519,716,420,1201,399,86,814,2013,278,433,599,411,1244,506
"87",87,"Eastern Washington",-4.43,947,1975,281,520,675,309,1196,415,87,884,1983,241,511,711,289,1181,413
"88",88,"Elon",-1.39,850,1911,308,395,577,291,1209,374,88,892,2037,332,321,458,341,1224,327
"89",89,"Evansville",2.42,800,1762,127,561,787,298,1136,389,89,712,1696,246,375,545,278,1025,437
"90",90,"Fairfield",-3.85,822,1859,262,345,506,275,1115,416,90,886,1946,271,506,716,317,1243,457
"91",91,"Fairleigh Dickinson",-5.31,754,1713,201,474,620,291,993,398,91,812,1851,250,476,639,382,1144,451
"92",92,"Florida A&M",-11.85,762,1800,187,442,671,304,1047,407,92,963,2027,243,515,727,426,1329,458
"93",93,"Florida Atlantic",-1.98,756,1838,204,392,558,316,1066,348,93,788,1827,192,404,583,303,1167,393
"94",94,"Florida Gulf Coast NCAA",-3.42,1007,2017,221,466,664,379,1269,421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,"Florida International",-3.27,805,1773,181,387,516,315,1051,413,95,799,1841,240,440,643,321,1257,467
"96",96,"Florida State NCAA",8.87,1036,2146,233,568,824,409,1324,415,96,887,2129,285,492,689,383,1228,494
"97",97,"Florida NCAA",11.01,953,2118,278,620,851,416,1331,431,97,832,1946,229,460,629,362,1273,468
"98",98,"Fordham",1.36,741,1783,264,344,474,261,913,418,98,806,1738,205,362,528,334,1193,440
"99",99,"Fresno State",2.31,852,1872,209,513,763,314,1175,444,99,749,1725,220,483,658,254,1001,432
"100",100,"Furman",-3.75,918,1941,319,435,624,317,1211,451,100,825,1905,224,386,550,319,1152,489
"101",101,"Gardner-Webb",-5.71,913,1905,209,511,819,372,1259,474,101,798,1839,256,455,639,295,1109,404
"102",102,"George Mason",1.28,879,1962,182,579,775,381,1370,440,102,899,1994,278,421,614,322,1173,376
"103",103,"George Washington",2.11,821,1938,276,529,710,394,1279,453,103,857,1891,229,376,532,330,1084,374
"104",104,"Georgetown",9.31,808,1752,206,547,746,305,1142,454,104,821,1870,259,393,529,289,1009,377
"105",105,"Georgia Southern",-2.83,841,1909,303,507,763,320,1147,388,105,816,1916,245,438,661,383,1272,486
"106",106,"Georgia State",-2.17,885,1888,246,426,658,334,1174,463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,"Georgia Tech",8.21,910,2079,171,505,740,356,1330,494,107,768,1791,227,407,569,331,1082,403
"108",108,"Georgia",10.28,836,1903,175,588,777,330,1259,444,108,778,1975,247,399,547,363,1124,318
"109",109,"Gonzaga NCAA",4.13,1149,2280,286,638,890,378,1587,448,109,890,2178,272,453,633,316,1160,455
"110",110,"Grambling",-11.89,841,1943,184,495,747,398,1108,450,110,792,1820,209,528,778,357,1160,465
"111",111,"Grand Canyon",-4.22,790,1812,205,497,747,335,1166,397,111,767,1906,161,518,734,357,1238,511
"112",112,"Green Bay",-2.83,913,2061,197,542,787,387,1312,448,112,899,2087,253,448,631,372,1307,450
"113",113,"Hampton",-9.92,751,1844,196,451,633,371,1143,435,113,913,2175,258,519,761,409,1323,438
"114",114,"Hartford",-5.56,730,1814,263,413,591,292,1046,462,114,820,1869,262,416,622,322,1149,407
"115",115,"Harvard",-2.24,699,1564,229,385,518,275,1005,359,115,725,1718,233,446,606,250,1030,405
"116",116,"Hawaii",-4.92,698,1650,214,432,604,287,966,414,116,714,1618,196,447,619,232,965,423
"117",117,"High Point",-6.28,732,1693,196,473,636,307,1088,407,117,674,1581,210,435,593,283,976,441
"118",118,"Hofstra",-1.9,846,1908,291,490,716,371,1164,341,118,874,1831,237,412,586,282,1042,362
"119",119,"Holy Cross",-3.51,663,1552,236,370,534,189,811,351,119,713,1653,260,413,561,330,1074,399
"120",120,"Houston Baptist",-4.44,871,1924,195,504,721,425,1199,410,120,912,1895,271,522,687,313,1177,456
"121",121,"Houston",3.42,850,1902,268,390,544,362,1138,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"Howard",-7.97,723,1856,172,547,833,420,1257,500,122,931,1992,251,541,773,424,1313,465
"123",123,"Idaho State",-3.37,742,1708,237,443,648,225,921,400,123,816,1789,208,392,555,286,1041,358
"124",124,"Idaho",-5.89,809,1870,255,539,746,362,1213,421,124,746,1781,261,381,535,264,939,342
"125",125,"Illinois-Chicago",-3.63,939,2113,272,599,843,422,1429,589,125,919,2265,245,514,744,420,1335,465
"126",126,"Illinois State",2.71,865,1972,294,394,593,369,1293,427,126,828,1944,240,522,738,382,1288,426
"127",127,"Illinois",9.25,898,2019,270,442,643,342,1217,433,127,788,1669,200,586,802,295,1063,543
"128",128,"Incarnate Word",-5.62,736,1617,233,507,731,229,950,391,128,775,1746,212,401,565,365,1076,385
"129",129,"Indiana State",3.18,762,1832,254,392,576,264,1111,396,129,760,1714,225,508,706,253,1074,439
"130",130,"Indiana",8.16,959,2004,295,498,683,413,1328,517,130,773,1752,235,397,564,315,1055,417
"131",131,"Iona NCAA",-2.47,979,2155,342,513,668,338,1250,421,131,969,2102,267,397,602,379,1280,464
"132",132,"Iowa State NCAA",11.94,1031,2186,344,423,604,318,1219,355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"Iowa",7.54,964,2121,300,510,741,408,1306,472,133,953,2061,284,407,579,338,1092,365
"134",134,"Fort Wayne",-3.19,1055,2127,352,407,561,334,1245,450,134,924,1999,266,421,568,286,1176,500
"135",135,"IUPUI",-1.62,883,1957,288,446,653,348,1104,401,135,759,1614,211,451,612,275,1022,441
"136",136,"Jackson State",-11.55,716,1860,217,417,619,425,1162,390,136,719,1599,205,518,736,311,1202,474
"137",137,"Jacksonville State NCAA",-3.24,857,1869,258,462,647,355,1244,477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,"Jacksonville",-8.45,878,1885,327,474,644,302,1081,424,138,907,2043,247,421,571,342,1219,465
"139",139,"James Madison",-1.83,770,1733,208,446,622,310,1133,467,139,811,1804,260,532,745,309,1158,426
"140",140,"Kansas State NCAA",10.48,869,1883,247,538,775,330,1132,453,140,842,1980,261,533,728,386,1259,533
"141",141,"Kansas NCAA",12.23,1071,2193,318,535,789,428,1393,456,141,1031,2419,315,424,595,453,1371,501
"142",142,"Kennesaw State",-5.97,892,1932,206,411,595,358,1146,431,142,862,1802,200,404,566,327,1057,402
"143",143,"Kent State NCAA",-1.63,986,2302,257,543,755,539,1454,465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,"Kentucky NCAA",10.49,1134,2396,267,690,980,470,1512,443,144,905,2242,287,502,725,437,1240,436
"145",145,"La Salle",2.94,761,1666,255,489,638,249,973,393,145,839,1858,241,441,627,281,1136,397
"146",146,"Lafayette",-3.5,712,1655,221,350,492,205,956,436,146,856,1886,247,348,498,301,1088,318
"147",147,"Lamar",-7.93,907,1977,265,544,813,389,1189,455,147,809,1809,215,463,669,306,1179,553
"148",148,"Lehigh",-3.3,857,1788,270,448,580,232,1100,450,148,828,1849,281,396,563,291,1079,356
"149",149,"Liberty",-6.16,779,1787,319,454,612,173,990,363,149,790,1899,316,457,626,237,1096,454
"150",150,"Lipscomb",-4.45,939,1978,340,586,811,340,1213,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Long Beach State",-0.6,895,2035,216,543,750,396,1212,488,151,955,2040,255,421,558,347,1137,449
"152",152,"Long Island University",-8.51,803,1846,184,488,710,423,1242,460,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"Longwood",-6.16,738,1660,186,356,487,218,922,456,153,856,1938,263,470,650,363,1244,419
"154",154,"Louisiana",-3.28,945,2022,231,583,839,442,1252,440,154,849,1958,212,498,721,329,1099,506
"155",155,"Louisiana-Monroe",-2.56,814,1916,237,333,498,347,1174,433,155,771,1796,266,379,536,310,1108,422
"156",156,"Louisiana State",8.69,853,1893,196,417,599,355,1115,451,156,875,1922,277,436,626,361,1130,450
"157",157,"Louisiana Tech",-4.35,911,1952,257,478,674,335,1244,407,157,838,1900,230,425,600,330,1155,427
"158",158,"Louisville NCAA",11.15,952,2085,238,486,708,457,1343,374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"Loyola (IL)",1.02,852,1754,259,385,543,218,1000,377,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"Loyola Marymount",1.6,779,1755,217,338,545,332,1022,395,160,817,1645,238,497,687,277,996,416
"161",161,"Loyola (MD)",-3.6,753,1791,177,492,711,381,1113,496,161,805,1714,226,490,674,265,1064,414
"162",162,"Maine",-4.01,746,1852,212,365,558,325,1122,419,162,833,1894,255,487,685,348,1236,434
"163",163,"Manhattan",-2.61,754,1813,209,542,743,355,1118,530,163,735,1681,214,491,689,335,1045,458
"164",164,"Marist",-2.74,749,1747,245,480,662,235,998,409,164,896,1976,287,436,589,342,1139,332
"165",165,"Marquette NCAA",8.6,919,1888,336,457,585,280,1058,396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,"Marshall",-1.05,1021,2237,356,599,816,325,1291,433,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,"Maryland-Baltimore County",-5.87,957,2041,330,515,691,307,1199,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Maryland-Eastern Shore",-7.61,854,2013,262,456,668,337,1142,425,168,882,1879,271,438,616,373,1261,355
"169",169,"Maryland NCAA",8.29,827,1840,272,512,732,351,1173,426,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"Massachusetts-Lowell",-6.4,877,1825,258,417,567,280,1038,474,170,862,1772,216,416,589,318,1091,439
"171",171,"Massachusetts",1.66,847,1939,234,443,671,333,1185,489,171,879,1927,227,480,640,330,1132,375
"172",172,"McNeese State",-4.12,715,1697,195,418,610,285,977,403,172,805,1878,216,383,562,361,1118,357
"173",173,"Memphis",3.19,852,1926,181,482,706,373,1172,368,173,841,1947,296,442,630,395,1118,433
"174",174,"Mercer",-0.92,787,1774,244,449,574,367,1174,367,174,812,1859,317,432,601,275,996,397
"175",175,"Miami (FL) NCAA",9.57,813,1800,209,443,617,363,1176,417,175,794,1841,215,368,517,314,1088,412
"176",176,"Miami (OH)",-2.1,787,1815,199,476,689,298,1091,467,176,881,2002,246,396,559,305,1174,433
"177",177,"Michigan State NCAA",10.5,905,1927,273,432,646,328,1275,490,177,774,2108,252,471,647,369,1058,349
"178",178,"Michigan NCAA",10.17,1002,2076,361,486,624,280,1111,348,178,948,2227,222,478,663,341,1353,530
"179",179,"Middle Tennessee NCAA",-0.48,1014,2077,228,441,631,355,1273,374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"Milwaukee",-2.17,860,1949,272,355,538,280,1107,409,180,811,1865,263,375,504,264,1108,406
"181",181,"Minnesota NCAA",8.82,887,2037,209,573,806,378,1341,393,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,"Mississippi State",5.9,821,1849,247,431,627,310,1130,433,182,902,2160,274,429,626,410,1264,498
"183",183,"Mississippi Valley State",-7.11,818,1942,174,423,651,385,1108,460,183,862,1823,275,501,715,344,1273,445
"184",184,"Mississippi",7.99,914,2162,283,696,926,458,1422,516,184,852,1933,288,508,713,361,1230,397
"185",185,"Missouri-Kansas City",-1.06,911,2076,315,554,777,353,1213,510,185,840,1850,227,540,769,359,1295,481
"186",186,"Missouri State",1.18,838,1895,270,457,652,377,1212,406,186,779,1898,231,408,565,301,1085,326
"187",187,"Missouri",6.73,744,1893,225,500,732,357,1168,384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"Monmouth",-2.62,929,2127,303,600,793,380,1310,425,188,781,1805,292,518,750,308,1071,413
"189",189,"Montana State",-5.88,857,1968,320,527,722,336,1167,393,189,897,1884,247,483,684,287,1165,425
"190",190,"Montana",-4.02,843,1879,238,467,621,310,1084,345,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"Morehead State",-1.85,878,1906,219,395,544,396,1129,404,191,765,1634,233,441,635,282,983,407
"192",192,"Morgan State",-11.2,691,1793,159,484,681,424,1168,420,192,791,1772,239,517,736,334,1126,463
"193",193,"Mount St. Mary's NCAA",-3.51,877,1977,261,431,640,276,1082,472,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,"Murray State",-4.41,899,2040,289,552,751,399,1243,403,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"Navy",-3.92,735,1740,206,400,624,424,1134,464,195,744,1645,247,390,549,215,939,465
"196",196,"Omaha",-1.11,895,1972,297,598,799,338,1149,444,196,951,1981,276,410,546,318,1136,366
"197",197,"Nebraska",10.74,793,1906,179,403,568,411,1187,411,197,856,2025,192,361,537,430,1257,412
"198",198,"Nevada-Las Vegas",2.59,747,1893,213,495,711,365,1210,410,198,951,2208,248,427,578,401,1149,382
"199",199,"Nevada NCAA",2.03,933,2082,320,606,859,386,1351,386,199,974,2248,275,480,677,393,1347,474
"200",200,"New Hampshire",-4.46,783,1787,256,455,628,324,1227,401,200,712,1648,212,449,663,217,1016,315
"201",201,"New Mexico State NCAA",-3.82,913,1957,252,600,843,436,1339,465,201,763,1919,222,435,612,282,1103,463
"202",202,"New Mexico",2.07,778,1693,145,582,780,274,1071,403,202,931,1925,228,551,766,334,1217,562
"203",203,"New Orleans NCAA",-5.34,830,1755,139,532,749,386,1140,534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,"Niagara",-4.37,846,2035,244,512,683,389,1260,428,204,1012,2200,289,456,646,395,1284,387
"205",205,"Nicholls State",-5.23,771,1804,278,496,671,303,1020,451,205,824,1868,206,557,820,349,1155,552
"206",206,"NJIT",-4.22,786,1857,258,421,599,343,1134,418,206,795,1726,206,401,569,287,1038,440
"207",207,"Norfolk State",-8.57,827,1949,225,495,727,365,1307,502,207,781,1870,296,559,789,344,1177,495
"208",208,"North Carolina-Asheville",-5.61,908,1908,264,464,681,281,1096,384,208,884,1963,260,471,665,311,1120,446
"209",209,"North Carolina A&T",-9.61,728,1716,200,400,587,351,1102,466,209,956,2093,239,454,661,351,1215,463
"210",210,"North Carolina Central NCAA",-12.12,910,2005,255,467,684,397,1313,406,210,846,2030,259,474,663,359,1168,423
"211",211,"North Carolina-Greensboro",-2.63,947,2043,308,426,603,405,1243,474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"North Carolina State",8.09,888,1898,226,481,687,329,1161,428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"North Carolina-Wilmington NCAA",-0.55,1071,2231,336,489,708,422,1261,363,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"North Carolina NCAA",11.76,1226,2633,283,642,916,630,1748,473,214,972,2297,357,410,597,362,1216,433
"215",215,"North Dakota State",-2.63,775,1693,232,462,650,258,1047,348,215,799,1872,223,443,595,273,1061,325
"216",216,"North Dakota NCAA",-5.45,926,1919,228,498,698,297,1146,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,"North Florida",-1.65,926,2025,295,490,748,423,1321,542,217,1120,2350,230,403,549,452,1340,353
"218",218,"North Texas",-3.32,740,1747,186,409,633,300,1075,410,218,922,2165,263,596,833,328,1300,474
"219",219,"Northeastern",-0.91,767,1682,267,433,636,264,1039,390,219,834,1861,158,444,599,280,1035,412
"220",220,"Northern Arizona",-5.95,769,1892,239,440,644,382,1218,465,220,859,1828,301,493,666,302,1161,434
"221",221,"Northern Colorado",-4.2,732,1666,254,357,590,310,1075,407,221,1014,2279,185,561,818,328,1360,497
"222",222,"Northern Illinois",-2.05,828,1891,161,493,728,400,1211,429,222,861,1866,274,411,592,317,1117,401
"223",223,"Northern Iowa",5.22,622,1559,229,381,520,182,878,342,223,723,1740,239,305,422,234,1055,356
"224",224,"Northern Kentucky NCAA",-2.84,928,2037,300,503,740,391,1319,468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,"Northwestern State",-6.07,751,1698,203,499,723,337,1049,439,225,789,1691,218,468,679,322,1081,403
"226",226,"Northwestern NCAA",8.43,913,2094,256,476,637,386,1304,383,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,"Notre Dame NCAA",9.78,980,2139,334,489,611,334,1212,341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"Oakland",-3,935,2057,247,582,765,353,1324,462,228,931,2066,237,417,575,350,1186,405
"229",229,"Ohio State",7.28,827,1786,211,464,680,324,1191,423,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,"Ohio",-2.56,835,1837,285,432,626,284,1141,388,230,839,1943,249,426,567,305,1200,415
"231",231,"Oklahoma State NCAA",12.22,957,2050,294,620,786,454,1215,432,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,"Oklahoma",12.62,788,1863,192,494,685,361,1173,428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",233,"Old Dominion",-1.35,727,1765,157,387,602,412,1190,348,233,707,1735,241,355,525,294,1079,462
"234",234,"Oral Roberts",1.24,810,1819,216,416,548,278,1034,360,234,902,1940,261,419,586,337,1122,350
"235",235,"Oregon State",5.89,721,1686,203,376,569,290,1038,491,235,765,1771,226,495,677,317,1030,408
"236",236,"Oregon NCAA",8.38,1091,2270,334,560,787,412,1431,454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"Pacific",2.09,784,1939,185,453,671,385,1225,386,237,798,1760,257,463,619,287,1047,395
"238",238,"Penn State",8.9,825,1989,230,487,654,330,1166,430,238,928,2182,251,494,700,378,1288,521
"239",239,"Pennsylvania",-1.5,710,1603,234,274,417,267,972,358,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"Pepperdine",1.87,807,1811,178,348,543,295,1033,389,240,887,1821,305,437,604,267,1045,344
"241",241,"Pittsburgh",11.06,807,1825,263,527,719,314,1158,396,241,831,1894,235,419,592,390,1205,329
