"","Rk.x","School","SOS","FG.x","FGA.x","X3P.x","FT.x","FTA.x","ORB.x","TRB.x","TOV.x","Rk.y","FG.y","FGA.y","X3P.y","FT.y","FTA.y","ORB.y","TRB.y","TOV.y"
"44",44,"UC-Santa Barbara",1.44,859,1944,251,366,522,344,1235,419,44,803,1863,228,377,538,296,1081,368
"45",45,"University of California NCAA",7.87,890,1931,236,529,806,386,1349,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,"Campbell",-6.67,744,1671,224,495,690,242,967,353,46,861,1933,235,455,633,308,1151,427
"47",47,"Canisius",-3.77,845,2014,285,551,744,393,1116,370,47,818,1825,207,503,686,334,1121,500
"48",48,"Central Arkansas",-6.81,734,1656,185,457,694,331,1044,407,48,975,2183,252,564,834,445,1405,509
"49",49,"Central Connecticut State",-9.24,682,1704,164,360,530,335,1046,402,49,816,1860,276,392,560,319,1029,360
"50",50,"Central Florida",3.01,715,1663,207,425,619,329,1166,440,50,718,1790,201,338,469,321,1085,394
"51",51,"Central Michigan",-1.3,867,1964,324,437,608,325,1152,303,51,966,2173,318,411,567,378,1269,465
"52",52,"Charleston Southern",-2.59,774,1808,280,318,512,308,1053,378,52,714,1644,284,421,559,273,1021,484
"53",53,"Charlotte",-1.72,920,2066,266,478,685,374,1196,396,53,842,1762,231,402,566,289,1044,370
"54",54,"Chattanooga NCAA",-3.46,897,1963,262,596,811,381,1241,437,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"Chicago State",-1.38,764,1995,228,384,573,414,1172,458,55,949,1908,295,563,797,363,1250,454
"56",56,"Cincinnati NCAA",5.25,851,1980,252,464,658,441,1291,363,56,739,1974,231,362,529,361,1127,514
"57",57,"Citadel",-4.75,938,2242,363,514,704,404,1148,441,57,1020,2123,331,448,619,393,1382,542
"58",58,"Clemson",6.87,753,1725,238,415,574,320,1076,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"Cleveland State",0.09,704,1746,174,365,538,338,1061,459,59,936,2052,289,452,633,390,1335,490
"60",60,"Coastal Carolina",-4.22,854,1909,244,458,689,377,1299,406,60,736,1819,276,493,680,315,1053,384
"61",61,"Colgate",-6.06,747,1673,267,332,488,280,951,365,61,831,1836,270,383,520,285,1128,431
"62",62,"College of Charleston",0.04,722,1718,206,378,567,335,1090,393,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"Colorado State",1.53,878,2067,326,618,861,441,1359,395,63,879,1918,302,477,677,321,1166,406
"64",64,"Colorado NCAA",7.64,865,2029,252,594,808,446,1434,454,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,"Columbia",-2.55,899,1986,336,536,745,366,1240,379,65,723,1608,269,370,505,275,1000,354
"66",66,"Connecticut NCAA",6.28,944,2078,255,488,615,335,1300,385,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"Coppin State",-6.06,741,1933,238,520,737,405,1144,408,67,810,1897,247,517,713,379,1332,404
"68",68,"Cornell",-1.04,703,1674,233,353,542,244,910,372,68,809,1785,258,374,516,316,1042,320
"69",69,"Creighton",6.44,979,2081,283,546,780,334,1299,406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Dartmouth",-3.29,700,1606,156,436,603,335,1005,401,70,724,1552,220,302,386,233,901,337
"71",71,"Davidson",5.14,894,2022,317,503,661,312,1154,335,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,"Dayton NCAA",4.76,836,1836,221,500,749,327,1265,427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,"Delaware State",-6.85,710,1815,230,330,536,340,1064,446,73,846,1822,313,454,646,367,1146,410
"74",74,"Delaware",0.85,669,1663,168,480,701,331,1132,360,74,869,1909,274,416,574,297,1139,338
"75",75,"Denver",-3.24,689,1449,235,408,530,168,781,404,75,746,1719,250,447,618,250,929,335
"76",76,"DePaul",8.34,752,1691,168,420,618,317,1059,458,76,787,1788,286,429,578,303,1083,447
"77",77,"Detroit Mercy",-0.82,898,1929,244,555,795,373,1169,422,77,959,1989,298,527,743,356,1230,434
"78",78,"Drake",0.92,736,1639,215,406,562,253,1043,421,78,937,2076,264,357,504,322,1235,413
"79",79,"Drexel",1.88,677,1721,170,434,634,324,1022,345,79,948,2054,246,449,636,371,1204,374
"80",80,"Duke NCAA",10.59,983,2136,328,626,866,426,1296,354,80,957,2364,279,383,526,432,1216,453
"81",81,"Duquesne",1.35,950,2056,322,482,698,347,1332,473,81,803,1771,192,447,645,309,1094,401
"82",82,"East Carolina",3.22,761,1790,232,432,620,320,1093,424,82,818,1808,225,385,562,350,1108,360
"83",83,"East Tennessee State",-2.29,984,2135,295,550,774,376,1300,462,83,778,1929,250,435,622,352,1128,500
"84",84,"Eastern Illinois",-3.52,764,1737,232,385,587,299,1002,364,84,740,1696,246,394,551,308,1070,410
"85",85,"Eastern Kentucky",-3.86,864,1760,258,511,700,274,1004,457,85,849,1801,256,417,619,327,1106,412
"86",86,"Eastern Michigan",1.24,875,1961,187,616,854,386,1194,425,86,814,2013,278,433,599,411,1244,506
"87",87,"Eastern Washington",-6.03,961,1989,356,491,719,319,1133,381,87,884,1983,241,511,711,289,1181,413
"88",88,"Elon",0.66,865,1942,303,396,599,335,1185,411,88,892,2037,332,321,458,341,1224,327
"89",89,"Evansville",-0.39,879,1795,158,610,843,260,1202,426,89,712,1696,246,375,545,278,1025,437
"90",90,"Fairfield",-3.14,875,1991,293,479,650,298,1146,427,90,886,1946,271,506,716,317,1243,457
"91",91,"Fairleigh Dickinson NCAA",-8.31,929,2029,238,462,663,347,1108,423,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,"Florida A&M",-10.67,644,1606,168,407,691,293,1010,466,92,963,2027,243,515,727,426,1329,458
"93",93,"Florida Atlantic",-1.72,752,1847,229,456,624,282,1071,402,93,788,1827,192,404,583,303,1167,393
"94",94,"Florida Gulf Coast NCAA",-3.82,1008,2106,186,501,778,417,1422,438,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,"Florida International",-4.81,834,1779,181,428,645,328,1196,414,95,799,1841,240,440,643,321,1257,467
"96",96,"Florida State",8.16,948,2042,220,536,771,389,1257,441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,"Florida",9.19,930,2186,258,559,863,470,1436,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,"Fordham",-0.09,782,1744,243,399,586,320,1060,438,98,806,1738,205,362,528,334,1193,440
"99",99,"Fresno State NCAA",2.24,926,2126,219,559,805,409,1293,378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,"Furman",-4.2,847,1865,253,540,777,387,1250,471,100,825,1905,224,386,550,319,1152,489
"101",101,"Gardner-Webb",-3.96,871,2039,276,458,701,435,1257,439,101,798,1839,256,455,639,295,1109,404
"102",102,"George Mason",3.62,766,1888,172,436,650,419,1359,407,102,899,1994,278,421,614,322,1173,376
"103",103,"George Washington",4.24,980,2194,269,646,858,453,1442,426,103,857,1891,229,376,532,330,1084,374
"104",104,"Georgetown",8.49,820,1858,261,529,704,316,1181,442,104,821,1870,259,393,529,289,1009,377
"105",105,"Georgia Southern",-3.14,781,1903,282,509,728,374,1131,359,105,816,1916,245,438,661,383,1272,486
"106",106,"Georgia State",-2.19,705,1597,149,412,598,243,925,350,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,"Georgia Tech",9.95,965,2150,213,492,681,469,1398,403,107,768,1791,227,407,569,331,1082,403
"108",108,"Georgia",8.47,799,1892,220,583,823,394,1319,448,108,778,1975,247,399,547,363,1124,318
"109",109,"Gonzaga NCAA",4.23,1011,2081,281,537,708,382,1426,418,109,890,2178,272,453,633,316,1160,455
"110",110,"Grambling",-8.48,658,1606,152,456,706,282,1013,442,110,792,1820,209,528,778,357,1160,465
"111",111,"Grand Canyon",-5.6,896,1978,210,579,835,399,1301,407,111,767,1906,161,518,734,357,1238,511
"112",112,"Green Bay NCAA",-0.67,1048,2350,255,662,1007,458,1385,441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,"Hampton NCAA",-8.45,810,1967,206,537,815,447,1322,440,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,"Hartford",-5.69,777,1906,319,463,619,229,992,385,114,820,1869,262,416,622,322,1149,407
"115",115,"Harvard",-0.25,734,1648,220,313,526,318,1118,436,115,725,1718,233,446,606,250,1030,405
"116",116,"Hawaii NCAA",-1.04,893,1946,237,597,873,360,1270,443,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,"High Point",-4.24,884,1852,187,518,680,337,1074,341,117,674,1581,210,435,593,283,976,441
"118",118,"Hofstra",0.77,914,2050,289,564,818,402,1327,406,118,874,1831,237,412,586,282,1042,362
"119",119,"Holy Cross NCAA",-6.11,775,1879,251,466,678,279,1052,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,"Houston Baptist",-5.26,899,1903,204,602,839,351,1248,502,120,912,1895,271,522,687,313,1177,456
"121",121,"Houston",2.17,897,1926,215,467,662,410,1202,333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,"Howard",-8.33,750,1846,144,667,914,403,1218,477,122,931,1992,251,541,773,424,1313,465
"123",123,"Idaho State",-6.69,769,1767,250,509,700,284,1078,409,123,816,1789,208,392,555,286,1041,358
"124",124,"Idaho",-5.88,800,1812,223,549,774,388,1257,506,124,746,1781,261,381,535,264,939,342
"125",125,"Illinois-Chicago",-0.81,697,1796,133,492,795,406,1235,453,125,919,2265,245,514,744,420,1335,465
"126",126,"Illinois State",2.59,759,1835,238,393,588,344,1141,405,126,828,1944,240,522,738,382,1288,426
"127",127,"Illinois",7.03,861,1993,277,453,607,258,1075,357,127,788,1669,200,586,802,295,1063,543
"128",128,"Incarnate Word",-6.2,718,1653,234,475,620,232,974,368,128,775,1746,212,401,565,365,1076,385
"129",129,"Indiana State",2.2,715,1822,210,530,765,343,1213,423,129,760,1714,225,508,706,253,1074,439
"130",130,"Indiana NCAA",6.9,1021,2034,345,504,688,414,1288,474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"Iona NCAA",-1.78,919,2011,327,463,651,348,1218,422,131,969,2102,267,397,602,379,1280,464
"132",132,"Iowa State NCAA",10.16,1087,2159,293,395,563,304,1244,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,"Iowa NCAA",8.71,906,2027,269,480,669,392,1257,339,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,"Fort Wayne",-1.66,932,2017,354,483,671,342,1230,417,134,924,1999,266,421,568,286,1176,500
"135",135,"IUPUI",0.11,785,1858,183,428,607,321,1105,426,135,759,1614,211,451,612,275,1022,441
"136",136,"Jackson State",-9.54,898,2208,243,416,659,474,1417,446,136,719,1599,205,518,736,311,1202,474
"137",137,"Jacksonville State",-3.95,721,1792,243,415,567,315,994,331,137,821,2016,275,452,642,336,1169,473
"138",138,"Jacksonville",-6.09,866,1985,278,434,640,339,1218,366,138,907,2043,247,421,571,342,1219,465
"139",139,"James Madison",0.5,830,1848,278,467,682,335,1247,380,139,811,1804,260,532,745,309,1158,426
"140",140,"Kansas State",9.79,805,1876,175,549,798,437,1204,460,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,"Kansas NCAA",11.22,1092,2207,304,601,843,402,1443,478,141,1031,2419,315,424,595,453,1371,501
"142",142,"Kennesaw State",-1.61,811,1826,179,438,625,322,1039,405,142,862,1802,200,404,566,327,1057,402
"143",143,"Kent State",-1.47,834,1871,185,508,744,405,1204,379,143,892,1998,248,470,656,352,1194,438
"144",144,"Kentucky NCAA",8.84,1028,2149,244,561,813,451,1395,389,144,905,2242,287,502,725,437,1240,436
"145",145,"La Salle",4.65,690,1707,259,348,520,274,957,398,145,839,1858,241,441,627,281,1136,397
"146",146,"Lafayette",-6,758,1742,245,381,551,242,955,391,146,856,1886,247,348,498,301,1088,318
"147",147,"Lamar",-8.77,771,1819,197,524,781,415,1171,439,147,809,1809,215,463,669,306,1179,553
"148",148,"Lehigh",-5.2,810,1777,237,411,565,307,1095,416,148,828,1849,281,396,563,291,1079,356
"149",149,"Liberty",-3.73,738,1644,283,311,434,214,943,442,149,790,1899,316,457,626,237,1096,454
"150",150,"Lipscomb",-3.81,888,2017,331,483,695,335,1202,458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Long Beach State",4.57,896,2077,287,534,776,371,1251,430,151,955,2040,255,421,558,347,1137,449
"152",152,"Long Island University",-11.01,813,1884,179,557,779,386,1173,422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"Longwood",-5.15,860,1899,227,450,636,350,1197,474,153,856,1938,263,470,650,363,1244,419
"154",154,"Louisiana",-1.94,931,2099,222,622,891,485,1410,425,154,849,1958,212,498,721,329,1099,506
"155",155,"Louisiana-Monroe",-1.46,896,1956,225,454,647,370,1233,411,155,771,1796,266,379,536,310,1108,422
"156",156,"Louisiana State",7,915,1990,203,569,856,368,1231,394,156,875,1922,277,436,626,361,1130,450
"157",157,"Louisiana Tech",-4.4,915,1999,234,560,842,358,1257,412,157,838,1900,230,425,600,330,1155,427
"158",158,"Louisville",7.74,866,1847,186,406,588,415,1183,353,158,913,2208,249,456,646,438,1331,482
"159",159,"Loyola (IL)",1.11,722,1700,196,413,565,246,977,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"Loyola Marymount",0.87,796,1903,227,389,536,349,1047,352,160,817,1645,238,497,687,277,996,416
"161",161,"Loyola (MD)",-5.24,732,1702,161,465,653,334,1054,392,161,805,1714,226,490,674,265,1064,414
"162",162,"Maine",-6.49,825,1909,228,401,611,337,1055,491,162,833,1894,255,487,685,348,1236,434
"163",163,"Manhattan",-3.12,708,1644,232,485,655,242,916,442,163,735,1681,214,491,689,335,1045,458
"164",164,"Marist",-4.52,723,1713,248,451,615,261,975,364,164,896,1976,287,436,589,342,1139,332
"165",165,"Marquette",5.57,884,1888,194,555,764,311,1179,485,165,960,2010,244,584,782,334,1160,450
"166",166,"Marshall",-0.3,1017,2183,332,472,681,341,1230,424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,"Maryland-Baltimore County",-6.87,788,1788,216,515,754,279,1017,398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Maryland-Eastern Shore",-6.17,759,1715,201,459,648,337,1100,512,168,882,1879,271,438,616,373,1261,355
"169",169,"Maryland NCAA",8.31,943,1941,267,572,745,319,1288,458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"Massachusetts-Lowell",-6.17,800,1705,240,381,556,249,947,455,170,862,1772,216,416,589,318,1091,439
"171",171,"Massachusetts",2.96,817,1903,234,485,694,307,1141,409,171,879,1927,227,480,640,330,1132,375
"172",172,"McNeese State",-6.74,719,1751,205,440,629,321,1045,370,172,805,1878,216,383,562,361,1118,357
"173",173,"Memphis",3.58,877,2124,206,643,890,431,1379,407,173,841,1947,296,442,630,395,1118,433
"174",174,"Mercer",-4.55,871,1958,210,494,676,436,1363,431,174,812,1859,317,432,601,275,996,397
"175",175,"Miami (FL) NCAA",10.69,907,1895,241,578,772,330,1207,383,175,794,1841,215,368,517,314,1088,412
"176",176,"Miami (OH)",-0.25,719,1781,178,471,646,326,1068,402,176,881,2002,246,396,559,305,1174,433
"177",177,"Michigan State NCAA",6.94,1009,2078,321,454,623,415,1454,406,177,774,2108,252,471,647,369,1058,349
"178",178,"Michigan NCAA",7.92,947,2048,342,420,569,290,1152,348,178,948,2227,222,478,663,341,1353,530
"179",179,"Middle Tennessee NCAA",-0.7,909,2025,279,442,718,369,1283,419,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"Milwaukee",-2.02,879,1927,306,554,718,320,1195,362,180,811,1865,263,375,504,264,1108,406
"181",181,"Minnesota",6.86,724,1785,191,469,662,310,1067,354,181,876,2000,268,382,542,355,1223,364
"182",182,"Mississippi State",6.02,850,1862,225,398,549,325,1096,393,182,902,2160,274,429,626,410,1264,498
"183",183,"Mississippi Valley State",-8.11,826,2129,179,462,667,380,1245,470,183,862,1823,275,501,715,344,1273,445
"184",184,"Mississippi",4.81,796,1916,252,561,791,424,1230,386,184,852,1933,288,508,713,361,1230,397
"185",185,"Missouri-Kansas City",-2.24,746,1738,213,447,663,356,1084,415,185,840,1850,227,540,769,359,1295,481
"186",186,"Missouri State",2.58,752,1817,168,481,713,333,1135,409,186,779,1898,231,408,565,301,1085,326
"187",187,"Missouri",6.88,732,1736,175,487,688,295,1109,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"Monmouth",-1.85,963,2214,282,653,850,388,1397,443,188,781,1805,292,518,750,308,1071,413
"189",189,"Montana State",-5.35,831,1916,297,410,598,394,1159,375,189,897,1884,247,483,684,287,1165,425
"190",190,"Montana",-4.29,841,1807,254,457,657,304,1138,409,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"Morehead State",-1.65,974,2219,215,557,801,541,1380,464,191,765,1634,233,441,635,282,983,407
"192",192,"Morgan State",-7.97,734,1854,161,460,672,377,1089,368,192,791,1772,239,517,736,334,1126,463
"193",193,"Mount St. Mary's",-7.99,788,1967,226,416,601,318,1022,401,193,842,1870,243,374,509,375,1204,438
"194",194,"Murray State",-3.06,770,1694,226,444,613,308,1018,367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"Navy",-7.05,805,1768,141,479,748,370,1187,430,195,744,1645,247,390,549,215,939,465
"196",196,"Omaha",-2.04,953,2023,202,621,833,340,1129,413,196,951,1981,276,410,546,318,1136,366
"197",197,"Nebraska",5.57,883,1976,220,470,644,377,1197,401,197,856,2025,192,361,537,430,1257,412
"198",198,"Nevada-Las Vegas",3.17,887,2015,252,555,815,371,1270,466,198,951,2208,248,427,578,401,1149,382
"199",199,"Nevada",1.79,973,2293,202,730,992,459,1535,495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"New Hampshire",-7.05,809,1944,222,502,693,376,1296,385,200,712,1648,212,449,663,217,1016,315
"201",201,"New Mexico State",-3.54,887,1919,179,471,696,415,1395,462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,"New Mexico",2.58,829,1782,196,578,783,310,1173,489,202,931,1925,228,551,766,334,1217,562
"203",203,"New Orleans",-8.17,763,1820,162,561,816,422,1138,452,203,822,1780,226,452,645,321,1074,507
"204",204,"Niagara",-3.86,735,1821,166,431,620,384,1168,461,204,1012,2200,289,456,646,395,1284,387
"205",205,"Nicholls State",-5.23,787,1875,212,512,782,315,1144,534,205,824,1868,206,557,820,349,1155,552
"206",206,"NJIT",-4.56,911,2045,306,501,679,330,1214,452,206,795,1726,206,401,569,287,1038,440
"207",207,"Norfolk State",-6.73,813,1919,242,626,808,376,1182,423,207,781,1870,296,559,789,344,1177,495
"208",208,"North Carolina-Asheville NCAA",-3.25,898,1973,195,561,808,396,1278,444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,"North Carolina A&T",-8.49,745,1836,199,480,675,357,1148,439,209,956,2093,239,454,661,351,1215,463
"210",210,"North Carolina Central",-10.03,779,1805,200,462,697,395,1178,444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"North Carolina-Greensboro",-3.23,890,1997,296,393,579,322,1167,407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"North Carolina State",9.04,866,1999,207,543,777,457,1306,366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"North Carolina-Wilmington NCAA",0.35,928,2039,230,534,760,397,1237,374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"North Carolina NCAA",10.69,1235,2560,224,617,826,568,1624,431,214,972,2297,357,410,597,362,1216,433
"215",215,"North Dakota State",-2.99,817,1837,214,423,619,302,1149,348,215,799,1872,223,443,595,273,1061,325
"216",216,"North Dakota",-4.91,876,1926,203,519,761,293,1209,435,216,942,1923,251,477,652,314,1204,474
"217",217,"North Florida",-3.92,1000,2065,411,454,624,293,1168,383,217,1120,2350,230,403,549,452,1340,353
"218",218,"North Texas",-3.23,830,1838,187,539,838,362,1158,443,218,922,2165,263,596,833,328,1300,474
"219",219,"Northeastern",1.35,793,1808,286,504,704,295,1111,409,219,834,1861,158,444,599,280,1035,412
"220",220,"Northern Arizona",-2.83,699,1749,220,436,619,260,1002,389,220,859,1828,301,493,666,302,1161,434
"221",221,"Northern Colorado",-4.01,780,1726,203,529,727,327,1077,427,221,1014,2279,185,561,818,328,1360,497
"222",222,"Northern Illinois",-1.2,842,1970,238,541,791,416,1331,430,222,861,1866,274,411,592,317,1117,401
"223",223,"Northern Iowa NCAA",4.44,849,1864,298,479,633,195,1091,357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"Northern Kentucky",-0.69,755,1719,234,372,545,281,1033,406,224,752,1840,205,403,576,304,1058,450
"225",225,"Northwestern State",-5.66,770,1688,207,477,623,286,919,407,225,789,1691,218,468,679,322,1081,403
"226",226,"Northwestern",4.12,837,1859,278,352,528,342,1167,331,226,729,1669,227,442,621,278,1043,403
"227",227,"Notre Dame NCAA",9.57,972,2042,262,498,671,381,1265,359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"Oakland",-1.61,1002,2186,316,703,913,399,1373,399,228,931,2066,237,417,575,350,1186,405
"229",229,"Ohio State",7.08,876,1995,219,491,718,379,1333,451,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,"Ohio",-1.18,937,1993,296,576,759,288,1251,414,230,839,1943,249,426,567,305,1200,415
"231",231,"Oklahoma State",8.81,723,1709,205,477,654,310,1111,402,231,916,2094,264,541,745,400,1292,521
"232",232,"Oklahoma NCAA",11.14,1018,2225,382,530,734,407,1418,484,232,964,2178,293,393,559,383,1237,415
"233",233,"Old Dominion",-2.31,987,2227,159,471,691,501,1474,346,233,707,1735,241,355,525,294,1079,462
"234",234,"Oral Roberts",0.59,832,1821,194,498,665,299,1101,373,234,902,1940,261,419,586,337,1122,350
"235",235,"Oregon State NCAA",9.26,811,1843,218,461,687,337,1102,361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,"Oregon NCAA",8.64,1041,2230,260,648,906,442,1382,431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"Pacific",2.35,685,1559,190,388,575,282,993,383,237,798,1760,257,463,619,287,1047,395
"238",238,"Penn State",6.95,732,1799,211,432,621,333,1109,361,238,928,2182,251,494,700,378,1288,521
"239",239,"Pennsylvania",-2.15,685,1606,200,341,508,288,1001,373,NA,NA,NA,NA,NA,NA,NA,NA,NA
