School,SOS,opp_FG,opp_FGA,opp_3P,opp_FT,opp_FTA,opp_ORB,opp_TRB,opp_TOV
Charleston Southern,-8.12,730,1656,178,392,595,348,1072,472
Charlotte,3.00,785,1891,212,423,606,399,1148,383
Chattanooga,-3.68,818,1938,331,412,616,381,1201,485
Chicago State,-7.61,762,1657,244,519,774,332,1134,509
Cincinnati,8.45,807,1954,230,483,703,368,1157,423
Citadel,-2.94,682,1616,190,360,529,310,1058,385
Clemson NCAA,7.90,746,1768,148,425,626,381,1112,551
Cleveland State,2.12,750,1617,193,561,833,352,1119,524
Coastal Carolina,-10.14,767,2008,184,385,576,431,1179,507
Colgate,-6.52,718,1602,204,429,589,280,957,369
College of Charleston,-2.46,939,2096,192,423,656,505,1379,449
Colorado State,3.61,703,1627,205,523,770,305,1029,465
Colorado,7.70,786,1702,184,543,780,381,1116,469
Columbia,-6.04,618,1384,179,413,595,255,916,407
Connecticut,9.15,834,2118,202,396,563,479,1208,421
Coppin State,-6.81,694,1638,185,456,684,404,1163,441
Cornell NCAA,-0.91,745,1777,197,467,658,335,1042,463
Creighton,3.15,795,1897,224,506,702,370,1171,399
Dartmouth,-5.46,648,1452,143,396,553,306,1020,377
Davidson,-1.26,748,1714,204,449,632,289,1040,385
Dayton,5.61,778,1981,217,532,810,374,1218,520
Delaware State,-7.60,621,1300,149,300,465,292,912,496
Delaware,1.37,756,1679,207,532,754,346,1105,362
Denver,-4.89,645,1403,132,590,838,279,953,410
DePaul,7.58,724,1669,180,445,661,397,1205,400
Detroit Mercy,-1.59,775,1874,207,477,668,361,1090,520
Drake,3.34,813,1769,246,387,561,338,1158,409
Drexel,0.19,686,1676,136,543,775,367,1151,414
Duke NCAA,9.21,884,2204,158,515,750,468,1310,569
Duquesne,1.95,800,1920,234,450,674,466,1321,527
East Carolina,4.42,816,1853,232,459,652,380,1056,361
East Tennessee State NCAA,-1.47,801,1917,260,500,756,425,1250,582
Eastern Illinois,-5.00,690,1706,237,406,576,360,1002,407
Eastern Kentucky,-5.16,786,1689,237,399,566,335,1099,450
Eastern Michigan,-3.59,743,1707,186,424,641,322,1081,455
Eastern Washington,-1.91,776,1654,195,541,759,278,1084,423
Elon,-3.04,846,1842,211,432,649,378,1233,453
Evansville,1.82,687,1567,197,497,690,284,976,396
Fairfield,-3.33,808,1900,220,451,652,417,1209,506
Fairleigh Dickinson,-6.42,798,1871,240,443,683,396,1182,391
Florida A&M,-6.41,807,1791,191,465,673,418,1184,427
Florida Atlantic,-3.30,766,1685,165,508,759,364,1154,433
Florida International,-2.74,868,1785,255,478,678,358,1192,471
Florida State NCAA,6.79,660,1751,203,409,609,385,1044,513
Florida NCAA,7.16,841,1952,209,367,540,396,1170,465
Fordham,2.08,786,1729,175,473,683,362,1145,344
Fresno State,1.31,771,1810,247,418,618,371,1156,467
Furman,-4.83,720,1698,155,464,711,356,1067,376
Gardner-Webb,-5.61,806,1737,189,456,697,376,1136,459
George Mason,0.06,775,1817,189,422,617,401,1148,421
George Washington,0.96,700,1691,234,479,723,341,1066,470
Georgetown NCAA,9.56,788,1890,216,454,632,380,1053,445
Georgia Southern,-1.67,903,1762,206,517,791,392,1195,573
Georgia State,-1.48,692,1630,173,482,681,376,1070,458
Georgia Tech NCAA,9.02,818,2129,240,489,734,482,1259,547
Georgia,8.04,768,1782,190,424,576,356,980,369
Gonzaga NCAA,3.83,818,2006,216,439,677,377,1134,442
Grambling,-12.75,686,1515,140,536,832,358,1097,443
Green Bay,0.75,833,1887,207,468,675,404,1179,478
Hampton,-8.36,723,1755,170,434,689,427,1156,516
Hartford,-6.04,676,1524,226,522,755,333,1136,406
Harvard,-3.91,656,1565,166,450,635,308,906,431
Hawaii,0.33,774,1712,196,443,635,336,971,330
High Point,-9.30,744,1643,162,553,793,356,1088,470
Hofstra,-0.02,745,1879,160,640,929,407,1249,461
Holy Cross,-5.57,796,1817,218,413,594,352,1008,340
Houston NCAA,3.48,929,2016,197,569,797,469,1480,585
Howard,-7.27,840,1800,169,402,597,360,1180,389
Idaho State,0.13,743,1592,232,458,648,337,930,321
Idaho,0.48,792,1783,203,401,574,339,1036,398
Illinois-Chicago,0.94,719,1634,203,469,667,361,1174,433
Illinois State,1.16,742,1753,225,406,550,306,1037,446
Illinois,9.58,838,2094,267,463,665,407,1240,433
Indiana State,2.40,741,1786,203,438,657,385,1146,367
Indiana,9.37,768,1730,186,493,712,387,1102,435
Iona,-1.85,629,1575,163,500,745,352,1113,504
Iowa State,8.37,801,1916,206,366,509,373,1128,394
Iowa,8.09,778,1696,196,360,505,293,1019,349
Fort Wayne,-4.73,733,1736,154,492,665,325,1134,398
IUPUI,-4.08,875,2033,257,413,604,414,1128,523
Jackson State,-10.66,690,1715,183,526,807,365,1132,427
Jacksonville State,-4.22,746,1690,192,460,671,358,1063,403
Jacksonville,-2.30,749,1735,183,547,795,362,1123,538
James Madison,-1.52,839,1981,200,429,617,430,1189,399
Kansas State NCAA,10.28,853,2037,209,669,955,451,1277,624
Kansas NCAA,8.25,811,2142,229,461,672,460,1211,502
Kennesaw State,-3.69,864,1928,217,369,564,453,1236,471
Kent State,0.74,771,1799,197,474,671,348,1181,523
Kentucky NCAA,6.82,875,2314,245,473,688,488,1277,531
La Salle,2.46,787,1803,208,411,604,374,1034,352
Lafayette,-8.99,842,1846,247,356,529,391,1134,468
Lamar,-4.22,822,1853,194,450,669,360,1089,442
Lehigh NCAA,-7.79,834,1954,236,427,603,360,1159,451
Liberty,-7.25,766,1806,215,367,580,367,1081,418
Lipscomb,-3.07,836,1791,236,347,552,336,1020,415
Long Beach State,1.55,858,1939,197,434,628,404,1238,508
Long Island University,-8.25,807,1861,221,390,586,371,1152,395
Longwood,-3.74,854,1781,169,560,818,360,1186,504
Louisiana,-4.74,670,1566,166,519,739,352,1042,445
Louisiana-Monroe,-5.30,772,1664,207,473,676,326,987,443
Louisiana State,5.93,722,1678,204,411,618,362,1084,383
Louisiana Tech,-0.40,900,2062,235,407,586,398,1210,475
Louisville NCAA,7.99,786,1833,205,527,751,432,1156,505
Loyola (IL),0.56,723,1675,203,368,522,330,995,342
Loyola Marymount,1.32,878,1995,230,595,813,431,1230,466
Loyola (MD),-4.09,649,1634,153,532,748,387,1052,394
Maine,-6.26,665,1682,196,338,493,348,1067,431
Manhattan,-2.97,701,1699,188,494,709,377,1195,453
Marist,-2.85,743,1620,205,424,607,337,1097,359
Marquette NCAA,8.23,828,1841,173,369,542,358,1116,488
Marshall,1.57,829,2096,191,498,711,458,1238,457
Maryland-Baltimore County,-6.19,758,1713,219,480,681,400,1205,381
Maryland-Eastern Shore,-7.38,801,1810,181,433,663,379,1145,386
Maryland NCAA,7.95,808,2052,221,417,602,490,1252,499
Massachusetts,3.40,843,1920,226,484,724,396,1196,395
McNeese State,-4.34,676,1542,191,561,794,354,1027,427
Memphis,3.65,768,1832,168,529,755,424,1182,512
Mercer,-1.20,887,2004,211,493,710,405,1149,413
Miami (FL),7.01,737,1813,210,452,645,371,1082,448
Miami (OH),1.43,708,1691,181,427,621,351,1054,337
Michigan State NCAA,8.17,829,2043,248,455,642,373,1109,459
Michigan,9.37,752,1698,177,289,428,349,1113,452
Middle Tennessee,-3.33,709,1595,180,537,798,275,1032,491
Milwaukee,0.52,832,1899,210,440,628,313,1121,395
Minnesota NCAA,7.32,779,1946,250,434,638,413,1178,496
Mississippi State,4.60,868,2233,231,369,554,447,1335,411
Mississippi Valley State,-9.88,806,1779,216,487,736,370,1177,490
Mississippi,5.77,852,2081,227,543,794,453,1317,494
Missouri-Kansas City,-4.75,713,1486,159,521,725,254,984,432
Missouri State,1.40,815,1882,227,493,692,329,1124,465
Missouri NCAA,6.36,775,1890,185,517,736,468,1298,659
Monmouth,-7.82,721,1628,192,431,643,329,1113,463
Montana State,-2.45,672,1564,188,430,583,337,1027,383
Montana NCAA,-2.35,690,1654,181,399,609,318,961,404
Morehead State,-3.07,734,1711,222,526,774,304,1029,560
Morgan State NCAA,-6.15,902,2134,180,622,921,488,1351,529
Mount St. Mary's,-6.28,715,1749,149,380,554,386,1151,478
Murray State NCAA,-3.89,761,1967,195,458,660,424,1091,603
Navy,-7.91,764,1694,188,545,774,369,1187,497
Nebraska,6.66,725,1682,233,486,700,314,1080,463
Nevada-Las Vegas NCAA,4.82,693,1738,197,585,827,360,1172,535
Nevada,2.56,935,2133,202,479,672,415,1201,378
New Hampshire,-6.29,639,1538,133,462,659,295,1059,407
New Mexico State NCAA,1.66,954,2127,262,469,680,441,1282,452
New Mexico NCAA,3.84,823,1922,255,451,673,331,1165,475
New Orleans,-4.50,683,1526,172,448,654,279,983,417
Niagara,-2.50,832,1983,177,448,660,465,1330,488
Nicholls State,-2.61,709,1378,184,512,752,257,948,496
NJIT,-8.24,691,1645,183,505,697,335,1172,493
Norfolk State,-6.42,766,1788,181,547,844,419,1113,449
North Carolina-Asheville,-6.47,861,1992,218,461,684,433,1189,445
North Carolina A&T,-5.66,826,1985,252,472,660,444,1344,498
North Carolina-Greensboro,0.63,791,1707,220,424,632,339,1090,433
North Carolina State,7.30,841,1990,162,478,728,444,1278,474
North Carolina-Wilmington,0.94,788,1809,137,502,754,421,1176,388
North Carolina,9.83,984,2390,284,409,585,484,1354,508
North Dakota State,-5.76,733,1697,166,455,636,307,1031,355
North Florida,-2.11,690,1633,165,474,700,386,1114,429
North Texas NCAA,-4.72,846,1953,169,442,627,366,1094,420
Northeastern,2.21,721,1749,174,367,506,403,1107,461
Northern Arizona,-2.35,712,1564,175,404,601,282,917,367
Northern Colorado,-4.26,744,1716,218,496,700,321,1070,518
Northern Illinois,-2.05,723,1642,187,525,770,322,1081,406
Northern Iowa NCAA,4.27,693,1705,204,339,491,292,1042,425
Northwestern State,-4.70,780,1749,187,586,854,424,1205,479
Northwestern,4.99,746,1767,215,531,736,383,1170,439
Notre Dame NCAA,6.22,873,2008,233,414,558,372,1128,361
Oakland NCAA,-2.96,935,2065,190,444,661,381,1174,461
Ohio State NCAA,7.37,826,2015,245,377,531,373,1174,529
Ohio NCAA,-0.03,905,2165,222,537,767,472,1397,566
Oklahoma State NCAA,6.97,770,1835,227,476,682,326,1122,440
Oklahoma,7.79,829,1815,235,390,541,325,1101,372
Old Dominion NCAA,1.78,752,1867,196,369,555,369,1102,509
Oral Roberts,-3.85,801,1901,194,386,587,346,1103,418
Oregon State,5.79,707,1638,187,388,556,321,1004,457
Oregon,5.96,771,1720,229,476,684,330,1052,464
Pacific,-1.19,733,1797,209,458,681,341,1128,403
Penn State,6.32,721,1655,230,333,482,258,957,315
Pennsylvania,-3.31,705,1481,200,421,580,276,917,350
Pepperdine,0.94,790,1723,238,498,726,331,1108,351
Pittsburgh NCAA,7.39,754,1883,172,421,637,385,1099,367
Portland State,-1.21,908,1874,227,493,677,391,1110,426
Portland,2.04,746,1702,225,400,607,322,983,444
Prairie View,-12.11,649,1656,198,369,577,359,1156,490
Princeton,-5.56,573,1439,125,381,530,268,913,446
Providence,8.24,920,1954,191,516,746,427,1180,420
Purdue NCAA,8.81,737,1849,184,486,680,381,1225,549
Quinnipiac,-9.37,760,1831,205,469,709,352,1052,466
Radford,-6.90,766,1928,220,375,562,357,1112,390
Rhode Island,3.33,963,2076,186,416,623,439,1313,559
Rice,1.15,726,1640,221,488,690,317,1096,449
Richmond NCAA,3.43,761,1927,181,493,698,462,1327,528
Rider,-1.68,835,1900,230,462,659,373,1252,463
Robert Morris NCAA,-6.15,733,1800,221,619,861,392,1172,549
Rutgers,5.91,853,1990,193,396,588,473,1241,390
Sacramento State,-2.65,732,1645,197,479,647,320,1099,427
Sacred Heart,-8.72,747,1639,161,468,641,299,984,406
Saint Francis (PA),-7.08,718,1579,198,470,656,335,1021,407
Saint Joseph's,3.97,844,1894,212,430,606,421,1249,448
Saint Louis,2.55,792,1962,138,446,659,425,1281,495
Saint Mary's (CA) NCAA,2.20,856,2023,144,402,606,390,1096,369
Saint Peter's,-4.57,606,1607,163,433,663,360,1040,442
Sam Houston State NCAA,-3.37,789,1834,204,502,737,342,1107,510
Samford,-2.54,670,1601,261,280,427,345,982,335
San Diego State NCAA,4.21,745,1843,225,386,557,375,1035,453
San Diego,1.98,724,1592,190,481,702,304,1060,432
San Francisco,2.82,773,1725,209,431,579,278,967,372
San Jose State,0.83,862,1901,223,395,625,399,1077,313
Santa Clara,1.66,756,1699,217,496,739,357,1090,466
Savannah State,-5.75,572,1301,122,338,514,251,807,395
Seton Hall,5.78,855,2011,195,509,716,468,1277,444
Siena NCAA,-1.17,870,2032,209,277,434,364,1168,517
South Alabama,-3.82,740,1812,217,480,658,408,1153,458
South Carolina State,-8.65,790,1812,199,446,676,393,1093,481
South Carolina,7.29,785,1754,159,468,688,407,1236,508
South Dakota State,-5.05,795,1716,177,430,613,326,1056,405
South Florida,7.21,802,1876,176,396,617,407,1142,391
Southeast Missouri State,-3.06,738,1611,187,509,769,332,1095,444
Southeastern Louisiana,-6.21,719,1815,177,459,644,426,1102,442
Southern California,6.47,591,1540,149,384,584,303,941,380
Southern Illinois,1.27,678,1529,170,500,690,275,962,420
Southern Methodist,3.78,700,1640,230,368,498,291,917,363
Southern Mississippi,2.25,699,1727,197,439,673,316,1047,443
Southern Utah,-4.75,717,1671,191,500,735,356,979,348
Southern,-10.96,798,1799,184,393,623,421,1253,443
St. Bonaventure,1.96,782,1747,186,432,672,349,1046,417
St. Francis (NY),-8.42,648,1493,192,396,560,315,1022,485
St. John's (NY),8.70,769,1795,188,442,627,350,1136,447
Stanford,6.50,793,1766,183,468,650,324,1121,424
Stephen F. Austin,-6.90,670,1571,159,415,606,297,935,466
Stetson,-2.14,732,1533,168,465,676,319,1097,407
Stony Brook,-7.64,721,1726,233,372,566,315,1077,455
Syracuse NCAA,7.21,856,2151,261,351,551,480,1188,547
Temple NCAA,4.27,727,1897,176,357,511,346,1143,395
Tennessee-Martin,-2.06,774,1649,194,473,659,325,1086,411
Tennessee State,-2.69,828,1715,196,522,751,352,1145,517
Tennessee Tech,-2.51,832,1797,227,583,849,406,1108,446
Tennessee NCAA,7.75,804,2031,230,575,827,435,1311,599
Texas A&M-Corpus Christi,-2.83,738,1749,212,431,635,346,998,457
Texas A&M NCAA,9.80,761,1854,206,464,660,357,1160,473
Texas-Arlington,-3.97,733,1724,169,570,880,425,1196,494
Texas Christian,4.15,797,1713,199,476,697,314,1062,409
Texas-El Paso NCAA,1.96,707,1804,196,521,780,376,1170,519
Texas-Rio Grande Valley,-4.47,857,1778,179,489,743,356,1277,516
Texas-San Antonio,-5.44,727,1618,169,360,529,300,968,405
Texas Southern,-11.38,724,1705,179,540,804,371,1095,594
Texas State,-3.30,785,1723,199,644,965,350,1155,564
Texas Tech,8.47,915,2141,217,615,877,471,1362,515
Texas NCAA,7.38,843,2091,191,504,737,435,1226,516
Toledo,-0.77,767,1711,195,408,605,346,1086,328
Towson,-0.75,881,1916,199,402,611,455,1239,389
Troy,-2.31,859,1983,264,396,582,410,1194,435
Tulane,1.50,698,1534,134,475,683,342,1093,463
Tulsa,2.84,802,2001,165,515,713,361,1134,363
UCLA,7.86,790,1762,213,402,577,341,1040,423
Utah State NCAA,1.23,757,1867,198,385,543,322,1030,392
Utah Valley,-9.25,687,1564,164,416,593,282,1001,395
Utah,4.16,704,1711,120,530,754,350,1084,351
Valparaiso,0.34,790,1736,222,574,816,370,1077,431
Vanderbilt NCAA,7.86,819,1992,209,427,678,452,1182,445
Vermont NCAA,-6.69,798,1991,196,475,688,435,1196,479
Villanova NCAA,7.75,759,1855,240,646,910,390,1118,504
Virginia Commonwealth,0.64,897,2093,170,428,640,450,1251,517
VMI,-7.21,1066,2066,181,486,759,463,1429,527
Virginia Tech,5.13,778,1949,182,477,685,430,1231,525
Virginia,6.93,732,1678,180,327,512,298,1038,369
Wagner,-8.78,738,1692,180,455,675,394,1150,429
Wake Forest NCAA,8.85,738,1890,179,500,728,429,1158,426
Washington State,4.65,776,1731,216,422,596,340,1012,430
Washington NCAA,7.49,860,2041,178,621,911,421,1235,578
Weber State,-1.04,747,1700,199,509,697,302,1030,424
West Virginia NCAA,10.26,836,2007,209,533,785,417,1224,509
Western Carolina,-2.91,759,1732,212,622,905,359,1182,585
Western Illinois,-5.84,610,1520,135,449,657,323,1033,376
Western Kentucky,-2.18,843,1892,198,385,566,356,1110,471
Western Michigan,-1.17,774,1856,207,440,635,386,1100,437
Wichita State,1.73,733,1722,178,518,729,298,1037,494
William & Mary,1.63,759,1835,223,388,570,395,1151,348
Winthrop NCAA,-7.31,695,1749,180,455,677,357,1228,507
Wisconsin NCAA,7.66,673,1586,138,394,572,263,1002,396
Wofford NCAA,-2.57,765,1836,169,435,646,345,1140,491
Wright State,0.16,648,1488,174,480,657,275,976,501
Wyoming,3.63,803,1789,217,486,691,362,1129,485
Xavier NCAA,5.94,884,2158,201,464,709,415,1231,449
Yale,-5.60,769,1749,194,425,594,351,1076,427
Youngstown State,0.40,698,1532,176,520,741,292,998,438
