School,SOS,opp_FG,opp_FGA,opp_3P,opp_FT,opp_FTA,opp_ORB,opp_TRB,opp_TOV
Charleston Southern,-5.75,767,1773,242,466,671,317,1075,394
Charlotte,-0.50,795,1827,207,424,659,341,1084,379
Chattanooga,-7.90,891,1928,173,484,714,374,1174,456
Chicago State,-2.44,788,1732,223,640,916,392,1285,511
Cincinnati NCAA,5.28,690,1745,182,424,628,366,1078,485
Citadel,-6.75,870,1927,230,483,717,397,1208,345
Clemson,5.97,778,1970,172,375,564,418,1199,380
Cleveland State,-0.52,730,1745,201,525,738,358,1055,424
Coastal Carolina NCAA,-6.31,778,1934,264,506,730,372,1175,440
Colgate,-4.08,747,1673,190,399,580,288,989,323
College of Charleston,-1.89,689,1685,158,470,721,313,1038,308
Colorado State,2.16,769,1741,230,462,648,294,1049,352
Colorado NCAA,8.80,856,1986,251,424,603,319,1098,422
Columbia,-1.92,749,1751,165,488,706,295,1015,360
Connecticut NCAA,8.63,878,2241,241,532,801,492,1378,518
Coppin State,-4.99,858,1852,248,439,662,407,1255,433
Cornell,0.03,740,1493,208,507,701,279,1011,290
Creighton NCAA,7.17,844,1983,234,454,654,347,1112,338
Dartmouth,-3.24,602,1356,168,492,658,230,869,366
Davidson,-3.73,835,1783,167,567,804,302,1085,412
Dayton NCAA,5.34,843,1936,203,589,832,353,1158,459
Delaware State,-6.11,664,1544,167,451,636,339,1023,340
Delaware NCAA,-1.10,936,2115,219,557,803,429,1365,418
Denver,-0.42,688,1437,145,478,695,288,972,388
DePaul,7.47,848,1768,210,581,825,335,1130,430
Detroit Mercy,-0.25,738,1725,216,575,832,338,1108,438
Drake,1.03,734,1647,206,441,634,272,977,344
Drexel,-0.24,682,1606,151,505,749,319,1093,338
Duke NCAA,8.48,848,1860,138,525,758,357,1137,425
Duquesne,1.03,780,1712,264,387,576,299,1058,361
East Carolina,-2.41,892,1977,220,407,609,414,1206,410
East Tennessee State,-6.08,903,2044,269,588,853,422,1339,491
Eastern Illinois,-4.21,745,1591,205,511,721,305,988,361
Eastern Kentucky NCAA,-4.34,793,1631,204,621,880,325,1110,574
Eastern Michigan,0.67,739,2001,249,543,783,510,1428,564
Eastern Washington,-4.15,809,1815,200,511,726,329,1088,331
Elon,-4.50,806,1837,174,495,728,358,1113,364
Evansville,1.20,831,1862,238,483,684,372,1126,411
Fairfield,-0.81,699,1649,154,688,967,320,1133,358
Fairleigh Dickinson,-4.07,769,1714,216,604,826,410,1177,395
Florida A&M,-7.58,772,1809,170,656,973,435,1282,478
Florida Atlantic,-0.42,752,1787,165,523,743,384,1134,350
Florida Gulf Coast,-5.76,821,1989,239,458,701,367,1184,444
Florida International,-1.58,766,1780,189,449,653,370,1071,388
Florida State,8.13,824,2065,228,516,747,482,1216,453
Florida NCAA,8.54,806,2004,207,434,626,370,1191,526
Fordham,3.14,829,1793,224,537,760,390,1208,387
Fresno State,3.75,950,2217,226,623,907,446,1435,444
Furman,-7.40,794,1724,230,378,535,340,1038,329
Gardner-Webb,-6.90,832,1846,170,475,681,341,1131,465
George Mason,4.58,746,1677,188,553,794,313,1044,378
George Washington NCAA,4.42,788,1895,214,421,632,383,1113,442
Georgetown,8.27,715,1703,203,622,893,361,1079,395
Georgia Southern,-8.60,861,1923,240,433,623,349,1200,438
Georgia State,-2.56,804,1909,267,455,670,413,1233,451
Georgia Tech,5.24,761,1815,197,485,688,328,1097,334
Georgia,5.78,748,1855,207,568,805,365,1101,357
Gonzaga NCAA,5.36,806,2027,203,557,784,399,1178,422
Grambling,-9.05,833,1627,203,447,677,322,1036,379
Grand Canyon,-3.51,749,1724,178,476,687,311,1026,303
Green Bay,0.11,701,1780,188,409,575,366,1041,428
Hampton,-7.91,687,1728,188,615,929,411,1206,498
Hartford,-6.18,763,1665,182,469,687,319,1048,430
Harvard NCAA,-0.47,680,1664,164,428,603,318,1004,459
Hawaii,-1.68,783,1752,197,507,697,322,978,412
High Point,-5.23,800,1715,225,428,603,333,1012,373
Hofstra,-1.89,828,1829,242,516,754,347,1108,331
Holy Cross,-3.28,800,1817,213,404,549,304,1075,411
Houston Baptist,-5.39,825,1833,181,542,784,372,1153,368
Houston,4.62,866,1939,209,468,670,403,1180,365
Howard,-5.22,739,1716,217,649,937,409,1206,487
Idaho State,-4.72,706,1562,254,370,540,298,922,374
Idaho,-3.72,893,1935,211,539,791,358,1148,354
Illinois-Chicago,0.63,752,1616,201,543,780,282,1037,360
Illinois State,1.77,779,1854,239,532,791,381,1272,470
Illinois,8.28,771,1833,221,413,590,334,1162,412
Incarnate Word,-10.74,682,1689,176,395,568,321,954,359
Indiana State,1.19,789,1805,213,537,773,309,1113,395
Indiana,6.64,757,1837,182,466,653,329,998,393
Iona,-0.10,959,2111,218,424,620,446,1261,392
Iowa State NCAA,9.88,954,2272,259,511,698,403,1329,418
Iowa NCAA,7.43,804,1938,229,484,686,361,1101,439
Fort Wayne,-3.87,907,1955,219,448,623,317,1057,429
IUPUI,-1.36,868,1845,190,457,607,321,1134,330
Jackson State,-8.72,674,1563,198,585,874,315,1047,448
Jacksonville State,-5.14,746,1559,164,520,729,309,1046,376
Jacksonville,-4.86,846,1754,233,460,663,362,1105,404
James Madison,-2.20,697,1650,226,510,733,341,1088,370
Kansas State NCAA,8.47,723,1774,162,551,805,385,1149,416
Kansas NCAA,11.40,815,1961,219,605,892,373,1073,396
Kennesaw State,-4.05,777,1699,168,582,786,364,1108,400
Kent State,-1.94,717,1667,182,572,792,328,1105,427
Kentucky NCAA,9.90,933,2271,222,577,836,437,1231,428
La Salle,4.75,772,1772,161,415,569,352,1100,362
Lafayette,-3.38,809,1718,239,458,630,341,1033,372
Lamar,-6.04,845,1729,195,433,666,347,1075,386
Lehigh,-3.83,795,1872,211,406,582,380,1175,359
Liberty,-7.47,767,1772,236,464,644,320,980,333
Lipscomb,-5.13,782,1662,235,556,795,318,1124,428
Long Beach State,2.71,785,1796,216,469,665,363,1133,406
Long Island University,-5.55,844,1771,247,380,547,346,1068,312
Longwood,-5.56,863,1826,260,584,786,382,1193,420
Louisiana NCAA,-0.28,907,2032,205,614,885,400,1214,483
Louisiana-Monroe,0.02,652,1516,177,370,562,297,944,296
Louisiana State,6.61,833,2010,212,545,778,412,1240,433
Louisiana Tech,-1.20,871,2099,180,538,807,415,1351,606
Louisville NCAA,4.80,786,1983,170,518,761,434,1285,638
Loyola (IL),-1.14,760,1670,194,485,688,317,1027,372
Loyola Marymount,4.03,850,1824,197,571,779,385,1163,441
Loyola (MD),-3.23,737,1607,203,481,654,344,1088,413
Maine,-4.72,856,1824,208,484,705,378,1171,387
Manhattan NCAA,-0.90,739,1809,164,669,956,409,1199,515
Marist,-1.27,780,1750,211,462,671,356,1148,415
Marquette,6.61,749,1772,241,460,686,332,1064,422
Marshall,-1.32,835,1889,197,508,793,411,1268,446
Maryland-Baltimore County,-6.55,683,1528,200,619,879,310,1103,462
Maryland-Eastern Shore,-6.61,775,1634,199,502,702,338,1064,389
Maryland,8.08,735,1761,194,502,742,331,1094,410
Massachusetts-Lowell,-4.53,692,1560,172,382,538,338,1021,336
Massachusetts NCAA,6.00,843,1986,165,499,739,400,1172,445
McNeese State,-4.01,814,1847,245,485,676,408,1226,398
Memphis NCAA,7.14,888,2029,180,441,681,421,1192,490
Mercer NCAA,-3.42,812,2024,236,550,787,399,1190,452
Miami (FL),5.63,695,1713,221,353,534,340,1058,319
Miami (OH),0.13,767,1666,258,368,541,295,1056,454
Michigan State NCAA,9.38,817,2058,252,605,829,375,1208,449
Michigan NCAA,9.65,905,2035,201,397,543,364,1154,398
Middle Tennessee,-0.78,696,1694,170,505,748,330,1053,478
Milwaukee NCAA,-0.44,869,1991,204,527,707,373,1241,445
Minnesota,8.34,867,2036,247,593,810,400,1259,472
Mississippi State,2.75,847,1872,219,440,617,350,1163,461
Mississippi Valley State,-8.35,905,1818,172,600,884,335,1211,461
Mississippi,5.36,794,1894,246,566,821,432,1292,462
Missouri-Kansas City,-1.93,783,1692,207,522,729,315,1124,418
Missouri State,1.22,767,1726,222,495,742,317,1120,392
Missouri,6.86,833,2011,256,519,759,403,1123,370
Monmouth,-2.90,756,1720,251,575,836,344,1156,479
Montana State,-5.83,749,1608,220,447,618,249,1014,403
Montana,-5.23,721,1517,163,465,687,317,971,356
Morehead State,-3.10,809,1806,211,654,924,310,1038,518
Morgan State,-5.03,764,1761,184,527,788,384,1174,434
Mount St. Mary's NCAA,-4.44,960,1939,155,491,669,357,1207,439
Murray State,-3.58,896,2012,185,469,699,401,1160,400
Navy,-5.46,652,1487,197,456,638,276,1035,398
Omaha,-2.78,864,1885,188,488,674,348,1157,509
Nebraska NCAA,8.50,696,1659,186,507,744,319,1121,397
Nevada-Las Vegas,2.76,817,2028,171,359,522,404,1201,338
Nevada,3.48,796,1814,223,549,734,353,1133,341
New Hampshire,-5.90,642,1573,171,490,684,297,1061,324
New Mexico State NCAA,-2.58,863,2153,162,527,720,457,1170,397
New Mexico NCAA,4.84,776,1995,243,453,625,368,1115,338
New Orleans,-5.53,698,1500,155,436,628,289,906,390
Niagara,-1.34,909,1870,228,663,946,381,1247,493
Nicholls State,-7.67,677,1453,142,618,872,282,1002,377
NJIT,-7.48,677,1600,215,492,707,320,1026,391
Norfolk State,-7.17,788,1845,247,575,809,382,1082,423
North Carolina-Asheville,-5.50,838,1918,215,533,773,404,1105,384
North Carolina A&T,-7.40,741,1720,231,629,915,365,1134,394
North Carolina Central NCAA,-8.03,658,1726,186,521,753,382,1080,534
North Carolina-Greensboro,-6.12,798,1822,206,571,812,319,1122,381
North Carolina State NCAA,7.44,851,1997,196,606,851,453,1266,414
North Carolina-Wilmington,-0.78,771,1774,209,470,719,374,1204,362
North Carolina NCAA,8.42,810,1949,211,541,807,395,1179,462
North Dakota State NCAA,-0.02,722,1709,222,498,664,290,950,381
North Dakota,-3.78,870,1776,170,627,847,328,1152,499
North Florida,-3.32,851,1861,182,493,745,347,1091,350
North Texas,-1.53,794,1843,197,528,784,355,1203,397
Northeastern,-0.30,798,1767,200,403,590,319,1062,358
Northern Arizona,-4.37,750,1639,229,460,645,275,953,379
Northern Colorado,-6.09,771,1653,208,498,679,294,954,391
Northern Illinois,-1.28,665,1634,192,490,741,338,1062,430
Northern Iowa,2.85,741,1675,219,448,625,284,1047,352
Northern Kentucky,-4.97,737,1569,200,537,766,310,1031,329
Northwestern State,-4.66,909,2003,227,554,826,453,1254,504
Northwestern,8.57,735,1787,171,450,680,364,1224,342
Notre Dame,6.78,802,1780,225,429,571,318,1044,351
Oakland,2.78,866,1786,279,543,757,314,1192,455
Ohio State NCAA,8.12,761,1873,173,397,558,354,1177,502
Ohio,-1.17,822,1990,194,585,826,402,1252,445
Oklahoma State NCAA,8.34,801,1957,211,552,803,409,1262,484
Oklahoma NCAA,8.97,864,1976,236,544,761,369,1198,426
Old Dominion,-0.81,777,1848,214,554,825,374,1208,458
Oral Roberts,-4.43,783,1809,186,535,768,349,1074,356
Oregon State,5.87,857,1908,216,490,703,373,1066,336
Oregon NCAA,8.05,838,1907,198,647,912,377,1125,458
Pacific,3.25,806,1768,261,650,918,303,1081,398
Penn State,7.06,763,1843,233,629,882,348,1174,374
Pennsylvania,-0.01,668,1581,210,549,782,353,1022,359
Pepperdine,2.60,787,1793,215,458,675,358,1068,320
Pittsburgh NCAA,7.54,771,1872,205,482,682,352,1079,440
Portland State,-5.59,815,1733,185,496,688,333,1082,426
Portland,1.73,747,1741,208,531,761,327,1045,355
Prairie View,-7.99,883,1905,207,650,956,438,1322,469
Presbyterian,-7.51,907,1931,254,377,539,373,1185,323
Princeton,-2.40,679,1584,150,423,577,249,980,369
Providence NCAA,7.85,893,2017,188,469,681,374,1163,383
Purdue,7.62,771,1842,203,548,772,357,1143,371
Quinnipiac,-2.41,869,2014,197,513,730,348,1078,275
Radford,-8.31,925,1992,218,532,760,377,1188,443
Rhode Island,3.26,762,1775,143,511,762,351,1085,374
Rice,-0.43,691,1610,185,516,732,312,1132,335
Richmond,4.30,738,1791,167,507,723,402,1272,433
Rider,-1.69,801,1705,235,537,746,323,1062,413
Robert Morris,-3.79,895,1978,259,534,759,380,1240,462
Rutgers,5.80,835,1868,238,607,834,373,1190,400
Sacramento State,-5.54,697,1514,170,515,744,290,948,351
Sacred Heart,-5.97,797,1732,216,568,765,341,1133,396
Saint Francis (PA),-5.65,789,1686,190,382,507,311,1109,343
Saint Joseph's NCAA,5.08,825,1966,231,417,602,343,1123,344
Saint Louis NCAA,4.24,755,1875,139,456,665,354,1182,485
Saint Mary's (CA),4.29,805,1797,161,521,732,328,1046,410
Saint Peter's,-3.27,692,1650,187,471,674,335,1071,360
Sam Houston State,-7.60,806,1831,187,632,887,368,1154,493
Samford,-7.41,855,1847,225,586,858,384,1156,385
San Diego State NCAA,4.86,734,1904,174,410,607,370,1180,490
San Diego,1.97,796,1865,212,479,685,360,1143,398
San Francisco,4.28,804,1831,227,522,745,340,1085,386
San Jose State,3.05,746,1729,210,520,773,338,1138,303
Santa Clara,3.01,798,1742,152,577,800,349,1176,398
Savannah State,-5.37,673,1641,146,565,808,381,1127,469
Seattle,-4.11,688,1623,186,557,773,312,994,390
Seton Hall,5.56,811,1828,212,541,761,322,1123,417
Siena,-0.15,860,2078,218,724,1070,485,1327,482
South Alabama,-0.51,759,1750,180,484,705,341,1122,357
South Carolina State,-5.96,743,1675,195,499,723,363,1103,372
South Carolina Upstate,-4.61,756,1868,260,510,703,375,1127,411
South Carolina,6.96,753,1728,195,675,985,376,1097,454
South Dakota State,-1.93,773,1736,200,452,631,239,962,353
South Dakota,-0.81,741,1688,220,450,624,301,1003,329
South Florida,4.60,809,1831,203,443,621,358,1124,375
Southeast Missouri State,-6.59,839,1882,244,591,801,331,1063,388
Southeastern Louisiana,-7.67,756,1678,173,487,721,344,1088,329
Southern California,8.02,843,1962,218,506,740,394,1182,359
SIU Edwardsville,-5.33,851,1713,184,478,695,325,1054,433
Southern Illinois,0.23,735,1678,223,515,721,331,1040,424
Southern Methodist,4.97,762,1977,248,531,765,409,1157,518
Southern Mississippi,-0.08,747,1754,263,523,803,341,1054,565
Southern Utah,-3.19,702,1470,158,609,844,306,1040,321
Southern,-7.95,634,1700,160,578,885,355,1116,419
St. Bonaventure,2.64,778,1741,208,549,783,347,1075,485
St. Francis (NY),-5.90,717,1748,154,551,755,331,1087,396
St. John's (NY),6.56,761,1861,210,502,709,375,1200,434
Stanford NCAA,9.00,844,2006,237,532,743,355,1193,413
Stephen F. Austin NCAA,-6.76,746,1643,148,579,840,293,1018,555
Stetson,-4.97,786,1687,227,453,633,363,1125,377
Stony Brook,-6.47,744,1796,240,525,740,313,1059,428
Syracuse NCAA,7.25,685,1669,233,409,612,346,1072,455
Temple,6.88,879,1855,193,470,690,369,1171,343
Tennessee-Martin,-4.82,872,1675,194,588,829,300,1129,437
Tennessee State,-1.99,744,1606,184,593,823,319,1029,335
Tennessee Tech,-4.57,776,1727,189,635,895,347,1068,470
Tennessee NCAA,7.84,823,1991,192,445,631,351,1108,399
Texas A&M-Corpus Christi,-6.69,779,1759,201,553,804,363,1059,404
Texas A&M,3.62,724,1810,191,496,720,386,1242,450
Texas-Arlington,-0.92,834,1898,289,531,793,370,1171,392
Texas Christian,7.90,798,1795,205,446,630,415,1218,387
Texas-El Paso,0.05,738,1929,201,475,719,439,1173,391
Texas-Rio Grande Valley,-4.42,755,1701,203,549,801,366,1207,463
Texas-San Antonio,-1.03,787,1675,239,491,734,327,1001,356
Texas Southern NCAA,-10.07,936,2075,222,418,607,386,1141,374
Texas State,-1.40,692,1546,206,457,647,269,958,381
Texas Tech,8.61,732,1675,206,520,704,332,957,365
Texas NCAA,9.15,819,2039,259,578,835,399,1203,395
Toledo,-1.46,897,1944,232,464,666,364,1138,464
Towson,-3.06,857,2114,211,550,805,441,1207,308
Troy,-2.90,796,1791,192,387,552,349,1099,372
Tulane,-1.73,815,1839,234,493,729,369,1152,360
Tulsa NCAA,1.17,741,1830,218,599,869,363,1214,477
UCLA NCAA,7.62,898,2103,301,507,750,377,1245,529
Utah State,3.09,756,1788,188,432,601,292,979,251
Utah Valley,-3.65,757,1747,184,395,614,319,1048,335
Utah,6.21,757,1841,179,429,635,329,1041,416
Valparaiso,-0.24,755,1910,206,567,804,388,1078,371
Vanderbilt,6.49,722,1777,181,407,628,405,1119,331
Vermont,-4.57,665,1684,182,488,674,306,979,430
Villanova NCAA,7.50,763,1886,220,515,728,355,1137,468
Virginia Commonwealth NCAA,4.78,808,1869,170,496,742,369,1285,638
VMI,-6.33,1043,2377,220,585,827,507,1484,451
Virginia Tech,5.99,721,1787,236,399,599,335,1059,260
Virginia NCAA,7.86,727,1875,203,403,609,321,1085,413
Wagner,-6.73,698,1783,172,554,779,380,1146,406
Wake Forest,6.73,819,1919,187,516,748,411,1185,374
Washington State,7.24,709,1570,188,475,695,268,1041,343
Washington,6.45,858,1808,156,518,749,309,1056,360
Weber State NCAA,-4.23,753,1763,134,421,599,311,963,291
West Virginia,8.02,837,1873,220,528,780,377,1196,421
Western Carolina,-6.43,799,1781,189,682,970,359,1173,468
Western Illinois,-2.74,625,1481,163,467,653,263,930,367
Western Kentucky,-1.34,735,1701,180,512,715,302,1061,417
Western Michigan NCAA,-1.45,773,1883,225,464,651,385,1083,417
Wichita State NCAA,1.74,746,1911,211,438,674,339,1115,435
William & Mary,-2.29,835,1819,224,387,538,323,1082,330
Winthrop,-6.56,812,1761,205,526,750,325,1127,469
Wisconsin NCAA,10.19,915,2135,184,418,579,350,1212,370
Wofford NCAA,-5.95,727,1642,153,447,659,286,1046,424
Wright State,-2.80,748,1762,194,544,754,326,1137,574
Wyoming,2.34,718,1768,196,403,566,349,1092,343
Xavier NCAA,8.14,797,1851,233,489,732,335,1069,381
Yale,-1.28,736,1696,217,493,691,280,1013,400
Youngstown State,-1.26,817,1799,209,527,734,312,1094,423
