"","Rank","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"7051",7051,"north-dakota-state",32,63,12,11,13,4,32,11,21,56,9,2,8,2,23,13,1,0.603,0.455,0.126,0.168,0.148,0.582,0.175,0.175
"7052",7052,"central-michigan",25,58,3,27,33,8,15,11,25,46,6,16,22,6,18,18,1,0.457,0.609,0.107,0.208,0.308,0.455,0.466,0.466
"7053",7053,"northern-illinois",25,46,6,16,22,6,18,18,25,58,3,27,33,8,15,11,0,0.609,0.457,0.208,0.107,0.286,0.545,0.348,0.348
"7054",7054,"evansville",18,49,5,0,0,5,27,9,15,54,5,12,19,11,24,5,0,0.418,0.324,0.154,0.064,0.172,0.529,0,0
"7055",7055,"northern-iowa",15,54,5,12,19,11,24,5,18,49,5,0,0,5,27,9,1,0.324,0.418,0.064,0.154,0.289,0.471,0.222,0.222
"7056",7056,"richmond",24,48,6,13,17,4,22,19,34,67,7,10,12,9,21,9,0,0.562,0.56,0.225,0.102,0.16,0.512,0.271,0.271
"7057",7057,"rhode-island",34,67,7,10,12,9,21,9,24,48,6,13,17,4,22,19,1,0.56,0.562,0.102,0.225,0.29,0.488,0.149,0.149
"7058",7058,"south-florida",22,50,7,6,8,6,19,8,24,46,9,15,19,3,22,6,0,0.51,0.62,0.12,0.084,0.214,0.463,0.12,0.12
"7059",7059,"central-florida",24,46,9,15,19,3,22,6,22,50,7,6,8,6,19,8,1,0.62,0.51,0.084,0.12,0.136,0.537,0.326,0.326
"7060",7060,"iowa",25,52,2,7,9,5,28,15,28,67,12,6,12,10,21,5,0,0.5,0.507,0.196,0.059,0.192,0.571,0.135,0.135
"7061",7061,"michigan",28,67,12,6,12,10,21,5,25,52,2,7,9,5,28,15,1,0.507,0.5,0.059,0.196,0.263,0.429,0.09,0.09
"7062",7062,"boston-university",21,50,2,12,21,5,21,11,21,48,9,9,13,6,23,15,0,0.44,0.531,0.133,0.196,0.179,0.477,0.24,0.24
"7063",7063,"american",21,48,9,9,13,6,23,15,21,50,2,12,21,5,21,11,1,0.531,0.44,0.196,0.133,0.222,0.523,0.188,0.188
"7064",7064,"holy-cross",23,45,10,14,21,4,18,7,23,59,8,11,15,16,21,8,1,0.622,0.458,0.095,0.097,0.16,0.462,0.311,0.311
"7065",7065,"army",23,59,8,11,15,16,21,8,23,45,10,14,21,4,18,7,0,0.458,0.622,0.097,0.095,0.471,0.538,0.186,0.186
"7066",7066,"loyola-md",18,63,4,13,29,8,23,10,31,58,7,25,36,9,42,13,0,0.317,0.595,0.098,0.121,0.16,0.354,0.206,0.206
"7067",7067,"bucknell",31,58,7,25,36,9,42,13,18,63,4,13,29,8,23,10,1,0.595,0.317,0.121,0.098,0.281,0.646,0.431,0.431
"7068",7068,"detroit-mercy",28,64,8,8,9,12,19,9,28,57,11,8,11,10,23,14,0,0.5,0.588,0.109,0.17,0.343,0.452,0.125,0.125
"7069",7069,"cleveland-state",28,57,11,8,11,10,23,14,28,64,8,8,9,12,19,9,1,0.588,0.5,0.17,0.109,0.345,0.548,0.14,0.14
"7070",7070,"lehigh",31,55,9,17,20,7,29,10,26,63,15,11,12,8,19,9,1,0.645,0.532,0.117,0.107,0.269,0.604,0.309,0.309
"7071",7071,"colgate",26,63,15,11,12,8,19,9,31,55,9,17,20,7,29,10,0,0.532,0.645,0.107,0.117,0.216,0.396,0.175,0.175
"7072",7072,"virginia-tech",21,49,7,3,4,3,15,10,26,52,15,7,10,11,23,12,0,0.5,0.644,0.158,0.161,0.115,0.395,0.061,0.061
"7073",7073,"duke",26,52,15,7,10,11,23,12,21,49,7,3,4,3,15,10,1,0.644,0.5,0.161,0.158,0.423,0.605,0.135,0.135
"7074",7074,"clemson",28,61,10,13,18,5,22,21,32,61,5,12,20,7,21,17,0,0.541,0.566,0.209,0.173,0.192,0.512,0.213,0.213
"7075",7075,"florida-state",32,61,5,12,20,7,21,17,28,61,10,13,18,5,22,21,1,0.566,0.541,0.173,0.209,0.241,0.488,0.197,0.197
"7076",7076,"saint-josephs",27,56,6,11,16,6,28,9,22,51,8,3,7,2,21,9,1,0.536,0.51,0.111,0.133,0.222,0.571,0.196,0.196
"7077",7077,"fordham",22,51,8,3,7,2,21,9,27,56,6,11,16,6,28,9,0,0.51,0.536,0.133,0.111,0.067,0.429,0.059,0.059
"7078",7078,"dayton",21,55,7,18,22,4,20,11,28,55,10,19,23,4,28,13,0,0.445,0.6,0.124,0.142,0.125,0.417,0.327,0.327
"7079",7079,"george-mason",28,55,10,19,23,4,28,13,21,55,7,18,22,4,20,11,1,0.6,0.445,0.142,0.124,0.167,0.583,0.345,0.345
"7080",7080,"western-illinois",27,67,7,13,17,7,22,8,33,63,10,14,21,6,31,11,0,0.455,0.603,0.087,0.115,0.184,0.415,0.194,0.194
"7081",7081,"ipfw",33,63,10,14,21,6,31,11,27,67,7,13,17,7,22,8,1,0.603,0.455,0.115,0.087,0.214,0.585,0.222,0.222
"7082",7082,"george-washington",31,61,3,18,24,16,25,13,24,61,8,16,19,10,17,9,1,0.533,0.459,0.132,0.101,0.485,0.595,0.295,0.295
"7083",7083,"massachusetts",24,61,8,16,19,10,17,9,31,61,3,18,24,16,25,13,0,0.459,0.533,0.101,0.132,0.286,0.405,0.262,0.262
"7084",7084,"lafayette",28,56,8,5,8,6,27,16,29,60,2,11,22,11,24,9,0,0.571,0.5,0.199,0.098,0.2,0.529,0.089,0.089
"7085",7085,"navy",29,60,2,11,22,11,24,9,28,56,8,5,8,6,27,16,1,0.5,0.571,0.098,0.199,0.289,0.471,0.183,0.183
"7086",7086,"houston-baptist",29,67,8,11,23,11,25,11,30,61,8,2,10,7,24,17,1,0.493,0.557,0.108,0.192,0.314,0.51,0.164,0.164
"7087",7087,"northwestern-state",30,61,8,2,10,7,24,17,29,67,8,11,23,11,25,11,0,0.557,0.493,0.192,0.108,0.219,0.49,0.033,0.033
"7088",7088,"kansas-state",28,51,8,18,21,2,24,5,27,65,6,12,17,15,22,12,1,0.627,0.462,0.065,0.127,0.083,0.522,0.353,0.353
"7089",7089,"oklahoma-state",27,65,6,12,17,15,22,12,28,51,8,18,21,2,24,5,0,0.462,0.627,0.127,0.065,0.385,0.478,0.185,0.185
"7090",7090,"villanova",26,52,3,16,22,4,30,19,23,62,8,22,30,11,25,14,0,0.529,0.435,0.203,0.132,0.138,0.545,0.308,0.308
"7091",7091,"providence",23,62,8,22,30,11,25,14,26,52,3,16,22,4,30,19,1,0.435,0.529,0.132,0.203,0.268,0.455,0.355,0.355
"7092",7092,"mississippi-state",31,53,10,8,11,5,14,10,28,56,14,11,17,11,17,10,0,0.679,0.625,0.134,0.12,0.227,0.452,0.151,0.151
"7093",7093,"vanderbilt",28,56,14,11,17,11,17,10,31,53,10,8,11,5,14,10,1,0.625,0.679,0.12,0.134,0.44,0.548,0.196,0.196
"7094",7094,"davidson",25,54,10,14,15,3,26,7,23,55,10,7,11,4,21,10,1,0.556,0.509,0.092,0.131,0.125,0.553,0.259,0.259
"7095",7095,"virginia-commonwealth",23,55,10,7,11,4,21,10,25,54,10,14,15,3,26,7,0,0.509,0.556,0.131,0.092,0.133,0.447,0.127,0.127
"7096",7096,"oakland",29,56,7,8,10,12,25,18,27,66,7,14,20,14,12,6,0,0.58,0.462,0.213,0.065,0.5,0.676,0.143,0.143
"7097",7097,"youngstown-state",27,66,7,14,20,14,12,6,29,56,7,8,10,12,25,18,1,0.462,0.58,0.065,0.213,0.359,0.324,0.212,0.212
"7098",7098,"illinois-state",18,56,6,16,21,9,21,11,26,60,5,13,17,13,28,12,0,0.375,0.475,0.124,0.134,0.243,0.429,0.286,0.286
"7099",7099,"bradley",26,60,5,13,17,13,28,12,18,56,6,16,21,9,21,11,1,0.475,0.375,0.134,0.124,0.382,0.571,0.217,0.217
"7100",7100,"mcneese-state",30,64,8,8,16,7,36,13,30,80,5,7,13,12,28,8,1,0.531,0.406,0.139,0.079,0.2,0.562,0.125,0.125
"7101",7101,"central-arkansas",30,80,5,7,13,12,28,8,30,64,8,8,16,7,36,13,0,0.406,0.531,0.079,0.139,0.25,0.438,0.088,0.088
"7102",7102,"indiana-state",27,63,13,9,9,5,19,9,30,56,13,17,21,6,29,12,0,0.532,0.652,0.111,0.134,0.147,0.396,0.143,0.143
"7103",7103,"drake",30,56,13,17,21,6,29,12,27,63,13,9,9,5,19,9,1,0.652,0.532,0.134,0.111,0.24,0.604,0.304,0.304
"7104",7104,"illinois",22,54,4,20,30,7,15,12,26,44,6,20,29,5,26,18,0,0.444,0.659,0.124,0.197,0.212,0.366,0.37,0.37
"7105",7105,"indiana",26,44,6,20,29,5,26,18,22,54,4,20,30,7,15,12,1,0.659,0.444,0.197,0.124,0.25,0.634,0.455,0.455
"7106",7106,"incarnate-word",17,46,8,20,26,4,23,15,30,64,10,15,21,12,28,8,0,0.457,0.547,0.172,0.086,0.125,0.451,0.435,0.435
"7107",7107,"lamar",30,64,10,15,21,12,28,8,17,46,8,20,26,4,23,15,1,0.547,0.457,0.086,0.172,0.343,0.549,0.234,0.234
"7108",7108,"valparaiso",24,55,5,18,20,9,21,10,30,56,5,15,19,7,20,5,0,0.482,0.58,0.117,0.062,0.31,0.512,0.327,0.327
"7109",7109,"loyola-il",30,56,5,15,19,7,20,5,24,55,5,18,20,9,21,10,1,0.58,0.482,0.062,0.117,0.25,0.488,0.268,0.268
"7110",7110,"south-dakota",34,61,5,12,14,8,23,6,23,61,5,16,20,17,20,12,1,0.598,0.418,0.074,0.128,0.286,0.535,0.197,0.197
"7111",7111,"oral-roberts",23,61,5,16,20,17,20,12,34,61,5,12,14,8,23,6,0,0.418,0.598,0.128,0.074,0.425,0.465,0.262,0.262
"7112",7112,"new-orleans",22,55,6,14,22,12,23,15,25,52,6,15,27,9,24,13,0,0.455,0.538,0.162,0.141,0.333,0.489,0.255,0.255
"7113",7113,"southeastern-louisiana",25,52,6,15,27,9,24,13,22,55,6,14,22,12,23,15,1,0.538,0.455,0.141,0.162,0.281,0.511,0.288,0.288
"7114",7114,"missouri-state",28,62,12,12,13,8,28,17,31,70,8,11,13,6,22,6,0,0.548,0.5,0.184,0.067,0.267,0.56,0.194,0.194
"7115",7115,"southern-illinois",31,70,8,11,13,6,22,6,28,62,12,12,13,8,28,17,1,0.5,0.548,0.067,0.184,0.176,0.44,0.157,0.157
"7116",7116,"stephen-f-austin",24,50,9,30,41,8,26,11,22,55,7,17,22,7,20,18,1,0.57,0.464,0.107,0.189,0.286,0.565,0.6,0.6
"7117",7117,"texas-am-corpus-christi",22,55,7,17,22,7,20,18,24,50,9,30,41,8,26,11,0,0.464,0.57,0.189,0.107,0.212,0.435,0.309,0.309
"7118",7118,"east-carolina",30,53,9,13,15,5,22,10,28,57,8,16,24,9,17,9,1,0.651,0.561,0.127,0.1,0.227,0.564,0.245,0.245
"7119",7119,"tulane",28,57,8,16,24,9,17,9,30,53,9,13,15,5,22,10,0,0.561,0.651,0.1,0.127,0.29,0.436,0.281,0.281
"7120",7120,"kentucky",25,54,3,13,20,7,28,14,22,60,8,24,28,9,23,7,0,0.491,0.433,0.158,0.073,0.233,0.549,0.241,0.241
"7121",7121,"auburn",22,60,8,24,28,9,23,7,25,54,3,13,20,7,28,14,1,0.433,0.491,0.073,0.158,0.243,0.451,0.4,0.4
"7122",7122,"nebraska-omaha",29,56,6,14,17,5,15,10,35,59,10,14,16,9,22,12,0,0.571,0.678,0.12,0.137,0.185,0.405,0.25,0.25
"7123",7123,"denver",35,59,10,14,16,9,22,12,29,56,6,14,17,5,15,10,1,0.678,0.571,0.137,0.12,0.375,0.595,0.237,0.237
"7124",7124,"st-johns-ny",28,58,12,9,13,2,22,9,29,66,9,9,13,13,25,14,1,0.586,0.508,0.112,0.15,0.074,0.468,0.155,0.155
"7125",7125,"depaul",29,66,9,9,13,13,25,14,28,58,12,9,13,2,22,9,0,0.508,0.586,0.15,0.112,0.371,0.532,0.136,0.136
"7126",7126,"georgia",24,57,6,18,27,12,30,13,22,58,9,16,27,10,23,9,1,0.474,0.457,0.133,0.095,0.343,0.566,0.316,0.316
"7127",7127,"florida",22,58,9,16,27,10,23,9,24,57,6,18,27,12,30,13,0,0.457,0.474,0.095,0.133,0.25,0.434,0.276,0.276
"7128",7128,"utah-state",18,34,9,8,10,2,19,16,30,65,11,7,9,8,19,8,0,0.662,0.546,0.265,0.097,0.095,0.5,0.235,0.235
"7129",7129,"new-mexico",30,65,11,7,9,8,19,8,18,34,9,8,10,2,19,16,1,0.546,0.662,0.097,0.265,0.296,0.5,0.108,0.108
"7130",7130,"sam-houston-state",24,54,6,18,24,11,23,22,26,58,5,16,23,6,17,11,0,0.5,0.491,0.219,0.119,0.393,0.575,0.333,0.333
"7131",7131,"nicholls-state",26,58,5,16,23,6,17,11,24,54,6,18,24,11,23,22,1,0.491,0.5,0.119,0.219,0.207,0.425,0.276,0.276
"7132",7132,"memphis",26,51,9,9,16,13,23,16,25,67,14,3,6,18,14,9,1,0.598,0.478,0.192,0.109,0.481,0.622,0.176,0.176
"7133",7133,"southern-methodist",25,67,14,3,6,18,14,9,26,51,9,9,16,13,23,16,0,0.478,0.598,0.109,0.192,0.439,0.378,0.045,0.045
"7134",7134,"north-carolina-state",27,49,10,10,13,7,13,17,23,44,5,19,27,9,14,14,1,0.653,0.58,0.214,0.164,0.333,0.481,0.204,0.204
"7135",7135,"syracuse",23,44,5,19,27,9,14,14,27,49,10,10,13,7,13,17,0,0.58,0.653,0.164,0.214,0.409,0.519,0.432,0.432
"7136",7136,"georgia-tech",22,43,1,17,24,5,22,14,29,59,9,12,17,10,19,5,0,0.523,0.568,0.172,0.061,0.208,0.537,0.395,0.395
"7137",7137,"wake-forest",29,59,9,12,17,10,19,5,22,43,1,17,24,5,22,14,1,0.568,0.523,0.061,0.172,0.312,0.463,0.203,0.203
"7138",7138,"seton-hall",31,72,11,17,19,12,18,9,30,56,14,28,35,3,23,11,0,0.507,0.661,0.09,0.107,0.343,0.439,0.236,0.236
"7139",7139,"xavier",30,56,14,28,35,3,23,11,31,72,11,17,19,12,18,9,1,0.661,0.507,0.107,0.09,0.143,0.561,0.5,0.5
"7140",7140,"california-riverside",25,62,8,11,16,11,25,9,25,59,5,7,10,7,25,13,1,0.468,0.466,0.103,0.158,0.306,0.5,0.177,0.177
"7141",7141,"cal-state-northridge",25,59,5,7,10,7,25,13,25,62,8,11,16,11,25,9,0,0.466,0.468,0.158,0.103,0.219,0.5,0.119,0.119
"7142",7142,"air-force",26,64,13,8,12,5,16,6,25,56,9,22,32,15,30,18,0,0.508,0.527,0.073,0.169,0.143,0.348,0.125,0.125
"7143",7143,"nevada-las-vegas",25,56,9,22,32,15,30,18,26,64,13,8,12,5,16,6,1,0.527,0.508,0.169,0.073,0.484,0.652,0.393,0.393
"7144",7144,"fresno-state",28,63,11,10,14,8,24,9,22,52,7,6,13,7,26,13,1,0.532,0.49,0.104,0.166,0.235,0.48,0.159,0.159
"7145",7145,"san-jose-state",22,52,7,6,13,7,26,13,28,63,11,10,14,8,24,9,0,0.49,0.532,0.166,0.104,0.226,0.52,0.115,0.115
"7146",7146,"nevada",28,58,7,14,21,6,27,9,28,70,5,11,12,12,26,8,1,0.543,0.436,0.102,0.088,0.188,0.509,0.241,0.241
"7147",7147,"boise-state",28,70,5,11,12,12,26,8,28,58,7,14,21,6,27,9,0,0.436,0.543,0.088,0.102,0.308,0.491,0.157,0.157
"7148",7148,"wyoming",24,58,9,20,28,8,19,9,33,62,8,13,17,12,29,13,0,0.491,0.597,0.094,0.141,0.216,0.396,0.345,0.345
"7149",7149,"san-diego-state",33,62,8,13,17,12,29,13,24,58,9,20,28,8,19,9,1,0.597,0.491,0.141,0.094,0.387,0.604,0.21,0.21
"7150",7150,"north-carolina-greensboro",31,66,9,11,14,10,37,14,21,60,13,11,18,5,24,14,1,0.538,0.458,0.148,0.151,0.294,0.607,0.167,0.167
"7151",7151,"citadel",21,60,13,11,18,5,24,14,31,66,9,11,14,10,37,14,0,0.458,0.538,0.151,0.148,0.119,0.393,0.183,0.183
"7152",7152,"wagner",35,65,16,13,16,8,19,5,30,55,8,16,24,7,22,11,1,0.662,0.618,0.058,0.122,0.267,0.463,0.2,0.2
"7153",7153,"sacred-heart",30,55,8,16,24,7,22,11,35,65,16,13,16,8,19,5,0,0.618,0.662,0.122,0.058,0.269,0.537,0.291,0.291
"7154",7154,"south-alabama",24,57,8,21,26,5,28,12,23,57,6,14,23,8,29,16,1,0.491,0.456,0.126,0.166,0.147,0.491,0.368,0.368
"7155",7155,"appalachian-state",23,57,6,14,23,8,29,16,24,57,8,21,26,5,28,12,0,0.456,0.491,0.166,0.126,0.222,0.509,0.246,0.246
"7156",7156,"stony-brook",18,53,5,16,19,6,26,13,21,54,9,18,27,10,29,12,0,0.387,0.472,0.152,0.128,0.171,0.473,0.302,0.302
"7157",7157,"binghamton",21,54,9,18,27,10,29,12,18,53,5,16,19,6,26,13,1,0.472,0.387,0.128,0.152,0.278,0.527,0.333,0.333
"7158",7158,"texas-el-paso",30,56,11,16,24,8,20,11,26,52,14,20,26,5,21,12,1,0.634,0.635,0.12,0.133,0.276,0.488,0.286,0.286
"7159",7159,"charlotte",26,52,14,20,26,5,21,12,30,56,11,16,24,8,20,11,0,0.635,0.634,0.133,0.12,0.2,0.512,0.385,0.385
"7160",7160,"troy",21,48,12,12,18,2,25,10,25,58,4,11,17,9,28,8,1,0.562,0.466,0.131,0.096,0.067,0.472,0.25,0.25
"7161",7161,"coastal-carolina",25,58,4,11,17,9,28,8,21,48,12,12,18,2,25,10,0,0.466,0.562,0.096,0.131,0.265,0.528,0.19,0.19
"7162",7162,"tulsa",26,47,11,10,19,6,23,11,25,62,11,10,12,12,20,8,1,0.67,0.492,0.142,0.097,0.231,0.535,0.213,0.213
"7163",7163,"connecticut",25,62,11,10,12,12,20,8,26,47,11,10,19,6,23,11,0,0.492,0.67,0.097,0.142,0.343,0.465,0.161,0.161
"7164",7164,"marist",28,58,7,16,20,7,27,13,29,65,11,14,17,8,24,8,0,0.543,0.531,0.142,0.088,0.226,0.529,0.276,0.276
"7165",7165,"fairfield",29,65,11,14,17,8,24,8,28,58,7,16,20,7,27,13,1,0.531,0.543,0.088,0.142,0.229,0.471,0.215,0.215
"7166",7166,"kennesaw-state",35,65,8,19,28,10,23,20,34,60,6,19,24,5,24,18,1,0.6,0.617,0.176,0.176,0.294,0.489,0.292,0.292
"7167",7167,"florida-gulf-coast",34,60,6,19,24,5,24,18,35,65,8,19,28,10,23,20,0,0.617,0.6,0.176,0.176,0.179,0.511,0.317,0.317
"7168",7168,"chattanooga",18,54,2,18,22,15,22,18,28,59,10,9,14,9,22,11,0,0.352,0.559,0.191,0.13,0.405,0.5,0.333,0.333
"7169",7169,"furman",28,59,10,9,14,9,22,11,18,54,2,18,22,15,22,18,1,0.559,0.352,0.13,0.191,0.29,0.5,0.153,0.153
"7170",7170,"winthrop",28,60,9,25,34,11,30,12,27,64,5,12,15,6,23,10,1,0.542,0.461,0.113,0.112,0.324,0.566,0.417,0.417
"7171",7171,"gardner-webb",27,64,5,12,15,6,23,10,28,60,9,25,34,11,30,12,0,0.461,0.542,0.112,0.113,0.167,0.434,0.188,0.188
"7172",7172,"maine",23,62,5,12,21,13,28,16,21,60,7,18,25,10,26,12,0,0.411,0.408,0.161,0.123,0.333,0.519,0.194,0.194
"7173",7173,"hartford",21,60,7,18,25,10,26,12,23,62,5,12,21,13,28,16,1,0.408,0.411,0.123,0.161,0.263,0.481,0.3,0.3
"7174",7174,"william-mary",27,56,9,21,27,5,24,12,30,63,10,20,30,9,26,8,0,0.562,0.556,0.126,0.079,0.161,0.48,0.375,0.375
"7175",7175,"hofstra",30,63,10,20,30,9,26,8,27,56,9,21,27,5,24,12,1,0.556,0.562,0.079,0.126,0.273,0.52,0.317,0.317
"7176",7176,"cincinnati",17,44,4,24,32,9,18,13,24,50,7,12,18,11,24,14,0,0.432,0.55,0.145,0.17,0.273,0.429,0.545,0.545
"7177",7177,"houston",24,50,7,12,18,11,24,14,17,44,4,24,32,9,18,13,1,0.55,0.432,0.17,0.145,0.379,0.571,0.24,0.24
"7178",7178,"njit",20,50,7,24,31,7,21,10,26,59,6,11,15,9,23,10,1,0.47,0.492,0.109,0.118,0.233,0.477,0.48,0.48
"7179",7179,"jacksonville",26,59,6,11,15,9,23,10,20,50,7,24,31,7,21,10,0,0.492,0.47,0.118,0.109,0.3,0.523,0.186,0.186
"7180",7180,"college-of-charleston",28,60,5,20,25,11,25,13,26,60,8,18,21,10,15,10,1,0.508,0.5,0.132,0.109,0.423,0.625,0.333,0.333
"7181",7181,"james-madison",26,60,8,18,21,10,15,10,28,60,5,20,25,11,25,13,0,0.5,0.508,0.109,0.132,0.286,0.375,0.3,0.3
"7182",7182,"charleston-southern",29,69,3,16,21,14,19,10,22,56,7,14,19,12,25,19,1,0.442,0.455,0.1,0.201,0.359,0.432,0.232,0.232
"7183",7183,"longwood",22,56,7,14,19,12,25,19,29,69,3,16,21,14,19,10,0,0.455,0.442,0.201,0.1,0.387,0.568,0.25,0.25
"7184",7184,"albany-ny",34,57,10,13,16,9,22,16,33,60,7,8,15,7,16,11,1,0.684,0.608,0.179,0.127,0.36,0.579,0.228,0.228
"7185",7185,"massachusetts-lowell",33,60,7,8,15,7,16,11,34,57,10,13,16,9,22,16,0,0.608,0.684,0.127,0.179,0.241,0.421,0.133,0.133
"7186",7186,"virginia-military-institute",22,60,11,3,6,6,16,8,26,50,12,18,21,6,31,10,0,0.458,0.64,0.107,0.123,0.162,0.34,0.05,0.05
"7187",7187,"mercer",26,50,12,18,21,6,31,10,22,60,11,3,6,6,16,8,1,0.64,0.458,0.123,0.107,0.273,0.66,0.36,0.36
"7188",7188,"fairleigh-dickinson",30,66,7,13,19,16,23,9,22,51,13,22,24,4,22,10,1,0.508,0.559,0.095,0.117,0.421,0.511,0.197,0.197
"7189",7189,"mount-st-marys",22,51,13,22,24,4,22,10,30,66,7,13,19,16,23,9,0,0.559,0.508,0.117,0.095,0.148,0.489,0.431,0.431
"7190",7190,"liberty",30,60,12,10,18,7,28,10,22,51,6,19,29,5,28,11,1,0.6,0.49,0.113,0.12,0.2,0.5,0.167,0.167
"7191",7191,"north-carolina-asheville",22,51,6,19,29,5,28,11,30,60,12,10,18,7,28,10,0,0.49,0.6,0.12,0.113,0.152,0.5,0.373,0.373
"7192",7192,"elon",21,62,10,11,14,6,19,11,29,64,15,14,21,18,33,14,0,0.419,0.57,0.126,0.141,0.154,0.365,0.177,0.177
"7193",7193,"north-carolina-wilmington",29,64,15,14,21,18,33,14,21,62,10,11,14,6,19,11,1,0.57,0.419,0.141,0.126,0.486,0.635,0.219,0.219
"7194",7194,"south-carolina-upstate",40,74,14,6,8,6,23,8,38,65,12,21,26,6,28,6,0,0.635,0.677,0.088,0.062,0.176,0.451,0.081,0.081
"7195",7195,"north-florida",38,65,12,21,26,6,28,6,40,74,14,6,8,6,23,8,1,0.677,0.635,0.062,0.088,0.207,0.549,0.323,0.323
"7196",7196,"drexel",27,51,5,10,16,8,22,16,29,68,5,12,14,14,20,6,0,0.578,0.463,0.192,0.068,0.286,0.524,0.196,0.196
"7197",7197,"northeastern",29,68,5,12,14,14,20,6,27,51,5,10,16,8,22,16,1,0.463,0.578,0.068,0.192,0.389,0.476,0.176,0.176
"7198",7198,"high-point",22,50,4,14,18,5,18,13,23,50,11,12,20,9,20,12,0,0.48,0.57,0.16,0.146,0.2,0.474,0.28,0.28
"7199",7199,"presbyterian",23,50,11,12,20,9,20,12,22,50,4,14,18,5,18,13,1,0.57,0.48,0.146,0.16,0.333,0.526,0.24,0.24
"7200",7200,"manhattan",22,52,9,17,20,9,20,11,22,49,8,19,24,9,21,13,0,0.51,0.531,0.132,0.15,0.3,0.488,0.327,0.327
"7201",7201,"quinnipiac",22,49,8,19,24,9,21,13,22,52,9,17,20,9,20,11,1,0.531,0.51,0.15,0.132,0.31,0.512,0.388,0.388
"7202",7202,"siena",24,62,10,13,23,13,21,17,39,68,9,10,22,11,24,9,0,0.468,0.64,0.166,0.091,0.351,0.467,0.21,0.21
"7203",7203,"rider",39,68,9,10,22,11,24,9,24,62,10,13,23,13,21,17,1,0.64,0.468,0.091,0.166,0.344,0.533,0.147,0.147
"7204",7204,"bryant",23,62,4,10,13,8,22,12,30,61,11,12,21,12,29,11,0,0.403,0.582,0.137,0.118,0.216,0.431,0.161,0.161
"7205",7205,"robert-morris",30,61,11,12,21,12,29,11,23,62,4,10,13,8,22,12,1,0.582,0.403,0.118,0.137,0.353,0.569,0.197,0.197
"7206",7206,"central-connecticut-state",27,62,8,9,13,7,26,11,21,53,9,26,32,6,27,13,0,0.5,0.481,0.127,0.132,0.206,0.491,0.145,0.145
"7207",7207,"saint-francis-pa",21,53,9,26,32,6,27,13,27,62,8,9,13,7,26,11,1,0.481,0.5,0.132,0.127,0.188,0.509,0.491,0.491
"7208",7208,"eastern-illinois",23,51,9,18,25,4,28,12,24,54,13,19,28,7,25,9,0,0.539,0.565,0.136,0.098,0.138,0.528,0.353,0.353
"7209",7209,"southeast-missouri-state",24,54,13,19,28,7,25,9,23,51,9,18,25,4,28,12,1,0.565,0.539,0.098,0.136,0.2,0.472,0.352,0.352
"7210",7210,"long-island-university",31,61,5,12,18,9,23,12,30,62,13,11,14,5,25,11,0,0.549,0.589,0.131,0.126,0.265,0.479,0.197,0.197
"7211",7211,"st-francis-ny",30,62,13,11,14,5,25,11,31,61,5,12,18,9,23,12,1,0.589,0.549,0.126,0.131,0.179,0.521,0.177,0.177
"7212",7212,"lipscomb",27,50,8,20,27,3,34,15,27,68,9,10,15,8,21,10,1,0.62,0.463,0.162,0.107,0.125,0.618,0.4,0.4
"7213",7213,"stetson",27,68,9,10,15,8,21,10,27,50,8,20,27,3,34,15,0,0.463,0.62,0.107,0.162,0.19,0.382,0.147,0.147
"7214",7214,"delaware",27,56,6,5,10,5,23,14,25,56,5,12,21,11,22,14,0,0.536,0.491,0.174,0.153,0.185,0.511,0.089,0.089
"7215",7215,"towson",25,56,5,12,21,11,22,14,27,56,6,5,10,5,23,14,1,0.491,0.536,0.153,0.174,0.324,0.489,0.214,0.214
"7216",7216,"new-hampshire",20,61,7,11,18,6,24,6,21,49,9,20,25,6,36,12,0,0.385,0.52,0.07,0.139,0.143,0.4,0.18,0.18
"7217",7217,"vermont",21,49,9,20,25,6,36,12,20,61,7,11,18,6,24,6,1,0.52,0.385,0.139,0.07,0.2,0.6,0.408,0.408
"7218",7218,"wofford",25,52,11,23,27,10,26,15,24,54,6,15,21,6,18,12,1,0.587,0.5,0.159,0.137,0.357,0.591,0.442,0.442
"7219",7219,"western-carolina",24,54,6,15,21,6,18,12,25,52,11,23,27,10,26,15,0,0.5,0.587,0.137,0.159,0.188,0.409,0.278,0.278
"7220",7220,"temple",29,59,16,12,14,3,19,7,31,55,8,23,29,8,23,7,0,0.627,0.636,0.087,0.077,0.115,0.452,0.203,0.203
"7221",7221,"wichita-state",31,55,8,23,29,8,23,7,29,59,16,12,14,3,19,7,1,0.636,0.627,0.077,0.087,0.296,0.548,0.418,0.418
"7222",7222,"purdue",19,48,4,11,17,2,29,13,20,51,4,13,20,6,29,9,0,0.438,0.431,0.166,0.112,0.065,0.5,0.229,0.229
"7223",7223,"wisconsin",20,51,4,13,20,6,29,9,19,48,4,11,17,2,29,13,1,0.431,0.438,0.112,0.166,0.171,0.5,0.255,0.255
