"","Rank","Team","FG","FGA","X3P","FT","FTA","ORB","DRB","TOV","Opp.FG","Opp.FGA","Opp.3P","Opp.FT","Opp.FTA","Opp.ORB","Opp.DRB","Opp.TOV","Win.","eFG","OeFG","TOVp","oTOVp","ORBp","DRBp","FTp","oFTp"
"7224",7224,"tennessee-tech",26,49,10,24,33,8,24,19,29,63,7,15,22,10,18,13,1,0.633,0.516,0.187,0.132,0.308,0.571,0.49,0.49
"7225",7225,"austin-peay",29,63,7,15,22,10,18,13,26,49,10,24,33,8,24,19,0,0.516,0.633,0.132,0.187,0.294,0.429,0.238,0.238
"7226",7226,"eastern-kentucky",28,57,8,9,12,5,16,10,34,58,14,2,7,10,24,14,0,0.561,0.707,0.126,0.176,0.172,0.4,0.158,0.158
"7227",7227,"belmont",34,58,14,2,7,10,24,14,28,57,8,9,12,5,16,10,1,0.707,0.561,0.176,0.126,0.385,0.6,0.034,0.034
"7228",7228,"texas-state",23,57,7,10,15,7,17,10,26,57,3,18,19,9,23,8,0,0.465,0.482,0.121,0.095,0.233,0.425,0.175,0.175
"7229",7229,"louisiana-lafayette",26,57,3,18,19,9,23,8,23,57,7,10,15,7,17,10,1,0.482,0.465,0.095,0.121,0.346,0.575,0.316,0.316
"7230",7230,"texas-arlington",26,62,12,7,11,4,28,11,31,64,13,9,13,7,27,10,0,0.516,0.586,0.13,0.114,0.129,0.509,0.113,0.113
"7231",7231,"louisiana-monroe",31,64,13,9,13,7,27,10,26,62,12,7,11,4,28,11,1,0.586,0.516,0.114,0.13,0.2,0.491,0.141,0.141
"7232",7232,"chicago-state",26,46,3,12,21,3,20,16,25,53,10,16,23,6,19,8,0,0.598,0.566,0.192,0.095,0.136,0.513,0.261,0.261
"7233",7233,"missouri-kansas-city",25,53,10,16,23,6,19,8,26,46,3,12,21,3,20,16,1,0.566,0.598,0.095,0.192,0.231,0.487,0.302,0.302
"7234",7234,"jacksonville-state",25,58,1,9,11,7,20,12,23,53,8,14,23,9,21,10,0,0.44,0.509,0.147,0.116,0.25,0.488,0.155,0.155
"7235",7235,"murray-state",23,53,8,14,23,9,21,10,25,58,1,9,11,7,20,12,1,0.509,0.44,0.116,0.147,0.31,0.512,0.264,0.264
"7236",7236,"southern-utah",23,56,6,5,11,7,33,17,20,50,5,16,26,2,28,12,0,0.464,0.45,0.201,0.136,0.2,0.541,0.089,0.089
"7237",7237,"north-dakota",20,50,5,16,26,2,28,12,23,56,6,5,11,7,33,17,1,0.45,0.464,0.136,0.201,0.057,0.459,0.32,0.32
"7238",7238,"texas-san-antonio",21,52,10,10,26,8,20,17,33,63,15,19,24,10,32,6,0,0.5,0.643,0.178,0.064,0.2,0.385,0.192,0.192
"7239",7239,"old-dominion",33,63,15,19,24,10,32,6,21,52,10,10,26,8,20,17,1,0.643,0.5,0.064,0.178,0.333,0.615,0.302,0.302
"7240",7240,"ohio-state",21,54,2,12,17,8,21,9,26,54,9,18,27,9,23,10,0,0.407,0.565,0.112,0.109,0.258,0.477,0.222,0.222
"7241",7241,"penn-state",26,54,9,18,27,9,23,10,21,54,2,12,17,8,21,9,1,0.565,0.407,0.109,0.112,0.3,0.523,0.333,0.333
"7242",7242,"marshall",34,60,13,12,17,4,30,9,29,69,9,13,19,11,23,9,1,0.675,0.486,0.104,0.092,0.148,0.566,0.2,0.2
"7243",7243,"rice",29,69,9,13,19,11,23,9,34,60,13,12,17,4,30,9,0,0.486,0.675,0.092,0.104,0.268,0.434,0.188,0.188
"7244",7244,"middle-tennessee",26,53,10,10,15,6,27,11,23,53,7,9,13,4,24,11,1,0.585,0.5,0.138,0.142,0.2,0.529,0.189,0.189
"7245",7245,"southern-mississippi",23,53,7,9,13,4,24,11,26,53,10,10,15,6,27,11,0,0.5,0.585,0.142,0.138,0.129,0.471,0.17,0.17
"7246",7246,"southern-illinois-edwardsville",25,59,5,15,23,13,22,11,23,45,7,16,27,5,23,15,1,0.466,0.589,0.118,0.172,0.361,0.489,0.254,0.254
"7247",7247,"tennessee-martin",23,45,7,16,27,5,23,15,25,59,5,15,23,13,22,11,0,0.589,0.466,0.172,0.118,0.185,0.511,0.356,0.356
"7248",7248,"morehead-state",25,54,15,9,12,8,15,13,25,50,12,21,23,11,21,12,0,0.602,0.62,0.164,0.14,0.276,0.417,0.167,0.167
"7249",7249,"tennessee-state",25,50,12,21,23,11,21,12,25,54,15,9,12,8,15,13,1,0.62,0.602,0.14,0.164,0.423,0.583,0.42,0.42
"7250",7250,"arizona",25,52,6,21,27,14,27,19,28,66,7,7,12,9,16,14,1,0.538,0.477,0.193,0.151,0.467,0.628,0.404,0.404
"7251",7251,"arizona-state",28,66,7,7,12,9,16,14,25,52,6,21,27,14,27,19,0,0.477,0.538,0.151,0.193,0.25,0.372,0.106,0.106
"7252",7252,"montana",22,51,6,15,19,6,19,15,27,48,7,13,18,5,25,15,0,0.49,0.635,0.176,0.184,0.194,0.432,0.294,0.294
"7253",7253,"eastern-washington",27,48,7,13,18,5,25,15,22,51,6,15,19,6,19,15,1,0.635,0.49,0.184,0.176,0.208,0.568,0.271,0.271
"7254",7254,"loyola-marymount",16,49,3,11,15,5,18,17,26,51,7,17,26,8,28,14,0,0.357,0.578,0.209,0.153,0.152,0.391,0.224,0.224
"7255",7255,"gonzaga",26,51,7,17,26,8,28,14,16,49,3,11,15,5,18,17,1,0.578,0.357,0.153,0.209,0.308,0.609,0.333,0.333
"7256",7256,"alabama-birmingham",23,64,7,7,9,13,26,17,27,60,11,8,11,5,26,9,0,0.414,0.542,0.188,0.112,0.333,0.5,0.109,0.109
"7257",7257,"louisiana-tech",27,60,11,8,11,5,26,9,23,64,7,7,9,13,26,17,1,0.542,0.414,0.112,0.188,0.161,0.5,0.133,0.133
"7258",7258,"western-kentucky",30,47,5,37,48,5,24,16,37,77,13,7,13,14,16,13,1,0.691,0.565,0.144,0.126,0.238,0.6,0.787,0.787
"7259",7259,"north-texas",37,77,13,7,13,14,16,13,30,47,5,37,48,5,24,16,0,0.565,0.691,0.126,0.144,0.368,0.4,0.091,0.091
"7260",7260,"northern-arizona",21,60,2,16,25,8,14,15,32,54,10,21,29,8,32,18,0,0.367,0.685,0.149,0.177,0.2,0.304,0.267,0.267
"7261",7261,"northern-colorado",32,54,10,21,29,8,32,18,21,60,2,16,25,8,14,15,1,0.685,0.367,0.177,0.149,0.364,0.696,0.389,0.389
"7262",7262,"campbell",17,46,5,14,18,3,18,17,26,53,6,14,18,10,25,14,0,0.424,0.547,0.209,0.164,0.107,0.419,0.304,0.304
"7263",7263,"radford",26,53,6,14,18,10,25,14,17,46,5,14,18,3,18,17,1,0.547,0.424,0.164,0.209,0.357,0.581,0.264,0.264
"7264",7264,"oregon",26,61,9,9,10,10,19,8,29,56,9,5,12,7,22,9,0,0.5,0.598,0.101,0.116,0.312,0.463,0.148,0.148
"7265",7265,"southern-california",29,56,9,5,12,7,22,9,26,61,9,9,10,10,19,8,1,0.598,0.5,0.116,0.101,0.269,0.537,0.089,0.089
"7266",7266,"new-mexico-state",31,56,8,9,15,6,18,13,28,48,11,19,21,3,21,14,0,0.625,0.698,0.154,0.168,0.222,0.462,0.161,0.161
"7267",7267,"utah-valley",28,48,11,19,21,3,21,14,31,56,8,9,15,6,18,13,1,0.698,0.625,0.168,0.154,0.143,0.538,0.396,0.396
"7268",7268,"utah",23,53,7,17,22,10,25,10,21,51,7,9,14,5,18,13,1,0.5,0.48,0.117,0.166,0.357,0.581,0.321,0.321
"7269",7269,"washington",21,51,7,9,14,5,18,13,23,53,7,17,22,10,25,10,0,0.48,0.5,0.166,0.117,0.167,0.419,0.176,0.176
"7270",7270,"california-davis",29,70,13,21,27,9,29,13,26,75,12,20,22,15,32,19,1,0.507,0.427,0.118,0.163,0.22,0.475,0.3,0.3
"7271",7271,"cal-poly",26,75,12,20,22,15,32,19,29,70,13,21,27,9,29,13,0,0.427,0.507,0.163,0.118,0.341,0.525,0.267,0.267
"7272",7272,"montana-state",27,60,11,13,17,8,17,6,35,70,11,7,9,16,23,10,0,0.542,0.579,0.072,0.112,0.258,0.425,0.217,0.217
"7273",7273,"idaho",35,70,11,7,9,16,23,10,27,60,11,13,17,8,17,6,1,0.579,0.542,0.112,0.072,0.485,0.575,0.1,0.1
"7274",7274,"california-santa-barbara",30,61,4,16,23,5,25,7,24,56,4,18,22,8,31,16,1,0.525,0.464,0.077,0.169,0.139,0.446,0.262,0.262
"7275",7275,"long-beach-state",24,56,4,18,22,8,31,16,30,61,4,16,23,5,25,7,0,0.464,0.525,0.169,0.077,0.242,0.554,0.321,0.321
"7276",7276,"brigham-young",25,54,6,19,25,3,25,14,26,63,6,12,17,9,25,15,1,0.519,0.46,0.15,0.157,0.107,0.5,0.352,0.352
"7277",7277,"pepperdine",26,63,6,12,17,9,25,15,25,54,6,19,25,3,25,14,0,0.46,0.519,0.157,0.15,0.265,0.5,0.19,0.19
"7278",7278,"santa-clara",29,55,8,15,20,4,26,7,26,56,6,14,17,4,21,9,1,0.6,0.518,0.085,0.109,0.16,0.553,0.273,0.273
"7279",7279,"portland",26,56,6,14,17,4,21,9,29,55,8,15,20,4,26,7,0,0.518,0.6,0.109,0.085,0.133,0.447,0.25,0.25
"7280",7280,"idaho-state",22,45,12,11,13,3,15,10,25,60,3,11,13,16,20,6,1,0.622,0.442,0.146,0.076,0.13,0.429,0.244,0.244
"7281",7281,"sacramento-state",25,60,3,11,13,16,20,6,22,45,12,11,13,3,15,10,0,0.442,0.622,0.076,0.146,0.516,0.571,0.183,0.183
"7282",7282,"pacific",20,49,8,19,22,6,28,12,21,55,7,6,12,7,24,10,1,0.49,0.445,0.144,0.129,0.2,0.538,0.388,0.388
"7283",7283,"san-diego",21,55,7,6,12,7,24,10,20,49,8,19,22,6,28,12,0,0.445,0.49,0.129,0.144,0.2,0.462,0.109,0.109
"7284",7284,"texas-pan-american",24,64,5,15,25,8,17,6,31,51,10,13,22,4,33,18,0,0.414,0.706,0.063,0.197,0.195,0.34,0.234,0.234
"7285",7285,"seattle",31,51,10,13,22,4,33,18,24,64,5,15,25,8,17,6,1,0.706,0.414,0.197,0.063,0.19,0.66,0.255,0.255
"7286",7286,"hawaii",19,54,4,20,24,12,22,8,22,52,3,14,19,7,24,11,1,0.389,0.452,0.093,0.133,0.333,0.478,0.37,0.37
"7287",7287,"california-irvine",22,52,3,14,19,7,24,11,19,54,4,20,24,12,22,8,0,0.452,0.389,0.133,0.093,0.241,0.522,0.269,0.269
"7288",7288,"weber-state",33,59,12,17,22,4,21,18,35,79,10,6,7,16,22,16,1,0.661,0.506,0.181,0.156,0.154,0.488,0.288,0.288
"7289",7289,"portland-state",35,79,10,6,7,16,22,16,33,59,12,17,22,4,21,18,0,0.506,0.661,0.156,0.181,0.432,0.512,0.076,0.076
"7290",7290,"saint-marys-ca",24,56,4,11,15,5,24,9,23,50,6,18,29,5,26,7,0,0.464,0.52,0.112,0.081,0.161,0.48,0.196,0.196
"7291",7291,"san-francisco",23,50,6,18,29,5,26,7,24,56,4,11,15,5,24,9,1,0.52,0.464,0.081,0.112,0.172,0.52,0.36,0.36
"7292",7292,"oregon-state",24,57,8,12,18,6,27,10,24,61,4,23,37,15,32,9,0,0.491,0.426,0.117,0.084,0.158,0.458,0.211,0.211
"7293",7293,"ucla",24,61,4,23,37,15,32,9,24,57,8,12,18,6,27,10,1,0.426,0.491,0.084,0.117,0.357,0.542,0.377,0.377
"7294",7294,"colorado",20,51,3,26,35,10,26,13,25,62,7,16,23,9,19,7,0,0.422,0.46,0.131,0.076,0.345,0.578,0.51,0.51
"7295",7295,"washington-state",25,62,7,16,23,9,19,7,20,51,3,26,35,10,26,13,1,0.46,0.422,0.076,0.131,0.257,0.422,0.258,0.258
"7296",7296,"bowling-green-state",26,63,5,25,29,9,26,10,33,64,12,17,22,6,29,8,0,0.452,0.609,0.098,0.085,0.237,0.473,0.397,0.397
"7297",7297,"buffalo",33,64,12,17,22,6,29,8,26,63,5,25,29,9,26,10,1,0.609,0.452,0.085,0.098,0.188,0.527,0.266,0.266
"7298",7298,"oakland",29,56,6,18,20,11,27,9,23,55,10,10,11,4,14,6,1,0.571,0.509,0.105,0.083,0.44,0.659,0.321,0.321
"7299",7299,"cleveland-state",23,55,10,10,11,4,14,6,29,56,6,18,20,11,27,9,0,0.509,0.571,0.083,0.105,0.129,0.341,0.182,0.182
"7300",7300,"pennsylvania",26,60,9,13,21,7,25,9,23,55,4,12,13,7,28,17,1,0.508,0.455,0.1,0.199,0.2,0.472,0.217,0.217
"7301",7301,"columbia",23,55,4,12,13,7,28,17,26,60,9,13,21,7,25,9,0,0.455,0.508,0.199,0.1,0.219,0.528,0.218,0.218
"7302",7302,"yale",28,60,12,9,12,9,24,11,22,50,7,14,23,7,24,12,1,0.567,0.51,0.132,0.14,0.273,0.5,0.15,0.15
"7303",7303,"dartmouth",22,50,7,14,23,7,24,12,28,60,12,9,12,9,24,11,0,0.51,0.567,0.14,0.132,0.226,0.5,0.28,0.28
"7304",7304,"brown",22,58,6,8,15,10,22,13,20,50,8,17,26,10,28,15,0,0.431,0.48,0.15,0.164,0.263,0.44,0.138,0.138
"7305",7305,"harvard",20,50,8,17,26,10,28,15,22,58,6,8,15,10,22,13,1,0.48,0.431,0.164,0.15,0.312,0.56,0.34,0.34
"7306",7306,"niagara",32,69,7,14,25,12,33,10,34,77,7,9,15,9,26,7,1,0.514,0.487,0.096,0.07,0.316,0.559,0.203,0.203
"7307",7307,"iona",34,77,7,9,15,9,26,7,32,69,7,14,25,12,33,10,0,0.487,0.514,0.07,0.096,0.214,0.441,0.117,0.117
"7308",7308,"canisius",30,60,11,7,10,5,21,11,23,49,6,8,11,5,25,21,1,0.592,0.531,0.135,0.258,0.167,0.457,0.117,0.117
"7309",7309,"monmouth",23,49,6,8,11,5,25,21,30,60,11,7,10,5,21,11,0,0.531,0.592,0.258,0.135,0.192,0.543,0.163,0.163
"7310",7310,"rhode-island",25,55,9,15,20,10,19,17,24,63,9,20,23,16,18,11,0,0.536,0.452,0.184,0.113,0.357,0.514,0.273,0.273
"7311",7311,"st-bonaventure",24,63,9,20,23,16,18,11,25,55,9,15,20,10,19,17,1,0.452,0.536,0.113,0.184,0.457,0.486,0.317,0.317
"7312",7312,"detroit-mercy",32,65,6,24,25,6,20,8,32,64,5,15,17,8,23,15,1,0.538,0.539,0.081,0.156,0.207,0.465,0.369,0.369
"7313",7313,"youngstown-state",32,64,5,15,17,8,23,15,32,65,6,24,25,6,20,8,0,0.539,0.538,0.156,0.081,0.286,0.535,0.234,0.234
"7314",7314,"princeton",40,88,16,5,11,14,25,15,34,66,10,29,32,5,37,15,0,0.545,0.591,0.131,0.132,0.275,0.403,0.057,0.057
"7315",7315,"cornell",34,66,10,29,32,5,37,15,40,88,16,5,11,14,25,15,1,0.591,0.545,0.132,0.131,0.167,0.597,0.439,0.439
"7316",7316,"iupui",32,70,6,6,12,17,24,10,25,61,6,15,21,14,21,10,1,0.5,0.459,0.108,0.108,0.447,0.533,0.086,0.086
"7317",7317,"milwaukee",25,61,6,15,21,14,21,10,32,70,6,6,12,17,24,10,0,0.459,0.5,0.108,0.108,0.368,0.467,0.246,0.246
"7318",7318,"georgia-state",29,61,5,17,30,15,23,13,25,53,10,25,37,11,21,11,0,0.516,0.566,0.124,0.108,0.417,0.523,0.279,0.279
"7319",7319,"georgia-southern",25,53,10,25,37,11,21,11,29,61,5,17,30,15,23,13,1,0.566,0.516,0.108,0.124,0.324,0.477,0.472,0.472
"7320",7320,"illinois-chicago",32,74,5,14,23,13,45,12,27,68,12,9,22,5,31,10,1,0.466,0.485,0.11,0.1,0.295,0.592,0.189,0.189
"7321",7321,"green-bay",27,68,12,9,22,5,31,10,32,74,5,14,23,13,45,12,0,0.485,0.466,0.1,0.11,0.1,0.408,0.132,0.132
"7322",7322,"northern-kentucky",24,58,9,10,12,14,19,12,27,55,3,12,17,8,19,8,0,0.491,0.518,0.146,0.099,0.424,0.5,0.172,0.172
"7323",7323,"wright-state",27,55,3,12,17,8,19,8,24,58,9,10,12,14,19,12,1,0.518,0.491,0.099,0.146,0.296,0.5,0.218,0.218
"7324",7324,"southern-methodist",11,43,2,13,19,10,19,11,17,45,7,11,14,3,24,9,0,0.279,0.456,0.15,0.132,0.294,0.442,0.302,0.302
"7325",7325,"central-florida",17,45,7,11,14,3,24,9,11,43,2,13,19,10,19,11,1,0.456,0.279,0.132,0.15,0.136,0.558,0.244,0.244
"7326",7326,"navy",23,51,4,12,19,10,22,10,17,45,5,9,14,6,20,15,1,0.49,0.433,0.124,0.202,0.333,0.524,0.235,0.235
"7327",7327,"boston-university",17,45,5,9,14,6,20,15,23,51,4,12,19,10,22,10,0,0.433,0.49,0.202,0.124,0.214,0.476,0.2,0.2
"7328",7328,"providence",18,60,8,10,15,10,24,12,25,55,5,14,18,5,33,10,0,0.367,0.5,0.137,0.12,0.233,0.421,0.167,0.167
"7329",7329,"butler",25,55,5,14,18,5,33,10,18,60,8,10,15,10,24,12,1,0.5,0.367,0.12,0.137,0.172,0.579,0.255,0.255
"7330",7330,"virginia-tech",28,53,8,12,19,11,21,11,20,55,4,12,19,14,16,11,1,0.604,0.4,0.132,0.129,0.407,0.568,0.226,0.226
"7331",7331,"georgia-tech",20,55,4,12,19,14,16,11,28,53,8,12,19,11,21,11,0,0.4,0.604,0.129,0.132,0.4,0.432,0.218,0.218
"7332",7332,"bucknell",21,54,5,21,29,8,32,13,22,54,3,20,34,6,30,10,1,0.435,0.435,0.135,0.102,0.211,0.516,0.389,0.389
"7333",7333,"holy-cross",22,54,3,20,34,6,30,10,21,54,5,21,29,8,32,13,0,0.435,0.435,0.102,0.135,0.158,0.484,0.37,0.37
"7334",7334,"syracuse",25,52,5,7,9,6,25,10,20,59,7,8,12,7,16,7,1,0.529,0.398,0.14,0.089,0.273,0.61,0.135,0.135
"7335",7335,"miami-fl",20,59,7,8,12,7,16,7,25,52,5,7,9,6,25,10,0,0.398,0.529,0.089,0.14,0.219,0.39,0.136,0.136
"7336",7336,"texas",30,55,8,9,15,4,37,14,20,65,8,18,22,8,23,7,1,0.618,0.369,0.166,0.074,0.148,0.617,0.164,0.164
"7337",7337,"oklahoma",20,65,8,18,22,8,23,7,30,55,8,9,15,4,37,14,0,0.369,0.618,0.074,0.166,0.178,0.383,0.277,0.277
"7338",7338,"virginia-military-institute",25,61,4,21,27,12,23,10,21,64,7,22,29,19,26,13,1,0.443,0.383,0.102,0.122,0.316,0.469,0.344,0.344
"7339",7339,"citadel",21,64,7,22,29,19,26,13,25,61,4,21,27,12,23,10,0,0.383,0.443,0.122,0.102,0.452,0.531,0.344,0.344
"7340",7340,"quinnipiac",32,61,14,20,28,7,31,21,36,75,13,17,27,14,23,14,0,0.639,0.567,0.19,0.12,0.233,0.574,0.328,0.328
"7341",7341,"fairfield",36,75,13,17,27,14,23,14,32,61,14,20,28,7,31,21,1,0.567,0.639,0.12,0.19,0.311,0.426,0.227,0.227
"7342",7342,"iowa-state",25,56,7,9,13,9,17,12,31,60,10,6,8,10,21,10,0,0.509,0.6,0.147,0.127,0.3,0.447,0.161,0.161
"7343",7343,"kansas-state",31,60,10,6,8,10,21,10,25,56,7,9,13,9,17,12,1,0.6,0.509,0.127,0.147,0.37,0.553,0.1,0.1
"7344",7344,"mount-st-marys",24,50,9,17,25,3,18,9,23,65,7,16,19,20,24,18,1,0.57,0.408,0.107,0.176,0.111,0.429,0.34,0.34
"7345",7345,"sacred-heart",23,65,7,16,19,20,24,18,24,50,9,17,25,3,18,9,0,0.408,0.57,0.176,0.107,0.526,0.571,0.246,0.246
"7346",7346,"bryant",21,64,5,9,10,9,27,19,32,68,9,16,20,8,32,7,0,0.367,0.537,0.203,0.073,0.22,0.458,0.141,0.141
"7347",7347,"saint-francis-pa",32,68,9,16,20,8,32,7,21,64,5,9,10,9,27,19,1,0.537,0.367,0.073,0.203,0.229,0.542,0.235,0.235
"7348",7348,"toledo",23,59,7,18,22,9,23,14,31,61,9,28,36,8,28,5,0,0.449,0.582,0.147,0.049,0.243,0.451,0.305,0.305
"7349",7349,"ball-state",31,61,9,28,36,8,28,5,23,59,7,18,22,9,23,14,1,0.582,0.449,0.049,0.147,0.258,0.549,0.459,0.459
"7350",7350,"air-force",20,52,5,7,8,4,20,10,28,53,14,6,10,4,27,13,0,0.433,0.66,0.142,0.17,0.129,0.426,0.135,0.135
"7351",7351,"boise-state",28,53,14,6,10,4,27,13,20,52,5,7,8,4,20,10,1,0.66,0.433,0.17,0.142,0.167,0.574,0.113,0.113
"7352",7352,"florida-international",27,59,3,15,20,13,22,14,27,60,8,15,16,10,17,12,0,0.483,0.517,0.15,0.136,0.433,0.564,0.254,0.254
"7353",7353,"florida-atlantic",27,60,8,15,16,10,17,12,27,59,3,15,20,13,22,14,1,0.517,0.483,0.136,0.15,0.312,0.436,0.25,0.25
"7354",7354,"southern-illinois",25,53,6,20,28,4,29,12,22,57,6,22,33,12,26,18,1,0.528,0.439,0.128,0.166,0.133,0.527,0.377,0.377
"7355",7355,"indiana-state",22,57,6,22,33,12,26,18,25,53,6,20,28,4,29,12,0,0.439,0.528,0.166,0.128,0.293,0.473,0.386,0.386
"7356",7356,"indiana",32,57,14,6,9,4,15,10,27,49,9,19,22,10,21,17,1,0.684,0.643,0.131,0.192,0.16,0.417,0.105,0.105
"7357",7357,"iowa",27,49,9,19,22,10,21,17,32,57,14,6,9,4,15,10,0,0.643,0.684,0.192,0.131,0.4,0.583,0.388,0.388
"7358",7358,"akron",21,53,9,17,24,8,18,14,23,54,10,22,24,9,20,13,0,0.481,0.519,0.153,0.142,0.286,0.474,0.321,0.321
"7359",7359,"kent-state",23,54,10,22,24,9,20,13,21,53,9,17,24,8,18,14,1,0.519,0.481,0.142,0.153,0.333,0.526,0.407,0.407
"7360",7360,"alabama",26,55,6,13,21,9,16,13,28,64,4,21,28,19,23,13,0,0.527,0.469,0.145,0.123,0.281,0.41,0.236,0.236
"7361",7361,"kentucky",28,64,4,21,28,19,23,13,26,55,6,13,21,9,16,13,1,0.469,0.527,0.123,0.145,0.543,0.59,0.328,0.328
"7362",7362,"george-mason",24,58,5,9,15,5,30,8,24,62,5,16,19,7,29,9,0,0.457,0.427,0.098,0.1,0.147,0.508,0.155,0.155
"7363",7363,"la-salle",24,62,5,16,19,7,29,9,24,58,5,9,15,5,30,8,1,0.427,0.457,0.1,0.098,0.189,0.492,0.258,0.258
"7364",7364,"american",34,60,11,6,11,8,12,7,31,48,12,16,21,3,21,12,0,0.658,0.771,0.089,0.147,0.276,0.364,0.1,0.1
"7365",7365,"lafayette",31,48,12,16,21,3,21,12,34,60,11,6,11,8,12,7,1,0.771,0.658,0.147,0.089,0.2,0.636,0.333,0.333
"7366",7366,"missouri",22,48,12,7,17,5,27,11,22,57,9,11,13,7,22,9,0,0.583,0.465,0.144,0.113,0.185,0.551,0.146,0.146
"7367",7367,"louisiana-state",22,57,9,11,13,7,22,9,22,48,12,7,17,5,27,11,1,0.465,0.583,0.113,0.144,0.206,0.449,0.193,0.193
"7368",7368,"michigan-state",20,46,8,17,21,6,25,11,21,56,9,9,10,8,18,6,1,0.522,0.455,0.14,0.083,0.25,0.581,0.37,0.37
"7369",7369,"northwestern",21,56,9,9,10,8,18,6,20,46,8,17,21,6,25,11,0,0.455,0.522,0.083,0.14,0.242,0.419,0.161,0.161
"7370",7370,"furman",40,75,11,3,5,13,26,9,28,56,10,13,19,4,22,11,1,0.607,0.589,0.101,0.127,0.371,0.542,0.04,0.04
"7371",7371,"samford",28,56,10,13,19,4,22,11,40,75,11,3,5,13,26,9,0,0.589,0.607,0.127,0.101,0.133,0.458,0.232,0.232
"7372",7372,"east-tennessee-state",27,57,9,9,10,11,29,22,21,54,6,13,18,7,14,15,1,0.553,0.444,0.246,0.172,0.44,0.674,0.158,0.158
"7373",7373,"western-carolina",21,54,6,13,18,7,14,15,27,57,9,9,10,11,29,22,0,0.444,0.553,0.172,0.246,0.194,0.326,0.241,0.241
"7374",7374,"troy",16,58,4,18,24,7,30,8,26,58,5,8,14,5,36,10,0,0.31,0.491,0.088,0.121,0.163,0.455,0.31,0.31
"7375",7375,"appalachian-state",26,58,5,8,14,5,36,10,16,58,4,18,24,7,30,8,1,0.491,0.31,0.121,0.088,0.143,0.545,0.138,0.138
"7376",7376,"south-alabama",23,60,11,13,23,11,25,12,21,52,5,25,36,7,28,14,0,0.475,0.452,0.126,0.137,0.282,0.472,0.217,0.217
"7377",7377,"coastal-carolina",21,52,5,25,36,7,28,14,23,60,11,13,23,11,25,12,1,0.452,0.475,0.137,0.126,0.219,0.528,0.481,0.481
"7378",7378,"texas-state",30,61,6,5,7,8,23,11,30,55,11,8,11,2,20,9,0,0.541,0.645,0.138,0.119,0.286,0.535,0.082,0.082
"7379",7379,"louisiana-monroe",30,55,11,8,11,2,20,9,30,61,6,5,7,8,23,11,1,0.645,0.541,0.119,0.138,0.08,0.465,0.145,0.145
"7380",7380,"ipfw",28,59,14,14,16,6,22,11,26,57,8,12,12,5,24,17,1,0.593,0.526,0.127,0.197,0.2,0.478,0.237,0.237
"7381",7381,"north-dakota-state",26,57,8,12,12,5,24,17,28,59,14,14,16,6,22,11,0,0.526,0.593,0.197,0.127,0.185,0.522,0.211,0.211
"7382",7382,"miami-oh",30,72,13,14,19,13,22,16,35,67,6,16,19,10,30,16,0,0.507,0.567,0.149,0.156,0.302,0.423,0.194,0.194
"7383",7383,"ohio",35,67,6,16,19,10,30,16,30,72,13,14,19,13,22,16,1,0.567,0.507,0.156,0.149,0.312,0.577,0.239,0.239
"7384",7384,"auburn",20,63,5,30,38,18,22,16,25,58,6,28,37,14,22,13,0,0.357,0.483,0.136,0.12,0.45,0.5,0.476,0.476
"7385",7385,"south-carolina",25,58,6,28,37,14,22,13,20,63,5,30,38,18,22,16,1,0.483,0.357,0.12,0.136,0.389,0.5,0.483,0.483
"7386",7386,"western-illinois",24,59,4,10,15,3,31,8,28,63,7,19,25,5,31,4,0,0.441,0.5,0.097,0.043,0.088,0.5,0.169,0.169
"7387",7387,"south-dakota-state",28,63,7,19,25,5,31,4,24,59,4,10,15,3,31,8,1,0.5,0.441,0.043,0.097,0.139,0.5,0.302,0.302
"7388",7388,"memphis",25,46,6,12,15,7,21,13,19,49,8,17,20,10,11,12,1,0.609,0.469,0.175,0.147,0.389,0.656,0.261,0.261
"7389",7389,"tulane",19,49,8,17,20,10,11,12,25,46,6,12,15,7,21,13,0,0.469,0.609,0.147,0.175,0.323,0.344,0.347,0.347
"7390",7390,"texas-am",24,55,4,23,35,12,18,13,35,71,10,14,22,13,24,9,0,0.473,0.563,0.126,0.088,0.333,0.429,0.418,0.418
"7391",7391,"arkansas",35,71,10,14,22,13,24,9,24,55,4,23,35,12,18,13,1,0.563,0.473,0.088,0.126,0.419,0.571,0.197,0.197
"7392",7392,"notre-dame",31,49,14,8,11,1,22,10,25,56,7,10,12,8,17,12,1,0.776,0.509,0.142,0.149,0.056,0.564,0.163,0.163
"7393",7393,"boston-college",25,56,7,10,12,8,17,12,31,49,14,8,11,1,22,10,0,0.509,0.776,0.149,0.142,0.267,0.436,0.179,0.179
"7394",7394,"nicholls-state",27,61,9,24,31,8,24,11,25,57,5,28,37,8,26,10,1,0.516,0.482,0.106,0.096,0.235,0.48,0.393,0.393
"7395",7395,"central-arkansas",25,57,5,28,37,8,26,10,27,61,9,24,31,8,24,11,0,0.482,0.516,0.096,0.106,0.25,0.52,0.491,0.491
"7396",7396,"eastern-michigan",29,61,3,11,15,12,28,9,22,59,11,12,13,9,20,7,1,0.5,0.466,0.105,0.088,0.375,0.583,0.18,0.18
